SYMBOL	SYMBOL_unique	geneID	annotation	factor	direction	PPC_factor	PPC_direction	ATACseq_geneID	ATACseq_factor	ATACseq_direction	CBP_factor	CBP_direction	K27ac_geneID	K27ac_factor	K27ac_direction	PROseq_Time	PROseq_Gd7	PROseq_Toll10b	PROseq_Toll9	PPC_Time	PPC_Gd7	PPC_Toll10b	PPC_Toll9	ATACseq_Time	ATACseq_Gd7	ATACseq_Toll10b	ATACseq_Toll9	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	PC1	PC2	PC3	PC4
Mef2	Mef2.1	FBgn0011656	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region2037	Toll10b	Up	Toll10b	Up	Region1347	Toll10b	Up	0.93638284393469	-4.16590469189772	8.85866764469544	-6.41425981278343	-0.464618900040751	-2.35783735372652	3.92604878383314	-3.05953729652958	-0.268027143615196	-3.46636234792136	6.03141030336922	-3.7395659716302	-4.04717092013023	7.77148543457473	-4.1347916717106	-2.41980664903767	4.73160896289423	-3.09916698160402	-9.93333991708926	18.5345047008382	-10.9735246249448	18.2635552319144	-12.6374982626254	-2.11892182001186	0.560035306306259
Mef2	Mef2.2	FBgn0011656	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region2038	Toll10b	Up	Toll10b	Up	Region1348	Toll10b	Up	0.93638284393469	-4.16590469189772	8.85866764469544	-6.41425981278343	-0.464618900040751	-2.35783735372652	3.92604878383314	-3.05953729652958	-1.14383390955796	-1.71767792526496	3.24257609808364	-2.19958711286786	-0.470325304015412	1.94948271517276	-1.88084084620314	-3.41369947306235	6.20204555594419	-3.8418640952337	-5.60170270234272	11.3941043692006	-7.9222920543047	10.7297660727389	-9.39287655098151	-5.03831155162795	-1.21456621981539
Mef2	Mef2.3	FBgn0011656	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region2039	Toll10b	Up	Toll10b	Up	Region1348	Toll10b	Up	0.93638284393469	-4.16590469189772	8.85866764469544	-6.41425981278343	-0.464618900040751	-2.35783735372652	3.92604878383314	-3.05953729652958	0.108390974481494	-3.55888787776816	6.07353274101193	-3.67711230004325	-2.86668250704119	4.52909787773029	-1.62312335689328	-3.41369947306235	6.20204555594419	-3.8418640952337	-9.8392698578717	16.8046761746864	-9.14209975217023	16.9641678443058	-10.7140038365476	-3.05916618223145	0.822471828091866
Mef2	Mef2.4	FBgn0011656	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region2043	Gd7	Down	Toll10b	Up	Region1349	Toll10b	Up	0.93638284393469	-4.16590469189772	8.85866764469544	-6.41425981278343	-0.464618900040751	-2.35783735372652	3.92604878383314	-3.05953729652958	-0.0309692313178066	-0.722372675692637	0.713590883356476	-0.0376061417121509	-1.04005633858782	2.21995680047541	-1.36076411434556	-0.431527188845052	2.43845627098905	-2.34033277217228	-2.19395620312551	5.37200395482094	-3.73870302822999	4.42674270333003	-5.33957232986777	-7.90862115613123	-2.13271865647957
CadN	CadN	FBgn0015609	Roshan & This	Toll10b	Up	Toll10b	Up	Region1246	Gd7	Down	Toll10b	Up	Region813	Toll9	Down	0.534998227359173	-3.98277923006614	7.33902708495151	-4.59094374663522	-0.77387779525828	-5.64089535212722	7.95393142828007	-4.99644794536085	1.17571865570956	-5.27431234472498	3.98739755169567	1.39467945618841	-2.44091008150619	2.55544821024257	0.359036501320471	0.102284640740677	1.45732876427782	-1.72690823132568	-7.61293778549049	8.00017452621606	0.0268077261832009	8.74046419245611	-0.858072698471252	-5.69788377730979	1.40268065457459
CadN	CadN.1	FBgn0015609	Roshan & This	Toll10b	Up	Toll10b	Up	Region1249	Gd7	Down	Toll10b	Up	Region814	Toll10b	Up	0.534998227359173	-3.98277923006614	7.33902708495151	-4.59094374663522	-0.77387779525828	-5.64089535212722	7.95393142828007	-4.99644794536085	-0.480688988761254	-1.79983941754054	1.43235479243558	0.378091076382658	-1.08775729819729	2.38872121101263	-1.51277146182355	-2.02040438180771	2.87335736219418	-1.37998316297031	-4.90800109754554	6.69443336564239	-2.5146635484112	6.36790148818798	-3.24540254619988	-5.52620426290346	-0.583060657736507
CadN	CadN.2	FBgn0015609	Roshan & This	Toll10b	Up	Toll10b	Up	Region1251	Toll10b	Up	Toll10b	Up	Region815	Toll10b	Up	0.534998227359173	-3.98277923006614	7.33902708495151	-4.59094374663522	-0.77387779525828	-5.64089535212722	7.95393142828007	-4.99644794536085	-1.6670136807744	-2.94086536430488	3.79740539708539	-1.37117939648753	-2.17979936979708	4.50407414211947	-2.65306029892187	-3.4655588474145	5.63595390773798	-3.16000444305871	-8.58622358151646	13.9374334469428	-7.18424413846811	13.6640111021195	-7.97153352791828	-2.19221968938829	0.470505775857428
CadN	CadN.3	FBgn0015609	Roshan & This	Toll10b	Up	Toll10b	Up	Region1251	Toll10b	Up	Toll10b	Up	Region816	Toll10b	Up	0.534998227359173	-3.98277923006614	7.33902708495151	-4.59094374663522	-0.77387779525828	-5.64089535212722	7.95393142828007	-4.99644794536085	-1.6670136807744	-2.94086536430488	3.79740539708539	-1.37117939648753	-2.17979936979708	4.50407414211947	-2.65306029892187	-3.09529739804222	5.60826873684331	-3.46637404631375	-8.21596213214418	13.9097482760482	-7.49061374172315	13.4348296497867	-8.31359716173441	-2.13983900862346	0.233345205878736
CadN	CadN.4	FBgn0015609	Roshan & This	Toll10b	Up	Toll10b	Up	Region1255	Toll10b	Up	Toll10b	Up	Region817	Toll10b	Up	0.534998227359173	-3.98277923006614	7.33902708495151	-4.59094374663522	-0.77387779525828	-5.64089535212722	7.95393142828007	-4.99644794536085	0.387211825697466	-3.65169366471047	4.67287978617007	-1.64474185603206	-3.1672593815031	4.99436993597676	-1.78044692377143	-3.10810794412275	4.94798435370972	-2.71450583471869	-9.92706099033632	14.6152340758566	-6.13969461452218	14.8735908272196	-6.9635693149549	-2.21289637390615	1.39445744528264
CadN	CadN.5	FBgn0015609	Roshan & This	Toll10b	Up	Toll10b	Up	Region1255	Toll10b	Up	Toll10b	Up	Region818	Toll10b	Up	0.534998227359173	-3.98277923006614	7.33902708495151	-4.59094374663522	-0.77387779525828	-5.64089535212722	7.95393142828007	-4.99644794536085	0.387211825697466	-3.65169366471047	4.67287978617007	-1.64474185603206	-3.1672593815031	4.99436993597676	-1.78044692377143	-2.54239708454624	4.47929217889564	-2.70460183252122	-9.36135013075981	14.1465419010425	-6.12979061232471	14.215898049425	-6.98442024553125	-2.37029877158367	1.11361631600273
toy	toy	FBgn0019650	This	Toll10b	Down	Toll10b	Down	Region7252	Toll10b	Up	Toll9	Down	Region4790	Toll9	Down	0.226595793292619	2.97341264768232	-4.17975885152042	1.65549568846499	-3.105058000448	3.15231119884662	-3.69103021792313	1.57486651458384	0.351276067649084	-0.399866690772526	0.585641487189233	-0.281056580469774	-0.051774339251637	2.05453197135216	-2.66942514316893	0.110669077221127	1.22609176470605	-1.47532649602537	-0.340971952803036	3.86626522324744	-4.42580821966407	-3.86264887904485	-4.06059858407825	6.03734987002138	3.09834893035999
toy	toy.1	FBgn0019650	This	Toll10b	Down	Toll10b	Down	Region7253	Toll10b	Up	Toll9	Down	Region4790	Toll9	Down	0.226595793292619	2.97341264768232	-4.17975885152042	1.65549568846499	-3.105058000448	3.15231119884662	-3.69103021792313	1.57486651458384	0.937440869292772	-0.899525776973972	1.79122295228762	-1.27902532252233	-0.0241103522454451	2.23778605593219	-2.95750335744265	0.110669077221127	1.22609176470605	-1.47532649602537	-0.81296705199829	5.25510077292586	-5.71185517599035	-2.58417077567037	-5.34010361380925	6.76599830959425	3.09394901077514
toy	toy.2	FBgn0019650	This	Toll10b	Down	Toll10b	Down	Region7253	Toll10b	Up	Toll9	Down	Region4791	Toll9	Down	0.226595793292619	2.97341264768232	-4.17975885152042	1.65549568846499	-3.105058000448	3.15231119884662	-3.69103021792313	1.57486651458384	0.937440869292772	-0.899525776973972	1.79122295228762	-1.27902532252233	-0.0241103522454451	2.23778605593219	-2.95750335744265	0.533418109043211	0.668509742413735	-1.23549913017489	-0.390218020176206	4.69751875063355	-5.47202781013987	-3.2251952991895	-5.11169558264164	6.53292126048851	2.92371361421153
stumps	stumps	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5962	Toll9	Up	Toll9	Up	Region3955	Toll10b	Down	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-0.849484148881188	0.245588829125962	-1.45273931190875	1.66475931062371	-1.15432389432631	-0.247475703170133	2.11831067795039	1.30499668894184	-1.60292828447064	0.607726186096474	0.396261623741492	-3.30314329954952	4.39079617467057	-3.2394385354877	3.89651113608843	-10.7931713938149	-3.19390011883155
stumps	stumps.1	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5962	Toll9	Up	Toll9	Up	Region3956	Toll9	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-0.849484148881188	0.245588829125962	-1.45273931190875	1.66475931062371	-1.15432389432631	-0.247475703170133	2.11831067795039	0.0121600328025001	-1.10408371731877	1.22662303397511	-0.896575032397848	-2.80429873239765	5.00969302254921	-2.14914110668412	4.61761005864397	-10.7521196717448	-2.44268982491105
stumps	stumps.2	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5966	Toll10b	Up	Toll10b	Up	Region3959	Toll10b	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-0.53897008929718	-0.520538241913955	0.740227878856813	-0.335638888221534	-0.862939522368529	2.19454452546598	-1.60096549146627	-3.06755435040857	5.21315497345663	-3.04872334919878	-4.45103211469105	8.14792737777942	-4.98532772888658	7.81911493402209	-5.41136639770675	-5.05379477529926	-2.49695713445083
stumps	stumps.3	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5966	Toll10b	Up	Toll10b	Up	Region3960	Toll10b	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-0.53897008929718	-0.520538241913955	0.740227878856813	-0.335638888221534	-0.862939522368529	2.19454452546598	-1.60096549146627	-2.09758120289116	4.31821913128993	-2.9293791152953	-3.48105896717364	7.25299153561272	-4.8659834949831	6.62557053930545	-5.33966220015145	-5.37452461585174	-2.96103483893563
stumps	stumps.4	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5967	Toll10b	Up	Toll10b	Up	Region3961	Toll10b	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	1.49910206242372	-1.26521768707586	2.65307767478512	-1.98145078596637	-2.78398818792224	4.04175919256942	-1.09894421565246	-3.61168805149011	4.37336862218303	-1.61145436503534	-7.66089392648821	11.0682054895376	-4.69184936665417	11.6983708232559	-5.10524772976007	-4.18361506594783	-0.759844513588574
stumps	stumps.5	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5967	Toll10b	Up	Toll10b	Up	Region3962	Toll10b	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	1.49910206242372	-1.26521768707586	2.65307767478512	-1.98145078596637	-2.78398818792224	4.04175919256942	-1.09894421565246	-3.31901362382938	5.17354697829074	-2.77517646756053	-7.36821949882748	11.8683838456453	-5.85557146917936	12.1101216092034	-6.34303249650073	-3.68445232507792	-1.10445393668406
stumps	stumps.6	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5968	Toll10b	Up	Toll10b	Up	Region3962	Toll10b	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-0.0764806881631715	-1.03628424544505	2.0877987259333	-1.50658333758851	-1.27230621695203	2.45614903051781	-1.31729320639194	-3.31901362382938	5.17354697829074	-2.77517646756053	-5.62760408622646	9.71749473474185	-5.59905301154098	9.61130542143981	-6.01119050587018	-4.41451885139828	-2.0043720545727
stumps	stumps.7	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5968	Toll10b	Up	Toll10b	Up	Region3963	Toll10b	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-0.0764806881631715	-1.03628424544505	2.0877987259333	-1.50658333758851	-1.27230621695203	2.45614903051781	-1.31729320639194	-2.37130622385843	3.61130163642671	-1.88747253033936	-4.67989668625551	8.15524939287782	-4.71134907431981	7.949048654767	-5.13166998312077	-5.11091122186338	-2.32630722267695
stumps	stumps.8	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5978	Toll9	Up	Toll9	Up	Region3968	Toll9	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-1.6023273510066	-0.945128393324867	-1.31631436085324	3.02224049169773	-1.71239564399881	0.00764869464210502	2.64087910943346	-3.05126282746989	-1.94521267006239	4.96113058491531	-5.70878686479357	-3.25387833627352	10.6242501860465	0.199745725569059	10.5748113437127	-12.0736162932236	1.01292346600946
stumps	stumps.9	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5978	Toll9	Up	Toll9	Up	Region3969	Toll9	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-1.6023273510066	-0.945128393324867	-1.31631436085324	3.02224049169773	-1.71239564399881	0.00764869464210502	2.64087910943346	-3.30080806278173	-1.61876977244152	4.82258154913918	-5.95833210010541	-2.92743543865265	10.4857011502704	0.576194761313548	10.4431532478745	-11.9375324970066	1.1139268213773
stumps	stumps.10	FBgn0020299	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region5979	Gd7	Down	Toll9	Up	Region3969	Toll9	Up	1.49929280396908	-5.11820117113018	8.29279938641718	-4.34716444653337	0.0085564698233737	-3.006139530131	7.91782328444377	-8.60331184736275	-1.26284255401218	-5.93017003967586	1.41047788858417	5.76276257844347	-4.78984222592166	1.54185934921871	5.35211863165666	-3.30080806278173	-1.61876977244152	4.82258154913918	-14.0208203283793	1.33356746536136	15.9374627592393	8.02249570631981	15.8071251994478	-11.7958843224624	6.44702293030568
HLH54F	HLH54F	FBgn0022740	This	Toll10b	Up	Toll9	Down	Region2721	Gd7	Up	Gd7	Up	Region1824	Gd7	Up	-0.438697188071339	-1.2852698176962	4.3626668930979	-4.20128383261796	-0.468414911380849	-2.77474922263338	6.33839376555112	-6.37485114808537	-0.709190754047362	3.27350632601394	-2.71975033481236	-0.53119860945603	3.08364706314386	-2.10682698891732	-1.95450617385015	1.50082948825428	-0.593996553573277	-0.701765262751365	7.85798287741208	-5.42057387730296	-3.18747004605755	-11.1471090562305	-4.31447562656427	-6.88277388049949	-4.6691800053149
CG1673	CG1673	FBgn0030482	Roshan & This	Toll10b	Up	Toll9	Down	Region8703	Toll10b	Up	Toll10b	Up	Region5391	Toll10b	Up	-0.988464514099615	-4.41566316420716	5.02829959206281	-0.850833621332587	-0.616420592913079	-0.90617921037286	2.31557912749784	-2.47845128065945	-1.17059800054049	-1.44923047156257	3.17847681558109	-2.46011555483477	-0.734392581511697	2.1671834495328	-1.76336334748842	-1.77768716282753	3.62203514065289	-2.44044777160884	-3.9613102159018	8.96769540576678	-6.66392667393203	6.92086295400146	-5.79579279005689	0.0513675702162852	-2.79075527938233
CG12177	CG12177	FBgn0030510	Literature & This	Toll10b	Up	Gd7	Down	Region8714	Toll10b	Up	Toll10b	Up	Region5399	Toll10b	Up	-1.02826045069636	-3.01301082537855	5.95991775656346	-4.02933227811103	-1.69130415154787	-3.35599676458296	3.1989490261333	-0.496946862112924	-1.10972807283932	-1.9846787565908	3.84385087283441	-2.67424014564826	-2.27198974942689	5.25783316522956	-3.51908826712781	-2.4384438122731	4.408461509875	-2.71992768191537	-6.69511231829079	13.510145547939	-8.91325609469144	11.5989781199501	-9.71951202715294	-0.627102523301333	0.10106482779515
CG12177	CG12177.1	FBgn0030510	Literature & This	Toll10b	Up	Gd7	Down	Region8714	Toll10b	Up	Toll10b	Up	Region5400	Toll10b	Up	-1.02826045069636	-3.01301082537855	5.95991775656346	-4.02933227811103	-1.69130415154787	-3.35599676458296	3.1989490261333	-0.496946862112924	-1.10972807283932	-1.9846787565908	3.84385087283441	-2.67424014564826	-2.27198974942689	5.25783316522956	-3.51908826712781	-1.02075225793183	2.50278596144329	-1.87550923081892	-5.27742076394952	11.6044699995073	-8.06883764359499	9.42346282530224	-8.91139058849503	-1.42867433512271	-0.46297318193452
grnd	grnd	FBgn0032682	This	Toll10b	Down	Toll10b	Down	Region1282	Toll10b	Down	Toll10b	Down	Region832	Toll10b	Down	-1.67183035426728	2.55351341126108	-3.73269016813267	1.61698377523636	-0.515826459945645	1.53576976403346	-3.00085423578242	2.70916827182042	-1.61471097161927	2.78285015403146	-3.45713317886115	1.11152924493207	1.87478117087419	-2.72533559930639	0.744799552041381	2.04031329350373	-3.74146936920578	2.33501505505078	6.69794461840938	-9.92393814737332	4.19134385202423	-17.4947792320238	4.78570596563133	-0.583748898069665	0.565961073434554
grnd	grnd.1	FBgn0032682	This	Toll10b	Down	Toll10b	Down	Region1282	Toll10b	Down	Toll10b	Down	Region833	Toll10b	Down	-1.67183035426728	2.55351341126108	-3.73269016813267	1.61698377523636	-0.515826459945645	1.53576976403346	-3.00085423578242	2.70916827182042	-1.61471097161927	2.78285015403146	-3.45713317886115	1.11152924493207	1.87478117087419	-2.72533559930639	0.744799552041381	0.696924933291073	-1.98372357481222	1.58871965745362	5.35455625819672	-8.16619235297976	3.44504845442707	-15.4679420022869	4.07648509187366	0.149054832160726	1.10962240169013
Cyp310a1	Cyp310a1	FBgn0032693	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region1288	Time	Down	Toll10b	Down	Region838	Toll9	Up	-0.382017104511277	-4.16017101423255	5.36088771040145	-1.65194320942722	-0.212125100331601	-3.23753161472624	3.72968372293309	-1.51873247269007	-2.7662930584405	0.664117739244069	-1.68368299358698	1.43741800294981	0.399376642182017	-1.71723897919803	1.67987095023889	-0.713467420594664	-2.45904949681529	3.40680879909554	0.350026960831422	-5.8599714696003	6.52409775228424	-6.21172244549533	7.28507214220712	-8.27442383236614	-2.26224107115701
Cyp310a1	Cyp310a1.1	FBgn0032693	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region1291	Toll10b	Up	Toll10b	Up	Region839	Toll10b	Up	-0.382017104511277	-4.16017101423255	5.36088771040145	-1.65194320942722	-0.212125100331601	-3.23753161472624	3.72968372293309	-1.51873247269007	-1.91011322342649	-1.69315179159295	2.37920641971956	-1.05278589553427	-3.68394867420081	5.12966127270682	-1.16157375879084	-6.13943195453905	6.75357315117896	-1.97628208557312	-11.5165324203328	14.2624408436053	-4.19064173989823	14.9413511546997	-3.59464155773045	0.488086244226547	1.97174103506454
Lime	Lime	FBgn0033458	Roshan & This	Toll10b	Up	Toll10b	Down	Region2036	Toll10b	Up	Toll10b	Up	Region1346	Toll10b	Up	0.43692884356354	-2.28241596083403	4.1065778375196	-2.49564341851284	-0.219289560016119	0.431744147535407	-0.456372022263529	0.136322587493835	-0.288893449927441	-2.21420824821401	4.15601227426461	-2.80280043631574	-0.886151847743104	2.1857464490114	-1.55325390798713	-1.87910062184986	3.12594242630376	-1.79190180931517	-4.97946071780697	9.46770114957977	-6.14795615361804	6.92928797779329	-6.36337542288965	-0.245917726636058	0.249211889158946
Lime	Lime.1	FBgn0033458	Roshan & This	Toll10b	Up	Toll10b	Down	Region2037	Toll10b	Up	Toll10b	Up	Region1347	Toll10b	Up	0.43692884356354	-2.28241596083403	4.1065778375196	-2.49564341851284	-0.219289560016119	0.431744147535407	-0.456372022263529	0.136322587493835	-0.268027143615196	-3.46636234792136	6.03141030336922	-3.7395659716302	-4.04717092013023	7.77148543457473	-4.1347916717106	-2.41980664903767	4.73160896289423	-3.09916698160402	-9.93333991708926	18.5345047008382	-10.9735246249448	16.2155996538834	-11.3854824163266	3.67986330156602	2.0082335967816
Lime	Lime.2	FBgn0033458	Roshan & This	Toll10b	Up	Toll10b	Down	Region2038	Toll10b	Up	Toll10b	Up	Region1348	Toll10b	Up	0.43692884356354	-2.28241596083403	4.1065778375196	-2.49564341851284	-0.219289560016119	0.431744147535407	-0.456372022263529	0.136322587493835	-1.14383390955796	-1.71767792526496	3.24257609808364	-2.19958711286786	-0.470325304015412	1.94948271517276	-1.88084084620314	-3.41369947306235	6.20204555594419	-3.8418640952337	-5.60170270234272	11.3941043692006	-7.9222920543047	8.68181049470794	-8.14086070468281	0.760473569949936	0.233632070659947
Lime	Lime.3	FBgn0033458	Roshan & This	Toll10b	Up	Toll10b	Down	Region2039	Toll10b	Up	Toll10b	Up	Region1348	Toll10b	Up	0.43692884356354	-2.28241596083403	4.1065778375196	-2.49564341851284	-0.219289560016119	0.431744147535407	-0.456372022263529	0.136322587493835	0.108390974481494	-3.55888787776816	6.07353274101193	-3.67711230004325	-2.86668250704119	4.52909787773029	-1.62312335689328	-3.41369947306235	6.20204555594419	-3.8418640952337	-9.8392698578717	16.8046761746864	-9.14209975217023	14.9162122662748	-9.46198799024892	2.73961893934643	2.27067011856721
Lime	Lime.4	FBgn0033458	Roshan & This	Toll10b	Up	Toll10b	Down	Region2043	Gd7	Down	Toll10b	Up	Region1349	Toll10b	Up	0.43692884356354	-2.28241596083403	4.1065778375196	-2.49564341851284	-0.219289560016119	0.431744147535407	-0.456372022263529	0.136322587493835	-0.0309692313178066	-0.722372675692637	0.713590883356476	-0.0376061417121509	-1.04005633858782	2.21995680047541	-1.36076411434556	-0.431527188845052	2.43845627098905	-2.34033277217228	-2.19395620312551	5.37200395482094	-3.73870302822999	2.37878712529905	-4.08755648356906	-2.10983603455335	-0.684520366004227
CG11357	CG11357	FBgn0035558	This	Toll10b	Up	Toll9	Down	Region3665	Toll10b	Up	Toll10b	Up	Region2486	Toll10b	Up	0.851428730345213	-1.0837577797226	3.77550002780994	-3.67464461724457	0.781698597746118	-0.177717316419068	1.13588156170768	-1.58691643238301	0.595972189357927	-1.86098490360995	3.38810480003169	-2.21245871995256	-3.30178176073727	5.80464395784024	-2.65657094110072	-3.12043077477921	5.4487498837044	-3.26464653010653	-8.28319743912643	14.6414986415763	-8.13367619115981	12.0195302721458	-9.22776432783519	1.33300277331119	3.0605636360773
CG11357	CG11357.1	FBgn0035558	This	Toll10b	Up	Toll9	Down	Region3665	Toll10b	Up	Toll10b	Up	Region2487	Toll10b	Up	0.851428730345213	-1.0837577797226	3.77550002780994	-3.67464461724457	0.781698597746118	-0.177717316419068	1.13588156170768	-1.58691643238301	0.595972189357927	-1.86098490360995	3.38810480003169	-2.21245871995256	-3.30178176073727	5.80464395784024	-2.65657094110072	-3.53383994488279	5.27948076854155	-2.69816760880424	-8.69660660923001	14.4722295264135	-7.56719726985752	12.1310397989603	-8.6102673362291	1.16304920707509	3.36362768589293
CG7120	CG7120	FBgn0035888	This	Toll10b	Up	Gd7	Down	Region3875	Toll9	Down	Gd7	Up	Region2628	Gd7	Up	0.535071072529296	-3.40212826973149	3.70768056632735	-0.428523279635683	-0.900620888075541	-3.28005662017127	2.63511875461819	0.30784475958852	-0.933174751708728	1.45188559175765	0.0536307858270011	-1.95552325460803	2.46409642298989	-1.09210516798601	-2.35332649396395	6.62944058323427	-2.67992338994793	-3.03690228260579	10.5454225979818	-3.71839777210694	-7.34575203117777	-11.0326768093697	-6.87376181946721	-2.71287427153447	-9.37566860075164
CG7120	CG7120.1	FBgn0035888	This	Toll10b	Up	Gd7	Down	Region3875	Toll9	Down	Gd7	Up	Region2629	Gd7	Up	0.535071072529296	-3.40212826973149	3.70768056632735	-0.428523279635683	-0.900620888075541	-3.28005662017127	2.63511875461819	0.30784475958852	-0.933174751708728	1.45188559175765	0.0536307858270011	-1.95552325460803	2.46409642298989	-1.09210516798601	-2.35332649396395	5.48726388560204	-1.89455535985635	-2.87649578244248	9.40324590034958	-2.93302974201536	-7.18534553101446	-9.82085520121804	-6.64228551882431	-2.48468775083374	-8.77788444648309
Mes2	Mes2	FBgn0037207	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region4953	Toll10b	Up	Toll10b	Up	Region3302	Toll10b	Up	1.81928589585973	-2.83519638568551	4.12403899639329	-1.76752020710072	-0.0130872271465436	-0.170789248833387	0.894623629240276	-1.20698876244579	1.33887514236032	-1.48986213803602	2.78388580089381	-1.86877637140662	-1.74233962504125	4.02067578037596	-2.68339910120754	-2.18526394164582	4.72424793787205	-3.30464504790135	-5.41746570472309	11.5288095191418	-7.85682052051551	8.81885175728669	-7.77219811240775	1.20266758515824	-0.463982712785535
Mes2	Mes2.1	FBgn0037207	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region4953	Toll10b	Up	Toll10b	Up	Region3303	Toll10b	Up	1.81928589585973	-2.83519638568551	4.12403899639329	-1.76752020710072	-0.0130872271465436	-0.170789248833387	0.894623629240276	-1.20698876244579	1.33887514236032	-1.48986213803602	2.78388580089381	-1.86877637140662	-1.74233962504125	4.02067578037596	-2.68339910120754	-2.32805799713075	3.91902707102219	-2.27185051858128	-5.56025976020802	10.723588652292	-6.82402599119544	8.31877522050344	-6.68013351993302	0.728140894971624	-0.216553323546151
CG14688	CG14688	FBgn0037819	Literature & This	Toll10b	Up	Toll9	Down	Region5683	Toll10b	Up	Toll10b	Up	Region3787	Gd7	Down	0.933437748351629	-1.78532645431957	4.54072347500495	-3.76389258032093	0.34178792077022	-0.434566316173424	2.80697133930954	-3.92796803849892	-0.138371114733333	-1.39004952379004	2.17165040130509	-1.16240805333492	-2.29373573942656	2.43808420058486	0.288250866978349	-1.19351799142091	0.836993456988564	0.149318563514129	-4.87730325463751	5.44672805887851	-0.724838622842442	3.89750361627944	-1.58937118695404	-3.81854351997708	1.93374666372599
CG14688	CG14688.1	FBgn0037819	Literature & This	Toll10b	Up	Toll9	Down	Region5683	Toll10b	Up	Toll10b	Up	Region3788	Toll10b	Up	0.933437748351629	-1.78532645431957	4.54072347500495	-3.76389258032093	0.34178792077022	-0.434566316173424	2.80697133930954	-3.92796803849892	-0.138371114733333	-1.39004952379004	2.17165040130509	-1.16240805333492	-2.29373573942656	2.43808420058486	0.288250866978349	-1.77714237840179	2.17121514165087	-0.814540608909934	-5.46092764161839	6.78094974354082	-1.6886977952665	5.18957693029793	-2.56894628218504	-3.18245853549689	2.06086361158933
CG14688	CG14688.2	FBgn0037819	Literature & This	Toll10b	Up	Toll9	Down	Region5702	Toll10b	Up	Toll10b	Up	Region3794	Toll10b	Up	0.933437748351629	-1.78532645431957	4.54072347500495	-3.76389258032093	0.34178792077022	-0.434566316173424	2.80697133930954	-3.92796803849892	-0.511582046182763	-1.58923750527001	2.92644683398567	-1.93455233259044	-0.930679386871323	3.61519222761942	-3.39734515266943	-1.83800668590702	4.67134239450373	-3.56177915923566	-4.35792357804835	11.2129814561088	-8.89367664449553	7.84094111331775	-9.84954258816956	-0.18998465145778	0.120333109212824
