Geneid	K27ac_Geneid	geneID
Region2581	Region1709	FBgn0265991
Region2581	Region1710	FBgn0265991
Region2581	Region1709	FBgn0265991
Region2581	Region1710	FBgn0265991
Region2592	Region1721	FBgn0034075
Region2592	Region1721	FBgn0034075
Region2592	Region1721	FBgn0034075
Region2593	Region1722	FBgn0034075
Region2593	Region1722	FBgn0034075
Region2593	Region1722	FBgn0034075
Region2596	Region1724	FBgn0034075
Region2596	Region1724	FBgn0034075
Region2596	Region1724	FBgn0034075
Region2600	Region1725	FBgn0034075
Region2600	Region1725	FBgn0034075
Region2600	Region1725	FBgn0034075
Region2601	Region1726	FBgn0034075
Region2601	Region1726	FBgn0034075
Region2601	Region1726	FBgn0034075
Region2602	Region1726	FBgn0034075
Region2602	Region1726	FBgn0034075
Region2602	Region1726	FBgn0034075
Region2603	Region1727	FBgn0034075
Region2603	Region1728	FBgn0034075
Region2603	Region1727	FBgn0034075
Region2603	Region1728	FBgn0034075
Region2603	Region1727	FBgn0034075
Region2603	Region1728	FBgn0034075
Region2604	Region1729	FBgn0034075
Region2604	Region1729	FBgn0034075
Region2604	Region1729	FBgn0034075
Region2605	Region1730	FBgn0034075
Region2605	Region1731	FBgn0034075
Region2605	Region1730	FBgn0034075
Region2605	Region1731	FBgn0034075
Region2605	Region1730	FBgn0034075
Region2605	Region1731	FBgn0034075
Region2606	Region1733	FBgn0034075
Region2606	Region1734	FBgn0034075
Region2606	Region1733	FBgn0034075
Region2606	Region1734	FBgn0034075
Region2606	Region1733	FBgn0034075
Region2606	Region1734	FBgn0034075
Region2607	Region1735	FBgn0034075
Region2607	Region1736	FBgn0034075
Region2607	Region1735	FBgn0034075
Region2607	Region1736	FBgn0034075
Region2607	Region1735	FBgn0034075
Region2607	Region1736	FBgn0034075
Region2608	Region1736	FBgn0034075
Region2608	Region1737	FBgn0034075
Region2608	Region1736	FBgn0034075
Region2608	Region1737	FBgn0034075
Region2608	Region1736	FBgn0034075
Region2608	Region1737	FBgn0034075
Region2610	Region1739	FBgn0034075
Region2610	Region1739	FBgn0034075
Region2610	Region1739	FBgn0034075
Region2611	Region1739	FBgn0034075
Region2611	Region1739	FBgn0034075
Region2611	Region1739	FBgn0034075
Region2612	Region1740	FBgn0034075
Region2612	Region1741	FBgn0034075
Region2612	Region1740	FBgn0034075
Region2612	Region1741	FBgn0034075
Region2612	Region1740	FBgn0034075
Region2612	Region1741	FBgn0034075
Region2613	Region1742	FBgn0034075
Region2613	Region1742	FBgn0034075
Region2613	Region1742	FBgn0034075
Region2614	Region1743	FBgn0034075
Region2614	Region1743	FBgn0034075
Region2614	Region1743	FBgn0034075
Region2620	Region1746	FBgn0264273
Region2620	Region1746	FBgn0264273
Region2620	Region1746	FBgn0264273
Region2621	Region1747	FBgn0264273
Region2621	Region1747	FBgn0264273
Region2621	Region1747	FBgn0264273
Region2622	Region1747	FBgn0264273
Region2622	Region1747	FBgn0264273
Region2622	Region1747	FBgn0264273
Region2623	Region1749	FBgn0264273
Region2623	Region1749	FBgn0264273
Region2623	Region1749	FBgn0264273
Region2625	Region1750	FBgn0264273
Region2625	Region1750	FBgn0264273
Region2625	Region1750	FBgn0264273
Region2626	Region1751	FBgn0264273
Region2626	Region1751	FBgn0264273
Region2626	Region1751	FBgn0264273
Region2627	Region1752	FBgn0264273
Region2627	Region1752	FBgn0264273
Region2627	Region1752	FBgn0264273
Region2631	Region1753	FBgn0264273
Region2631	Region1753	FBgn0264273
Region2631	Region1753	FBgn0264273
Region2632	Region1754	FBgn0264273
Region2632	Region1755	FBgn0264273
Region2632	Region1754	FBgn0264273
Region2632	Region1755	FBgn0264273
Region2632	Region1754	FBgn0264273
Region2632	Region1755	FBgn0264273
Region2633	Region1755	FBgn0264273
Region2633	Region1755	FBgn0264273
Region2633	Region1755	FBgn0264273
Region2634	Region1756	FBgn0264273
Region2634	Region1756	FBgn0264273
Region2634	Region1756	FBgn0264273
Region2635	Region1757	FBgn0040505
Region2635	Region1757	FBgn0040505
Region2635	Region1757	FBgn0040505
Region2636	Region1757	FBgn0040505
Region2636	Region1757	FBgn0040505
Region2636	Region1757	FBgn0040505
Region2637	Region1758	FBgn0040505
Region2637	Region1758	FBgn0040505
Region2637	Region1758	FBgn0040505
Region2639	Region1759	FBgn0040505
Region2639	Region1759	FBgn0040505
Region2639	Region1759	FBgn0040505
Region2641	Region1760	FBgn0040505
Region2641	Region1761	FBgn0040505
Region2641	Region1760	FBgn0040505
Region2641	Region1761	FBgn0040505
Region2641	Region1760	FBgn0040505
Region2641	Region1761	FBgn0040505
Region2704	Region1806	FBgn0022740
Region2704	Region1806	FBgn0022740
Region2704	Region1806	FBgn0022740
Region2707	Region1810	FBgn0022740
Region2707	Region1810	FBgn0022740
Region2707	Region1810	FBgn0022740
Region2708	Region1811	FBgn0022740
Region2708	Region1812	FBgn0022740
Region2708	Region1811	FBgn0022740
Region2708	Region1812	FBgn0022740
Region2708	Region1811	FBgn0022740
Region2708	Region1812	FBgn0022740
Region2709	Region1813	FBgn0022740
Region2709	Region1813	FBgn0022740
Region2709	Region1813	FBgn0022740
Region2711	Region1815	FBgn0022740
Region2711	Region1815	FBgn0022740
Region2711	Region1815	FBgn0022740
Region2712	Region1816	FBgn0022740
Region2712	Region1816	FBgn0022740
Region2712	Region1816	FBgn0022740
Region2713	Region1817	FBgn0022740
Region2713	Region1817	FBgn0022740
Region2713	Region1817	FBgn0022740
Region2714	Region1818	FBgn0022740
Region2714	Region1818	FBgn0022740
Region2714	Region1818	FBgn0022740
Region2716	Region1819	FBgn0022740
Region2716	Region1819	FBgn0022740
Region2716	Region1819	FBgn0022740
Region2717	Region1820	FBgn0022740
Region2717	Region1820	FBgn0022740
Region2717	Region1820	FBgn0022740
Region2718	Region1821	FBgn0022740
Region2718	Region1821	FBgn0022740
Region2718	Region1821	FBgn0022740
Region2719	Region1822	FBgn0022740
Region2719	Region1822	FBgn0022740
Region2719	Region1822	FBgn0022740
Region2720	Region1823	FBgn0022740
Region2720	Region1823	FBgn0022740
Region2720	Region1823	FBgn0022740
Region2721	Region1824	FBgn0022740
Region2721	Region1824	FBgn0022740
Region2721	Region1824	FBgn0022740
Region2722	Region1825	FBgn0022740
Region2722	Region1826	FBgn0022740
Region2722	Region1825	FBgn0022740
Region2722	Region1826	FBgn0022740
Region2722	Region1825	FBgn0022740
Region2722	Region1826	FBgn0022740
Region2723	Region1826	FBgn0022740
Region2723	Region1827	FBgn0022740
Region2723	Region1826	FBgn0022740
Region2723	Region1827	FBgn0022740
Region2723	Region1826	FBgn0022740
Region2723	Region1827	FBgn0022740
Region2729	Region1828	FBgn0022740
Region2729	Region1828	FBgn0022740
Region2729	Region1828	FBgn0022740
Region2776	Region1861	FBgn0003067
Region2776	Region1862	FBgn0003067
Region2776	Region1861	FBgn0003067
Region2776	Region1862	FBgn0003067
Region2776	Region1861	FBgn0003067
Region2776	Region1862	FBgn0003067
Region2777	Region1863	FBgn0003067
Region2777	Region1864	FBgn0003067
Region2777	Region1863	FBgn0003067
Region2777	Region1864	FBgn0003067
Region2777	Region1863	FBgn0003067
Region2777	Region1864	FBgn0003067
Region2778	Region1864	FBgn0003067
Region2778	Region1864	FBgn0003067
Region2778	Region1864	FBgn0003067
Region2779	Region1865	FBgn0003067
Region2779	Region1865	FBgn0003067
Region2779	Region1865	FBgn0003067
Region2780	Region1866	FBgn0050115
Region2780	Region1866	FBgn0003067
Region2780	Region1866	FBgn0050115
Region2780	Region1866	FBgn0003067
Region2780	Region1866	FBgn0050115
Region2780	Region1866	FBgn0003067
Region2781	Region1866	FBgn0050115
Region2781	Region1866	FBgn0003067
Region2781	Region1866	FBgn0050115
Region2781	Region1866	FBgn0003067
Region2781	Region1866	FBgn0050115
Region2781	Region1866	FBgn0003067
Region2784	Region1867	FBgn0050115
Region2784	Region1867	FBgn0003067
Region2784	Region1867	FBgn0050115
Region2784	Region1867	FBgn0003067
Region2784	Region1867	FBgn0050115
Region2784	Region1867	FBgn0003067
Region2789	Region1870	FBgn0050115
Region2789	Region1870	FBgn0003067
Region2789	Region1870	FBgn0023214
Region2789	Region1870	FBgn0050115
Region2789	Region1870	FBgn0003067
Region2789	Region1870	FBgn0023214
Region2789	Region1870	FBgn0050115
Region2789	Region1870	FBgn0003067
Region2789	Region1870	FBgn0023214
Region2790	Region1872	FBgn0050115
Region2790	Region1872	FBgn0003067
Region2790	Region1872	FBgn0023214
Region2790	Region1872	FBgn0050115
Region2790	Region1872	FBgn0003067
Region2790	Region1872	FBgn0023214
Region2790	Region1872	FBgn0050115
Region2790	Region1872	FBgn0003067
Region2790	Region1872	FBgn0023214
Region2791	Region1873	FBgn0050115
Region2791	Region1873	FBgn0003067
Region2791	Region1873	FBgn0023214
Region2791	Region1873	FBgn0050115
Region2791	Region1873	FBgn0003067
Region2791	Region1873	FBgn0023214
Region2791	Region1873	FBgn0050115
Region2791	Region1873	FBgn0003067
Region2791	Region1873	FBgn0023214
Region2792	Region1874	FBgn0050115
Region2792	Region1874	FBgn0003067
Region2792	Region1874	FBgn0023214
Region2792	Region1874	FBgn0050115
Region2792	Region1874	FBgn0003067
Region2792	Region1874	FBgn0023214
Region2792	Region1874	FBgn0050115
Region2792	Region1874	FBgn0003067
Region2792	Region1874	FBgn0023214
Region2795	Region1875	FBgn0050115
Region2795	Region1875	FBgn0023214
Region2795	Region1875	FBgn0050115
Region2795	Region1875	FBgn0023214
Region2795	Region1875	FBgn0050115
Region2795	Region1875	FBgn0023214
Region2910	Region1934	FBgn0034501
Region2910	Region1934	FBgn0034501
Region2910	Region1934	FBgn0034501
Region2911	Region1936	FBgn0034501
Region2911	Region1936	FBgn0034501
Region2911	Region1936	FBgn0034501
Region2912	Region1936	FBgn0034501
Region2912	Region1937	FBgn0034501
Region2912	Region1936	FBgn0034501
Region2912	Region1937	FBgn0034501
Region2912	Region1936	FBgn0034501
Region2912	Region1937	FBgn0034501
Region2913	Region1938	FBgn0034501
Region2913	Region1938	FBgn0034501
Region2913	Region1938	FBgn0034501
Region2914	Region1940	FBgn0034501
Region2914	Region1940	FBgn0034501
Region2914	Region1940	FBgn0034501
Region2915	Region1941	FBgn0034501
Region2915	Region1941	FBgn0034501
Region2915	Region1941	FBgn0034501
Region2916	Region1942	FBgn0034501
Region2916	Region1943	FBgn0034501
Region2916	Region1942	FBgn0034501
Region2916	Region1943	FBgn0034501
Region2916	Region1942	FBgn0034501
Region2916	Region1943	FBgn0034501
Region2917	Region1944	FBgn0034501
Region2917	Region1944	FBgn0034501
Region2917	Region1944	FBgn0034501
Region2967	Region1959	FBgn0000044
Region2967	Region1959	FBgn0008636
Region2967	Region1959	FBgn0000044
Region2967	Region1959	FBgn0008636
Region2967	Region1959	FBgn0000044
Region2967	Region1959	FBgn0008636
Region2968	Region1960	FBgn0000044
Region2968	Region1960	FBgn0008636
Region2968	Region1961	FBgn0000044
Region2968	Region1961	FBgn0008636
Region2968	Region1960	FBgn0000044
Region2968	Region1960	FBgn0008636
Region2968	Region1961	FBgn0000044
Region2968	Region1961	FBgn0008636
Region2968	Region1960	FBgn0000044
Region2968	Region1960	FBgn0008636
Region2968	Region1961	FBgn0000044
Region2968	Region1961	FBgn0008636
Region2969	Region1961	FBgn0000044
Region2969	Region1961	FBgn0008636
Region2969	Region1962	FBgn0000044
Region2969	Region1962	FBgn0008636
Region2969	Region1961	FBgn0000044
Region2969	Region1961	FBgn0008636
Region2969	Region1962	FBgn0000044
Region2969	Region1962	FBgn0008636
Region2969	Region1961	FBgn0000044
Region2969	Region1961	FBgn0008636
Region2969	Region1962	FBgn0000044
Region2969	Region1962	FBgn0008636
Region2971	Region1964	FBgn0000044
Region2971	Region1964	FBgn0008636
Region2971	Region1964	FBgn0000044
Region2971	Region1964	FBgn0008636
Region2971	Region1964	FBgn0000044
Region2971	Region1964	FBgn0008636
Region2972	Region1965	FBgn0000044
Region2972	Region1965	FBgn0008636
Region2972	Region1965	FBgn0000044
Region2972	Region1965	FBgn0008636
Region2972	Region1965	FBgn0000044
Region2972	Region1965	FBgn0008636
Region2973	Region1967	FBgn0008636
Region2973	Region1967	FBgn0034590
Region2973	Region1968	FBgn0008636
Region2973	Region1968	FBgn0034590
Region2973	Region1967	FBgn0008636
Region2973	Region1967	FBgn0034590
Region2973	Region1968	FBgn0008636
Region2973	Region1968	FBgn0034590
Region2973	Region1967	FBgn0008636
Region2973	Region1967	FBgn0034590
Region2973	Region1968	FBgn0008636
Region2973	Region1968	FBgn0034590
Region2974	Region1968	FBgn0008636
Region2974	Region1968	FBgn0034590
Region2974	Region1968	FBgn0008636
Region2974	Region1968	FBgn0034590
Region2974	Region1968	FBgn0008636
Region2974	Region1968	FBgn0034590
Region2975	Region1969	FBgn0008636
Region2975	Region1969	FBgn0034590
Region2975	Region1970	FBgn0008636
Region2975	Region1970	FBgn0034590
Region2975	Region1969	FBgn0008636
Region2975	Region1969	FBgn0034590
Region2975	Region1970	FBgn0008636
Region2975	Region1970	FBgn0034590
Region2975	Region1969	FBgn0008636
Region2975	Region1969	FBgn0034590
Region2975	Region1970	FBgn0008636
Region2975	Region1970	FBgn0034590
Region2976	Region1969	FBgn0008636
Region2976	Region1969	FBgn0034590
Region2976	Region1970	FBgn0008636
Region2976	Region1970	FBgn0034590
Region2976	Region1969	FBgn0008636
Region2976	Region1969	FBgn0034590
Region2976	Region1970	FBgn0008636
Region2976	Region1970	FBgn0034590
Region2976	Region1969	FBgn0008636
Region2976	Region1969	FBgn0034590
Region2976	Region1970	FBgn0008636
Region2976	Region1970	FBgn0034590
Region2978	Region1973	FBgn0034590
Region2978	Region1973	FBgn0034590
Region2978	Region1973	FBgn0034590
Region2979	Region1974	FBgn0034590
Region2979	Region1975	FBgn0034590
Region2979	Region1974	FBgn0034590
Region2979	Region1975	FBgn0034590
Region2979	Region1974	FBgn0034590
Region2979	Region1975	FBgn0034590
Region2980	Region1975	FBgn0034590
Region2980	Region1976	FBgn0034590
Region2980	Region1975	FBgn0034590
Region2980	Region1976	FBgn0034590
Region2980	Region1975	FBgn0034590
Region2980	Region1976	FBgn0034590
Region2981	Region1978	FBgn0034590
Region2981	Region1978	FBgn0034590
Region2981	Region1978	FBgn0034590
Region2983	Region1979	FBgn0034590
Region2983	Region1979	FBgn0034590
Region2983	Region1979	FBgn0034590
Region2984	Region1981	FBgn0034590
Region2984	Region1981	FBgn0034590
Region2984	Region1981	FBgn0034590
Region2985	Region1982	FBgn0034590
Region2985	Region1983	FBgn0034590
Region2985	Region1982	FBgn0034590
Region2985	Region1983	FBgn0034590
Region2985	Region1982	FBgn0034590
Region2985	Region1983	FBgn0034590
Region2991	Region1985	FBgn0000395
Region2991	Region1985	FBgn0000395
Region2991	Region1985	FBgn0000395
Region2992	Region1985	FBgn0000395
Region2992	Region1985	FBgn0000395
Region2992	Region1985	FBgn0000395
Region2993	Region1986	FBgn0000395
Region2993	Region1986	FBgn0000395
Region2993	Region1986	FBgn0000395
Region2994	Region1987	FBgn0000395
Region2994	Region1987	FBgn0000395
Region2994	Region1987	FBgn0000395
Region2995	Region1989	FBgn0000395
Region2995	Region1989	FBgn0000395
Region2995	Region1989	FBgn0000395
Region3000	Region1990	FBgn0000395
Region3000	Region1991	FBgn0000395
Region3000	Region1992	FBgn0000395
Region3000	Region1990	FBgn0000395
Region3000	Region1991	FBgn0000395
Region3000	Region1992	FBgn0000395
Region3000	Region1990	FBgn0000395
Region3000	Region1991	FBgn0000395
Region3000	Region1992	FBgn0000395
Region3001	Region1993	FBgn0000395
Region3001	Region1994	FBgn0000395
Region3001	Region1993	FBgn0000395
Region3001	Region1994	FBgn0000395
Region3001	Region1993	FBgn0000395
Region3001	Region1994	FBgn0000395
Region3002	Region1994	FBgn0000395
Region3002	Region1995	FBgn0000395
Region3002	Region1994	FBgn0000395
Region3002	Region1995	FBgn0000395
Region3002	Region1994	FBgn0000395
Region3002	Region1995	FBgn0000395
Region3004	Region1996	FBgn0000395
Region3004	Region1996	FBgn0000395
Region3004	Region1996	FBgn0000395
Region3009	Region1998	FBgn0000395
Region3009	Region1999	FBgn0000395
Region3009	Region1998	FBgn0000395
Region3009	Region1999	FBgn0000395
Region3009	Region1998	FBgn0000395
Region3009	Region1999	FBgn0000395
Region3010	Region1998	FBgn0000395
Region3010	Region1999	FBgn0000395
Region3010	Region1998	FBgn0000395
Region3010	Region1999	FBgn0000395
Region3010	Region1998	FBgn0000395
Region3010	Region1999	FBgn0000395
Region3011	Region1999	FBgn0000395
Region3011	Region1999	FBgn0000395
Region3011	Region1999	FBgn0000395
Region3012	Region1999	FBgn0000395
Region3012	Region2000	FBgn0000395
Region3012	Region1999	FBgn0000395
Region3012	Region2000	FBgn0000395
Region3012	Region1999	FBgn0000395
Region3012	Region2000	FBgn0000395
Region3083	Region2057	FBgn0260866
Region3083	Region2057	FBgn0260866
Region3083	Region2057	FBgn0260866
Region3084	Region2058	FBgn0260866
Region3084	Region2059	FBgn0260866
Region3084	Region2058	FBgn0260866
Region3084	Region2059	FBgn0260866
Region3084	Region2058	FBgn0260866
Region3084	Region2059	FBgn0260866
Region3085	Region2059	FBgn0260866
Region3085	Region2059	FBgn0260866
Region3085	Region2059	FBgn0260866
Region3089	Region2060	FBgn0260866
Region3089	Region2060	FBgn0260866
Region3089	Region2060	FBgn0260866
Region3090	Region2061	FBgn0260866
Region3090	Region2061	FBgn0260866
Region3090	Region2061	FBgn0260866
Region3093	Region2062	FBgn0260866
Region3093	Region2062	FBgn0260866
Region3093	Region2062	FBgn0260866
Region3094	Region2065	FBgn0260866
Region3094	Region2065	FBgn0260866
Region3094	Region2065	FBgn0260866
Region3095	Region2067	FBgn0260866
Region3095	Region2067	FBgn0260866
Region3095	Region2067	FBgn0260866
Region3096	Region2068	FBgn0260866
Region3096	Region2068	FBgn0260866
Region3096	Region2068	FBgn0260866
Region3097	Region2069	FBgn0260866
Region3097	Region2069	FBgn0260866
Region3097	Region2069	FBgn0260866
Region3099	Region2070	FBgn0260866
Region3099	Region2070	FBgn0260866
Region3099	Region2070	FBgn0260866
Region3101	Region2071	FBgn0260866
Region3101	Region2072	FBgn0260866
Region3101	Region2071	FBgn0260866
Region3101	Region2072	FBgn0260866
Region3101	Region2071	FBgn0260866
Region3101	Region2072	FBgn0260866
Region3102	Region2072	FBgn0260866
Region3102	Region2073	FBgn0260866
Region3102	Region2072	FBgn0260866
Region3102	Region2073	FBgn0260866
Region3102	Region2072	FBgn0260866
Region3102	Region2073	FBgn0260866
Region3124	Region2092	FBgn0003900
Region3124	Region2092	FBgn0003900
Region3124	Region2092	FBgn0003900
Region3125	Region2092	FBgn0003900
Region3125	Region2093	FBgn0003900
Region3125	Region2092	FBgn0003900
Region3125	Region2093	FBgn0003900
Region3125	Region2092	FBgn0003900
Region3125	Region2093	FBgn0003900
Region3126	Region2093	FBgn0003900
Region3126	Region2093	FBgn0003900
Region3126	Region2093	FBgn0003900
Region3127	Region2093	FBgn0003900
Region3127	Region2093	FBgn0003900
Region3127	Region2093	FBgn0003900
Region3128	Region2093	FBgn0003900
Region3128	Region2094	FBgn0003900
Region3128	Region2093	FBgn0003900
Region3128	Region2094	FBgn0003900
Region3128	Region2093	FBgn0003900
Region3128	Region2094	FBgn0003900
Region3129	Region2097	FBgn0003900
Region3129	Region2097	FBgn0003900
Region3129	Region2097	FBgn0003900
Region3130	Region2098	FBgn0003900
Region3130	Region2098	FBgn0085400
Region3130	Region2098	FBgn0003900
Region3130	Region2098	FBgn0085400
Region3130	Region2098	FBgn0003900
Region3130	Region2098	FBgn0085400
Region3132	Region2099	FBgn0003900
Region3132	Region2099	FBgn0085400
Region3132	Region2099	FBgn0003900
Region3132	Region2099	FBgn0085400
Region3132	Region2099	FBgn0003900
Region3132	Region2099	FBgn0085400
Region3133	Region2100	FBgn0003900
Region3133	Region2100	FBgn0085400
Region3133	Region2100	FBgn0003900
Region3133	Region2100	FBgn0085400
Region3133	Region2100	FBgn0003900
Region3133	Region2100	FBgn0085400
Region3134	Region2100	FBgn0003900
Region3134	Region2100	FBgn0085400
Region3134	Region2100	FBgn0003900
Region3134	Region2100	FBgn0085400
Region3134	Region2100	FBgn0003900
Region3134	Region2100	FBgn0085400
Region3137	Region2102	FBgn0085400
Region3137	Region2102	FBgn0085400
Region3137	Region2102	FBgn0085400
Region319	Region184	FBgn0261560
Region319	Region185	FBgn0261560
Region319	Region184	FBgn0261560
Region319	Region185	FBgn0261560
Region319	Region184	FBgn0261560
Region319	Region185	FBgn0261560
Region320	Region186	FBgn0261560
Region320	Region186	FBgn0261560
Region320	Region186	FBgn0261560
Region321	Region187	FBgn0261560
Region321	Region187	FBgn0261560
Region321	Region187	FBgn0261560
Region323	Region188	FBgn0261560
Region323	Region189	FBgn0261560
Region323	Region188	FBgn0261560
Region323	Region189	FBgn0261560
Region323	Region188	FBgn0261560
Region323	Region189	FBgn0261560
Region3230	Region2193	FBgn0284252
Region3230	Region2193	FBgn0284252
Region3230	Region2193	FBgn0284252
Region3231	Region2194	FBgn0284252
Region3231	Region2195	FBgn0284252
Region3231	Region2194	FBgn0284252
Region3231	Region2195	FBgn0284252
Region3231	Region2194	FBgn0284252
Region3231	Region2195	FBgn0284252
Region3232	Region2195	FBgn0284252
Region3232	Region2195	FBgn0284252
Region3232	Region2195	FBgn0284252
Region3233	Region2196	FBgn0284252
Region3233	Region2196	FBgn0284252
Region3233	Region2196	FBgn0284252
Region3236	Region2198	FBgn0284252
Region3236	Region2199	FBgn0284252
Region3236	Region2198	FBgn0284252
Region3236	Region2199	FBgn0284252
Region3236	Region2198	FBgn0284252
Region3236	Region2199	FBgn0284252
Region3237	Region2201	FBgn0284252
Region3237	Region2201	FBgn0284252
Region3237	Region2201	FBgn0284252
Region3238	Region2202	FBgn0284252
Region3238	Region2203	FBgn0284252
Region3238	Region2202	FBgn0284252
Region3238	Region2203	FBgn0284252
Region3238	Region2202	FBgn0284252
Region3238	Region2203	FBgn0284252
Region324	Region190	FBgn0261560
Region324	Region190	FBgn0261560
Region324	Region190	FBgn0261560
Region3241	Region2204	FBgn0284252
Region3241	Region2205	FBgn0284252
Region3241	Region2204	FBgn0284252
Region3241	Region2205	FBgn0284252
Region3241	Region2204	FBgn0284252
Region3241	Region2205	FBgn0284252
Region3242	Region2206	FBgn0284252
Region3242	Region2206	FBgn0284252
Region3242	Region2206	FBgn0284252
Region3243	Region2207	FBgn0284252
Region3243	Region2207	FBgn0284252
Region3243	Region2207	FBgn0284252
Region3250	Region2210	FBgn0000157
Region3250	Region2210	FBgn0000157
Region3250	Region2210	FBgn0000157
Region3251	Region2211	FBgn0000157
Region3251	Region2211	FBgn0000157
Region3251	Region2211	FBgn0000157
Region3253	Region2212	FBgn0000157
Region3253	Region2212	FBgn0000157
Region3253	Region2212	FBgn0000157
Region3254	Region2213	FBgn0000157
Region3254	Region2213	FBgn0000157
Region3254	Region2213	FBgn0000157
Region3255	Region2214	FBgn0000157
Region3255	Region2214	FBgn0000157
Region3255	Region2214	FBgn0000157
Region3256	Region2215	FBgn0000157
Region3256	Region2215	FBgn0000157
Region3256	Region2215	FBgn0000157
Region3257	Region2217	FBgn0000157
Region3257	Region2217	FBgn0000157
Region3257	Region2217	FBgn0000157
Region3267	Region2220	FBgn0000157
Region3267	Region2220	FBgn0000157
Region3267	Region2220	FBgn0000157
Region3268	Region2220	FBgn0000157
Region3268	Region2221	FBgn0000157
Region3268	Region2220	FBgn0000157
Region3268	Region2221	FBgn0000157
Region3268	Region2220	FBgn0000157
Region3268	Region2221	FBgn0000157
Region3270	Region2222	FBgn0000157
Region3270	Region2223	FBgn0000157
Region3270	Region2222	FBgn0000157
Region3270	Region2223	FBgn0000157
Region3270	Region2222	FBgn0000157
Region3270	Region2223	FBgn0000157
Region3274	Region2226	FBgn0001148
Region3274	Region2226	FBgn0001148
Region3274	Region2226	FBgn0001148
Region3275	Region2227	FBgn0001148
Region3275	Region2227	FBgn0001148
Region3275	Region2227	FBgn0001148
Region3276	Region2228	FBgn0001148
Region3276	Region2229	FBgn0001148
Region3276	Region2228	FBgn0001148
Region3276	Region2229	FBgn0001148
Region3276	Region2228	FBgn0001148
Region3276	Region2229	FBgn0001148
Region3277	Region2230	FBgn0001148
Region3277	Region2230	FBgn0001148
Region3277	Region2230	FBgn0001148
Region3290	Region2231	FBgn0001148
Region3290	Region2232	FBgn0001148
Region3290	Region2231	FBgn0001148
Region3290	Region2232	FBgn0001148
Region3290	Region2231	FBgn0001148
Region3290	Region2232	FBgn0001148
Region3305	Region2241	FBgn0052475
Region3305	Region2242	FBgn0052475
Region3305	Region2241	FBgn0052475
Region3305	Region2242	FBgn0052475
Region3305	Region2241	FBgn0052475
Region3305	Region2242	FBgn0052475
Region3306	Region2243	FBgn0052475
Region3306	Region2243	FBgn0052475
Region3306	Region2243	FBgn0052475
Region3307	Region2243	FBgn0052475
Region3307	Region2243	FBgn0052475
Region3307	Region2243	FBgn0052475
Region3308	Region2243	FBgn0052475
Region3308	Region2243	FBgn0052475
Region3308	Region2243	FBgn0052475
Region3334	Region2266	FBgn0262139
Region3334	Region2266	FBgn0262139
Region3334	Region2266	FBgn0262139
Region3335	Region2267	FBgn0262139
Region3335	Region2267	FBgn0262139
Region3335	Region2267	FBgn0262139
Region3336	Region2268	FBgn0262139
Region3336	Region2268	FBgn0262139
Region3336	Region2268	FBgn0262139
Region3337	Region2268	FBgn0262139
Region3337	Region2269	FBgn0262139
Region3337	Region2268	FBgn0262139
Region3337	Region2269	FBgn0262139
Region3337	Region2268	FBgn0262139
Region3337	Region2269	FBgn0262139
Region3338	Region2269	FBgn0262139
Region3338	Region2269	FBgn0262139
Region3338	Region2269	FBgn0262139
Region3339	Region2270	FBgn0262139
Region3339	Region2271	FBgn0262139
Region3339	Region2270	FBgn0262139
Region3339	Region2271	FBgn0262139
Region3339	Region2270	FBgn0262139
Region3339	Region2271	FBgn0262139
Region3340	Region2271	FBgn0262139
Region3340	Region2272	FBgn0262139
Region3340	Region2271	FBgn0262139
Region3340	Region2272	FBgn0262139
Region3340	Region2271	FBgn0262139
Region3340	Region2272	FBgn0262139
Region3341	Region2273	FBgn0262139
Region3341	Region2273	FBgn0262139
Region3341	Region2273	FBgn0262139
Region3342	Region2275	FBgn0262139
Region3342	Region2275	FBgn0262139
Region3342	Region2275	FBgn0262139
Region3344	Region2276	FBgn0262139
Region3344	Region2276	FBgn0262139
Region3344	Region2276	FBgn0262139
Region3398	Region2307	FBgn0028999
Region3398	Region2307	FBgn0028999
Region3398	Region2307	FBgn0028999
Region3399	Region2309	FBgn0028999
Region3399	Region2309	FBgn0028999
Region3399	Region2309	FBgn0028999
Region3401	Region2311	FBgn0028999
Region3401	Region2311	FBgn0028999
Region3401	Region2311	FBgn0028999
Region3453	Region2328	FBgn0004635
Region3453	Region2328	FBgn0004635
Region3453	Region2328	FBgn0004635
Region3454	Region2329	FBgn0004635
Region3454	Region2329	FBgn0004635
Region3454	Region2329	FBgn0004635
Region3455	Region2330	FBgn0004635
Region3455	Region2331	FBgn0004635
Region3455	Region2330	FBgn0004635
Region3455	Region2331	FBgn0004635
Region3455	Region2330	FBgn0004635
Region3455	Region2331	FBgn0004635
Region3456	Region2333	FBgn0004635
Region3456	Region2333	FBgn0004635
Region3456	Region2333	FBgn0004635
Region3457	Region2334	FBgn0004635
Region3457	Region2334	FBgn0004635
Region3457	Region2334	FBgn0004635
Region3458	Region2335	FBgn0004635
Region3458	Region2335	FBgn0004635
Region3458	Region2335	FBgn0004635
Region3459	Region2336	FBgn0004635
Region3459	Region2336	FBgn0004635
Region3459	Region2336	FBgn0004635
Region3460	Region2337	FBgn0004635
Region3460	Region2337	FBgn0004635
Region3460	Region2337	FBgn0004635
Region3466	Region2339	FBgn0035257
