Geneid	K27ac_Geneid	geneID
Region100	Region40	FBgn0003963
Region100	Region41	FBgn0003963
Region100	Region40	FBgn0003963
Region100	Region41	FBgn0003963
Region100	Region40	FBgn0003963
Region100	Region41	FBgn0003963
Region1001	Region709	FBgn0023407
Region1001	Region709	FBgn0023407
Region1001	Region709	FBgn0023407
Region1002	Region710	FBgn0023407
Region1002	Region710	FBgn0023407
Region1002	Region710	FBgn0023407
Region1007	Region717	FBgn0012037
Region1007	Region717	FBgn0032535
Region1007	Region717	FBgn0012037
Region1007	Region717	FBgn0032535
Region1007	Region717	FBgn0012037
Region1007	Region717	FBgn0032535
Region1008	Region718	FBgn0012037
Region1008	Region718	FBgn0032535
Region1008	Region718	FBgn0012037
Region1008	Region718	FBgn0032535
Region1008	Region718	FBgn0012037
Region1008	Region718	FBgn0032535
Region1009	Region719	FBgn0012037
Region1009	Region719	FBgn0032535
Region1009	Region719	FBgn0012037
Region1009	Region719	FBgn0032535
Region1009	Region719	FBgn0012037
Region1009	Region719	FBgn0032535
Region1010	Region720	FBgn0012037
Region1010	Region720	FBgn0032535
Region1010	Region721	FBgn0012037
Region1010	Region721	FBgn0032535
Region1010	Region720	FBgn0012037
Region1010	Region720	FBgn0032535
Region1010	Region721	FBgn0012037
Region1010	Region721	FBgn0032535
Region1010	Region720	FBgn0012037
Region1010	Region720	FBgn0032535
Region1010	Region721	FBgn0012037
Region1010	Region721	FBgn0032535
Region1015	Region722	FBgn0012037
Region1015	Region722	FBgn0032535
Region1015	Region722	FBgn0012037
Region1015	Region722	FBgn0032535
Region1015	Region722	FBgn0012037
Region1015	Region722	FBgn0032535
Region1016	Region722	FBgn0012037
Region1016	Region722	FBgn0032535
Region1016	Region722	FBgn0012037
Region1016	Region722	FBgn0032535
Region1016	Region722	FBgn0012037
Region1016	Region722	FBgn0032535
Region1111	Region748	FBgn0001983
Region1111	Region748	FBgn0001983
Region1111	Region748	FBgn0001983
Region112	Region42	FBgn0003963
Region112	Region42	FBgn0003963
Region112	Region42	FBgn0003963
Region1122	Region749	FBgn0001983
Region1122	Region749	FBgn0003448
Region1122	Region749	FBgn0001983
Region1122	Region749	FBgn0003448
Region1122	Region749	FBgn0001983
Region1122	Region749	FBgn0003448
Region1123	Region749	FBgn0001983
Region1123	Region749	FBgn0003448
Region1123	Region749	FBgn0001983
Region1123	Region749	FBgn0003448
Region1123	Region749	FBgn0001983
Region1123	Region749	FBgn0003448
Region1125	Region750	FBgn0001983
Region1125	Region750	FBgn0003448
Region1125	Region750	FBgn0001983
Region1125	Region750	FBgn0003448
Region1125	Region750	FBgn0001983
Region1125	Region750	FBgn0003448
Region1126	Region750	FBgn0001983
Region1126	Region750	FBgn0003448
Region1126	Region750	FBgn0001983
Region1126	Region750	FBgn0003448
Region1126	Region750	FBgn0001983
Region1126	Region750	FBgn0003448
Region1127	Region751	FBgn0001983
Region1127	Region751	FBgn0003448
Region1127	Region751	FBgn0001983
Region1127	Region751	FBgn0003448
Region1127	Region751	FBgn0001983
Region1127	Region751	FBgn0003448
Region1128	Region753	FBgn0001983
Region1128	Region753	FBgn0003448
Region1128	Region753	FBgn0001983
Region1128	Region753	FBgn0003448
Region1128	Region753	FBgn0001983
Region1128	Region753	FBgn0003448
Region1129	Region754	FBgn0001983
Region1129	Region754	FBgn0003448
Region1129	Region754	FBgn0001983
Region1129	Region754	FBgn0003448
Region1129	Region754	FBgn0001983
Region1129	Region754	FBgn0003448
Region117	Region43	FBgn0003963
Region117	Region44	FBgn0003963
Region117	Region43	FBgn0003963
Region117	Region44	FBgn0003963
Region117	Region43	FBgn0003963
Region117	Region44	FBgn0003963
Region118	Region44	FBgn0003963
Region118	Region44	FBgn0003963
Region118	Region44	FBgn0003963
Region120	Region45	FBgn0003963
Region120	Region45	FBgn0003963
Region120	Region45	FBgn0003963
Region121	Region46	FBgn0003963
Region121	Region46	FBgn0003963
Region121	Region46	FBgn0003963
Region122	Region47	FBgn0003963
Region122	Region47	FBgn0003963
Region122	Region47	FBgn0003963
Region1245	Region813	FBgn0015609
Region1245	Region813	FBgn0015609
Region1245	Region813	FBgn0015609
Region1246	Region813	FBgn0015609
Region1246	Region813	FBgn0015609
Region1246	Region813	FBgn0015609
Region1249	Region814	FBgn0015609
Region1249	Region814	FBgn0015609
Region1249	Region814	FBgn0015609
Region1251	Region815	FBgn0015609
Region1251	Region816	FBgn0015609
Region1251	Region815	FBgn0015609
Region1251	Region816	FBgn0015609
Region1251	Region815	FBgn0015609
Region1251	Region816	FBgn0015609
Region1255	Region817	FBgn0015609
Region1255	Region818	FBgn0015609
Region1255	Region817	FBgn0015609
Region1255	Region818	FBgn0015609
Region1255	Region817	FBgn0015609
Region1255	Region818	FBgn0015609
Region1276	Region828	FBgn0032682
Region1276	Region828	FBgn0032682
Region1276	Region828	FBgn0032682
Region1278	Region829	FBgn0032682
Region1278	Region829	FBgn0032682
Region1278	Region829	FBgn0032682
Region1279	Region830	FBgn0032682
Region1279	Region830	FBgn0032682
Region1279	Region830	FBgn0032682
Region1280	Region831	FBgn0032682
Region1280	Region831	FBgn0032682
Region1280	Region831	FBgn0032682
Region1281	Region832	FBgn0032682
Region1281	Region832	FBgn0032682
Region1281	Region832	FBgn0032682
Region1282	Region832	FBgn0032682
Region1282	Region833	FBgn0032682
Region1282	Region832	FBgn0032682
Region1282	Region833	FBgn0032682
Region1282	Region832	FBgn0032682
Region1282	Region833	FBgn0032682
Region1283	Region834	FBgn0032693
Region1283	Region835	FBgn0032693
Region1283	Region834	FBgn0032693
Region1283	Region835	FBgn0032693
Region1283	Region834	FBgn0032693
Region1283	Region835	FBgn0032693
Region1287	Region836	FBgn0032693
Region1287	Region836	FBgn0032693
Region1287	Region836	FBgn0032693
Region1288	Region838	FBgn0032693
Region1288	Region838	FBgn0032693
Region1288	Region838	FBgn0032693
Region1291	Region839	FBgn0032693
Region1291	Region839	FBgn0032693
Region1291	Region839	FBgn0032693
Region1293	Region841	FBgn0032693
Region1293	Region841	FBgn0032693
Region1293	Region841	FBgn0032693
Region1294	Region841	FBgn0032693
Region1294	Region841	FBgn0032693
Region1294	Region841	FBgn0032693
Region1295	Region842	FBgn0032693
Region1295	Region842	FBgn0032693
Region1295	Region842	FBgn0032693
Region1296	Region844	FBgn0032693
Region1296	Region845	FBgn0032693
Region1296	Region844	FBgn0032693
Region1296	Region845	FBgn0032693
Region1296	Region844	FBgn0032693
Region1296	Region845	FBgn0032693
Region1297	Region847	FBgn0032693
Region1297	Region847	FBgn0032693
Region1297	Region847	FBgn0032693
Region1306	Region848	FBgn0003896
Region1306	Region848	FBgn0003896
Region1306	Region848	FBgn0003896
Region1307	Region849	FBgn0003896
Region1307	Region849	FBgn0003896
Region1307	Region849	FBgn0003896
Region1309	Region850	FBgn0003896
Region1309	Region850	FBgn0003896
Region1309	Region850	FBgn0003896
Region1312	Region851	FBgn0003896
Region1312	Region851	FBgn0003896
Region1312	Region851	FBgn0003896
Region1313	Region852	FBgn0003896
Region1313	Region852	FBgn0003896
Region1313	Region852	FBgn0003896
Region1314	Region853	FBgn0003896
Region1314	Region853	FBgn0003896
Region1314	Region853	FBgn0003896
Region1321	Region855	FBgn0003896
Region1321	Region855	FBgn0003896
Region1321	Region855	FBgn0003896
Region1322	Region856	FBgn0003896
Region1322	Region856	FBgn0003896
Region1322	Region856	FBgn0003896
Region166	Region79	FBgn0002543
Region166	Region79	FBgn0002543
Region166	Region79	FBgn0002543
Region167	Region80	FBgn0002543
Region167	Region80	FBgn0002543
Region167	Region80	FBgn0002543
Region168	Region80	FBgn0002543
Region168	Region81	FBgn0002543
Region168	Region80	FBgn0002543
Region168	Region81	FBgn0002543
Region168	Region80	FBgn0002543
Region168	Region81	FBgn0002543
Region169	Region81	FBgn0002543
Region169	Region81	FBgn0002543
Region169	Region81	FBgn0002543
Region170	Region81	FBgn0002543
Region170	Region82	FBgn0002543
Region170	Region81	FBgn0002543
Region170	Region82	FBgn0002543
Region170	Region81	FBgn0002543
Region170	Region82	FBgn0002543
Region1701	Region1094	FBgn0039994
Region1701	Region1094	FBgn0039994
Region1701	Region1094	FBgn0039994
Region1703	Region1099	FBgn0039994
Region1703	Region1100	FBgn0039994
Region1703	Region1099	FBgn0039994
Region1703	Region1100	FBgn0039994
Region1703	Region1099	FBgn0039994
Region1703	Region1100	FBgn0039994
Region171	Region82	FBgn0002543
Region171	Region83	FBgn0002543
Region171	Region82	FBgn0002543
Region171	Region83	FBgn0002543
Region171	Region82	FBgn0002543
Region171	Region83	FBgn0002543
Region177	Region84	FBgn0002543
Region177	Region84	FBgn0002543
Region177	Region84	FBgn0002543
Region178	Region84	FBgn0002543
Region178	Region85	FBgn0002543
Region178	Region84	FBgn0002543
Region178	Region85	FBgn0002543
Region178	Region84	FBgn0002543
Region178	Region85	FBgn0002543
Region181	Region87	FBgn0002543
Region181	Region87	FBgn0002543
Region181	Region87	FBgn0002543
Region185	Region88	FBgn0002543
Region185	Region88	FBgn0002543
Region185	Region88	FBgn0002543
Region186	Region88	FBgn0002543
Region186	Region89	FBgn0002543
Region186	Region88	FBgn0002543
Region186	Region89	FBgn0002543
Region186	Region88	FBgn0002543
Region186	Region89	FBgn0002543
Region1938	Region1280	FBgn0024189
Region1938	Region1281	FBgn0024189
Region1938	Region1280	FBgn0024189
Region1938	Region1281	FBgn0024189
Region1938	Region1280	FBgn0024189
Region1938	Region1281	FBgn0024189
Region1939	Region1282	FBgn0024189
Region1939	Region1282	FBgn0024189
Region1939	Region1282	FBgn0024189
Region1946	Region1284	FBgn0024189
Region1946	Region1284	FBgn0024189
Region1946	Region1284	FBgn0024189
Region1947	Region1284	FBgn0024189
Region1947	Region1284	FBgn0024189
Region1947	Region1284	FBgn0024189
Region1948	Region1285	FBgn0024189
Region1948	Region1286	FBgn0024189
Region1948	Region1285	FBgn0024189
Region1948	Region1286	FBgn0024189
Region1948	Region1285	FBgn0024189
Region1948	Region1286	FBgn0024189
Region1949	Region1285	FBgn0024189
Region1949	Region1286	FBgn0024189
Region1949	Region1285	FBgn0024189
Region1949	Region1286	FBgn0024189
Region1949	Region1285	FBgn0024189
Region1949	Region1286	FBgn0024189
Region1950	Region1287	FBgn0024189
Region1950	Region1288	FBgn0024189
Region1950	Region1287	FBgn0024189
Region1950	Region1288	FBgn0024189
Region1950	Region1287	FBgn0024189
Region1950	Region1288	FBgn0024189
Region1951	Region1288	FBgn0024189
Region1951	Region1288	FBgn0024189
Region1951	Region1288	FBgn0024189
Region1952	Region1289	FBgn0024189
Region1952	Region1289	FBgn0024189
Region1952	Region1289	FBgn0024189
Region1953	Region1290	FBgn0024189
Region1953	Region1290	FBgn0024189
Region1953	Region1290	FBgn0024189
Region1954	Region1291	FBgn0024189
Region1954	Region1291	FBgn0024189
Region1954	Region1291	FBgn0024189
Region1955	Region1293	FBgn0024189
Region1955	Region1293	FBgn0024189
Region1955	Region1293	FBgn0024189
Region1956	Region1294	FBgn0024189
Region1956	Region1295	FBgn0024189
Region1956	Region1294	FBgn0024189
Region1956	Region1295	FBgn0024189
Region1956	Region1294	FBgn0024189
Region1956	Region1295	FBgn0024189
Region1957	Region1295	FBgn0024189
Region1957	Region1295	FBgn0024189
Region1957	Region1295	FBgn0024189
Region1966	Region1296	FBgn0033391
Region1966	Region1296	FBgn0033391
Region1966	Region1296	FBgn0033391
Region1968	Region1297	FBgn0033391
Region1968	Region1297	FBgn0033391
Region1968	Region1297	FBgn0033391
Region1969	Region1298	FBgn0033391
Region1969	Region1298	FBgn0033391
Region1969	Region1298	FBgn0033391
Region1970	Region1299	FBgn0033391
Region1970	Region1299	FBgn0033391
Region1970	Region1299	FBgn0033391
Region1971	Region1300	FBgn0033391
Region1971	Region1300	FBgn0033391
Region1971	Region1300	FBgn0033391
Region1972	Region1301	FBgn0033391
Region1972	Region1301	FBgn0033391
Region1972	Region1301	FBgn0033391
Region1973	Region1302	FBgn0033391
Region1973	Region1302	FBgn0033391
Region1973	Region1302	FBgn0033391
Region1974	Region1303	FBgn0033391
Region1974	Region1303	FBgn0033391
Region1974	Region1303	FBgn0033391
Region1975	Region1303	FBgn0033391
Region1975	Region1304	FBgn0033391
Region1975	Region1303	FBgn0033391
Region1975	Region1304	FBgn0033391
Region1975	Region1303	FBgn0033391
Region1975	Region1304	FBgn0033391
Region1976	Region1304	FBgn0033391
Region1976	Region1304	FBgn0033391
Region1976	Region1304	FBgn0033391
Region1977	Region1305	FBgn0033391
Region1977	Region1305	FBgn0033391
Region1977	Region1305	FBgn0033391
Region1978	Region1305	FBgn0033391
Region1978	Region1305	FBgn0033391
Region1978	Region1305	FBgn0033391
Region1979	Region1306	FBgn0033391
Region1979	Region1306	FBgn0033391
Region1979	Region1306	FBgn0033391
Region1980	Region1306	FBgn0033391
Region1980	Region1306	FBgn0033391
Region1980	Region1306	FBgn0033391
Region1981	Region1308	FBgn0033391
Region1981	Region1308	FBgn0033391
Region1981	Region1308	FBgn0033391
Region1987	Region1309	FBgn0033391
Region1987	Region1310	FBgn0033391
Region1987	Region1309	FBgn0033391
Region1987	Region1310	FBgn0033391
Region1987	Region1309	FBgn0033391
Region1987	Region1310	FBgn0033391
Region1991	Region1311	FBgn0033391
Region1991	Region1311	FBgn0033391
Region1991	Region1311	FBgn0033391
Region1994	Region1314	FBgn0004360
Region1994	Region1315	FBgn0004360
Region1994	Region1314	FBgn0004360
Region1994	Region1315	FBgn0004360
Region1994	Region1314	FBgn0004360
Region1994	Region1315	FBgn0004360
Region1995	Region1316	FBgn0004360
Region1995	Region1316	FBgn0004360
Region1995	Region1316	FBgn0004360
Region1996	Region1316	FBgn0004360
Region1996	Region1316	FBgn0004360
Region1996	Region1316	FBgn0004360
Region1997	Region1316	FBgn0004360
Region1997	Region1317	FBgn0004360
Region1997	Region1316	FBgn0004360
Region1997	Region1317	FBgn0004360
Region1997	Region1316	FBgn0004360
Region1997	Region1317	FBgn0004360
Region2001	Region1318	FBgn0004360
Region2001	Region1318	FBgn0004360
Region2001	Region1318	FBgn0004360
Region2003	Region1319	FBgn0004360
Region2003	Region1320	FBgn0004360
Region2003	Region1319	FBgn0004360
Region2003	Region1320	FBgn0004360
Region2003	Region1319	FBgn0004360
Region2003	Region1320	FBgn0004360
Region2004	Region1321	FBgn0004360
Region2004	Region1321	FBgn0004360
Region2004	Region1321	FBgn0004360
Region2005	Region1322	FBgn0004360
Region2005	Region1322	FBgn0004360
Region2005	Region1322	FBgn0004360
Region2006	Region1322	FBgn0004360
Region2006	Region1322	FBgn0004360
Region2006	Region1322	FBgn0004360
Region2009	Region1323	FBgn0004360
Region2009	Region1323	FBgn0004360
Region2009	Region1323	FBgn0004360
Region2011	Region1324	FBgn0004360
Region2011	Region1324	FBgn0004360
Region2011	Region1324	FBgn0004360
Region2013	Region1325	FBgn0004360
Region2013	Region1325	FBgn0004360
Region2013	Region1325	FBgn0004360
Region2014	Region1325	FBgn0004360
Region2014	Region1325	FBgn0004360
Region2014	Region1325	FBgn0004360
Region2015	Region1326	FBgn0004360
Region2015	Region1326	FBgn0004360
Region2015	Region1326	FBgn0004360
Region2016	Region1327	FBgn0004360
Region2016	Region1328	FBgn0004360
Region2016	Region1327	FBgn0004360
Region2016	Region1328	FBgn0004360
Region2016	Region1327	FBgn0004360
Region2016	Region1328	FBgn0004360
Region2017	Region1329	FBgn0004360
Region2017	Region1329	FBgn0004360
Region2017	Region1329	FBgn0004360
Region2018	Region1330	FBgn0004360
Region2018	Region1331	FBgn0004360
Region2018	Region1330	FBgn0004360
Region2018	Region1331	FBgn0004360
Region2018	Region1330	FBgn0004360
Region2018	Region1331	FBgn0004360
Region2028	Region1336	FBgn0011656
Region2028	Region1336	FBgn0033458
Region2028	Region1336	FBgn0033453
Region2028	Region1336	FBgn0011656
Region2028	Region1336	FBgn0033458
Region2028	Region1336	FBgn0033453
Region2028	Region1336	FBgn0011656
Region2028	Region1336	FBgn0033458
Region2028	Region1336	FBgn0033453
Region2029	Region1339	FBgn0011656
Region2029	Region1339	FBgn0033458
Region2029	Region1339	FBgn0033453
Region2029	Region1339	FBgn0011656
Region2029	Region1339	FBgn0033458
Region2029	Region1339	FBgn0033453
Region2029	Region1339	FBgn0011656
Region2029	Region1339	FBgn0033458
Region2029	Region1339	FBgn0033453
Region2030	Region1340	FBgn0011656
Region2030	Region1340	FBgn0033458
Region2030	Region1340	FBgn0033453
Region2030	Region1340	FBgn0011656
Region2030	Region1340	FBgn0033458
Region2030	Region1340	FBgn0033453
Region2030	Region1340	FBgn0011656
Region2030	Region1340	FBgn0033458
Region2030	Region1340	FBgn0033453
Region2032	Region1341	FBgn0011656
Region2032	Region1341	FBgn0033458
Region2032	Region1341	FBgn0033453
Region2032	Region1341	FBgn0011656
Region2032	Region1341	FBgn0033458
Region2032	Region1341	FBgn0033453
Region2032	Region1341	FBgn0011656
Region2032	Region1341	FBgn0033458
Region2032	Region1341	FBgn0033453
Region2033	Region1342	FBgn0011656
Region2033	Region1342	FBgn0033458
Region2033	Region1342	FBgn0033453
Region2033	Region1343	FBgn0011656
Region2033	Region1343	FBgn0033458
Region2033	Region1343	FBgn0033453
Region2033	Region1342	FBgn0011656
Region2033	Region1342	FBgn0033458
Region2033	Region1342	FBgn0033453
Region2033	Region1343	FBgn0011656
Region2033	Region1343	FBgn0033458
Region2033	Region1343	FBgn0033453
Region2033	Region1342	FBgn0011656
Region2033	Region1342	FBgn0033458
Region2033	Region1342	FBgn0033453
Region2033	Region1343	FBgn0011656
Region2033	Region1343	FBgn0033458
Region2033	Region1343	FBgn0033453
Region2034	Region1345	FBgn0011656
Region2034	Region1345	FBgn0033458
Region2034	Region1345	FBgn0033453
Region2034	Region1345	FBgn0011656
Region2034	Region1345	FBgn0033458
Region2034	Region1345	FBgn0033453
Region2034	Region1345	FBgn0011656
Region2034	Region1345	FBgn0033458
Region2034	Region1345	FBgn0033453
Region2036	Region1346	FBgn0011656
Region2036	Region1346	FBgn0033458
Region2036	Region1346	FBgn0033453
Region2036	Region1346	FBgn0011656
Region2036	Region1346	FBgn0033458
Region2036	Region1346	FBgn0033453
Region2036	Region1346	FBgn0011656
Region2036	Region1346	FBgn0033458
Region2036	Region1346	FBgn0033453
Region2037	Region1347	FBgn0011656
Region2037	Region1347	FBgn0033458
Region2037	Region1347	FBgn0033453
Region2037	Region1347	FBgn0011656
Region2037	Region1347	FBgn0033458
Region2037	Region1347	FBgn0033453
Region2037	Region1347	FBgn0011656
Region2037	Region1347	FBgn0033458
Region2037	Region1347	FBgn0033453
Region2038	Region1348	FBgn0011656
Region2038	Region1348	FBgn0033458
Region2038	Region1348	FBgn0033453
Region2038	Region1348	FBgn0011656
Region2038	Region1348	FBgn0033458
Region2038	Region1348	FBgn0033453
Region2038	Region1348	FBgn0011656
Region2038	Region1348	FBgn0033458
Region2038	Region1348	FBgn0033453
Region2039	Region1348	FBgn0011656
Region2039	Region1348	FBgn0033458
Region2039	Region1348	FBgn0033453
Region2039	Region1348	FBgn0011656
Region2039	Region1348	FBgn0033458
Region2039	Region1348	FBgn0033453
Region2039	Region1348	FBgn0011656
Region2039	Region1348	FBgn0033458
Region2039	Region1348	FBgn0033453
Region2042	Region1349	FBgn0011656
Region2042	Region1349	FBgn0033458
Region2042	Region1349	FBgn0262169
Region2042	Region1349	FBgn0011656
Region2042	Region1349	FBgn0033458
Region2042	Region1349	FBgn0262169
Region2042	Region1349	FBgn0011656
Region2042	Region1349	FBgn0033458
Region2042	Region1349	FBgn0262169
Region2043	Region1349	FBgn0011656
Region2043	Region1349	FBgn0033458
Region2043	Region1349	FBgn0262169
Region2043	Region1349	FBgn0011656
Region2043	Region1349	FBgn0033458
Region2043	Region1349	FBgn0262169
Region2043	Region1349	FBgn0011656
Region2043	Region1349	FBgn0033458
Region2043	Region1349	FBgn0262169
Region2044	Region1351	FBgn0011656
Region2044	Region1351	FBgn0033458
Region2044	Region1351	FBgn0262169
Region2044	Region1351	FBgn0011656
Region2044	Region1351	FBgn0033458
Region2044	Region1351	FBgn0262169
Region2044	Region1351	FBgn0011656
Region2044	Region1351	FBgn0033458
Region2044	Region1351	FBgn0262169
Region2045	Region1352	FBgn0011656
Region2045	Region1352	FBgn0033458
Region2045	Region1352	FBgn0262169
Region2045	Region1352	FBgn0011656
Region2045	Region1352	FBgn0033458
Region2045	Region1352	FBgn0262169
Region2045	Region1352	FBgn0011656
Region2045	Region1352	FBgn0033458
Region2045	Region1352	FBgn0262169
Region2046	Region1352	FBgn0011656
Region2046	Region1352	FBgn0033458
Region2046	Region1352	FBgn0262169
Region2046	Region1352	FBgn0011656
Region2046	Region1352	FBgn0033458
Region2046	Region1352	FBgn0262169
Region2046	Region1352	FBgn0011656
Region2046	Region1352	FBgn0033458
Region2046	Region1352	FBgn0262169
Region2052	Region1353	FBgn0033483
Region2052	Region1353	FBgn0011656
Region2052	Region1353	FBgn0262169
Region2052	Region1353	FBgn0033483
Region2052	Region1353	FBgn0011656
Region2052	Region1353	FBgn0262169
Region2052	Region1353	FBgn0033483
Region2052	Region1353	FBgn0011656
Region2052	Region1353	FBgn0262169
Region2054	Region1354	FBgn0033483
Region2054	Region1354	FBgn0011656
Region2054	Region1354	FBgn0262169
Region2054	Region1354	FBgn0033483
Region2054	Region1354	FBgn0011656
Region2054	Region1354	FBgn0262169
Region2054	Region1354	FBgn0033483
Region2054	Region1354	FBgn0011656
Region2054	Region1354	FBgn0262169
Region2055	Region1356	FBgn0033483
Region2055	Region1356	FBgn0262169
Region2055	Region1356	FBgn0033483
Region2055	Region1356	FBgn0262169
Region2055	Region1356	FBgn0033483
Region2055	Region1356	FBgn0262169
Region2056	Region1356	FBgn0033483
Region2056	Region1356	FBgn0262169
Region2056	Region1356	FBgn0033483
Region2056	Region1356	FBgn0262169
Region2056	Region1356	FBgn0033483
Region2056	Region1356	FBgn0262169
Region2059	Region1358	FBgn0033483
Region2059	Region1358	FBgn0262169
Region2059	Region1359	FBgn0033483
Region2059	Region1359	FBgn0262169
Region2059	Region1358	FBgn0033483
Region2059	Region1358	FBgn0262169
Region2059	Region1359	FBgn0033483
Region2059	Region1359	FBgn0262169
Region2059	Region1358	FBgn0033483
Region2059	Region1358	FBgn0262169
Region2059	Region1359	FBgn0033483
Region2059	Region1359	FBgn0262169
Region2060	Region1361	FBgn0033483
Region2060	Region1361	FBgn0262169
Region2060	Region1362	FBgn0033483
Region2060	Region1362	FBgn0262169
Region2060	Region1361	FBgn0033483
Region2060	Region1361	FBgn0262169
Region2060	Region1362	FBgn0033483
Region2060	Region1362	FBgn0262169
Region2060	Region1361	FBgn0033483
Region2060	Region1361	FBgn0262169
Region2060	Region1362	FBgn0033483
Region2060	Region1362	FBgn0262169
Region2061	Region1362	FBgn0033483
Region2061	Region1362	FBgn0262169
Region2061	Region1363	FBgn0033483
Region2061	Region1363	FBgn0262169
Region2061	Region1364	FBgn0033483
Region2061	Region1364	FBgn0262169
Region2061	Region1362	FBgn0033483
Region2061	Region1362	FBgn0262169
Region2061	Region1363	FBgn0033483
Region2061	Region1363	FBgn0262169
Region2061	Region1364	FBgn0033483
Region2061	Region1364	FBgn0262169
Region2061	Region1362	FBgn0033483
Region2061	Region1362	FBgn0262169
Region2061	Region1363	FBgn0033483
Region2061	Region1363	FBgn0262169
Region2061	Region1364	FBgn0033483
Region2061	Region1364	FBgn0262169
Region2066	Region1365	FBgn0033483
Region2066	Region1365	FBgn0262169
Region2066	Region1365	FBgn0033483
Region2066	Region1365	FBgn0262169
Region2066	Region1365	FBgn0033483
Region2066	Region1365	FBgn0262169
Region2067	Region1366	FBgn0033483
Region2067	Region1366	FBgn0262169
Region2067	Region1366	FBgn0033483
Region2067	Region1366	FBgn0262169
Region2067	Region1366	FBgn0033483
Region2067	Region1366	FBgn0262169
Region2068	Region1367	FBgn0033483
Region2068	Region1367	FBgn0262169
Region2068	Region1367	FBgn0033483
Region2068	Region1367	FBgn0262169
Region2068	Region1367	FBgn0033483
Region2068	Region1367	FBgn0262169
Region2069	Region1367	FBgn0033483
Region2069	Region1367	FBgn0262169
Region2069	Region1367	FBgn0033483
Region2069	Region1367	FBgn0262169
Region2069	Region1367	FBgn0033483
Region2069	Region1367	FBgn0262169
Region2070	Region1368	FBgn0033483
Region2070	Region1368	FBgn0262169
Region2070	Region1368	FBgn0033483
Region2070	Region1368	FBgn0262169
Region2070	Region1368	FBgn0033483
Region2070	Region1368	FBgn0262169
Region2071	Region1369	FBgn0033483
Region2071	Region1369	FBgn0262169
Region2071	Region1369	FBgn0033483
Region2071	Region1369	FBgn0262169
Region2071	Region1369	FBgn0033483
Region2071	Region1369	FBgn0262169
Region2072	Region1370	FBgn0033483
Region2072	Region1370	FBgn0262169
Region2072	Region1370	FBgn0033483
Region2072	Region1370	FBgn0262169
Region2072	Region1370	FBgn0033483
Region2072	Region1370	FBgn0262169
Region208	Region102	FBgn0031375
Region208	Region102	FBgn0031375
Region208	Region102	FBgn0031375
Region209	Region102	FBgn0031375
Region209	Region103	FBgn0031375
Region209	Region102	FBgn0031375
Region209	Region103	FBgn0031375
Region209	Region102	FBgn0031375
Region209	Region103	FBgn0031375
Region2097	Region1382	FBgn0263102
Region2097	Region1382	FBgn0263102
Region2097	Region1382	FBgn0263102
Region2098	Region1382	FBgn0263102
Region2098	Region1382	FBgn0263102
Region2098	Region1382	FBgn0263102
Region2099	Region1382	FBgn0263102
Region2099	Region1382	FBgn0263102
Region2099	Region1382	FBgn0263102
Region2106	Region1385	FBgn0263102
Region2106	Region1385	FBgn0263102
Region2106	Region1385	FBgn0263102
Region2107	Region1385	FBgn0263102
Region2107	Region1386	FBgn0263102
Region2107	Region1385	FBgn0263102
Region2107	Region1386	FBgn0263102
Region2107	Region1385	FBgn0263102
Region2107	Region1386	FBgn0263102
Region2108	Region1386	FBgn0263102
Region2108	Region1386	FBgn0263102
Region2108	Region1386	FBgn0263102
Region2109	Region1387	FBgn0263102
Region2109	Region1387	FBgn0263102
Region2109	Region1387	FBgn0263102
Region2110	Region1387	FBgn0263102
Region2110	Region1387	FBgn0263102
Region2110	Region1387	FBgn0263102
Region2112	Region1388	FBgn0263102
Region2112	Region1388	FBgn0263102
Region2112	Region1388	FBgn0263102
Region2116	Region1389	FBgn0263102
Region2116	Region1389	FBgn0263102
Region2116	Region1389	FBgn0263102
Region2117	Region1389	FBgn0263102
Region2117	Region1390	FBgn0263102
Region2117	Region1389	FBgn0263102
Region2117	Region1390	FBgn0263102
Region2117	Region1389	FBgn0263102
Region2117	Region1390	FBgn0263102
Region2118	Region1390	FBgn0263102
Region2118	Region1390	FBgn0263102
Region2118	Region1390	FBgn0263102
Region2121	Region1392	FBgn0263102
Region2121	Region1393	FBgn0263102
Region2121	Region1392	FBgn0263102
Region2121	Region1393	FBgn0263102
Region2121	Region1392	FBgn0263102
Region2121	Region1393	FBgn0263102
Region2122	Region1394	FBgn0263102
Region2122	Region1394	FBgn0263102
Region2122	Region1394	FBgn0263102
Region2124	Region1395	FBgn0263102
Region2124	Region1396	FBgn0263102
Region2124	Region1395	FBgn0263102
Region2124	Region1396	FBgn0263102
Region2124	Region1395	FBgn0263102
Region2124	Region1396	FBgn0263102
Region2133	Region1399	FBgn0050020
Region2133	Region1399	FBgn0050020
Region2133	Region1399	FBgn0050020
Region2134	Region1399	FBgn0050020
Region2134	Region1399	FBgn0050020
Region2134	Region1399	FBgn0050020
Region2135	Region1399	FBgn0050020
Region2135	Region1400	FBgn0050020
Region2135	Region1399	FBgn0050020
Region2135	Region1400	FBgn0050020
Region2135	Region1399	FBgn0050020
Region2135	Region1400	FBgn0050020
Region2136	Region1400	FBgn0050020
Region2136	Region1400	FBgn0050020
Region2136	Region1400	FBgn0050020
Region2137	Region1400	FBgn0050020
