Toll10b_R1_CBP	Toll9_R1_CBP	Gd7_R2_CBP	Gd7_R1_CBP	Toll9_R2_CBP	Toll10b_R2_CBP
Region4938	8.68817501641158	8.74913158852966	8.69393268701661	8.62760431153261	8.77610692135812	8.72137226627947
Region4939	7.36003634820086	7.49345123085928	7.63897452039197	7.6120307346003	7.48178674905735	7.39409294164624
Region494	6.84439499246792	6.49125422730153	6.76181507792631	6.76104692074988	6.46566118791025	6.9031910165719
Region4940	8.03257066676471	8.07859931578905	8.00245959947047	8.07442969373444	7.9068304885492	7.96747488558898
Region4941	7.94250010625781	8.38992240288919	8.49572096851407	8.43846630479394	8.32989909999523	7.77963511692936
Region4942	6.0535309095375	6.70773769928715	6.45671277936459	6.4604866056576	6.41819053384389	6.16151345954548
Region4943	6.2795511145588	6.35408681518029	6.68025483061282	6.46810648469737	6.31628173537159	6.37381126537053
Region4944	6.4325792355172	6.41760214543668	6.44324899083631	6.22518462846546	6.51120894339649	6.64865712872639
Region4945	8.01181559185945	8.11554340660091	8.28138722647166	8.32323409463179	8.10741193248502	7.94687751923764
Region4946	9.18421341992482	9.24803882879083	9.20099870678279	9.1813325563288	9.24456025254927	9.20065641754231
Region4947	7.16914300987254	7.20607337717428	7.11024963134989	7.27421542351028	7.25971559821558	7.34073533883854
Region4948	7.11964295364392	7.32536139648791	7.27625957604747	7.25693219087691	7.04978302397211	7.20049324795957
Region4949	6.90327165960614	7.04294296915065	6.64674581703652	6.77587598077408	6.9838976427065	7.05932294949153
Region495	11.5930365699341	11.6124484346234	11.5987552063984	11.5838817260469	11.653195691165	11.6175000822278
Region4950	8.52382004280252	8.6465483055764	8.57204146345306	8.50980280524954	8.56815165656902	8.58544407615832
Region4951	7.02215269339028	6.73350546614294	6.90295150600883	6.70147631930625	6.6700056584207	7.02895574552818
Region4952	7.89020358829192	7.64787691677278	7.93113989614195	7.91518158037108	7.70949918076267	7.88495718731101
Region4953	7.86644207194905	6.43806634331271	6.57165218208257	6.48695390092919	6.59424663962794	7.88413724427638
Region4954	8.68250582905909	8.55567122813048	8.91224038506888	8.86969645597206	8.53347973123377	8.81291956660309
Region4955	8.27280390846598	8.18799086910867	8.18273991992778	8.15258706020318	8.18770991141902	8.49440961874729
Region4956	7.08598213867794	6.84691448693182	6.8343606197465	6.92904124351073	6.7903881968782	7.35758274354551
Region4957	6.77886885138019	7.01506587541647	6.54525794057079	6.73527958461207	6.90298231545727	6.88172441879925
Region4958	6.88611855769483	6.60227683720562	6.78232999798718	6.74835291342701	6.68624914950894	6.6303290161065
Region4959	6.74843805806104	6.36731832072748	6.5899702189402	6.76258417434921	6.22214683641689	6.2428911532085
Region496	7.81535226760862	7.560252922374	7.35491531885524	7.4942920765409	7.55706193862762	7.41788750455931
Region4960	6.60450784170308	6.88607499175066	7.41022262899637	7.49363695732387	6.91581266327935	6.8434033412562
Region4961	10.0149083427958	10.042348580692	10.1675518215394	10.1348357574609	9.99141730607304	10.0911514560739
Region4962	6.76881116709602	6.78670048784262	6.43703774355086	6.31675379383304	6.76077109006578	6.67895259564031
Region4963	6.34799892318697	6.27127032095571	6.81337414657728	6.46998750940823	6.00253637188999	6.49421618693446
Region4964	5.69056733046692	5.61570273440042	5.45001374371453	5.64378897899616	5.51433254632933	5.53115701418513
Region4965	6.86654635041329	6.997362039801	6.84229613480979	6.95817547484078	6.91317921226659	6.7945505957287
Region4966	7.37954863166687	7.4208766308398	7.34580495530784	7.35070244434503	7.26203080770322	7.35337742063655
Region4967	6.85275566775443	6.94991322165176	6.73031571239301	6.79539550576001	6.87255620177014	6.5217272360469
Region4968	7.81039569800109	7.84586489503466	7.53122141873938	7.51704729212317	7.81591516554013	7.94315395392194
Region4969	6.66577384880122	6.45744003037936	7.0951304311658	7.04161369763593	6.12486673265028	6.39836855382466
Region497	9.89164859055347	9.94407620473512	10.0278737070792	9.9724530238675	9.98681577825761	9.9163148952719
Region4970	7.95066305946895	7.94828526140195	7.91648631019891	7.99895627516841	7.92176117173052	7.74026787812666
Region4971	6.75399716407768	7.30095827113878	7.22532458668366	7.25492641516115	7.21374767694371	6.92241107528853
Region4972	7.05261892354271	7.2151092371857	7.27947999264598	7.15876033037151	7.20312727478652	7.04425182638611
Region4973	7.54811113326342	7.61857591932739	7.22222611090794	7.5318037884324	7.37598804710297	7.03800577361254
Region4974	8.14849517166582	7.91988334814116	8.03005604508279	8.03959309229437	7.80593454211677	8.38643257909983
Region4975	7.46954250004384	6.91146940775445	6.97958339848994	6.93933527457383	6.94266329943736	7.58608762915047
Region4976	8.442712741053	8.09780531364593	8.0859638176032	8.02576559905389	8.03214840517623	8.32571124034044
Region4977	6.36343099395777	6.53378295051598	6.60995975203631	6.62110460015318	6.47984853497188	6.43606689015671
Region4978	7.11527084360947	6.98940867619321	6.79311931564225	6.8662482963707	6.94927090376687	7.25222075619865
Region4979	7.30897382770853	7.30881836411875	7.15237776149478	7.16150115881944	7.26846886346423	7.09166744870656
Region498	7.08360415211969	6.96262847509413	6.89641264079375	7.03347786499335	7.07301783250977	7.01074293796098
Region4980	6.96059314185763	6.95036777974478	7.42505204099441	7.46845204170249	6.97122261824358	6.96566400910959
Region4981	5.77858629818155	5.99587700945611	5.13054817174851	5.25872850272185	6.00375763064803	5.57397769060054
Region4982	7.61988534150541	7.5493229223808	7.5065563061875	7.42820419516732	7.55835005557629	7.83861654797826
Region4983	6.75488611490936	6.74412735588572	6.90308838747314	7.05479688645181	6.72616412781145	6.85991256564817
Region4984	10.2772890547952	10.3075579214112	10.45211703083	10.4201580814798	10.2415105123083	10.2968738289989
Region4985	7.40175754726839	7.31574572236662	7.02921981773798	7.09271324250601	7.07541687090615	6.74783189538751
Region4986	6.24267372413157	6.30710200302495	6.65789915080467	6.5081006827753	6.40229496224233	6.41105003901226
Region4987	6.45626882110358	6.26265818477275	6.6625689738383	6.40640372800167	6.37166399500853	6.24763106401049
Region4988	8.11647316572111	8.65350052353554	8.71071320007682	8.68141316853082	8.5640620731809	8.14986776224486
Region4989	7.30123566793385	7.84784416234169	7.87586730716098	7.81504452654461	7.78258272872846	7.23166207694214
Region499	5.2594041187824	5.51861918164819	6.26710314258453	6.26644121982174	5.59041116472126	5.70461861268863
Region4990	6.77872005202205	6.47892663904952	6.36260775039782	6.73024838313496	6.57017768344209	6.40403039635376
Region4991	6.96764849655823	6.86188009921465	7.55016994961036	7.41889865432653	7.12927931013087	7.03540085903724
Region4992	7.25230367662116	7.09218403433545	6.8149583436897	7.0641028673615	6.90426553513367	6.73466987409962
Region4993	6.18447553784824	5.96835762295844	6.3672447575893	6.25428288767217	5.72309132175396	6.26893793008405
Region4994	6.81826865979387	7.17508937809561	7.25667129158995	7.56414306944702	7.14585298445687	6.6988033810383
Region4995	6.84040988031089	6.73519975459552	6.90130844722625	6.87756008680703	6.8597424094973	6.60129351192634
Region4996	7.15711536094466	6.66232906616933	7.21848804432729	7.1033140828023	6.7271231241083	7.24833288463335
Region4997	6.97431341508754	7.0082379849659	7.41765941301933	7.16763796302121	6.92041704613956	6.68828492829897
Region4998	6.74743750725903	7.02312296252853	7.40348672547638	7.41043724698382	7.0723166865624	6.62409652081417
Region4999	6.57642097321608	6.70922536591415	6.76735062022879	6.74673974923555	6.68437831068419	6.77855219277904
Region500	6.51316902791237	5.98187505027528	6.14884764277867	6.04913426829409	6.02654682603869	6.5045673114803
Region5000	6.85803446163308	7.12111998620279	7.23312382227923	7.14108609549054	7.16760278709998	6.71310503653236
Region5001	7.0328330974397	6.90174894185626	6.92841611913925	6.98549157385047	6.97909512916982	7.0472558755877
Region5002	7.7772000122479	7.49971696342969	7.6037810865052	7.65595198676662	7.59750262198999	7.4466110636305
Region5003	8.68706173910344	8.56256478848411	8.20041877150301	8.25730408735088	8.51325232436706	8.29013767999554
Region5004	6.05531712874824	5.97177552795676	5.88720831896171	5.97515841207849	6.00500624005129	6.05111702990622
Region5005	7.22860583859836	7.00669275874077	7.10768195275859	6.99872414602274	7.18673403297657	7.44731663464449
Region5006	7.06844823224617	7.14230877676215	7.38728351206482	7.19293687895297	7.26596302893131	7.05946401561661
Region5007	6.88835025900308	7.06442149466095	6.94028347448866	6.94710990235974	7.1567668940575	7.1419461600616
Region5008	6.20556224972944	6.35982849446387	6.53740577870257	6.39280990748714	6.57147285219845	6.33237459351728
Region5009	7.58181294133856	7.14375620327783	6.74285943576955	7.03091631222407	6.88633935624762	7.08118174150705
Region501	7.27042089839991	7.27364894155577	6.92416048542594	7.55305325069829	7.15402181082111	7.06877302683465
Region5010	6.99718372484035	6.81110866041512	6.74696800259294	6.88025728760432	6.59395205326302	6.31270468770432
Region5011	5.75674190528814	5.7490128307492	6.05368874308048	6.08935869310309	5.64032995170303	5.61116044976016
Region5012	5.88076441274415	5.75431741532237	6.09243060866535	6.16208846089952	5.79732646465201	5.75170854877368
Region5013	5.82405713055373	5.80690670150289	6.08774840628025	6.1742234600187	5.62544101180776	5.7993542997856
Region5014	5.86858830515038	5.80647723638375	6.16603478525664	6.30235678245565	5.87114573493236	6.01719582248646
Region5015	6.91453956709153	6.84582044883652	6.99198646534404	6.78413952881842	6.89632272283087	6.79966331707544
Region5016	7.12863143681029	7.4256292154179	7.66024505643651	7.50230945310773	7.4914510598475	7.31009901059663
Region5017	7.04445888934595	7.1495280587343	7.694163551258	7.59409300440048	7.016508748378	7.14059017688307
Region5018	5.91674368130255	5.81864314563596	6.53618205029148	6.29591864346391	5.80289771027995	5.70619227087877
Region5019	7.14393552996225	7.36450087067746	8.07495690130507	7.96438955024006	7.33648384968318	7.16431054976158
Region502	9.20364804822268	9.33560585421299	9.36800476948192	9.31317181810489	9.43164612324934	9.2608933635387
Region5020	7.26588782720791	7.47707921338251	6.96136722253857	6.98492980312463	7.19199702373812	7.36086488729875
Region5021	7.04302492131524	6.90813442707602	7.72772159610942	7.64694930631071	7.06164836198439	6.91113204431736
Region5022	6.68747754508332	6.66660890947979	6.30971883799962	6.3404305749556	6.48714083701343	6.50355338056043
Region5023	6.83993538770921	7.09654481662465	7.65198322710361	7.55061822778376	7.0705983583232	6.86675489149567
Region5024	7.59400335918108	7.59672304417046	7.07122781374491	7.07418137266687	7.4299041136152	7.20042113462774
Region5025	6.73268752346458	7.14393203441051	7.57650683816397	7.6877371187605	7.09392344111908	6.70269238649169
Region5026	7.39947123449857	7.47253253841372	6.90815622330167	7.14199684804306	7.36610037948899	7.36154508896158
Region5027	6.89071838194873	7.09105827350831	7.81777771024798	7.71031535242501	7.09620491023399	6.81628576854781
Region5028	7.32052997801043	7.36468757272593	6.778631380091	6.97317182435233	7.07790148373687	7.14950632413332
Region5029	6.9506599694793	7.10313503967187	7.82019949232698	7.61277780808143	7.23785563054169	7.09911879191095
Region503	7.91080680829806	8.07554065274743	7.97909039023118	8.09429569251324	7.96518996734565	7.77080196513086
Region5030	7.38622988196522	7.3238883926873	6.96163352445423	6.97291601645801	7.43334657884115	7.2273567457928
Region5031	7.29452005743152	7.33179483924487	7.95860048444371	7.77629837416268	7.41562918290593	6.97276159289208
Region5032	7.58905283498587	7.65017899732856	7.50643464667389	7.47007141302664	7.6112440343139	7.52427955314024
Region5033	6.86553859514656	7.20333053138299	7.67626964857958	7.67773183854478	7.12738188306337	6.75208607108376
Region5034	7.56634250685483	7.54266013557128	6.95436686032229	6.98657140154265	7.5034339970337	7.50705615263083
Region5035	7.04426334276163	7.23421463440158	7.74294346095572	7.5910474004651	7.26556585507569	6.98877360576842
Region5036	7.59697316889603	7.56510521050137	7.00430490548528	7.2045115583664	7.38407115701196	7.48171373374328
Region5037	6.45569891511314	6.6831372155283	7.06266770246681	6.79924772710262	6.84114092362135	6.43780359319272
Region5038	6.81922787264219	6.55429775213832	7.47291641711324	7.41386035684911	6.66136304309395	7.07232520077749
Region5039	5.83995299496966	6.04008800196408	5.98959287571582	5.89299684937126	5.98065736847009	5.93081972540893
Region504	7.555443997749	7.36872098791697	7.20211824608014	7.67254982167867	7.56656494363097	7.32907167716127
Region5040	7.78977584836803	7.88218272476147	7.49565935914288	7.63167100469335	7.77990106579389	7.74958189394735
Region5041	6.51441448562124	6.40879146579908	6.67400852137175	6.56714967508888	6.28589596231552	6.38720841599303
Region5042	5.93393727293508	6.09839381089735	5.90038916432375	6.39343183893568	5.90689491641665	5.82626055881647
Region5043	6.08777038891113	6.0720637469656	6.05454002868246	5.97190542102427	6.09821148323829	6.14179428377924
Region5044	6.31904313684269	6.22249274366428	6.08683199579153	6.22843616485403	6.26917814963779	6.38878793359374
Region5045	8.68181869578114	8.39212150567691	8.32846537528973	8.32641165265462	8.37708653746255	8.53237188537629
Region5046	9.10325509112904	8.82007815653262	8.69872200042279	8.76586130675706	8.69462301167587	9.12592040948688
Region5047	6.66514103796632	6.55756649617287	6.52388338086529	6.6441548802325	6.12297084273557	6.75016264629091
Region5048	6.35721774968595	6.74723151884831	6.730935490549	6.71415056277698	6.60628144027766	6.27441691419482
Region5049	6.40108252579826	6.33924168571544	6.96453030599956	7.09379891843309	6.08191370778533	6.41223062885158
Region505	6.99080926873324	6.38579872863683	6.51541878624717	6.88665779211341	6.42490436669599	6.58902385309068
Region5050	6.11524787703445	6.18196532550384	6.64889880397319	6.49732713848316	6.33395044598138	6.18462682149667
Region5051	5.29608358996891	5.31830918386347	5.96192882087879	5.84141043309466	5.32686555122792	5.42497853006202
Region5052	6.64537220669015	6.27397539046702	7.14268230567271	7.1352333795742	6.43812625244113	6.62250536371994
Region5053	6.22029195719684	5.73962090987871	6.85053837620492	6.71690402911605	5.76840752724161	6.07697426939228
Region5054	6.26570387000468	6.0188565577269	6.69212072379432	6.67885199498386	5.93292485383299	6.05865239787656
Region5055	5.68029444665613	5.91207678736851	5.70131095422547	5.85823687097034	5.6696000484411	5.93548077194131
Region5056	6.06566412020144	6.29924639239627	6.76883145607082	6.58127841854579	6.26975840950035	6.38279723604892
Region5057	6.24064574020308	6.62462593386546	6.94047288716116	6.92791614230698	6.25538273058952	6.71116316197789
Region5058	7.04859111921392	6.97428258445863	6.70568868113143	7.09223251697394	6.91378994824028	6.80898780586266
Region5059	7.19003640837954	7.27320295047836	7.69646782287788	7.57554753807438	7.10291477410457	7.33515136252822
Region506	7.09077235044299	7.26196681302021	7.28029064599261	7.28554320727935	7.43796270472875	7.1831528719958
Region5060	6.84139741149609	6.95933280570131	7.30879334899187	7.2278285358135	6.94634382920893	6.97353028309666
Region5061	6.45026344394185	6.49016593411901	6.37494707831024	6.36528332728534	6.52988743109423	6.32417791583667
Region5062	7.75596850973023	7.59662529163517	7.44172841383805	7.53182902038538	7.43843493020431	7.76708594566156
Region5063	7.86671660137278	8.02010924291082	7.70301792624264	7.48136223607966	7.76739564120528	7.75793478695935
Region5064	7.74157980663716	7.68476034573248	7.45372690495027	7.48287774065622	7.50334899738154	7.76662211428173
Region5065	7.76775963153313	7.87742973613531	7.57975985753646	7.3204148336808	7.75808556697681	7.8416853614266
Region5066	7.83299506770266	7.76938536325287	7.5771622087302	7.37848791726442	7.86169154216784	7.81804791554288
Region5067	7.80776267187028	7.5545741405359	7.54131579162061	7.43903608968926	7.37868335912278	7.80406800738406
Region5068	8.19073064456646	8.21492975400781	7.82878715764259	7.80283999624197	8.23974408124572	8.23869201192056
Region5069	7.73448410474995	7.66791283198384	7.44821223200667	7.42757362959167	7.4403385990001	7.56434144232345
Region507	9.36969601685254	9.2366023311944	9.01797731423407	8.93563731439271	9.2950506597137	9.44032102222586
Region5070	8.0498311702635	8.21125184890724	7.83973683542958	7.69771657679615	8.00505021053873	8.14264908061427
Region5071	8.3579490124362	8.08651185793166	7.84614530095527	7.75010922223878	8.121320837361	8.37300854314133
Region5072	7.74017560960527	8.02267136929705	7.73291360257665	7.72083906613152	7.76281765517217	7.8552269614941
Region5073	8.35224126385996	8.05413844249884	7.89794397103231	7.7144507426665	8.02601995947412	8.44512069369591
Region5074	8.05963320119644	8.0362381287492	8.23923810941797	8.05905167277724	8.04452938748407	7.8989334046416
Region5075	7.01789945642648	7.44984393969867	8.87823253883318	8.76888006994316	7.40748013420272	7.10457307222087
Region5076	7.19013311519829	7.0924832802115	5.91419235268459	5.92191266172478	7.08730843836685	6.92443726808736
Region5077	7.10650228851983	6.99040529917851	7.11835812035995	6.94326777580615	7.2653095004677	6.99741024562988
Region5078	6.39628808410543	6.2111370225348	6.56433624204215	6.70663983639808	6.33212347153739	6.31105927186109
Region5079	6.40970733461382	6.66592372728688	7.71299926277743	7.72242566978904	6.64868045569794	6.52968538078364
Region508	6.78290849125669	6.62781097058423	6.58486503351734	6.44168599269943	6.67980203578957	6.59743971237393
Region5080	6.9656964027947	6.62829495742575	6.47235278005208	6.75995588585857	6.22726356128882	6.74548357824359
Region5081	6.07860630729954	6.23785923188212	6.35217866055207	6.12939800085517	6.33645804195674	6.10592656321333
Region5082	6.52025236006182	6.90895444798222	6.83201431512983	6.97327783298282	6.85237940977682	6.57741218786669
Region5083	6.78484039096932	6.7937555875017	7.12619672917824	7.04209689830894	6.7373408107715	6.49454394670048
Region5084	6.63448735354518	6.65531511808927	6.98807881729284	6.90923434550783	6.81156585059961	6.53962027075125
Region5085	7.00281013741629	7.18681862984199	7.07994797538533	6.97749978251944	7.03453796527746	7.18191242955069
Region5086	5.77345414009443	5.59465122141586	5.63793517393203	5.67627110917104	5.62743651973867	5.51865326566757
Region5087	6.26796391483811	6.09533471984468	6.70719042177365	6.61572506705492	6.1489263476269	6.37810624195167
Region5088	6.40205964481661	6.59400018500788	7.21112791908488	7.1417861166238	6.45464289786899	6.59051557650498
Region5089	6.30191884742721	7.22316941976766	7.14463098544131	7.24748659701363	7.34800726594018	6.26845561197633
Region509	9.44406388975475	9.45006904889669	9.36728441536387	9.33061822549642	9.41099518650387	9.51487262413043
Region5090	6.49214155128944	6.36771366075844	6.90997341421548	6.82895090674622	6.33900850133273	6.41182762893523
Region5091	6.83492541274476	6.58442331589776	6.50591192466073	6.48103986642167	6.20833075999745	6.51947302718164
Region5092	7.27841011480759	7.10255993496392	7.0656484094057	7.09619715818413	7.1861563824941	7.44860838194416
Region5093	7.31263639297166	7.11664525047576	7.47116705587731	7.34139353784686	7.25714670785386	7.36562711325587
Region5094	7.273440230833	7.11260704498308	6.85540122111242	7.15106038150343	6.91209088102627	7.00073433518992
Region5095	9.58056147851332	9.29376769639939	9.2373302196281	9.25215942029456	9.26107415302664	9.55468796204692
Region5096	7.80421291216866	7.29349666918236	7.41315889288242	7.301954588365	7.1279884713682	7.80558382711962
Region5097	7.99403563731863	7.29483296327915	7.08213000477614	7.5588672797923	7.08020583585544	7.15647770429966
Region5098	7.00984808892352	6.66978421016544	6.73176009058523	6.70928483609547	6.57087938064579	7.08214346063577
Region5099	6.51017928399348	6.66441123339095	6.65943428761318	6.54959760268353	6.54834073353536	6.65835473541411
Region510	6.41052253494427	6.87772713121179	6.55591579736683	6.41788827245742	6.64537915510342	6.47007324894887
Region5100	5.80605852527347	5.59814631784693	7.06817337761822	7.15183899012687	5.43820614847708	5.96903201966774
Region5101	6.40458889376266	6.93431154596764	7.33242574509414	7.31762067876242	6.9895631665403	6.87751209161953
Region5102	5.6278612863609	5.69500969659656	6.72499832734652	6.71359690048521	5.38137880549201	5.54097258906951
Region5103	5.73520600849679	5.98491629554809	6.54287258594727	6.39071132187497	6.23112422178717	5.62851575137965
Region5104	7.43602800398704	7.23773216988337	6.8741902706005	7.01083142758135	7.36365517386824	7.28722245158079
Region5105	6.34134001522846	6.89119240523377	7.18216871178911	6.98570162167592	6.85686801485952	6.64813783278051
Region5106	7.21454043996069	7.28518124631768	7.4937720495776	7.53191911731228	7.35222805115494	7.4035171774978
Region5107	7.56113590765686	7.79885286653191	7.535684237444	7.53222723338193	7.62445608843104	7.64894814558377
Region5108	6.36581264555108	6.35388841849518	6.04843645139366	5.96395650936373	6.35124184384448	6.30975466184918
Region5109	9.71995932146135	9.96612565048464	10.1316139373258	10.0846515036156	9.99139690362002	9.7379225483403
Region511	8.15436522361582	8.33153547553823	8.19406597441826	8.00441365196723	8.43474631004596	8.17694590020834
Region5110	7.63865022966789	7.66910574715283	7.91354458891783	8.0627646648942	7.79901814573368	7.51139806197271
Region5111	8.06826162446792	7.93144670662423	7.83520003733238	7.74657042300021	7.93694800994963	8.08788447587149
Region5112	6.78228259784353	5.76898921238601	5.72127307188551	5.82859471836979	5.6740196176851	6.91403481393329
Region5113	8.17280617872172	8.10783263176107	8.13613851358265	8.19262403628674	8.01837221508728	8.17793935885565
Region5114	6.93272815338947	6.97830288654057	6.34772859770418	6.52939592847977	6.52425941250531	6.81827756986349
Region5115	6.33595150625874	6.6095132766654	6.79225099058937	6.62820965378264	6.73812304962171	6.58655364650366
Region5116	6.94485588896636	7.13611742796527	6.78584015125648	6.76390552076583	6.95254026793586	6.69893966426019
Region5117	7.34320655175995	7.35010317418295	7.50425005509313	7.39505384969513	7.35188427951856	7.21210177671726
Region5118	8.17779198670901	8.08283166582136	7.60767191193948	8.14928434958882	7.70295572126635	7.6910665198073
Region5119	8.13024713371539	8.31409803399093	8.19851755943501	8.18716458570242	8.23638976537522	7.85355263760798
Region512	6.84898555030914	6.85948484195397	6.99891543994943	6.90943518242078	6.72562123204468	7.06354771202887
Region5120	9.10745151194071	9.16248933371876	8.91773949502369	8.90746056759181	9.1447306974325	9.1851888637016
Region5121	8.85597422049699	9.02938007244253	9.03164360812365	8.91948557543234	9.10284070117718	9.04993968469705
Region5122	8.51148101840005	8.56401270867516	8.88240260150077	8.76800963928114	8.60472701651204	8.51528550873282
Region5123	6.98536678968356	7.59752648746978	6.48692616593948	6.53956558734584	7.74141880002175	6.98418409046732
Region5124	6.96318380302407	6.62497687399105	6.5382482616206	6.27818472986643	6.67943179588655	6.79338531994858
Region5125	6.23570465881063	5.9562291255589	6.1691237880855	6.184651333554	5.64207514264794	6.18893275583232
Region5126	7.6206945249147	7.74594714577312	7.73069382071355	7.62325575065853	7.70233536760594	7.67677717588573
Region5127	7.91784591512527	7.25767599223555	7.5953770902736	7.5895584761167	7.46363057925555	7.49860727360768
Region5128	6.38225961069938	6.45089994332291	6.50365790387117	6.44140734633717	6.46393625828875	6.27440427105398
Region5129	7.25282187309815	6.84044094203408	6.70290498141723	6.85871663598716	7.044466078789	6.52743168104405
Region513	7.36865447275804	7.30470884304855	7.35838492872505	7.32811579229751	7.38999042598288	7.30824626150204
Region5130	7.19194934188932	7.31213988762733	7.23308072300799	7.15991917405589	7.30014993993667	7.21938636474859
Region5131	8.36939460040757	8.57269205549263	8.54970140695517	8.50451644820067	8.52979070250721	8.54381384718758
Region5132	6.46993606210292	7.07088629769939	7.39177844126428	7.25237103347027	6.95599738688877	6.96756035175642
Region5133	7.66937827556832	7.56770142243217	7.68961908070098	7.58330175826918	7.67745993359703	7.69720050507976
Region5134	8.8328053141727	8.99021826320051	8.92573196562041	8.88133985842961	8.96734379331096	8.89037326059634
Region5135	7.58711533770991	7.35397482975773	6.93721998489298	7.51288219879974	7.27160519931703	6.8231057391745
Region5136	10.1424820096448	10.2241410659523	10.3230225180234	10.2787952963664	10.2585988508119	10.2685745453163
Region5137	7.24188450051719	7.62920531110981	8.37132978966824	8.27040078298445	7.72188769560737	7.25050493069706
Region5138	6.5850195902363	6.9564858330626	7.06261900633966	7.10190962658097	7.21998701568944	6.57429972758879
Region5139	5.87771680467934	5.88913241627812	6.38373119435607	6.36083841175952	5.84845638356036	5.81687157215156
Region514	6.16236303689621	6.05741974086127	6.52882074240783	6.41876555481069	6.08084514449811	5.94614158942457
Region5140	7.22270286610726	7.54614876206785	8.39852071124901	8.3429601078585	7.42655204462608	7.32425688626707
Region5141	8.6426025314737	8.66885711438194	8.63906995025019	8.53452039645439	8.66533658982666	8.71152614533312
Region5142	6.19449226536069	6.03076921296609	6.08742240520859	6.09212665372665	6.19191917267636	6.08502751967347
Region5143	5.70434524269085	6.0473196439116	6.39994176525432	6.44711303887964	5.85918682370621	5.79417090131824
Region5144	6.05159270546917	6.96792050750854	6.88438365959007	7.15677096445513	6.63684164601094	5.76167710379949
Region5145	7.33373340381737	7.24909214980384	6.46567795774476	6.41762332203627	7.26643424949903	7.31468449344804
Region5146	7.30912083724914	6.5498400919091	6.87559278521042	6.90725241579261	6.55066810216488	7.11926304808307
Region5147	6.99170793674984	6.53081804071565	5.78489607990046	5.84307290589789	6.7340105362037	7.05605022888714
Region5148	6.48916236977711	6.81608432057346	7.82359559450934	7.75939985421958	6.80417191852757	6.75477579793395
Region5149	5.90294590973258	5.91625657843589	6.58253700538048	6.64276147978422	6.15724725162999	6.05894488597995
Region515	7.08079029006866	6.45314700726815	5.92373409883984	6.08609047050557	6.41951489271734	6.92285655989892
Region5150	5.78680792189406	5.91722535095107	7.43718631294882	7.44541696238127	5.79254653401448	5.46856288013526
Region5151	8.32688629174579	8.17479961596846	8.41612141863523	8.34511410103848	8.08136939146728	8.35522727379797
Region5152	7.37401096089271	7.3372665405853	7.20807094479231	7.2400132542517	7.42872568130269	7.33159455189623
Region5153	8.67164342235984	8.68580417383959	8.81938924886776	8.74676062900559	8.85886936787961	8.76282651253901
Region5154	8.69669035974873	8.99982467675377	8.95035216216261	8.84889681346202	8.83194901976796	8.82524760598695
Region5155	7.66595177284985	8.30328584315101	8.17079292267263	8.10339836673665	8.31149872440666	7.4862671108175
Region5156	7.86002610677051	7.8698575675622	7.95693903286414	7.83358707172168	7.93368208204669	7.84703187267368
Region5157	7.5316059147353	7.27255919678794	8.33191503155656	8.31481066739926	7.36533589110025	7.88960571661748
Region5158	7.60511440588103	7.11406868494498	7.80513704153313	7.74731975758015	7.27331273860071	7.76360740775339
Region5159	6.90366136863938	6.87716020067155	6.8493764023759	6.90164443129919	6.9316798049246	7.16001738193267
Region516	8.80511962089977	9.06797820977658	8.95283323241131	8.89798948680012	9.07886951283109	8.86902150602309
Region5160	7.12037871094854	7.21050206891564	7.08755583499017	7.0692557706909	7.14889631145998	7.25076182319238
Region5161	7.75449645566645	7.97793520483394	8.08453501009478	7.94312390126877	7.95207437142678	7.78556442507437
Region5162	9.22721694054403	9.26200026911931	9.39462659796407	9.36461003568509	9.25888717624529	9.27654188017451
Region5163	6.76739797550592	6.51508020742292	6.46306624399117	6.45210199215327	6.63367979016847	6.91403377393016
Region5164	9.22025924792654	9.29236997502926	9.3302690120284	9.31862864960466	9.38071230132775	9.19857399012687
Region5165	7.5819285819859	7.83972377519924	7.90476446973485	7.7600830821945	7.80569813676094	7.49062703384931
Region5166	8.20748282740553	8.19839477222929	8.22026827268084	8.25433948526799	8.14419594733117	8.24894001825736
Region5167	7.88971172242227	7.72702929450392	7.83272340859929	7.78803957373852	7.77107360149819	7.92413729508236
Region5168	7.45121409314058	7.60030416038856	7.57991968808584	7.57154995520476	7.52799161014804	7.64146828219051
Region5169	6.92798789924823	6.74145925441666	5.79907238148014	5.96875368253247	6.64598986829423	7.07354518701283
Region517	6.06912764027616	5.94306670485125	6.08968484369456	6.11430667638262	5.73297950586421	5.8040938017748
Region5170	8.38815275258451	8.4924398458375	8.66959227425777	8.5792035849867	8.61004918082493	8.56094637244715
Region5171	6.18405343081439	6.27580425904075	6.47477593902636	6.52626954435741	6.05622506235258	6.30790382314479
Region5172	7.08699134634764	7.62976989171011	7.77906104223733	7.70253925977708	7.54116733712138	7.49468415464395
Region5173	7.99256219308487	8.43374844567101	8.53222330586076	8.35519880762459	8.3034802594877	8.10431157307877
Region5174	8.15661448204896	8.55428708969007	8.46057408809677	8.45145589224164	8.63715190322453	8.37077862698469
Region5175	9.65988007759557	9.80258062989628	9.95991791737929	9.94754252422285	9.82675366329551	9.68853496327702
Region5176	6.53954581966061	6.88347363780375	6.3422318785024	6.41769454024173	6.64949237623386	6.78794909614936
