geneID	PPC_Gd7	PPC_Time	PPC_Toll10b	PPC_Toll9	PPC_factor	PPC_direction
FBgn0001185	-0.107882699874467	0.630805571740266	0.0501520316300025	0.0690922417358369	Time	Up
FBgn0001189	0.161722716976676	0.170430829389889	-0.181758528130601	0.0685200233354463	Toll10b	Down
FBgn0001197	0.10087558600995	0.283017992325684	-0.0624332974181447	-0.0395138864679027	Time	Up
FBgn0001202	0.177233126993225	-1.34149590698177	0.410320649025553	-0.909101281546807	Time	Down
FBgn0001206	-0.28966178901163	0.395421097450325	-0.131083271893353	0.614607522494454	Toll9	Up
FBgn0001215	0.346861086921196	0.117122796303553	-0.157791171618787	-0.227723826361796	Gd7	Up
FBgn0001218	0.594995123090253	1.49545431091395	0.680270283419211	-1.92613802553345	Toll9	Down
FBgn0001220	-0.129376636628512	0.547900028599601	0.809429158534043	-1.12703157932336	Toll9	Down
FBgn0001222	-0.405879111965947	-0.0479376022557307	0.174596520291211	0.282686884965249	Gd7	Down
FBgn0001230	1.12359945557204	-0.342361108593218	-1.0707622828458	0.16596449787717	Gd7	Up
FBgn0001233	-0.107553484421914	-1.26385758965709	0.26871014445864	-0.284276959137591	Time	Down
FBgn0001235	0.427464694226536	0.462708019058378	-0.0129279949511581	-0.573764457975449	Toll9	Down
FBgn0001247	-0.631722361340395	-0.63372118148744	0.571189997772625	-0.0435353935000761	Time	Down
FBgn0001250	-0.711233271912886	-0.792575052532698	1.54468265786448	-1.5048518501763	Toll10b	Up
FBgn0001254	0.52690763631114	-0.706960126754298	0.127339261783888	-0.938591054235825	Toll9	Down
FBgn0001257	0.407461284497032	0.277938812985128	-0.832636706983889	0.777666075899042	Toll10b	Down
FBgn0001269	0.444392508027443	-0.701395817617585	-0.738179856501599	0.573769782705234	Toll10b	Down
FBgn0001291	0.189762424385628	-0.516123041122431	-0.173005417690103	0.0153805485191528	Time	Down
FBgn0001297	-2.27369782192438	1.92752392865224	1.97113640451712	-0.0199367530133337	Gd7	Down
FBgn0001308	-1.03719484355858	1.9817962132123	1.20488787700117	-0.502736576415154	Time	Up
FBgn0001316	-0.85345922281891	0.960906464990615	0.197272402711553	0.868693435134424	Time	Up
FBgn0001320	-0.416095661836099	0.15855216407146	-0.0485419087606235	0.657206156693929	Toll9	Up
FBgn0001323	-0.537590113028223	-1.12210258158714	-0.419029638181822	1.42445100833607	Toll9	Up
FBgn0001324	0.492169895598008	0.740363338569903	-0.875554804062043	0.729130140968822	Toll10b	Down
FBgn0001325	0.272870194396354	-0.0466066408035792	-0.216241270123049	-0.0304153933022373	Gd7	Up
FBgn0001330	-0.623401123925004	0.15377390103552	0.131168695624386	0.655402428105023	Toll9	Up
FBgn0001341	-0.189275005296093	0.27129700544338	0.453813735640258	-0.469486782405346	Toll9	Down
FBgn0001404	-0.120393968160793	-0.273602573003179	0.164674646260806	-0.0984260451859294	Time	Down
FBgn0001491	-0.499188795362702	0.756342243409929	0.230709198067616	0.321882021883448	Time	Up
FBgn0001565	-1.43941310049107	1.3786856145962	1.15192433759682	0.142304651311251	Gd7	Down
FBgn0001612	-3.46378645867259	3.12488458343554	1.73691110182849	2.01378682726734	Gd7	Down
FBgn0001624	-0.418057293966346	-0.0596864474546285	0.368945039402382	-0.0141916315385032	Gd7	Down
FBgn0001941	-0.6855569665264	0.543782855471821	0.588979554343247	0.00262786379458522	Gd7	Down
FBgn0001942	-0.181772610764293	0.625603771502217	-0.333479989771875	0.791339559725338	Toll9	Up
FBgn0001961	0.12035917679607	-0.72410245243068	0.452313740022832	-0.897792088308414	Toll9	Down
FBgn0001965	-0.406761011039802	-0.680404906227641	1.16679727265577	-1.31821761292181	Toll9	Down
FBgn0001970	-0.934278073528918	-0.856746510923938	1.47488308236963	-1.08187051500148	Toll10b	Up
FBgn0001977	0.210057546723545	-0.209910715231744	0.288636990195172	-0.758277193033783	Toll9	Down
FBgn0001978	-1.20165697635991	0.802221065615874	0.508762080952617	0.850095867096604	Gd7	Down
FBgn0001981	0.223860109892846	-0.578863037681252	-0.390203372503517	0.318662731701143	Time	Down
FBgn0001983	-6.98453816570046	2.48192467385142	2.37521640910733	5.88076331126725	Gd7	Down
FBgn0001986	-0.09833598648584	-0.636512928838062	0.383295425677172	-0.482122990509733	Time	Down
FBgn0001987	1.30805023963146	-0.748177229330347	-3.02078053067244	3.05812091280885	Toll9	Up
FBgn0001989	0.14435268118755	-0.503793985350439	-0.136152561165367	0.0190421230937302	Time	Down
FBgn0001990	0.548874092780831	-0.395727691325926	0.0635364434914263	-0.866124255113698	Toll9	Down
FBgn0001994	-0.17661455024098	0.590499996798993	0.131030859466733	0.0341070101228169	Time	Up
FBgn0001995	-1.39863727786948	-0.154227687581765	2.07308287261986	-1.401835627904	Toll10b	Up
FBgn0002022	1.18011525091532	0.108184004099539	-1.3176964218315	0.486076948548412	Toll10b	Down
FBgn0002031	-0.20104454957058	0.228441852525714	0.520777988605879	-0.56124319788851	Toll9	Down
FBgn0002044	-0.505142958522347	1.2686023789133	0.163124138832644	0.439296047707365	Time	Up
FBgn0002069	-0.333361504104664	0.775110033394768	0.00433773228302722	0.456729857367134	Time	Up
FBgn0002121	-0.276957411349623	0.122942560237573	0.161999246122194	0.123687007059	Gd7	Down
FBgn0002174	-0.841013184019342	0.41395532328967	0.394220964985921	0.533362186274083	Gd7	Down
FBgn0002183	0.17574691813331	-0.26659991657699	-0.477782861652486	0.527009043456975	Toll9	Up
FBgn0002283	-0.369139606162721	-0.854141515037277	0.432186630744329	-0.184358055039455	Time	Down
FBgn0002284	-0.273926179726059	-0.773998137830321	0.0984083128978865	0.222152172443148	Time	Down
FBgn0002413	-0.916325353358981	0.82512602520105	0.262685189819388	0.85052189176453	Gd7	Down
FBgn0002431	-0.24761786636812	-0.0489195772992508	-0.16255888251378	0.606945316499586	Toll9	Up
FBgn0002441	1.09147906183437	-0.270583421802116	0.220477852496413	-1.87435095462692	Toll9	Down
FBgn0002466	-0.0111789487528252	0.631789454855956	-0.241383907989518	0.405319479900491	Time	Up
FBgn0002521	-0.123200665230753	0.307716743923845	0.0307910868116866	0.121663429958486	Time	Up
FBgn0002525	-0.325995898496444	0.00434660724291692	0.507176487838305	-0.365462600511614	Toll10b	Up
FBgn0002542	0.0156582446301525	0.223129002874038	-0.17742203618146	0.264705840450187	Toll9	Up
FBgn0002543	0.445308000977883	-0.00272733365382768	-1.01197412531672	1.014598687033	Toll9	Up
FBgn0002552	0.271769144653589	0.185646480530932	-0.253281655135775	0.0309262934344422	Gd7	Up
FBgn0002561	-0.908534027932473	0.0293221878773377	-0.52391256523799	2.10982250585113	Toll9	Up
FBgn0002566	-0.393480185886638	1.16584230430025	-1.38247728228171	2.7796848209489	Toll9	Up
FBgn0002579	0.244552308372626	0.0500142028632648	0.136809099464705	-0.561102048816473	Toll9	Down
FBgn0002590	-0.70968511246114	0.175383514366546	0.55712963163624	0.0876210237870302	Gd7	Down
FBgn0002609	-2.3455562818185	1.58708193920135	1.3145874661624	1.14017039516705	Gd7	Down
FBgn0002622	0.00557370106303637	0.662057955299817	0.632852110541687	-1.02963557283785	Toll9	Down
FBgn0002638	-0.216864889282421	0.613560960865728	-0.115028592263886	0.487416974532968	Time	Up
FBgn0002643	0.547212361888979	-1.16827465566847	1.05232826892308	-2.46043946154137	Toll9	Down
FBgn0002645	0.510687972488498	-0.336336188958446	0.948012233671095	-2.24118923762302	Toll9	Down
FBgn0002707	-0.847588573640806	-1.37753842738263	0.641836442063051	0.142678225602666	Time	Down
FBgn0002709	0.668242825757947	-0.555923847474007	-0.289483756598576	-0.462145758958395	Gd7	Up
FBgn0002715	0.13746649069615	1.04106750658273	-0.359272717735014	0.38889907767355	Time	Up
FBgn0002716	-0.197106739815469	0.880878548218842	0.399616325987575	-0.371078267297617	Time	Up
FBgn0002719	1.76030812612859	-2.04546543112537	-0.679695865980109	-1.35121591276904	Time	Down
FBgn0002723	-0.0635310786657817	0.157239462008957	0.176760673732605	-0.197042753043217	Toll9	Down
FBgn0002734	1.09205116061264	0.185655882338785	-1.61855921007	1.09439220670077	Toll10b	Down
FBgn0002736	-0.388350580959212	-0.0549563351737521	0.178625442141108	0.251797612369216	Gd7	Down
FBgn0002774	0.0679323252556955	0.348171116157455	-0.176241032568927	0.190081168523736	Time	Up
FBgn0002775	0.520920784679029	-0.485327795908209	-0.179842975584059	-0.434248018364082	Gd7	Up
FBgn0002778	1.4437676598547	0.390957366342563	-0.237867888423294	-1.62431195183015	Toll9	Down
FBgn0002780	1.02757502738668	0.0933725588105749	0.628242082832353	-2.44388209722909	Toll9	Down
FBgn0002781	0.548834572894881	-0.128466317407486	-0.330143653570721	-0.230384210914769	Gd7	Up
FBgn0002783	-0.286693681503141	-0.0980951001484155	0.389479774444491	-0.23008749713751	Toll10b	Up
FBgn0002787	0.22830792188417	0.24467593586268	0.0291169140982686	-0.364611473741112	Toll9	Down
FBgn0002791	-0.419092588819955	1.02788052210452	-0.4948257776528	1.38200082677059	Toll9	Up
FBgn0002872	-0.708666690853962	0.565992496221297	0.0509386092586466	0.903563578155153	Toll9	Up
FBgn0002873	0.52909000738606	-0.613455930297074	-0.412166525966834	-0.0704734698989266	Time	Down
FBgn0002878	-0.0833666537624611	0.380908372031554	-0.738617404146454	1.30863401907258	Toll9	Up
FBgn0002887	0.51614755435313	0.141476761860941	-1.16372445860185	1.16108991209782	Toll10b	Down
FBgn0002901	0.188156013363323	-0.819124725689932	-0.15032422339464	-0.0190086875772691	Time	Down
FBgn0002905	1.15796954988093	0.243796854613404	-0.505870126371702	-0.793992665885503	Gd7	Up
FBgn0002906	-0.401551716667933	1.08410385042917	0.100283703862103	0.396661868987803	Time	Up
FBgn0002914	-0.643288903718512	0.730923460369956	0.11301986912501	0.712373377791445	Time	Up
FBgn0002921	0.0515131394858779	0.594870655987238	-0.142998783492383	0.159244558878478	Time	Up
FBgn0002924	0.398900793417124	-0.134795161216312	-0.0958967668866705	-0.400057906619558	Toll9	Down
FBgn0002931	1.22825346566185	-0.0431324157993504	-0.126699967056304	-1.50401905913779	Toll9	Down
FBgn0002932	0.183564062456859	0.0890403867281351	-0.627240209513622	0.75746723940374	Toll9	Up
FBgn0002945	0.701705540741857	0.100567375364892	-1.07817200538539	0.764819349164822	Toll10b	Down
FBgn0002948	-1.01702544269046	1.8759085719907	0.0460791239951107	1.34036346483521	Time	Up
FBgn0002973	0.0215194646367877	0.348618536309605	-0.53047741952564	0.826639717248481	Toll9	Up
FBgn0002985	0.85057878309634	-0.360636495576751	-0.995780452503467	0.424684358495812	Toll10b	Down
FBgn0002989	0.410998216946716	-2.72998894135676	-0.0229040272047005	-0.534749644660819	Time	Down
FBgn0003002	0.738719835339251	-0.272355594701239	-1.17222028877904	0.865191436906353	Toll10b	Down
FBgn0003028	0.749159097156638	0.719244805749235	-1.57898140192713	1.50747685059996	Toll10b	Down
FBgn0003041	-0.0241156524592429	-2.04295888694697	-1.01438127621956	1.67149365531981	Time	Down
FBgn0003042	0.342072079276397	0.0809052120695795	-0.211540654298658	-0.134271281034101	Gd7	Up
FBgn0003044	0.178068040305883	-1.05497702256932	0.460720518425522	-0.991644642499852	Time	Down
FBgn0003048	-0.114649027395008	-1.22023568113106	0.15180025170175	-0.0856291387245712	Time	Down
FBgn0003053	0.924907031192449	-0.208670015636108	-0.920902721585984	0.20038052758669	Gd7	Up
FBgn0003062	0.19379360314172	-0.367847857349291	-0.526433191569394	0.580461476060006	Toll9	Up
FBgn0003067	1.84705836419594	-0.488101951888654	-1.35197388701631	-0.386348762236532	Gd7	Up
FBgn0003074	-0.308185318828719	0.368486901428222	-0.0462185572639524	0.503342151469467	Toll9	Up
FBgn0003079	-0.472468687322949	0.316796248527624	0.149289599761116	0.416182342781841	Gd7	Down
FBgn0003082	0.768254619929905	-1.07225353454905	-0.318119598257613	-0.555031632295527	Time	Down
FBgn0003087	-0.524408972074798	0.658822155558616	-0.067997982836526	0.839295357818797	Toll9	Up
FBgn0003117	7.14508981167635	0.33890777713157	-5.92772216178813	-0.367784639728363	Gd7	Up
FBgn0003118	0.72861537024859	0.25639737003565	-0.273676713016685	-0.571653111821095	Gd7	Up
FBgn0003124	0.83629023444338	1.66394695346891	-1.67264469196953	1.5375105048089	Toll10b	Down
FBgn0003134	-0.0558284414612856	-0.326593993445869	-0.178680578065314	0.366182077669126	Toll9	Up
FBgn0003137	-0.785393930121889	-1.20608008114262	4.26603421847883	-5.79592230881329	Toll9	Down
FBgn0003139	-0.406182690958539	0.0608725877241025	0.51612218387569	-0.268360815471375	Toll10b	Up
FBgn0003141	-0.447338099469318	0.135817292798701	1.17967645281043	-1.28256777766693	Toll9	Down
FBgn0003145	2.88238395661109	-5.32730128072261	-3.01874185047921	0.864797392983433	Time	Down
FBgn0003165	0.0276506435990756	-0.0905051501310852	0.144732903451557	-0.272168216362192	Toll9	Down
FBgn0003169	-0.426541023700966	0.864479122650063	0.509681553999495	-0.229640803775454	Time	Up
FBgn0003175	-0.952117357702859	1.02829453118202	0.456366034560947	0.587570313669085	Time	Up
FBgn0003204	0.192855400077944	-1.6557309211348	-0.207826944537011	0.0673051448616188	Time	Down
FBgn0003205	0.096659767796915	-0.212175085014683	0.0750653469602504	-0.255671815526857	Toll9	Down
FBgn0003206	-0.53255327833837	0.227664289188684	0.325763425600274	0.214808413801403	Gd7	Down
FBgn0003209	-0.0647798992799996	1.49729242112227	0.0128393903625642	0.0693822457051737	Time	Up
FBgn0003210	-0.605182580431934	1.01801172507156	0.0864069989185231	0.70233671798783	Time	Up
FBgn0003231	0.0498061423248539	0.464332517442001	-0.145580964903674	0.165788649291936	Time	Up
FBgn0003254	0.273648505651662	0.500565926034962	-0.374997971306156	0.224850313603073	Time	Up
FBgn0003256	0.339598649916661	0.627409241731324	-0.448694123429591	0.252107088563839	Time	Up
FBgn0003261	-0.0353057150996068	0.0389048155556269	0.162882265565504	-0.213896813920344	Toll9	Down
FBgn0003268	-0.203490098760171	1.37373650380649	-0.169319436276803	0.556476287021262	Time	Up
FBgn0003277	-0.352396081244802	0.0016756079438162	0.287759639548274	0.0255601467303048	Gd7	Down
FBgn0003278	-0.131234171043465	0.614138038856754	0.200429071585593	-0.141079966426125	Time	Up
FBgn0003279	0.265861074437527	0.223692917844599	-0.650441043627526	0.680448087077207	Toll9	Up
FBgn0003285	0.228091691104102	0.183673379998338	0.0161567686372672	-0.343383608379981	Toll9	Down
FBgn0003292	0.82825905402809	-0.490507644107182	-0.442827747477196	-0.437133527006066	Gd7	Up
FBgn0003300	1.1857409050899	-0.616504804500112	-1.02075042703112	-0.0012349149489844	Gd7	Up
FBgn0003302	0.0249144092743729	1.59277032081213	-0.273114880473871	0.406347352717131	Time	Up
FBgn0003308	0.664618810158354	-1.87563013726795	0.149161825150693	-1.16539640412977	Time	Down
FBgn0003310	-0.70484816478153	0.302336617722694	0.512130427620955	0.153553756400466	Gd7	Down
