transcriptID	Gd7_PolII_rep1	Gd7_PolII_rep2	Toll10b_PolII_rep1
FBtr0071284	7.04461365447751	7.11362425083167	7.28880150242066
FBtr0071289	10.9893162232642	11.1094012929377	11.3941602113267
FBtr0071293	7.54550506538324	7.53257231120697	7.27299699732106
FBtr0071294	8.00637984886586	8.10446092517133	8.04104833298757
FBtr0071299	11.1433439729887	11.1837429847198	11.3453732485407
FBtr0071300	10.3348588354373	10.4339575886318	10.8451109092979
FBtr0071306	7.69683159533977	7.74000884488592	7.81876208425757
FBtr0071310	7.13805560865716	7.08555457303244	7.2220821701295
FBtr0071311	8.30571646946258	8.28899855586931	8.37805331248493
FBtr0071313	6.71636773222237	6.90351658605573	6.67294187232677
FBtr0071321	10.9310661773586	10.9856781265208	11.1540119534851
FBtr0071324	8.61958030514506	8.72256279160253	8.86305970566944
FBtr0071328	7.52622659196584	7.64377110032498	8.01785346522399
FBtr0071331	7.58233502753397	7.44174598933537	7.80265731680238
FBtr0071333	9.88534799373828	9.70917023323075	9.70339906612415
FBtr0071334	9.9469424808379	9.9050613236568	9.98961972055445
FBtr0071338	9.40178877278499	9.24961104253897	9.58118980371213
FBtr0071340	7.84663013583032	7.89949952560966	7.78504724240004
FBtr0071341	6.97086212625869	6.92321826480941	7.06851001094512
FBtr0071342	9.3420868536003	9.37982200993888	9.32511914285607
FBtr0071344	9.98973992376514	10.1919711244462	10.3748373882462
FBtr0071353	9.45455427128823	9.5448594920953	9.42833166604093
FBtr0071358	9.56717578673988	9.58431084462204	9.64825344647528
FBtr0071363	8.94288626960487	8.86357465852694	8.9417387296195
FBtr0071368	8.41684384724241	8.46383381512673	8.414580370934
FBtr0071372	5.6320390217943	5.57553113458985	5.87745928442111
FBtr0071374	7.91439610762466	7.75079545679118	7.77588226937979
FBtr0071379	10.8182722222529	10.8702100791088	11.1784842825008
FBtr0071387	6.91537039206348	6.73282087972589	6.96302191921504
FBtr0071390	6.48340484225273	6.34112852150855	6.54359780046971
FBtr0071397	7.19638275801311	7.17274883412039	7.40749498677285
FBtr0071411	8.12937275809938	7.91050657421646	8.00617849251589
FBtr0071441	9.57778417975238	9.72769070358328	9.85911490159096
FBtr0071444	6.97524293037188	7.17040805370754	7.06750732795051
FBtr0071450	8.67531643214474	8.82027208035553	8.68639991143325
FBtr0071453	8.58282228153168	8.6135086270129	8.79306044982386
FBtr0071459	7.5785082532186	7.83673457936851	7.38922001745346
FBtr0071461	9.99111623965844	10.1402273960222	10.0603845954355
FBtr0071462	7.05703711712075	6.99841576350473	6.89945399021545
FBtr0071463	7.758985600045	7.39528154652001	7.64838985941383
FBtr0071469	8.37644123704548	8.43230840610399	8.38820012380777
FBtr0071481	5.96980755367867	5.63642602228281	6.08492684121549
FBtr0071491	9.5491255961321	9.60936931720381	9.85413682119998
FBtr0071498	9.67989440709607	9.90102751088707	10.0159716689531
FBtr0071506	8.47595182076516	8.34020305116121	8.63152799183017
FBtr0071510	8.85969831541929	8.82401161929596	9.04899684720833
FBtr0071511	10.6343849672601	10.680872141427	10.9526582423118
FBtr0071517	6.76969081712838	6.96115233992185	7.14332847095213
FBtr0071519	8.72359293840643	8.60028374580519	9.90402210682154
FBtr0071522	9.48331090921188	9.55225473314965	9.54128850213483
FBtr0071524	8.76005387220726	8.74044683243282	8.63806748158198
FBtr0071526	10.199156323057	10.4025266899213	10.4345201293254
FBtr0071530	8.20118983658327	8.45058424695343	8.52657683321744
FBtr0071532	10.4290199519426	10.628013556435	10.6929625263871
FBtr0071534	8.4840239297841	8.64808055192716	8.57120630474307
FBtr0071535	7.79556441454654	7.83656416700146	7.88111620311898
FBtr0071541	7.83673071507202	7.77650641509605	7.95460298200606
FBtr0071542	7.28435209603462	7.0751424621037	7.29633629051719
FBtr0071543	7.73997417761304	7.82504922611306	7.81440694103255
FBtr0071544	8.30096164641856	8.32091184758653	8.33779751687317
FBtr0071546	13.1568901201002	13.2995179756433	13.4135261730209
FBtr0071547	9.94421174840575	9.98562627819293	10.1784419458879
FBtr0071548	9.73884314130804	9.91906636529317	9.84582185069121
FBtr0071549	9.62727624913769	9.81573707154994	9.93258157109001
FBtr0071553	8.84695655375941	8.7470474116909	8.82438387081823
FBtr0071556	11.8341092305659	11.978264038845	11.5931989689353
FBtr0071560	8.02849254098084	7.97410861142852	8.17759726758129
FBtr0071561	7.94404179104025	7.56443970658088	7.81737572742924
FBtr0071562	10.9331164692751	11.0786504681018	11.3730503134497
FBtr0071569	9.32111537599331	9.4461845566414	9.42570426103262
FBtr0071573	8.64116987401852	8.60114772161409	8.69664761512547
FBtr0071575	9.15457177218707	9.34153027306047	9.36116625820983
FBtr0071576	10.5175997272736	10.6493881828827	10.659703667141
FBtr0071578	9.34752704474693	9.31884723373302	9.3241423193374
FBtr0071583	11.2361015348709	11.379300516154	11.1315388446497
FBtr0071590	6.9996239295391	7.34484547904325	7.05458424462808
