ENSEMBL	ENTREZID	SYMBOL	gd7_3h_rep1	gd7_3h_rep2	toll10b_3h_rep1	toll10b_3h_rep2	toll9_3h_rep1	toll9_3h_rep2	l2fc_toll10b_vs_gd7	padj_toll10b_vs_gd7	l2fc_toll9_vs_gd7	padj_toll9_vs_gd7	l2fc_toll9_vs_toll10b	padj_toll9_vs_toll10b
FBgn0000996	47121	dup	8.7553728192146	8.7896851390698	9.41011793629496	9.48867643215123	9.31143079187392	9.24443540822482	1.01456007174654	8.5383445297561e-15	NA	NA	NA	NA
FBgn0033864	36519	CG18368	4.55656680075651	4.66535918863301	6.23327274201194	6.05639128009965	5.14319780360427	5.16934150822832	3.61558870779778	8.95052483557108e-15	1.78020772163927	0.0013759331612926	-1.83538098615851	2.60359545215971e-06
FBgn0026144	31669	CBP	7.80419848937112	8.09055380166066	8.74616257351532	8.80930146114095	8.96060629115272	9.06595287396652	1.3092090959901	1.74261043830788e-14	1.64768352017062	2.25893907816811e-23	NA	NA
FBgn0023214	37149	edl	5.20735782222011	5.39565017793431	6.60373463836828	6.71313956110536	5.6514182794518	5.8146415277302	2.67471872499289	1.8787085126057e-14	1.06635963856803	0.0164521359964693	-1.60835908642485	1.14409304999141e-06
FBgn0005771	34847	noc	9.53166588200824	9.47461486222031	10.0578992899481	10.3258478211027	10.1451015037483	10.229992962429	1.02702580876105	2.36453485472933e-14	1.00814522439448	7.49045515160426e-14	NA	NA
FBgn0015774	32400	NetB	5.54624394051449	5.50681871012151	6.99427405294463	6.73446569650875	5.78498051910246	5.81427288054823	2.46597269174253	2.52455800366573e-14	NA	NA	-1.84351737122635	4.43858192294136e-09
FBgn0261649	42148	tinc	9.353225541719	9.13057988057363	8.51814911880374	8.49124827539142	9.35007714532057	9.27048825793049	-1.1379748292393	4.06596487324175e-14	NA	NA	1.22109627652493	5.76780836008263e-16
FBgn0051320	318680	HEATR2	6.44560647850877	6.12592646691716	4.62901640210821	4.75494325462078	4.75431153800576	4.8011170786024	-3.38392602616839	4.9071241665543e-14	-2.9991303698763	1.46951426098778e-13	NA	NA
FBgn0039270	43004	PQBP1	8.48647113934	8.48138887707278	7.60295885546798	7.65017765356699	7.59084421106529	7.59881921592399	-1.30278679934876	7.06502866115225e-14	-1.35246620277619	2.13679854115998e-15	NA	NA
FBgn0262473	43222	Tl	6.28328539496452	6.53932312636755	7.53086958490687	7.5415771096367	6.53159877054819	6.39416774551851	1.86285728192856	1.02327707298276e-13	NA	NA	-1.74196186045516	3.89927519571781e-12
FBgn0033652	36258	ths	7.48775423744104	7.5538913558811	8.34643784833597	8.27234274004889	9.07466514598057	9.23422315153314	1.30176198377648	1.28934728903459e-13	2.51977084018432	8.79739718186008e-55	1.21800885640784	3.16817896182391e-15
FBgn0013576	45467	mtd	9.44104212403685	9.32433728587339	8.64602663346302	8.72772022202474	8.54310189605285	8.53775093427578	-1.02060767732884	2.00872054619734e-13	-1.24823366362294	6.11809418118416e-20	NA	NA
FBgn0260745	41455	mfas	6.289621771923	6.40486469376539	7.3554419176135	7.31010973446358	7.65425573481125	7.68956093531678	1.79436923913258	2.23521383594648e-13	2.30444194334391	6.92633275992614e-23	NA	NA
FBgn0069056	2768859	CG33226	8.49447999019918	8.64778690885941	7.78189515955554	7.66725192825052	7.96468614819051	8.01232116516412	-1.29762455211372	2.31378179631438e-13	NA	NA	NA	NA
FBgn0014179	34277	gcm	5.34723246912507	5.37160202808155	6.54208110696011	6.7326154400861	5.77964282201659	5.85957929777796	2.51288905721009	2.66341174956446e-13	1.08282446430286	0.0114143361992703	-1.43006459290723	1.63745004055988e-05
FBgn0261984	42358	Ire1	8.10716968398357	8.11913833370083	9.00169409230714	8.91536855703423	8.17855570953041	8.48834925933078	1.27184192958496	2.6703151197485e-13	NA	NA	NA	NA
FBgn0002733	43152	E(spl)mbeta-HLH	6.09786066966296	6.26573529957791	7.12283479866712	7.38292546581404	7.65450474690641	7.4262966314219	2.00964054572242	2.91871855093419e-13	2.43475646992143	6.34017883997099e-20	NA	NA
FBgn0000591	43161	E(spl)m8-HLH	7.8771735084527	8.08834448370574	8.67251530452888	8.88147835199572	8.76947264192675	8.73878890442393	1.24568101501842	4.46193274296055e-13	1.20149691672608	2.99978052143807e-12	NA	NA
FBgn0032136	34283	Apoltp	6.25603418796301	6.23642326380418	7.23741937027199	7.38614920404867	6.87192221868865	6.90699644377576	1.86488773253824	4.69615501949629e-13	1.18632325692774	2.59386185789761e-05	NA	NA
FBgn0260945	39454	Atg1	8.8441193439138	8.72630557688662	8.04281400576323	8.02533734425492	8.38053394796429	8.35601186910248	-1.15058350984926	5.29510887966213e-13	NA	NA	NA	NA
FBgn0025456	42092	CREG	7.78413707643234	7.75909715740239	6.79120976635251	6.83173384148059	7.4892294392918	7.37417262079604	-1.59313335338588	5.4666416564907e-13	NA	NA	1.07325102571834	9.54089857454496e-06
FBgn0029880	31595	CG14443	4.82655494087138	5.01058632999155	6.29397935060294	6.26543953274082	5.36158664763883	5.21758691394245	2.89819240093211	6.17014764830142e-13	1.07208941535006	0.0466000656233266	-1.82610298558205	1.06986754893904e-06
FBgn0013718	39572	nuf	8.85453611419413	8.72864402210311	8.03150512349927	8.04525361494719	8.23635139192518	8.21821410709803	-1.14629611344856	8.56027958604162e-13	NA	NA	NA	NA
FBgn0000721	44817	for	6.48480491795499	6.64291870075071	7.67902457456164	7.51787219931695	7.00087547541415	7.2302839672559	1.75004809905698	1.28848968177596e-12	1.00126619485689	0.000299727252759864	NA	NA
FBgn0029943	31666	Atg5	4.50412952158173	4.7367880944334	6.06172368005409	5.85644059992933	5.70796618097321	5.93922196886139	3.79410961078888	1.91688512639917e-12	3.54978431462985	7.91181221777225e-11	NA	NA
FBgn0003137	43872	Ppn	5.36501730917014	5.70602461351318	6.71155233833866	6.9209424519389	5.66628785868593	5.57134756683927	2.34858837135645	2.13463192681341e-12	NA	NA	-2.12726273207427	1.58406386188653e-10
FBgn0035249	38201	CG17249	8.14477811311353	8.26254007377039	7.21063280648061	7.39507010308541	7.34391928423195	7.38991887296153	-1.38594158341886	4.34209523219226e-12	-1.2838893154318	6.20658393134803e-11	NA	NA
FBgn0002561	30983	l(1)sc	8.65866638586609	8.8704981770592	9.65333310628053	9.95845484525531	9.70094559951687	9.68689671222456	1.57579504948534	4.82313550187272e-12	1.40098409124866	1.72668067979286e-09	NA	NA
FBgn0030477	32291	dmrt11E	6.49734197140212	6.47454138567295	7.42231023773012	7.8136084302341	5.51692926893366	5.56159748346171	1.7631614302308	5.76692528104038e-12	-2.1006143307274	1.00389903076825e-09	-3.8637757609582	1.23171056601611e-34
FBgn0035348	38315	CG16758	4.76420349951754	4.8916218957774	6.20229731407397	6.11769102233512	5.07381192792489	5.01856115176666	2.83355394839532	5.84633339820692e-12	NA	NA	-2.15309986320598	3.53272051254833e-08
FBgn0039071	42756	bb8	5.63072383655566	5.73618640714127	6.78806632097583	6.89241283630089	6.17863272305913	5.96982916495242	2.15740132814306	7.16939343822916e-12	NA	NA	-1.29720411462952	3.77567107322757e-05
FBgn0051875	318996	CG31875	8.71871851969197	8.77630815433326	8.04266428156275	7.9590941116414	8.38989261207279	8.5643759068299	-1.14348553742447	8.0662366262149e-12	NA	NA	NA	NA
FBgn0040001	3355111	FASN3	7.99934305877368	7.94146665989488	7.1936114635311	7.02540357882114	7.75762190886542	7.80995794897512	-1.40616914360875	8.70252995361429e-12	NA	NA	1.12060862458435	2.78457774477383e-07
FBgn0030407	32212	CG2543	7.55302134167944	7.53845514764031	6.58805896188396	6.48816520979236	6.76428306922	6.59748523757055	-1.66583292185973	1.04686977526664e-11	-1.38307281657667	6.21060369037291e-09	NA	NA
FBgn0000633	36521	CG17716	4.52742959647154	4.62445132353424	6.01946273856218	5.8653777167404	4.82738820567882	4.85052308653899	3.12134510937349	1.05729884463817e-11	NA	NA	-2.21056817134721	1.75494017694634e-07
FBgn0032929	35390	Mcm10	7.47042300353836	7.52698199151649	8.22211341829511	8.3123601543957	8.17867758079343	8.21746088389627	1.22614512706426	1.06786758066324e-11	1.11853226787445	8.13482715552065e-10	NA	NA
FBgn0038113	41606	CG11668	5.41906794015975	5.49805645995622	6.76914267848913	6.6013938782749	5.3443350981091	5.35152204787099	2.23347150469674	1.10829854984681e-11	NA	NA	-2.48733494951444	1.63368959097199e-13
FBgn0085422	33534	CG34393	4.33608493761772	4.31932196924881	5.82424287126534	5.71484792676322	4.59697309742787	4.48995282693549	3.45891546080216	1.12914493435032e-11	NA	NA	-2.58237411249751	2.21611708442089e-08
FBgn0036150	39269	Ir68a	6.64710911176196	6.47025260476126	5.18596094611875	5.36670075189309	5.3280966014432	5.35406029693667	-2.44445244287269	1.69495201460047e-11	-2.25449374745272	6.44281525187382e-11	NA	NA
FBgn0037685	41119	Or85f	6.49470906426965	6.66945330207213	5.45467839594791	5.2326533602178	5.78795968647677	5.77922858228203	-2.46220388283783	1.73561025138116e-11	-1.38955901957825	4.40523179112097e-05	1.07264486325959	0.0268544892113935
FBgn0266719	43002	stac	8.73273046351195	8.66325389699371	8.02265651533907	7.9556372909586	8.30440894449348	8.36665830367686	-1.08791235033612	2.08664015230764e-11	NA	NA	NA	NA
FBgn0029939	31660	CG9650	5.59527909930705	5.63468282341605	6.60777794019285	6.77357518679594	6.58297024670837	6.57449613390936	2.15082526748295	2.34793526474501e-11	1.95301559768132	2.27929025491111e-09	NA	NA
FBgn0001983	34906	wor	4.59046822743214	4.98924681205868	6.18847125614202	6.59506519015629	6.54576373352737	6.58856909464361	4.79474290038686	3.15811028732509e-11	5.02931534541585	2.88106888202347e-12	NA	NA
FBgn0259935	2768945	CG42458	4.35302533890826	4.32398804266869	5.88117018121675	5.68476482575486	4.29394024066442	4.45812364095494	3.30355713529031	3.26334863613691e-11	NA	NA	-3.1195173654877	1.78919916550408e-10
FBgn0037031	40309	CG11456	6.72762198748068	6.71530846545011	5.66045305325905	5.3829182077682	5.69392642694587	5.7224577476564	-2.23792267192259	4.35352388550125e-11	-1.78390684470462	2.70940471508572e-08	NA	NA
FBgn0004359	43235	T48	5.50901163910023	5.61989440242586	6.83382696610077	6.52912279811538	6.44587307849833	6.67613533457314	2.2672724362961	4.59391160564699e-11	2.05997702716408	3.98028566466861e-09	NA	NA
FBgn0004878	44018	cas	5.10566913930222	5.12775607407009	6.16435822563979	6.33169464218067	6.43385377204398	6.24246835578866	2.62696444894083	4.97758412629918e-11	2.76589753292582	2.4195402320637e-12	NA	NA
FBgn0052053	39178	CG32053	5.50124361952286	5.56272679081585	6.59908170206831	6.71099195781422	6.1003724160738	5.94610874653216	2.17193575404523	5.3943629689964e-11	1.08609293207917	0.0060994793709862	-1.08584282196606	0.00144957194793012
FBgn0003517	31106	sta	8.14946453060085	8.24360311724202	8.93995480817139	8.8007634432138	8.66983877908788	8.75548269471456	1.03310778658173	6.48495609120158e-11	NA	NA	NA	NA
FBgn0037794	41244	CG6254	8.94949764486588	8.9362771306568	8.34750695762629	8.18145854873246	8.39156144917947	8.43999579987871	-1.01709516830792	7.05974410547698e-11	NA	NA	NA	NA
FBgn0052062	39198	Rbfox1	6.6041997799067	6.58514372579447	7.47249819607765	7.51169970429218	7.21821982498973	7.22326753074015	1.51916903975606	8.19222249260608e-11	1.09137046500456	1.20779857912975e-05	NA	NA
FBgn0001323	40285	knrl	6.89164570703838	6.97279672032938	7.83430526194285	7.75141747801506	7.16488894316853	7.18294682119248	1.39390065677366	8.89594749449124e-11	NA	NA	NA	NA
FBgn0038194	41706	Cyp6d5	6.91936511578934	6.92945451514247	5.67735841086741	5.93015060266292	6.06136321071329	6.19939129216936	-2.02081782144262	1.36086346334501e-10	-1.33649639613033	1.08891314948469e-05	NA	NA
FBgn0028509	34803	CenG1A	6.01855952989451	6.05130573474792	6.91085884559821	7.06726171231021	7.18152249081053	7.32455049272996	1.81348779524355	1.37481064215238e-10	2.21521650110417	3.43689826128324e-16	NA	NA
FBgn0030090	31843	fend	5.80483090850261	5.82296921103556	6.92847770320335	6.75804107889136	6.54373702822219	6.59290616934276	1.94692534149311	1.40267384571254e-10	1.4891417131996	3.36690920538827e-06	NA	NA
FBgn0035152	38081	CG3386	8.4646432364555	8.43945711554591	7.7282555270825	7.68172651333177	7.51735187681136	7.61028041957725	-1.13354834288199	1.44129999555582e-10	-1.35927465954762	4.52596726123115e-15	NA	NA
FBgn0000064	43183	Ald	4.40021896839745	4.37444685467564	5.73444746072844	5.70754552949751	4.58548533525335	4.58177810960707	3.16253172951298	1.58560821328761e-10	NA	NA	-2.41633956459034	1.55694752582461e-07
FBgn0039343	43085	CG5111	7.17694399079039	7.3236248154026	6.20193563859485	6.27926748817653	6.47923091103483	6.59652470716426	-1.736020214618	1.89985649733266e-10	-1.15648401634565	1.54304994814147e-05	NA	NA
FBgn0001319	45318	kn	4.90888596010239	5.16060342002342	6.11384373890864	6.18597429637948	5.98995855098718	6.12597974944377	2.62566746897125	1.92545930650523e-10	2.4574210046677	3.9426873462558e-09	NA	NA
FBgn0014388	38424	sty	6.17532588909577	6.27770518244341	7.11984162198267	7.27594067653094	6.60029405451263	6.56916778995151	1.70003533742671	2.00006745627748e-10	NA	NA	-1.0097407384912	0.000290057999535405
FBgn0051495	261626	CG31495	8.81906189838768	8.75195366012769	8.13588875135527	8.08352677167312	8.0857552436599	8.17110917093255	-1.01876989093625	2.00069463344717e-10	NA	NA	NA	NA
FBgn0030242	32016	sofe	8.53201055851208	8.56164177009359	7.87720953300831	7.78319922887879	7.81183789719304	7.82861820487453	-1.08605712076553	2.06595353882721e-10	-1.09818156445993	6.20944295681503e-11	NA	NA
FBgn0013755	38202	Bro	7.29972134101138	7.26647128767365	6.22294202175421	6.32565426726085	6.83370681489151	6.57055705072217	-1.7461403458387	2.09490221270555e-10	NA	NA	NA	NA
FBgn0033863	36518	CG13337	4.22148005906286	4.44900727446568	5.71528797409277	5.56895056608742	4.72096468055763	4.67672244939221	3.36222402006934	2.30995133428154e-10	1.40621399782445	0.0438530080331984	-1.95601002224489	3.39988454441008e-05
FBgn0037819	41275	CG14688	4.45353633347266	4.48172014393215	5.72230267962396	5.93355479938041	4.23729429079014	4.25434891891518	2.89439669291737	2.4516241764726e-10	NA	NA	-3.82252746662316	3.6975762926345e-13
FBgn0033582	36172	CG9084	8.28244832944417	8.34694807110266	7.51723921628427	7.60613159197697	7.75922701942054	7.75224885256213	-1.16071279498877	2.56611915122781e-10	NA	NA	NA	NA
FBgn0034568	37376	CG3216	7.51615684329639	7.40226016501151	6.54968491272759	6.56445528613821	7.03337127579525	7.06282466415349	-1.53891266407866	2.72702677600943e-10	NA	NA	NA	NA
FBgn0004863	42544	C15	5.66588951351946	5.81769753675645	4.19208102954219	4.41232896668398	4.8107936604304	4.53461884796028	-3.76175568548536	3.20566442920908e-10	-2.14994627300671	7.6359058057972e-06	NA	NA
FBgn0263934	53557	esn	6.32820524814559	6.29155754879303	4.90982454600951	5.22041901795203	5.44777404933862	5.59234638255031	-2.60124359300214	3.50084224946998e-10	-1.42311243584413	0.000222430921974214	1.178131157158	0.0325248436422652
FBgn0004644	42737	hh	5.99547806066748	6.06279050771609	6.93682594829828	6.96241630012751	7.15931847381585	7.10619859437765	1.741815709694	4.60738629338786e-10	2.02465757228096	7.06846473134282e-14	NA	NA
FBgn0283473	45970	S6KL	9.18659982430241	8.93185442305875	8.29618203158138	8.41932997215756	8.66822832860372	8.51707171668937	-1.06360085924939	5.03718085656488e-10	NA	NA	NA	NA
FBgn0266674	42499	Sec15	8.21415565359758	8.19098898804231	7.42767211921442	7.48706328651435	8.03695476227952	7.91156523848408	-1.17901736111879	5.12125509775313e-10	NA	NA	NA	NA
FBgn0029092	35971	ced-6	7.17737882842193	7.07805153079675	6.1546793199398	6.14639772903994	6.42682990951609	6.45940145585379	-1.71695259027509	5.2199042793365e-10	-1.13499085394019	2.80662110680539e-05	NA	NA
FBgn0035257	38211	CG12011	5.94373022113265	6.18932811823658	4.76414922441482	4.84491771394556	5.19696565502694	5.07660155718056	-2.81331371516227	5.86389203097042e-10	-1.77495491983413	1.41924717989368e-05	NA	NA
FBgn0028491	31341	CG2930	6.16816597687082	6.06592969749159	7.11109905145419	7.05102747472367	6.71694257967556	6.67936263139406	1.7048310678289	5.95866362917166e-10	1.0808799770636	0.000405263350337922	NA	NA
FBgn0032054	34187	Uba4	8.44952078287302	8.6706520255462	7.84340913771992	7.77898711220687	7.7131851422741	7.72350777596253	-1.13123345005259	6.1021878195868e-10	-1.27766457737751	1.09885061713394e-12	NA	NA
FBgn0001254	38432	ImpE2	5.57612972652841	5.5448024587162	6.54210003899923	6.81585402507674	5.56227070850366	5.69478090460021	2.06323361978383	6.85307752337292e-10	NA	NA	-1.90100047877691	1.5408481661611e-08
FBgn0050163	246492	Cpr60D	7.58114937748839	7.46735506902905	6.62376608722534	6.55539526903483	6.75305778822775	7.03109574070198	-1.56631825056307	7.65230352803377e-10	NA	NA	NA	NA
FBgn0039466	43242	CG5521	7.44361354056728	7.40603959826766	8.22423930933597	8.07260995868945	8.30607673959508	8.25661334249839	1.15939534529638	8.53830852430633e-10	1.3540853409983	1.51716201614872e-13	NA	NA
FBgn0041092	34242	tai	6.91258551283893	6.81451095154817	7.68051865785539	7.69539773926341	7.3702939320521	7.45810821179273	1.34814201894549	1.09699963402644e-09	NA	NA	NA	NA
FBgn0262636	43789	dati	6.30289953664193	6.47505805981187	5.22224273981972	5.20566316543942	5.27264440192853	5.40225527102346	-2.31817490125017	1.09699963402644e-09	-1.95713224265736	5.52677620260317e-08	NA	NA
FBgn0000658	37089	fj	7.47014976343677	7.64090644922967	8.17698768070113	8.38389423415713	8.12567745743274	8.18999130249146	1.16161465215862	1.81073099759858e-09	NA	NA	NA	NA
FBgn0031592	33631	Art2	5.64926637430261	5.24371405030287	4.03650604703012	4.01084305985547	4.09339448816969	4.29079713455948	-4.01594027379099	1.8183621086676e-09	-2.90724311008777	6.19116379151368e-08	NA	NA
FBgn0259244	7354466	CG42342	7.78729464716353	7.78141813180905	6.83241489729671	7.04011703668888	7.2003264444001	7.35729696779033	-1.36378452141708	2.11453641399247e-09	NA	NA	NA	NA
FBgn0003082	35735	phr	7.49586288813242	7.70915033447671	8.40657734291182	8.26434777145078	7.79151353664104	7.81304752029303	1.14280157442136	2.35871612719943e-09	NA	NA	NA	NA
FBgn0051973	33158	Cda5	8.32181257494573	8.25633587671785	7.6453440525279	7.5028747294049	8.14480172803912	8.00198392547122	-1.12836740371814	2.51520054143084e-09	NA	NA	NA	NA
FBgn0030478	32292	CG1640	6.8704681184583	6.98139605902436	7.6594956777068	7.79216509647327	7.27532046483617	7.33692678145871	1.31765519564264	2.55403805512482e-09	NA	NA	NA	NA
FBgn0050272	246519	MFS1	4.99135621103537	4.77160051040018	5.99217733307559	6.17350019839604	5.19913167499414	5.29315453329531	2.55417868852982	2.59804646318707e-09	NA	NA	-1.59734288967122	0.000159225988303633
FBgn0016122	34189	Acer	8.55428827498364	8.36958460681389	7.83193217806363	7.74748908987762	8.40953497052264	8.36233781392902	-1.06507336211021	2.84434542243973e-09	NA	NA	NA	NA
FBgn0046253	37695	CG3502	8.62791054655918	8.44669297358999	7.9100842081934	7.7637894765163	8.00529338854262	7.93060330147432	-1.08012792953902	2.92359816569135e-09	NA	NA	NA	NA
FBgn0037581	40997	CG7352	7.37905620160953	7.46623682332687	6.57877705228968	6.55879657646607	7.12220973396936	7.0844905345096	-1.4544697220553	2.9549916985042e-09	NA	NA	NA	NA
FBgn0054021	3885589	CG34021	7.27125891225469	7.5026226479905	6.340540775697	6.54384464976153	6.98512716497297	7.2057040007502	-1.62167785432141	3.21428336313246e-09	NA	NA	1.17136105192277	0.000100505790373213
FBgn0063492	37113	GstE8	6.36636977183733	6.60475266660378	5.4474823716848	5.46860559395411	6.38635880098786	6.32170469881891	-2.15303040604138	3.4025135226971e-09	NA	NA	1.93201681757178	3.73754119922181e-07
FBgn0011723	39349	byn	8.66157597557123	8.44018349738237	7.9243168861099	7.77044306795115	8.37592497121196	8.2335941887891	-1.10283671180181	3.8940270143239e-09	NA	NA	NA	NA
FBgn0036935	40196	CG14186	5.83965260344758	5.69925271809157	4.43054726323457	4.47422063647004	4.22244607155858	4.50595498183308	-2.95013690621382	4.57219702168157e-09	-3.18749615886631	1.41694064538069e-10	NA	NA
FBgn0259699	32576	CG42353	4.55359430851138	4.50665035179102	5.74475100698435	5.83889497555062	4.60495799767767	4.34956430566355	2.74838910869196	5.22335099670142e-09	NA	NA	-2.90319136937786	1.90775546277813e-09
FBgn0032079	326170	CG31886	5.6023575285073	5.56800867617862	6.65759020817427	6.58550327502329	5.594280148586	5.7238015048631	1.90771341709637	6.35522265175504e-09	NA	NA	-1.73617742445421	1.55825280765964e-07
FBgn0051163	42601	SKIP	6.65557631058772	6.77294999884163	7.46522687724593	7.51779655441561	7.58617740343784	7.68468925681805	1.34307862072862	6.44263537440902e-09	1.55991997528026	3.35859172312207e-12	NA	NA
FBgn0038924	42589	CG6028	8.66928408209444	8.83823925718357	8.0971960306763	8.00433721091493	7.85888729390825	7.64359849988069	-1.04328268121637	7.25467303780448e-09	-1.51305345894605	1.13721366749253e-17	NA	NA
FBgn0035593	38603	CG4603	7.97052078660003	7.82771679261363	7.09091096363032	7.15203728756882	7.09666253144153	7.06749629205123	-1.23151816959793	7.35162634826584e-09	-1.29579954074703	5.68285582088492e-10	NA	NA
FBgn0285926	32009	Imp	7.67228444776628	7.83287517701463	8.38799910954562	8.40403327598127	8.36480260441073	8.41363153423624	1.01715797064511	7.42376616545534e-09	1.00543171614569	1.07191342745831e-08	NA	NA
FBgn0285955	41749	cv-c	7.00055766918293	7.10846537241413	7.77654408937168	7.8473217862416	7.38585192601046	7.28949520394616	1.22866538319383	9.61313073527551e-09	NA	NA	NA	NA
FBgn0000166	40830	bcd	5.32733532244077	5.54355339280106	4.0470764381382	4.16390623142029	4.19516636833348	4.11990690245517	-3.44099133843242	9.78894170944069e-09	-3.04966591544196	1.7714980586036e-08	NA	NA
FBgn0029996	31728	UbcE2H	7.27838179560569	7.47047948996295	6.57761654321224	6.34227503141437	6.64607695243743	6.58894641686091	-1.52777702520394	1.06846752737994e-08	-1.22807853314482	3.36388752060456e-06	NA	NA
FBgn0002306	40861	sas	7.37866926210709	7.2340366862643	6.3806607106571	6.46978539157417	6.78877348057465	6.99900528836923	-1.52427201278441	1.12855166916151e-08	NA	NA	NA	NA
FBgn0000046	48632	Act87E	5.17133000144504	5.21328082070894	6.27046352082363	6.20984629061443	5.52968261482242	5.48369102455019	2.14240325444543	1.18113173725494e-08	NA	NA	-1.36168839136388	0.000339807564742473
FBgn0005636	37886	nvy	5.38055157675392	5.54845465930203	6.53742921878064	6.38084678419626	5.99401444826121	6.13763506524696	2.00792530156249	1.21592134530812e-08	1.32252649770948	0.000739278072320218	NA	NA
FBgn0029504	31678	CHES-1-like	5.35111522546596	5.45410765967188	6.40333342145698	6.47231678121994	5.72398012534817	5.52527707088735	2.01628913060165	1.33470183913012e-08	NA	NA	-1.47271359979447	3.96296012246359e-05
FBgn0261393	40905	alpha-Est5	5.70447980862901	5.67295386044122	4.25820459725884	4.53707898335954	4.3246507301037	4.429088441279	-2.94064170233969	1.43983400912966e-08	-2.97674375944845	2.64196729386215e-09	NA	NA
FBgn0031726	19836250	Cyp6a16	5.10033993106372	5.50868713509585	6.21306454922183	6.5585375544477	6.04333491620563	5.86923518874104	2.26061264488189	1.59276727369422e-08	1.48940000164085	0.000818079632804311	NA	NA
FBgn0036725	39947	CG18265	6.78704866010407	6.73380392264611	5.51715925819412	5.8417104851687	5.4432016609142	5.58682559164634	-1.88615749670958	1.84273848474221e-08	-2.27546719368076	9.05610170752782e-12	NA	NA
FBgn0010341	32981	Cdc42	7.17452549623134	7.16037000268828	6.19483633652146	6.25098527843802	6.06966275576751	6.35875679972439	-1.60191596325849	1.93572693126965e-08	-1.59173097340961	1.22043132553509e-08	NA	NA
FBgn0033753	36378	Cyp301a1	6.12064034090574	6.17268401679136	5.13863714095282	5.03825777470458	5.50845294086582	5.47836939621296	-2.27840155180489	2.04711959661945e-08	-1.20919539933689	0.00189596603374253	NA	NA
FBgn0030593	32419	CG9512	6.04415351499089	6.01544509774146	6.87798792197487	6.92328150159395	6.89991160975732	7.08586817473276	1.62619729401397	2.12196732789973e-08	1.77207548900589	4.80936229580907e-10	NA	NA
FBgn0034467	37263	CG15128	5.43694093221181	5.35850571977195	4.21016342601627	4.25195467048633	4.76123328951072	4.68216619878205	-3.43455556001886	2.85329949142075e-08	-1.41861479428265	0.00548120758730916	2.01594076573621	0.00750757690310289
FBgn0262029	34179	d	8.1016687310873	8.20801748262183	7.52488204840284	7.48692167010594	8.28708581201147	8.29335103518537	-1.03895092510901	3.26373386592521e-08	NA	NA	1.24366842386978	1.90526790372170e-11
FBgn0035151	38080	CG17129	7.92890888087906	7.83645972775324	7.22377370919215	7.14491181602836	7.69919695022613	7.7290269060452	-1.14004889856511	4.07229842988954e-08	NA	NA	NA	NA
FBgn0015831	40903	Rtnl2	5.12601926313437	5.13525073671243	3.82725018075203	3.8499801488386	3.90458252406371	3.98528369009204	-3.88455757695851	4.53149585977908e-08	-3.01895485875829	2.43062663956145e-07	NA	NA
FBgn0031436	33443	ND-B17.2	8.41181070137201	8.59066769723045	7.91230025388343	7.74697607522508	7.97033005401689	8.08734808025363	-1.02641163197035	4.64285085247396e-08	NA	NA	NA	NA
FBgn0027572	37028	CG5009	7.78484398137437	7.80761066123977	7.08304758787587	7.01519922699626	7.07468870993963	7.19341285058089	-1.19328932391107	4.75833090482778e-08	-1.03894157753359	1.62454010339841e-06	NA	NA
FBgn0036778	40005	Cyp312a1	6.91134672696993	6.58256658726487	5.75363277074603	5.80046347115467	5.99984985887013	6.15031896595127	-1.82451634824889	4.88154462297375e-08	-1.18088211036451	0.00039114574364259	NA	NA
FBgn0031926	34037	CG6739	3.75439078468848	3.89603392494203	5.10039067039361	4.99473721024741	3.86722530581775	3.88225513913243	3.4951864367464	5.04843201946449e-08	NA	NA	-3.12548220128177	3.87162135064577e-07
FBgn0037379	40720	CG10979	7.64449140823357	7.48980588171353	6.83608529646018	6.72492966403704	7.08533807032117	6.96464985168192	-1.30655323008499	5.48015856096018e-08	NA	NA	NA	NA
FBgn0036366	39514	CG10133	7.42614096645328	7.64355066677187	8.12868376372731	8.32494459950522	7.80236679601376	7.89450985162497	1.09765908113148	5.85023183689407e-08	NA	NA	NA	NA
FBgn0085474	5740761	CG34445	6.61638890663866	6.86281704457723	5.66078862667969	5.78215486330115	6.19177638576431	6.65194641284654	-1.96528434801301	7.15775374781939e-08	NA	NA	1.47351367246603	0.000242640559596504
FBgn0038934	42602	Gld2	7.53654457109211	7.53406053006791	8.08371927770871	8.2597205631786	8.20189494257974	8.19692972334096	1.01873185042327	7.67267153587709e-08	1.05016861352884	2.31862312330261e-08	NA	NA
FBgn0003270	35110	amos	10.8956375906731	11.1442585740732	10.2715163081495	10.3578319338076	10.6174610034965	10.4636337809753	-1.03997404922467	8.54373631462066e-08	NA	NA	NA	NA
FBgn0263850	14462613	CG43711	3.86126789437229	4.07482973580487	4.96661203947062	5.49234499107629	3.84732582248793	3.78689930202807	3.2079987805949	9.42025469628823e-08	NA	NA	-4.04611892353521	3.92011692555553e-09
FBgn0260866	37575	dnr1	5.11178121949833	4.96176960398502	5.96722577960151	6.07137162140326	5.87337864709763	5.94603471444207	2.22538612539999	9.53378378333857e-08	2.01720392040468	2.34503593162194e-06	NA	NA
FBgn0051268	318652	CG31268	5.43006132474142	5.56804915691642	4.52937271998147	4.35388821763593	5.22647303173999	5.16331290016857	-3.09646563471965	9.74553601601256e-08	NA	NA	2.501140113304	7.00765431649418e-05
