ENSEMBL	ENTREZID	SYMBOL	toll10b_5h_rep1	gd7_5h_rep2	gd7_5h_rep1	toll10b_5h_rep2	toll9_5h_rep1	toll9_5h_rep2	l2fc_toll10b_vs_gd7	padj_toll10b_vs_gd7	l2fc_toll9_vs_gd7	padj_toll9_vs_gd7	l2fc_toll9_vs_toll10b	padj_toll9_vs_toll10b
FBgn0051253	318603	CG31131	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318646	CG31253	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318603	CG31131	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318646	CG31253	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318603	CG31131	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318646	CG31253	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318603	CG31131	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0051253	318646	CG31253	5.25002709323438	7.26806515568774	6.50026269476993	5.13555642698265	5.64371217411604	5.50442852125824	-3.18080847691839	2.46623832154771e-12	-2.28097565710681	4.57746846156587e-07	NA	NA
FBgn0030868	32759	CG12986	4.11052167947274	5.96238778442122	5.93076476881789	4.15802716319198	4.48205074202104	4.33469487156024	-4.29339072721404	2.80917917365155e-12	-3.10962796856724	3.30473084179233e-09	NA	NA
FBgn0261434	40549	hkb	8.04562521470052	6.36666778872969	5.95974893368206	8.26085894422129	9.12087307538921	9.5127486297624	3.76289496783001	3.44024500249092e-12	5.37061412035062	6.84634113623495e-25	1.60771915252061	0.00825123824136462
FBgn0031309	33294	Tfb4	8.73400950074967	7.79767854685416	7.5278716932489	8.74501294819171	8.12448371023586	8.26858919959969	1.61858267730111	4.31875580192988e-12	NA	NA	NA	NA
FBgn0032682	35103	grnd	5.29693429512043	6.89022364122027	6.88042551635082	5.60797735153283	6.1393233896837	6.29017082647754	-2.64953460965437	5.2065847834382e-12	-1.05603535265999	0.0185251534070747	1.59349925699438	0.000473284721248034
FBgn0263850	14462613	CG43711	5.83409194086517	3.77132845836167	4.1005303608002	5.84745838738535	4.15569674107083	4.01480559716731	4.38452510724161	5.54126335225552e-12	NA	NA	-3.88507089157404	6.73587588407719e-10
FBgn0051131	318603	CG31131	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318646	CG31253	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318603	CG31131	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318646	CG31253	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318603	CG31131	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318646	CG31253	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318603	CG31131	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0051131	318646	CG31253	5.13430994433768	7.19706823987149	6.55396926536213	5.33272660151312	5.44112613606764	5.42593500336078	-2.99528124274045	5.56886712523182e-12	-2.53156673226294	5.84995102681621e-09	NA	NA
FBgn0032689	35111	CG10413	8.09799145381712	7.0909939326916	7.1319153176947	8.33301174069764	7.78596927896829	7.67968271260216	1.73044410258451	5.66655309208195e-12	1.0059310922563	0.000799445390902581	NA	NA
FBgn0262719	38966	CG43163	8.8130905090551	9.95582660136519	9.78492394691223	9.00430943317306	9.31408507381084	9.4725968581754	-1.40119616394914	5.95648245895034e-12	NA	NA	NA	NA
FBgn0033067	35545	CG11211	5.24657205339946	6.78297904443381	6.72968752694829	5.34735718900522	5.65454321673585	5.91174883180324	-2.72039782171449	6.75751001455581e-12	-1.5858100268663	8.72522907861343e-05	1.13458779484818	0.0393378104569436
FBgn0052432	40310	CG32432	6.37850309989902	4.69072498721856	4.84478687797468	6.37773238003206	4.92436687329523	4.62685119470783	3.03774677099536	7.58947213047341e-12	NA	NA	-3.12889335225668	4.3709690454665e-11
FBgn0266756	3346167	btsz	10.4509499414226	11.4519716367256	11.3840582769233	10.6590499969451	11.3937138270725	11.2390152568008	-1.2401117259041	7.80967123327652e-12	NA	NA	1.1007221377902	4.55847772162865e-09
FBgn0040001	3355111	FASN3	6.94656161668005	8.21196792557859	8.03010429917488	7.04014923990266	7.47890893801501	7.34023953296849	-1.7647234705686	9.38820712828017e-12	-1.07410017159402	0.000152633012248734	NA	NA
FBgn0031037	32955	CG14207	5.88719464954708	4.18539788150866	3.99309166008498	5.74855872303439	4.3235549502725	4.18210073343849	3.93590759450038	1.12433016488822e-11	NA	NA	-3.35513667231106	4.5256202589673e-09
FBgn0031738	33807	CG9171	6.47794412798918	7.76374667932372	7.67058859393984	6.4592699313328	5.85812221040652	5.81772183096604	-1.90424146766131	1.15312680352839e-11	-3.20579180497862	1.01615786524801e-24	-1.30155033731731	0.000987027140714088
FBgn0003483	41919	spn-E	6.54549655255041	7.55483841859432	7.63190920111133	6.18425027833187	7.48555530299925	7.41581566024491	-2.05639579085803	1.60556038021348e-11	NA	NA	1.84496996618383	7.68255374999742e-09
FBgn0003720	43656	tll	5.48784668819522	6.69248999510092	6.89730642313459	5.51954720241343	6.8457060750726	7.1541937515166	-2.5880358005617	1.60556038021348e-11	NA	NA	2.92660937434714	2.83858677355669e-14
FBgn0260866	37575	dnr1	7.04616371509342	5.68900864196158	5.99583013746098	7.26363912350894	6.86988146706855	6.88201307665157	2.3155493284854	1.60821304037034e-11	1.88227938574613	3.03922596256701e-07	NA	NA
FBgn0036725	39947	CG18265	6.81874833111306	5.20356167049675	5.65156501629829	7.06155991335625	6.07287690249585	6.37428375709702	2.72692381278482	4.51144965534844e-11	1.60768208754857	0.0013733990792023	-1.11924172523626	0.0200040284340134
FBgn0031375	326152	erm	4.83489745633527	6.32219422304411	6.0955452832131	4.84234762128452	6.21454209802086	6.44500950829829	-3.33261663139353	4.51144965534844e-11	NA	NA	3.54938426058478	3.82050906890754e-12
FBgn0034849	37697	CG3500	8.48389212651947	7.58413733287138	7.43014620603917	8.78093908623144	8.33281732531396	7.99847239974135	1.7296887916046	4.99149644305994e-11	1.04735692383622	0.000711788153630207	NA	NA
FBgn0261245	32644	sing	8.05122027932702	4.67871896869556	5.10255944004199	8.15872194581988	5.18181138422749	4.72836310730487	5.40162248380715	5.87567478492664e-11	NA	NA	-5.38165893563889	3.0183688922203e-10
FBgn0266418	42676	wake	8.59055546730617	9.52965344988588	9.47628009918518	8.64835596304828	8.86505457172792	9.03967310857289	-1.29369707500049	5.97293527847558e-11	NA	NA	NA	NA
FBgn0034606	37422	ASPP	8.00634887823211	9.05413999695974	8.94014723013888	8.14235311919391	8.74398731880241	8.86687395705291	-1.38989164643094	7.23654397668975e-11	NA	NA	1.1207544418226	8.67616894765967e-07
FBgn0259212	40620	cno	9.67949792972739	10.5627614872925	10.4746990633433	9.70176992447754	10.1878084143798	10.4090426035708	-1.20218432410581	7.43585444230397e-11	NA	NA	NA	NA
FBgn0000459	32579	disco	6.3281445294547	7.49378580634145	7.41951386160647	6.1552611751444	6.69724886496926	6.92373935888478	-2.02409980040678	7.55752011413784e-11	NA	NA	1.04902719875492	0.00718552155832943
FBgn0010041	48338	GstD5	5.88479222638637	4.1347922579083	4.18831811860426	5.77917756931236	5.46860853463789	5.35977767207312	5.26731858365461	7.69398854643812e-11	4.55418467252351	8.09300914109141e-08	NA	NA
FBgn0003028	31429	ovo	8.5944368699683	9.48091455633625	9.51318458882391	8.56377130460706	9.27230259050954	9.57704298010952	-1.36801306296497	8.25536467831641e-11	NA	NA	1.28649468092203	3.20385090041968e-09
FBgn0026403	36089	Ndg	6.61446713147399	5.07180821093113	5.28735396649948	6.71211810758733	5.45309450193687	5.09309883065781	2.65808896441248	8.85052163801965e-11	NA	NA	-2.49860734024553	5.20578559202019e-09
FBgn0260746	41457	Ect3	6.45168357085498	5.04098867597387	5.05410647293394	6.32546188842131	5.90694995680443	5.83260028090487	2.72780106683163	9.18718790913267e-11	1.85514197395852	0.000136573612048527	NA	NA
FBgn0034797	37641	nahoda	7.36341817496944	6.34116090614313	6.37211111773167	7.58600801120323	7.38303738904655	7.57117207779126	1.90784661315726	1.3022859593703e-10	1.91863092173003	1.7801538887803e-10	NA	NA
FBgn0001147	38004	gsb-n	5.89705749448254	4.50511112519015	4.45860232891924	5.82849143339424	5.75074685526764	6.03342894106566	3.7157787749663	1.33809358827221e-10	3.79709004469174	7.11269612508875e-11	NA	NA
FBgn0010238	36363	Lac	8.0702096151285	8.9739755840031	9.12873626640985	8.15063658818704	8.54738698639552	8.76354629666732	-1.41013816849269	1.52506804292553e-10	NA	NA	NA	NA
FBgn0000542	31339	ec	9.89099262214506	10.7602085301001	10.6991502501742	9.96597118149023	10.6563093810636	10.8835761210812	-1.16770035785139	1.82141820336359e-10	NA	NA	1.23413985712435	2.63087829154533e-11
FBgn0003651	41491	svp	6.87661059261954	5.57701063027391	5.644287077019	6.74418091811424	6.9930844272203	7.33871310454994	2.32167385340226	1.91125666549281e-10	2.89391791647082	2.66102530480047e-16	NA	NA
FBgn0005636	37886	nvy	7.23035140384209	6.13683956977167	6.19919083867885	7.35800536464437	7.0288669866789	7.1062835520022	1.9342461249015	1.96290677577256e-10	1.59117053645704	1.04125538106543e-06	NA	NA
FBgn0038028	41511	CG10035	8.33446361834824	9.77015744221354	9.51755823014321	8.81633261581844	10.3395349633904	10.2815124245349	-1.60365820455193	2.13323816563509e-10	NA	NA	2.52006572274899	2.66076410811533e-25
FBgn0263873	35277	sick	8.80658972200334	7.92847320275836	7.98091900401779	8.87977087403905	8.33999555452628	8.40707065983672	1.33054499152015	2.62872211058318e-10	NA	NA	NA	NA
FBgn0038445	42013	CG14891	5.85542659007077	7.08760583916387	7.05328724413104	5.89911230501776	6.55696129867034	6.76804020785632	-2.12229066035594	3.24806170208848e-10	NA	NA	1.50670479424778	7.96095214555691e-05
FBgn0028546	34774	ics	10.3260521023478	9.6769393859162	9.4329047381056	10.6505243374383	9.68153905285256	9.7239881612025	1.34092506794218	3.66994934911021e-10	NA	NA	-1.12974971703112	4.99240654996111e-07
FBgn0038150	41651	yellow-e3	6.96992520266935	8.02829471425328	8.04099104090445	7.14970557134115	8.49004139958667	8.31003612209994	-1.58346182632884	5.32153012222019e-10	NA	NA	2.11551587983771	2.13541551867812e-17
FBgn0037923	41396	CG6813	5.01790027372	6.62893017660887	6.60194229359742	5.37653683513836	5.47873209435131	5.40291448362481	-2.5964967093946	5.50463328022372e-10	-2.05803837033538	1.24262399950512e-06	NA	NA
FBgn0000179	31379	bi	5.35858711874955	6.63577676926344	6.6125066478263	5.1467363422894	5.33015338326109	5.33112646714677	-2.47519600302552	6.09164714000295e-10	-2.31045235654841	1.40607152925494e-08	NA	NA
FBgn0001138	40962	grn	6.95389404983794	8.04762212037914	7.86677762375358	6.65174010705976	7.19287459296604	7.4557704206008	-1.81857807468776	6.37198993250397e-10	NA	NA	NA	NA
FBgn0086677	36295	jeb	6.01592100186511	4.18641333092001	4.4200066599748	5.82954722828544	4.49202232395461	4.12518058044981	3.35950659074577	6.51752586705091e-10	NA	NA	-3.52406270402043	2.35770470263434e-09
FBgn0032507	34743	CG9377	5.47497636246944	3.689402310558	3.58058717305172	5.25618773296077	3.86524768934422	3.6915725567572	4.72228678441723	6.51752586705091e-10	NA	NA	-3.95628861569761	3.19378807885954e-08
FBgn0034031	36724	CG12963	5.56107857140359	7.13257565580774	6.88121726388896	5.74448837624813	5.46648616925087	5.23659302229477	-2.24924942932828	6.62698656772286e-10	-3.00790704545261	1.37345154745122e-14	NA	NA
FBgn0003430	33607	slp1	10.4660573575397	9.62415135508086	9.67640661803748	10.5175390618542	10.4483615632277	10.7862237627399	1.23393317622275	8.07960826534789e-10	1.42954933368531	5.51440027238043e-13	NA	NA
FBgn0285896	39564	btl	6.77041669111149	5.62343114537177	5.61425186991383	6.8744620763074	6.1482795258235	6.18766480065856	2.16936205980512	9.20055318837388e-10	1.09952758142534	0.0244080996693256	-1.06983447837978	0.00797724848962073
FBgn0015773	32398	NetA	7.15029799763738	5.98879201685592	6.29968585931896	7.29660350528723	7.95697177288888	8.08779494793288	1.92856072770163	9.20055318837388e-10	3.10425003359265	5.35321552146522e-26	1.17568930589102	0.00011192291956646
FBgn0003861	43542	trp	6.4508668006838	4.86522074784168	5.01961682671821	6.52801415950333	5.43266494480173	4.79303062384188	2.89823334641816	1.39434970904256e-09	NA	NA	-2.45988259473747	6.86648610862535e-07
FBgn0010434	37205	cora	7.18265087937666	8.33465957173545	8.12382455075843	7.24229596186	7.02351415054252	6.96945720624222	-1.53510700479006	1.4378959799102e-09	-1.91254846656909	1.01076153743248e-13	NA	NA
FBgn0004892	33581	sob	6.54092499742814	7.70088715053701	7.71401266332313	6.73029293310123	7.28203425452687	7.55375440390536	-1.75003369733197	1.78166204522497e-09	NA	NA	1.34182640915646	2.88398200551016e-05
FBgn0085422	33534	CG34393	5.9828954015586	4.49012248790765	4.64719225035207	6.03223697049724	4.80824006876182	4.62649528719157	2.94272765450778	1.95055095770639e-09	NA	NA	-2.57126839485592	3.91943546979614e-07
FBgn0025726	43841	unc-13	8.51253622273185	9.40006894363836	9.24735556314369	8.48552372609271	9.36553529280892	9.56178007828661	-1.24261735603787	2.06775026591568e-09	NA	NA	1.44881319797749	2.58911392741885e-12
FBgn0011674	37355	insc	8.22764685382784	7.31986374214929	7.22994648603774	8.22984673804102	8.38713637401742	8.73846194630727	1.52169485743148	2.78232600760095e-09	2.03156185365567	1.71346168597939e-16	NA	NA
FBgn0259685	42896	crb	8.53993174419282	9.43819370541734	9.34655739311292	8.53884068935966	9.03167888229882	9.32322814228831	-1.26646693259283	4.1124161559719e-09	NA	NA	NA	NA
FBgn0036194	39317	CG11652	6.73061383528908	7.74836211393209	7.67342702937191	6.67584163849447	7.05501606461054	7.11201380080113	-1.61543760455136	4.37086195186385e-09	NA	NA	NA	NA
FBgn0004854	32723	B-H2	4.56315767466244	6.00858754483489	6.06412914770973	4.72333710682897	4.82626928125093	4.93450283578655	-2.9077005316226	5.89918090382452e-09	-2.19751102591191	9.98675656631942e-06	NA	NA
FBgn0003118	42757	pnt	9.48673955673265	8.65259306790114	8.59329724573953	9.41020222877404	8.35706137475892	8.55210306102144	1.19140356090254	6.19972941798715e-09	NA	NA	-1.43687467478178	4.00866613521571e-12
FBgn0000723	41118	FER	7.76041362621676	8.66162658019119	8.63198577609696	7.80631757972909	7.73010511382843	7.76702840274258	-1.28206411364085	7.06344361179078e-09	-1.33728425823625	2.83296477149063e-09	NA	NA
FBgn0038816	42447	Lrrk	7.94499584740866	8.90611554259085	8.7654416498006	8.02733386393063	8.64158461402035	8.82252937484394	-1.29047181951998	7.45698937853785e-09	NA	NA	1.15060569847663	9.08786892793331e-07
FBgn0064227	2769007	Rdh	5.84035033967218	4.6506586720729	4.77911562394362	6.24311747116394	5.38304406703548	5.6150780444257	2.94334488411011	7.87884886473991e-09	1.9917016623256	0.000945800288902461	NA	NA
FBgn0026319	33638	Traf4	10.0026474581165	9.23841953345908	9.27153323535985	10.2153206319287	9.99920686929009	10.3581870171387	1.26445141372346	8.85998561769203e-09	1.37900830988383	3.13226717750191e-10	NA	NA
FBgn0000146	34524	aub	6.3360787178011	7.44532099962575	7.19706116985898	6.01764202839328	6.96007728962447	6.8275909827542	-1.93732153450898	9.51960736341496e-09	NA	NA	1.26914357574836	0.00130062856498303
FBgn0004893	33602	bowl	7.68258998569421	8.54287946668684	8.5089598807501	7.58979135924291	7.98299699175696	8.20410803457453	-1.35268943579279	1.21371570343909e-08	NA	NA	NA	NA
FBgn0260440	318559	spdo	8.14297795548401	7.2221029050348	7.18391423930945	8.18774624365772	7.60114396699308	7.93098673698034	1.49964348566969	1.2428127431881e-08	NA	NA	NA	NA
FBgn0008636	47894	hbn	4.76082086535716	6.13302147251295	6.08562308867111	4.91398305417361	5.4872505603022	5.74925540049309	-2.78446040773437	1.24725315644076e-08	NA	NA	1.97127252622354	0.000467358001023459
FBgn0267002	36876	unc-104	7.48822384595723	6.61512629688987	6.40983956585321	7.6867745969641	6.6131871835125	6.77210399356376	1.72259749393001	1.25621834408007e-08	NA	NA	-1.39825534404563	1.47835128367102e-05
FBgn0001981	34903	esg	8.8618325723214	7.98384693940216	8.1628158818569	8.9456514056335	9.0197590965518	9.19992298795561	1.25949882307864	1.27494267936979e-08	1.56229201762851	4.28652475969509e-13	NA	NA
FBgn0029095	33268	aru	6.29366260181693	7.33882489059304	7.26597566239455	6.17614257104855	6.63556854052184	6.80413279462676	-1.79090465784656	1.34174774830517e-08	NA	NA	NA	NA
FBgn0000575	38091	emc	9.82897571284176	10.5463045398389	10.6799800649716	9.82749429423776	9.4159106050254	9.67027254264052	-1.11105260600695	1.43077625508487e-08	-1.52040545380307	1.81441176812136e-15	NA	NA
FBgn0037207	40514	Mes2	9.05587903139829	8.02799411199587	8.09950599559351	8.93418995535278	7.85905971788194	8.22436756384258	1.36713767307736	1.83605682587439e-08	NA	NA	-1.36762653913793	4.59502806799709e-08
FBgn0266129	38007	lov	5.60577032075667	6.73189253309226	6.76975238429544	5.5610509475287	5.81902347936592	5.76185120169845	-2.0756405195091	1.85262539148955e-08	-1.64396926991463	1.79324904667131e-05	NA	NA
FBgn0000046	48632	Act87E	6.9530951890701	5.50550768012254	5.84336736578485	6.87438337575539	5.72334191846193	5.60363270484046	2.0798437979758	1.93344743711416e-08	NA	NA	-2.1727573196738	2.24171747628568e-08
FBgn0031435	33442	Elba2	6.35991287077429	7.31385536657375	7.32214061022021	6.28387110991125	7.08262092743533	7.07602591170762	-1.69137562602602	2.03710122729348e-08	NA	NA	1.32725853262493	6.82885052479842e-05
FBgn0003270	35110	amos	7.5914787018301	8.71069351387896	8.7060527030537	7.94410506370541	8.55238039190064	8.79201779588706	-1.42174607648441	2.45699106772448e-08	NA	NA	1.38587552603204	1.29573827451606e-07
FBgn0010770	42502	ppan	9.43601126315786	8.7730378523439	8.64815825335681	9.50313905866929	8.92756552007928	8.79117934073874	1.12528428382762	2.51064506778387e-08	NA	NA	NA	NA
FBgn0053557	3346145	CG33557	5.42514176342066	4.15045073661162	4.13132000708756	5.75025944816661	4.1484973572583	3.94668608686023	3.17466294091151	3.04010927968611e-08	NA	NA	-3.78441505419231	1.07159028811523e-08
FBgn0051116	41428	ClC-a	6.63513126075966	5.48837976023449	5.40325926623362	6.55285236585285	5.86085143534488	6.03376245156238	2.13160439070777	3.30535595603424e-08	NA	NA	-1.07118606819838	0.0162835162203381
FBgn0266581	42595	pit	8.72250978585536	9.66151187708827	9.41064227725801	8.74882814409464	8.41835069566929	8.44900303597422	-1.15565064712419	3.51560890576458e-08	-1.62058388464237	3.50366135717522e-15	NA	NA
FBgn0030665	32501	CG15646	6.71124533081144	5.59121115440021	5.57755843680883	6.54873418931781	6.7705654972808	6.80061316289799	2.01745724595153	3.56325879984517e-08	2.26388273933682	4.04285112990086e-10	NA	NA
FBgn0053648	3772188	CG33648	5.04326020443325	3.35479568929828	3.24940874680984	5.21804847178965	3.43923356343691	3.23903981228401	5.84512045906795	3.88253461328153e-08	NA	NA	-6.18423967486768	1.95604262728811e-06
FBgn0023512	31156	eIF2Bepsilon	9.3093910313471	8.67584494557459	8.41196314513581	9.42823346735042	8.73408076759844	8.82039284169913	1.19982312958585	4.23856055038283e-08	NA	NA	NA	NA
FBgn0027334	33033	l(1)G0004	8.84226642861084	8.18220348156986	8.07327132537793	9.10668133866915	8.06460492015674	8.11127801316076	1.251727873714	4.36922289969572e-08	NA	NA	-1.31528720637067	2.05119358454786e-08
FBgn0037797	41249	CG12420	4.61146966409594	5.92325074612528	5.76126190220289	4.55481664468452	5.26432712159353	5.08598997838899	-2.90068304479087	5.84607064358975e-08	-1.23275231805225	0.0481836408366259	1.66793072673863	0.0138388545408756
FBgn0010433	40975	ato	5.57988654290881	6.4764546399826	6.82320071870882	5.58959030831139	6.8280428971979	6.77877753945597	-2.10395761000062	6.17514831211047e-08	NA	NA	2.32757678826754	2.32779633174057e-09
FBgn0031959	34077	spz3	6.30253096455774	7.47687346081742	7.37731014285055	6.50227214131765	6.88992401063791	7.12998619232994	-1.70031051895856	6.2205245421014e-08	NA	NA	1.08095460661805	0.00373094290120237
FBgn0003719	42945	tld	6.72221376369945	7.79796059125486	7.62709047160874	6.88636122842997	7.84931333845478	7.86000536578043	-1.49664331988131	6.29183439700117e-08	NA	NA	1.70794245521469	6.19261769260318e-10
FBgn0022740	37027	HLH54F	5.09210678543857	3.8203184011959	3.82480963767108	5.45218448148816	3.85208265899494	3.80988854139009	3.58479448517294	6.48238993596658e-08	NA	NA	-3.71140029325063	3.22519847343449e-07
FBgn0037569	40983	tex	6.8394569939777	7.87924382411366	7.78413041946639	6.85214197691626	6.85850218715939	6.58611851269321	-1.52584156851513	6.5759059562287e-08	-1.75697389308094	8.90465119236059e-10	NA	NA
FBgn0011224	48571	heph	7.1941178928069	8.19809432908183	8.10899149816504	7.28796422835745	7.43308073701759	7.67383507161595	-1.40905063367321	6.85126578672577e-08	NA	NA	NA	NA
FBgn0027343	31023	fz3	7.05647142503975	7.98605692329986	8.1287331755865	7.10661282959797	7.18803585093414	7.54453640660639	-1.52027476139905	6.982864183026e-08	-1.00820287182498	0.00159858209020731	NA	NA
FBgn0029970	31696	Nek2	7.88480968049514	8.6304811500445	8.67243350839854	7.87560116689258	8.45838878345269	8.44267006287373	-1.17156337477281	6.982864183026e-08	NA	NA	NA	NA
FBgn0000492	45285	Dr	6.12981093031504	5.25354810103447	5.14472422158519	6.23885272008181	7.33932499026867	7.71015842716081	2.28181354761464	9.44231240673062e-08	4.34662811037961	6.68982072594686e-30	2.06481456276497	1.46833283485596e-10
FBgn0030666	32502	CG12708	6.6353959055746	5.68293884425495	5.50749752803115	6.64045304038836	6.73323704077929	7.03511624010916	2.01207400739177	9.47490281103944e-08	2.42808103365856	3.45671209432131e-11	NA	NA
FBgn0051522	40567	CG31522	7.24374419380188	6.13700208848484	6.12957724332084	7.20624103297351	6.30706006610723	6.74352505350556	1.83339227352353	1.10622896671285e-07	NA	NA	-1.05519306190618	0.00817238659225817
FBgn0262975	42743	cnc	7.98147035513515	7.10344163657542	6.9425596111938	7.91108442781929	7.62760786705012	7.93889288637666	1.46815535199553	1.15654599712112e-07	1.25327195395439	2.35495448271474e-05	NA	NA
FBgn0003326	36411	sca	9.92753699475105	9.32614522683136	9.30316646878122	10.1377729958128	10.3976978797069	10.6207898234794	1.07580956881907	1.19141072772359e-07	1.74575099117139	5.77838329068592e-20	NA	NA
FBgn0023441	44095	fus	7.91250302509961	8.69464172786283	8.71172233960287	7.90805695504952	8.41254103516909	8.63817414457885	-1.20352876235792	1.28226278500449e-07	NA	NA	NA	NA
FBgn0014388	38424	sty	8.15324153108099	7.16568585159252	7.2611227151219	8.08507280568213	7.4274045579728	7.71393473920322	1.39997146720281	1.34755680939253e-07	NA	NA	NA	NA
FBgn0033423	35981	CG1809	3.6987867272322	5.10084234215112	5.1231425817746	3.61070662884182	4.00383146049635	3.79865746696729	-4.40721100950312	1.63013366149734e-07	-2.90469957796645	3.57428780028475e-05	NA	NA
FBgn0003129	40990	Poxm	5.47535681715596	4.18188875500139	4.29686870618036	5.58264063986118	4.7344933690376	4.48879778997486	3.07795454227064	1.64137797851936e-07	NA	NA	-1.88101495364048	0.00188832880289381
FBgn0034158	36881	CG5522	8.64409364033516	7.82702720092478	7.85163700231382	8.72179041018794	8.07762907046359	8.40190572181248	1.27094890192496	1.77227076777173e-07	NA	NA	NA	NA
FBgn0003525	43466	stg	10.4221964459789	11.2923660783415	11.2026249114523	10.5604915421325	10.5981048588331	10.9323844957372	-1.07678368908396	1.84869570619268e-07	NA	NA	NA	NA
FBgn0020372	37786	TM4SF	3.84687509596027	5.1624555029368	5.15260342990019	3.71916047461988	4.19634472446428	4.13709568010246	-4.13689156578279	1.99910782604863e-07	-2.19462929477009	0.00141527094708283	NA	NA
FBgn0033422	35980	Or45b	3.46623476922965	5.06295369198612	5.15845075025735	3.57036610763742	3.87260366108303	3.52676647006108	-5.07208332391374	2.0902086547385e-07	-3.61706261792659	2.50737154355436e-06	NA	NA
FBgn0087002	43827	apolpp	9.92311750188933	9.15474919516064	9.1744793107169	9.83627599045604	9.90868032045019	10.1845965801792	1.05755796883052	2.19711441044549e-07	1.30751295160051	4.87716628933405e-11	NA	NA
FBgn0001090	32872	bnb	7.54268852459069	8.37865899387417	8.54476585340322	7.69975086784127	7.60377993958937	7.65999464387789	-1.26112265211509	2.35062814862428e-07	-1.24626124091094	6.942036796414e-07	NA	NA
FBgn0002592	43155	E(spl)m2-BFM	8.28128163075187	7.28488352772193	7.67280231785653	8.46102295348594	9.15131694927248	9.38402537786906	1.4044864187132	2.35650305120118e-07	2.68065950516585	5.25033051314016e-27	1.27617308645265	1.44119000656577e-06
FBgn0034568	37376	CG3216	6.3852459388586	7.47505423972924	7.16833405710141	6.29933341855646	6.930755175961	7.03692775834448	-1.66204600656949	2.95959370684126e-07	NA	NA	1.13554197737986	0.00261684114344027
FBgn0011723	39349	byn	4.90264264522765	6.04475859204381	6.2562293555114	4.99304261416415	5.48922776991151	6.02580400968655	-2.5893809951911	3.16936590023572e-07	NA	NA	1.99415104040364	0.000467358001023459
FBgn0284247	33245	ds	9.45524537983098	10.2184151227647	10.1622363192184	9.52860924824379	10.1655897692303	10.4409895779857	-1.02454736151843	3.39247026294251e-07	NA	NA	1.1986017169981	1.7739513316437e-09
FBgn0034540	37342	Lrt	7.72147923472211	8.60772830325921	8.45829566581584	7.73057968955591	7.363778406094	7.35347518639676	-1.19184104356894	3.92510695237184e-07	-1.79694965049224	1.24750593158263e-14	NA	NA
FBgn0028523	34980	CG5888	5.76319274740822	6.84398477330915	6.75302820947047	5.67469260089631	5.84308214750992	5.66697236283251	-1.86853490118338	3.96034836862117e-07	-1.81455926407094	1.97983239106561e-06	NA	NA
