ENSEMBL	ENTREZID	SYMBOL	toll10b_5h_rep1	gd7_5h_rep2	gd7_5h_rep1	toll10b_5h_rep2	toll9_5h_rep1	toll9_5h_rep2	l2fc_toll10b_vs_gd7	padj_toll10b_vs_gd7	l2fc_toll9_vs_gd7	padj_toll9_vs_gd7	l2fc_toll9_vs_toll10b	padj_toll9_vs_toll10b
FBgn0001983	34906	wor	8.54792613123147	6.65808433386441	6.82205491911857	8.4541362182667	8.54753433885488	8.91746652179734	2.9191758454463	7.48961472645707e-29	3.2702208954739	3.07233182976111e-36	NA	NA
FBgn0014143	40374	croc	7.30809223004067	4.85698026426956	4.6631169661959	7.48856964255099	6.04479731449231	5.73730301796945	5.56748776763451	2.25368934542052e-28	3.26088783606976	5.53503556736923e-09	-2.30659993156476	9.79293462793529e-12
FBgn0033458	36023	CG18446	9.76857077135084	8.23821625573827	8.12617451658647	9.68874472279616	7.95363991866827	8.19820009303074	2.21943916863767	5.53654733886387e-28	NA	NA	-2.37144496591189	2.87709858444743e-30
FBgn0038134	41633	wntD	7.86336770950691	6.18555537599052	5.91979744323567	8.33312930423532	7.27560779997901	7.1246310465263	3.45319950337539	2.70162893865796e-27	2.11244491995859	1.34531940720333e-09	-1.3407545834168	4.36271309034514e-05
FBgn0028371	43997	jbug	8.59238068891693	10.010462735595	9.89267621548645	8.61772973118211	9.19599254895367	9.31057009180914	-1.97469022420052	3.05837101452071e-27	NA	NA	NA	NA
FBgn0003117	44849	pnr	6.01480064626566	10.357081102924	10.3036324109749	5.85387263713494	6.10847855441437	6.64201596375629	-6.8894701741131	5.61974852322757e-27	-5.68185634440809	1.11188714862244e-19	NA	NA
FBgn0028743	37037	Dhit	6.28869021755477	8.50895832024271	8.39027288081295	6.50731316500759	7.11100112536701	6.59950102042018	-3.20938036772274	8.81456432166715e-27	-2.35109030669679	1.12238308339931e-15	NA	NA
FBgn0261963	33770	mid	7.93974313119223	6.17764019809427	6.3590521043224	8.09960875361516	7.89253582130492	8.08997191096214	2.99829770753652	9.84216464155297e-27	2.96817247524495	7.562742630726e-26	NA	NA
FBgn0032335	34536	CG14915	5.54983997819169	8.99870995431167	8.3281213223702	5.50750977048632	6.80374105216843	6.52968338491797	-5.58258500306302	5.14819684470185e-26	-2.90830621073041	3.49700387033902e-09	2.67427879233261	1.20206272999107e-05
FBgn0264005	42110	Hmx	4.79841156076936	7.29105067686914	7.18387609450847	4.70041069500375	5.29011315095438	5.60843855848753	-5.04426902203661	8.31829057828895e-25	-2.80495754210053	6.96916407329063e-15	2.23931147993608	0.000247500860817911
FBgn0004360	35975	Wnt2	4.47407176158937	7.14370018241638	7.10667918949754	4.55960413726361	4.90955776238697	4.92512709863326	-5.34089910470591	1.77722695157635e-24	-3.77393579781512	5.71885460647337e-22	NA	NA
FBgn0052475	38013	mthl8	5.06920093427152	7.68593852337406	7.64946546400955	4.97173742904979	6.76201988503463	7.07985248711567	-6.38982394793512	2.35081703878382e-24	-1.03370159586509	0.00241232251441795	5.35612235207003	1.74568923691365e-16
FBgn0264711	2768995	CG43980	6.77736255064187	8.43167081144743	8.34464888758248	6.75980244776997	7.13776544148026	7.31266602250567	-2.51847362196033	3.98664136260842e-24	-1.7060698378174	4.83453070527567e-12	NA	NA
FBgn0000071	40831	Ama	9.03560645453569	7.7013371864568	7.69811772879141	9.18646984681657	9.36284820969109	9.66979102268474	2.21909020975655	4.89110274222309e-24	2.79855508141871	1.93836497675146e-38	NA	NA
FBgn0028499	42178	CG7985	4.84235752653895	7.2995148962304	7.04433991916948	4.85085284335798	5.27049425059573	4.98343155697723	-4.3299933331831	5.50212574022915e-24	-3.51272356734856	1.07342657616077e-19	NA	NA
FBgn0052448	318032	CG32448	7.20476297924618	5.22946784350287	5.35144167513712	7.60362316813751	5.6987100747376	5.55168089581744	3.6618842165114	8.90856057094216e-24	NA	NA	-2.92285614465746	2.99317728777398e-16
FBgn0003313	34570	sala	8.62736147462097	10.4145732711703	10.1239292149231	8.93550001903196	9.59989385548594	9.72509282274085	-2.17787266957653	1.43998227322301e-23	NA	NA	1.32425776063026	2.15519450598161e-08
FBgn0053200	117331	VepD	7.21210387651825	4.67869579749994	4.40564202656578	7.1746546362669	5.3247745395091	5.76360719419205	5.93323129198961	1.77218107133772e-23	3.42792292131247	3.27030723970263e-07	-2.50530837067714	3.94542052980335e-11
FBgn0265959	40224	rdgC	7.01407505431779	4.90647549790808	4.98215951255329	6.89909696388268	6.21174930271906	6.26811358360623	4.21589550788971	2.3877193394299e-22	3.11630563888262	1.47038843319019e-11	-1.09958986900709	0.00448337841056203
FBgn0000137	30985	ase	7.77701190811618	5.99706486195392	6.11222700023686	7.73108900847811	7.4386053018114	7.80440361957431	2.96958918212894	2.47386062607683e-22	2.8123004667902	1.03044795290804e-19	NA	NA
FBgn0033483	36054	egr	5.13977059094002	7.31608154295788	7.09199984692635	4.84017254557561	4.93591210128544	4.87771403307704	-3.83188092909084	3.53783339478669e-22	-4.17656858403262	8.48946534939005e-23	NA	NA
FBgn0263316	41387	Mrp4	5.8185421319808	7.58887233711942	7.59170355500096	5.6089052328123	5.86621796162756	5.61706213276348	-3.05758582279049	1.83169848464585e-21	-3.04392944660731	1.12306876828038e-20	NA	NA
FBgn0001297	3772082	kay	7.7839947551838	9.20864186586176	9.11042753390386	7.83522611128833	7.6156527617288	7.78230867590715	-1.96827755110658	9.42797771291087e-21	-2.13559032544759	1.57721846766524e-23	NA	NA
FBgn0285925	42025	Fas1	8.05403719388732	9.50732309869854	9.31947764114685	8.17439686277598	8.33238333028993	8.41193847258597	-1.90587244471098	1.46844435789711e-20	-1.4993057168742	6.94985439613037e-13	NA	NA
FBgn0004880	38469	scrt	8.37083701349	6.85258523650824	6.78456419524105	8.4564065702002	8.05808756723365	8.58509836468468	2.58982979800863	2.00444480758499e-20	2.51302292889503	4.92375909047378e-19	NA	NA
FBgn0261928	41252	CG42795	7.49090587070851	5.51419904349487	5.74568285794359	7.44308527919335	5.97822337364674	5.62930306767619	3.03242302446877	1.95161525084376e-19	NA	NA	-2.71915237546014	3.05580848793388e-15
FBgn0011589	37047	Elk	4.93537329547249	6.91786824919449	6.87159880395003	4.72918256163368	5.17652917754787	4.90760710153895	-3.8554261213134	3.34014937883531e-19	-3.28205323029575	7.13508730874265e-16	NA	NA
FBgn0264598	31224	PsGEF	9.46382506258046	8.31163942183987	8.31305529436851	9.52791744041162	9.10096623249619	9.32012460422366	1.76688628528495	3.38608702720581e-19	1.37664733948456	2.25009356594645e-11	NA	NA
FBgn0004110	42536	tin	6.82168613300244	4.92381155824911	4.87240807324066	6.77805805072704	5.44403660742006	5.31967810338085	3.63919420860964	5.46069342773873e-19	NA	NA	-2.40685523509981	3.0183688922203e-10
FBgn0029929	31649	CG4593	8.79103882676347	7.54680985417917	7.62428640174773	8.93501288590286	7.96998082015774	8.0386426336796	1.91796953274724	6.05944762246793e-19	NA	NA	-1.24861863092821	3.91574201899536e-08
FBgn0035157	38086	CG13894	6.39828622654242	7.93441272677601	7.9482345157444	6.24060175008733	6.61647188630643	6.95119725018037	-2.60582564474546	8.52420474940332e-19	-1.71224390085526	6.13525052122137e-09	NA	NA
FBgn0004666	41612	sim	6.93823498871217	5.10973805494136	4.94582138731837	6.99855636802894	5.21841274930818	4.79867808004644	3.40620677536746	4.15505155038062e-18	NA	NA	-3.56884184098503	3.49933595568182e-17
FBgn0086368	31024	tw	6.60740909559407	8.15953400687283	8.13245322954598	6.68324706141351	7.05972583675044	7.42141436922287	-2.38161390072794	8.31672162923084e-18	-1.30318806186322	7.16620170043342e-06	1.07842583886472	0.00175165830758243
FBgn0000658	37089	fj	8.97659587756761	10.1995932197623	10.2461542165861	9.03886681156646	9.31623674603373	9.67051005365686	-1.76115893476769	9.56650340658965e-18	-1.00170338036998	8.44003142666286e-06	NA	NA
FBgn0034476	37272	Toll-7	10.132230486784	9.14903056527581	9.10362154498609	10.3220871393933	9.85917475139364	10.0534951790939	1.61797433987997	1.48251752319034e-17	1.24229492329133	3.8462220664656e-10	NA	NA
FBgn0030218	31990	CG1628	9.94760950172585	8.87984163044303	8.67015785435138	10.2509310075016	9.02909418079024	9.32466689542286	1.92410300418725	1.55155488028516e-17	NA	NA	-1.29864267532394	5.94822487785336e-08
FBgn0035888	38954	CG7120	6.71292990393362	4.97939920071665	4.93052925543365	6.72686744298301	5.75767481588702	5.88269996182592	3.5472692144935	1.73016568292431e-17	2.09998940512131	1.44764726976617e-05	-1.44727980937219	0.000275363061497013
FBgn0259244	7354466	CG42342	7.05394882013855	8.52477501878599	8.33782665172373	7.09902079191651	7.78249700163769	8.02376142820992	-2.12731569680261	1.76324268923482e-17	NA	NA	1.37629463041577	6.60914691622903e-07
FBgn0263240	35677	Coop	7.32804326919538	8.81607293044412	8.8398095356619	7.57763005550946	7.45015933788653	7.71403989684974	-2.03723268727525	4.38147351686659e-17	-1.81032354373477	1.72879699773748e-13	NA	NA
FBgn0004567	33608	slp2	8.4930202761729	7.38626744395566	7.37609295102139	8.57972826108654	8.80328622247667	8.93855761262913	1.8340970006702	6.13372982445577e-17	2.31546801381653	3.56582353948161e-27	NA	NA
FBgn0028879	34886	CG15270	6.79217657292792	4.80591383087255	4.90919878374928	6.87781861514643	5.21821247932876	4.6821412597958	3.59473027038504	7.6399686019601e-17	NA	NA	-3.41646232110192	2.33716513316495e-14
FBgn0033391	35941	CG8026	4.98537898263642	6.84036967898562	6.80913063962291	5.07502634305271	5.34316345991598	5.2449230698072	-3.32931753436364	1.25364612388141e-16	-2.65362623692966	4.21564860854054e-12	NA	NA
FBgn0001257	38513	ImpL2	8.48510644001649	7.395486134497	7.37951398297505	8.8228368161576	8.7002410355272	8.93478634596253	2.01423198727425	3.15632228491937e-16	2.24251296600133	4.27504672464935e-20	NA	NA
FBgn0031926	34037	CG6739	6.42137265595962	4.32864241823812	4.42968456688132	6.33346785482613	4.28578247685815	4.18488714507236	3.85382252529818	3.97857580932901e-16	NA	NA	-4.74566463250627	2.0767672690666e-15
FBgn0085408	36592	Shroom	8.04356913630604	9.3106344353297	9.24562724469814	8.19222868515247	8.50684149907593	8.72712296486042	-1.71736940414418	5.91711600256542e-16	NA	NA	NA	NA
FBgn0015609	35070	CadN	9.73375350230266	7.17327966118095	7.59812233220942	9.8067137233983	7.73244410284275	7.30674103129169	3.42536750086774	5.91711600256542e-16	NA	NA	-3.21815278776731	1.18024456073955e-13
FBgn0025525	44254	bab2	8.48815812543106	6.99906411035139	7.17009968673771	8.51022517892964	7.65667145103167	8.11391779234893	2.19086116419539	6.20166705166972e-16	1.34888336564109	9.496749858449e-06	NA	NA
FBgn0024189	44097	sns	7.62750964728507	5.95114927494272	6.16079195175822	7.60237465131291	6.01692924760636	5.74512284588083	2.45498881009977	6.60269353891331e-16	NA	NA	-2.8807331009811	1.07822418844063e-18
FBgn0003716	33753	tkv	9.20621652064439	8.22151525753894	8.18783049030782	9.40057506213395	9.82255678344388	10.1017684774811	1.70608794342483	1.1449767350812e-15	2.63239147971908	8.44109430954931e-38	NA	NA
FBgn0052182	317898	CG32182	6.5396542194853	4.55356542083526	4.72265287176138	6.48013788326173	5.12109502880103	4.75161931292317	3.67951371384912	3.02671441985793e-15	NA	NA	-2.86484531130659	2.65941484738551e-10
FBgn0014135	42356	bnl	5.90924368089619	7.33163755779702	7.50233047200682	5.88846999252366	6.04045357780096	5.88778186930348	-2.50100000966752	3.36014911697413e-15	-2.38877910151486	9.99176755355087e-14	NA	NA
FBgn0025360	44108	Optix	5.31582613326328	6.84128452766332	6.90388447285525	5.34880333634768	6.29974792789923	6.35859825018253	-2.99307190673131	4.0190446448444e-15	NA	NA	2.1458716302204	3.22519847343449e-07
FBgn0039883	43758	RhoGAP100F	5.46902469225652	7.0821912980623	7.08940473521866	5.52022236033838	5.96669211805422	5.69492969119808	-2.7986093694789	7.0459838698226e-15	-2.07278986254143	4.29137557922305e-09	NA	NA
FBgn0030478	32292	CG1640	7.73676808223164	6.57935342029951	6.47691199611565	7.85913518066767	7.39352305311156	7.5008825900195	2.08682574636883	1.09186874440953e-14	1.57082002714845	6.09976375470454e-08	NA	NA
FBgn0003145	34629	prd	5.21003803648477	6.89031075169102	6.81284461611299	5.26681075566782	5.57220277437324	5.567399522378	-2.95094537297582	1.31417877023895e-14	-2.16542142810918	5.11765236564576e-09	NA	NA
FBgn0261873	44861	sdt	8.6186549394241	9.7184413719291	9.65502049625272	8.7346565178572	9.35116422446099	9.5270543257793	-1.49209366103481	1.3980155524976e-14	NA	NA	1.15130129509383	2.24171747628568e-08
FBgn0037213	40522	CG12581	7.92085947293332	9.29093709478102	9.13104434878251	8.14142376902974	8.43990621999933	8.69483474826706	-1.75087392241703	2.23309725817131e-14	NA	NA	NA	NA
FBgn0020493	42059	Dad	5.59267109491929	7.12976378029072	7.10566110979628	5.58389504307863	5.70242021706582	5.76566819131886	-2.62387669931087	2.23483077122777e-14	-2.302373357984	1.97761713216347e-11	NA	NA
FBgn0027364	40297	Six4	7.46098623008968	6.00258249684348	6.03781655047715	7.45956937298337	5.76477956804619	5.86292841531596	2.30045027653243	2.95257803362108e-14	NA	NA	-2.74088248609064	3.96998448156038e-17
FBgn0051030	318563	CG31030	6.35690057935286	4.84750469993672	4.69423469283602	6.42455190877474	5.5138884958713	5.60788844807157	3.42634363295877	6.49726798464955e-14	2.03378377885297	0.000185545631235979	-1.3925598541058	0.00201246569076629
FBgn0002561	30983	l(1)sc	10.2192648309877	9.26644227413462	9.39463075311563	10.3399953462443	10.5248457052689	10.7267311029248	1.40931413955505	6.9194408243035e-14	1.89692226085044	3.33206475987781e-25	NA	NA
FBgn0034083	36788	lbk	9.67490115867454	8.83759777739782	8.69358616362608	9.80320587175707	10.1936634882137	10.3982917546652	1.47456538692191	7.33129836791503e-14	2.2562071566699	1.02109259316093e-32	NA	NA
FBgn0001180	41032	hb	9.86987775969939	8.84316519765953	8.7801398353884	10.0063935197479	9.76801076987662	10.2116047464642	1.68094320847538	8.28084863043183e-14	1.78499599069067	1.8929777328027e-15	NA	NA
FBgn0029939	31660	CG9650	8.5940183527518	7.26879823293138	7.39625569874574	8.47112537377578	8.37192726414083	8.742362106579	1.88289080585273	8.28084863043183e-14	1.94652756206944	1.29188362096712e-14	NA	NA
FBgn0259211	37038	grh	8.5928605625804	9.69134115841904	9.64813209577278	8.66491217999331	9.49585478800656	9.82355587645979	-1.55387673105414	1.29367387859443e-13	NA	NA	1.56224225224044	2.55722687621009e-13
FBgn0002633	43160	E(spl)m7-HLH	10.0113601894565	8.96350500719163	9.09813890335264	10.1121722280769	10.3793763187373	10.7309393450964	1.54757233871019	1.37612134986476e-13	2.25170527551763	8.15606457403995e-29	NA	NA
FBgn0032473	34706	kmg	4.72442809468995	6.54066113000786	6.6142909691449	4.52811298736654	5.34764746114879	4.66950104241957	-3.96138373878859	1.50257446392225e-13	-2.72083425721462	3.72862389841082e-08	NA	NA
FBgn0268063	38845	ltl	5.96227583573404	4.17340323652883	4.23943237975639	6.05453749695753	4.71765546919996	4.56332531296932	4.1730200681135	2.39254175501308e-13	NA	NA	-2.62209056835842	1.64058283287213e-07
FBgn0260442	38978	rhea	9.99203394606671	9.09115961658222	9.07862199989552	10.0439282797803	9.56780533741732	9.77088903401503	1.36205912641706	2.58221362003213e-13	NA	NA	NA	NA
FBgn0040318	53446	HGTX	7.18543652598126	5.65066717699283	5.7861310220075	7.08309574838407	6.31574758746257	6.53232194902079	2.48942734898547	2.59007503064535e-13	1.3909775322802	0.000799445390902581	-1.09844981670527	0.00357273774899823
FBgn0262029	34179	d	7.58894939323661	8.73882643148172	8.72604904102964	7.73261397546855	8.33119184088321	8.50205408673208	-1.63440201726709	2.61258402035343e-13	NA	NA	1.19097764089649	9.28016359124157e-07
FBgn0038038	41521	CG5167	6.49452259042843	7.66721726291	7.76703781697245	6.40310755483694	6.79871865236826	6.80057766138085	-2.04440195247308	2.96065156350745e-13	-1.41670571545092	1.03307101105696e-06	NA	NA
FBgn0002733	43152	E(spl)mbeta-HLH	8.94519902337226	8.0301263029887	8.09393508496565	9.05254482909784	9.76575295637506	9.90317290931352	1.46359834472905	3.32064815069971e-13	2.63691730144991	5.91284344525576e-44	1.17331895672086	2.30583168921918e-09
FBgn0031012	32925	CG8051	6.15726371097869	4.43424230877811	4.55119593036495	6.34561196731713	4.63872165313165	4.41787062963442	3.48097817502179	3.39879903748639e-13	NA	NA	-3.50029405971892	6.97510327146022e-12
FBgn0259239	40335	CG42337	6.39580570468343	4.57262004076163	4.58865049104228	6.21712908782397	4.72073142284018	4.45623110505834	3.35861854632776	3.95948100639642e-13	NA	NA	-3.46290350997355	3.85748380960896e-12
FBgn0263102	36118	psq	9.46128141148053	10.5411038197251	10.4840904650229	9.5343445335742	9.80011754884939	10.1466243242786	-1.46434127485359	4.90060750337939e-13	NA	NA	NA	NA
FBgn0036612	39808	CG4998	5.07460291921131	6.47535454280925	6.61734500056868	4.85899903349947	5.67569852014933	5.55623804107372	-3.17376686425215	6.62615781547761e-13	-1.57206401624755	0.000295290907413843	1.6017028480046	0.00419358992644237
FBgn0040809	50282	CG13465	10.0705189470226	10.9262802671459	11.0378020661539	10.0543691805218	11.036925984376	10.7615282356839	-1.33820630923483	8.56500185896863e-13	NA	NA	1.23042267802435	1.60543643843304e-10
FBgn0000157	37973	Dll	4.17775794692819	6.18198366710438	5.99450109034562	4.26717023646935	4.82331119207756	4.96191271135822	-4.80786431886988	8.87855407914044e-13	-2.13092409468014	1.36495406711571e-05	2.67694022418975	0.00110600605495535
FBgn0036428	39588	Gbs-70E	7.36160420152581	8.55259626215643	8.38851884081316	7.36861801540085	7.31100913111657	7.31433341460304	-1.65992097166782	1.75363962235517e-12	-1.75044667742685	2.21361053285823e-13	NA	NA
FBgn0015774	32400	NetB	6.44167434018646	4.86247494877657	5.09358954211513	6.47857404741635	5.98253799524717	6.00972401259494	3.05868563895571	1.87639096441565e-12	2.30515806347373	1.2155053292062e-06	NA	NA
FBgn0019650	43833	toy	4.66411838330534	6.22617204131844	6.12701970924352	4.41736668959051	5.57641308357346	5.55058191781712	-4.00443358514615	1.97557370550655e-12	NA	NA	2.97908065617126	1.80654519978805e-06
FBgn0001250	32661	if	7.87317654551794	6.7769461646773	6.45668782735061	7.94264757956435	6.62450975100285	6.51685592356137	1.98867917524316	2.09861071996138e-12	NA	NA	-2.10783169017319	8.84213716239554e-13
FBgn0050089	36736	CG30089	12.8055312893873	12.1031050562145	11.9185327265383	13.1329849476089	12.2854971201006	12.3901842420713	1.36774935648661	2.18254717189203e-12	NA	NA	NA	NA
FBgn0040984	50458	CG4440	7.181458693018	8.5189691080981	8.06771851899484	7.16856502661405	9.05724565206314	9.02885454858946	-1.87026846608506	2.4442377072405e-12	1.03134733296119	0.000203113355773439	2.90161579904625	9.03680796617838e-30
