Geneid	K27ac_Geneid
Region16234	Region4626
Region16237	Region4627
Region16249	Region4628
Region16249	Region4629
Region16249	Region4630
Region16249	Region4631
Region16252	Region4632
Region16259	Region4633
Region16265	Region4634
Region16265	Region4635
Region16265	Region4636
Region16265	Region4637
Region16269	Region4638
Region16301	Region4639
Region16304	Region4640
Region16307	Region4641
Region16307	Region4642
Region16308	Region4643
Region16308	Region4644
Region16325	Region4645
Region16325	Region4646
Region16329	Region4647
Region16329	Region4648
Region16331	Region4649
Region16332	Region4650
Region16332	Region4651
Region16342	Region4652
Region16342	Region4653
Region16343	Region4654
Region16343	Region4655
Region16346	Region4656
Region16351	Region4657
Region16358	Region4658
Region16358	Region4659
Region16358	Region4660
Region16358	Region4661
Region16361	Region4662
Region16361	Region4663
Region16380	Region4664
Region16380	Region4665
Region16384	Region4666
Region16384	Region4667
Region16384	Region4668
Region16385	Region4669
Region16387	Region4670
Region16390	Region4671
Region16396	Region4672
Region16398	Region4673
Region16398	Region4674
Region16398	Region4675
Region16398	Region4676
Region16399	Region4677
Region16400	Region4678
Region16400	Region4679
Region16400	Region4680
Region16430	Region4681
Region16431	Region4682
Region16438	Region4683
Region16479	Region4684
Region16485	Region4685
Region16485	Region4686
Region16489	Region4687
Region16491	Region4688
Region16500	Region4689
Region16508	Region4690
Region16508	Region4691
Region16549	Region4693
Region16549	Region4694
Region16549	Region4695
Region16549	Region4696
Region16550	Region4696
Region16577	Region4697
Region16603	Region4698
Region16604	Region4699
Region16614	Region4700
Region16618	Region4701
Region16619	Region4702
Region16623	Region4703
Region16623	Region4704
Region16634	Region4705
Region16637	Region4706
Region16650	Region4707
Region16679	Region4708
Region16682	Region4709
Region16688	Region4710
Region16692	Region4711
Region16692	Region4712
Region16694	Region4713
Region16694	Region4714
Region16698	Region4715
Region16718	Region4716
Region16719	Region4717
Region16719	Region4718
Region16720	Region4719
Region16726	Region4720
Region16728	Region4721
Region16732	Region4722
Region16739	Region4723
Region16741	Region4724
Region16769	Region4725
Region16769	Region4726
Region16804	Region4727
Region16804	Region4728
Region16808	Region4729
Region16824	Region4730
Region16825	Region4731
Region16826	Region4732
Region16826	Region4733
Region16827	Region4734
Region16827	Region4735
Region16828	Region4736
Region16829	Region4737
Region16829	Region4738
Region16853	Region4739
Region16853	Region4740
Region16853	Region4741
Region16871	Region4742
Region16871	Region4743
Region16871	Region4744
Region16876	Region4745
Region16879	Region4746
Region16880	Region4746
Region16882	Region4747
Region16886	Region4748
Region16895	Region4749
Region16896	Region4750
Region16898	Region4751
Region16908	Region4752
Region16910	Region4753
Region16910	Region4754
Region16925	Region4755
Region16960	Region4756
Region16961	Region4757
Region16966	Region4758
Region16968	Region4759
Region16968	Region4760
Region16972	Region4761
Region16974	Region4762
Region16974	Region4763
Region16979	Region4764
Region16989	Region4765
Region16993	Region4766
Region17002	Region4767
Region17003	Region4768
Region17004	Region4768
Region17005	Region4768
Region17008	Region4769
Region17008	Region4770
Region17013	Region4771
Region17017	Region4772
Region17019	Region4773
Region17019	Region4774
Region17020	Region4775
Region17022	Region4776
Region17022	Region4777
Region17046	Region4778
Region17051	Region4779
Region17051	Region4780
Region17077	Region4781
Region17077	Region4782
Region17077	Region4783
Region17081	Region4784
Region17089	Region4785
Region17096	Region4786
Region17100	Region4787
Region17101	Region4788
Region17106	Region4789
Region17106	Region4790
Region17106	Region4791
Region17110	Region4792
Region17129	Region4793
Region17129	Region4794
Region17130	Region4795
Region17131	Region4796
Region17131	Region4797
Region17132	Region4798
Region17133	Region4799
Region17133	Region4800
Region17144	Region4801
Region17144	Region4802
Region17147	Region4803
Region17157	Region4804
Region17164	Region4805
Region17164	Region4806
Region17169	Region4807
Region17174	Region4808
Region17174	Region4809
Region17179	Region4810
Region17189	Region4811
Region17192	Region4812
Region17204	Region4813
Region17207	Region4814
Region17233	Region4815
Region17233	Region4816
Region17255	Region4817
Region17255	Region4818
Region17255	Region4819
Region17257	Region4820
Region17257	Region4821
Region17259	Region4822
Region17267	Region4823
Region17268	Region4824
Region17285	Region4825
Region17286	Region4826
Region17288	Region4827
Region17289	Region4828
Region17292	Region4829
Region17293	Region4830
Region17294	Region4831
Region17294	Region4832
Region17295	Region4833
Region17299	Region4834
Region17300	Region4835
Region17300	Region4836
Region17317	Region4837
Region17317	Region4838
Region17323	Region4839
Region17325	Region4840
Region17326	Region4841
Region17338	Region4842
Region17338	Region4843
Region17340	Region4844
Region17341	Region4845
Region17349	Region4846
Region17350	Region4847
Region17352	Region4848
Region17377	Region4849
Region17391	Region4850
Region17398	Region4851
Region17398	Region4852
Region17398	Region4853
Region17399	Region4854
Region17415	Region4855
Region17417	Region4856
Region17419	Region4857
Region17426	Region4858
Region17426	Region4859
Region17428	Region4860
Region17431	Region4861
Region17440	Region4862
Region17440	Region4863
Region17440	Region4864
Region17441	Region4865
Region17442	Region4866
Region17442	Region4867
Region17449	Region4868
Region17473	Region4869
Region17473	Region4870
Region17473	Region4871
Region17478	Region4872
Region17487	Region4873
Region17509	Region4874
Region17509	Region4875
Region17510	Region4876
Region17510	Region4877
Region17511	Region4878
Region17511	Region4879
Region17514	Region4880
Region17514	Region4881
Region17516	Region4882
Region17519	Region4883
Region17520	Region4884
Region17524	Region4885
Region17536	Region4886
Region17536	Region4887
Region17536	Region4888
Region17544	Region4889
Region17547	Region4890
Region17550	Region4891
Region17550	Region4892
Region17550	Region4893
Region17564	Region4894
Region17568	Region4895
Region17568	Region4896
Region17568	Region4897
Region17572	Region4898
Region17572	Region4899
Region17573	Region4900
Region17574	Region4901
Region17575	Region4902
Region17577	Region4903
Region17579	Region4904
Region17581	Region4905
Region17584	Region4906
Region17584	Region4907
Region17587	Region4908
Region17589	Region4909
Region17589	Region4910
Region17593	Region4911
Region17593	Region4912
Region17596	Region4913
Region17597	Region4914
Region17602	Region4915
Region17602	Region4916
Region17602	Region4917
Region17602	Region4918
Region17602	Region4919
Region17603	Region4919
Region17603	Region4920
Region17603	Region4921
Region17603	Region4922
Region17604	Region4923
Region17605	Region4924
Region17606	Region4925
Region17608	Region4926
Region17608	Region4927
Region17608	Region4928
Region17609	Region4928
Region17614	Region4929
Region17615	Region4930
Region17623	Region4931
Region17644	Region4932
Region17646	Region4933
Region17658	Region4934
Region17659	Region4935
Region17664	Region4936
Region17665	Region4937
Region17665	Region4938
Region17666	Region4939
Region17668	Region4940
Region17669	Region4941
Region17685	Region4942
Region17686	Region4943
Region17686	Region4944
Region17688	Region4945
Region17690	Region4946
Region17691	Region4947
Region17693	Region4948
Region17695	Region4949
Region17707	Region4950
Region17726	Region4951
Region17726	Region4952
Region17726	Region4953
Region17726	Region4954
Region17729	Region4955
Region17729	Region4956
Region17733	Region4957
Region17733	Region4958
Region17752	Region4959
Region17752	Region4960
Region17754	Region4961
Region17768	Region4964
Region17769	Region4965
Region17769	Region4966
Region17774	Region4967
Region17778	Region4968
Region17778	Region4969
Region17779	Region4970
Region17791	Region4971
Region17798	Region4972
Region17809	Region4973
Region17821	Region4974
Region17821	Region4975
Region17843	Region4976
Region17843	Region4977
Region17844	Region4978
Region17845	Region4978
Region17845	Region4979
Region17845	Region4980
Region17847	Region4981
Region17853	Region4982
Region17856	Region4983
Region17857	Region4984
Region17859	Region4985
Region17862	Region4986
Region17866	Region4987
Region17874	Region4988
Region17876	Region4989
Region17877	Region4990
Region17878	Region4991
Region17882	Region4992
Region17899	Region4993
Region17899	Region4994
Region17933	Region4995
Region17935	Region4996
Region17936	Region4997
Region17937	Region4998
Region17963	Region4999
Region17963	Region5000
Region17965	Region5001
Region17965	Region5002
Region17970	Region5003
Region17971	Region5004
Region17971	Region5005
Region17971	Region5006
Region17977	Region5007
Region17999	Region5008
Region18002	Region5009
Region18002	Region5010
Region18003	Region5011
Region18003	Region5012
Region18006	Region5013
Region18014	Region5014
Region18022	Region5015
Region18022	Region5016
Region18030	Region5017
Region18033	Region5018
Region18035	Region5019
Region18035	Region5020
Region18035	Region5021
Region18035	Region5022
Region18039	Region5023
Region18045	Region5024
Region18069	Region5025
Region18075	Region5026
Region18077	Region5027
Region18080	Region5028
Region18082	Region5029
Region18082	Region5030
Region18085	Region5031
Region18087	Region5032
Region18088	Region5033
Region18090	Region5034
Region18090	Region5035
Region18092	Region5036
Region18092	Region5037
Region18103	Region5038
Region18106	Region5039
Region18107	Region5040
Region18117	Region5041
Region18117	Region5042
Region18118	Region5043
Region18124	Region5044
Region18125	Region5045
Region18143	Region5046
Region18143	Region5047
Region18152	Region5048
Region18152	Region5049
Region18169	Region5050
Region18169	Region5051
Region18173	Region5052
Region18174	Region5053
Region18175	Region5054
Region18175	Region5055
Region18178	Region5056
Region18178	Region5057
Region18182	Region5058
Region18182	Region5059
Region18183	Region5060
Region18185	Region5061
Region18187	Region5062
Region18190	Region5063
Region18191	Region5064
Region18191	Region5065
Region18192	Region5066
Region18195	Region5067
Region18196	Region5068
Region18202	Region5069
Region18206	Region5070
Region18206	Region5071
Region18212	Region5072
Region18217	Region5073
Region18217	Region5074
Region18223	Region5075
Region18223	Region5076
Region18224	Region5077
Region18227	Region5078
Region18228	Region5079
Region18229	Region5080
Region18230	Region5081
Region18233	Region5082
Region18244	Region5083
Region18246	Region5084
Region18248	Region5085
Region18252	Region5086
Region18256	Region5087
Region18256	Region5088
Region18257	Region5089
Region18259	Region5090
Region18260	Region5091
Region18261	Region5092
Region18261	Region5093
Region18262	Region5093
Region18263	Region5093
Region18264	Region5094
Region18266	Region5095
Region18268	Region5096
Region18273	Region5097
Region18276	Region5098
Region18276	Region5099
Region18276	Region5100
Region18277	Region5101
Region18278	Region5101
Region18279	Region5101
Region18279	Region5102
Region18283	Region5103
Region18284	Region5104
Region18289	Region5105
Region18289	Region5106
Region18300	Region5107
Region18303	Region5108
Region18304	Region5109
Region18304	Region5110
Region18306	Region5111
Region18339	Region5112
Region18341	Region5113
Region18342	Region5114
Region18342	Region5115
Region18343	Region5115
Region18344	Region5116
Region18345	Region5118
Region18345	Region5119
Region18347	Region5120
Region18349	Region5122
Region18349	Region5123
Region18349	Region5124
Region18349	Region5125
Region18351	Region5126
Region18351	Region5127
Region18389	Region5128
Region18397	Region5129
Region18397	Region5130
Region18398	Region5131
Region18399	Region5132
Region18401	Region5133
Region18406	Region5134
Region18406	Region5135
Region18410	Region5136
Region18410	Region5137
Region18412	Region5138
Region18413	Region5139
Region18415	Region5140
Region18416	Region5141
Region18416	Region5142
Region18416	Region5143
Region18417	Region5144
Region18422	Region5145
Region18435	Region5146
Region18435	Region5147
Region18435	Region5148
Region18436	Region5149
Region18440	Region5150
Region18444	Region5151
Region18445	Region5152
Region18448	Region5153
Region18448	Region5154
Region18451	Region5155
Region18451	Region5156
Region18452	Region5157
Region18453	Region5158
Region18456	Region5159
Region18458	Region5160
Region18459	Region5161
Region18459	Region5162
Region18469	Region5163
Region18469	Region5164
Region18471	Region5165
Region18474	Region5166
Region18475	Region5167
Region18479	Region5168
Region18479	Region5169
Region18481	Region5170
Region18481	Region5171
Region18481	Region5172
Region18481	Region5173
Region18481	Region5174
Region18482	Region5174
Region18484	Region5175
Region18484	Region5176
