Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region54	10.091162353761	10.714067903147	10.6088060650435	10.8793241333074	10.8723909241425	10.8258811431004
Region55	9.56999745561832	9.9841646360204	9.97632728726314	9.90788076451221	9.84054846583512	9.97453464346297
Region56	9.53759979377939	9.61755979278142	9.34290606841674	9.75600669037715	9.51365343791959	9.71851950528908
Region57	8.52024213807099	8.77045268560292	8.65435540550981	9.04953942206703	9.17819811196809	8.84985708892906
Region58	12.1065260960743	11.9336597417793	12.0647078488182	12.005636739245	12.2240181806695	11.8558483471648
Region59	8.09231114647987	8.13563391944625	8.32814581192409	8.42283574966471	8.36140738804836	8.24973505100903
Region60	9.13954402397603	9.53192501934498	9.45003262819787	9.70593364213221	9.58840822426833	9.60964294111551
Region61	7.87471261805937	7.91473544351278	8.53217052017939	8.0503816242247	8.11310356257031	8.04146698004729
Region62	8.52373290563907	8.40030249930075	9.26059773857541	8.58992755820293	8.51560184719133	8.5393037902742
Region63	7.56691332516432	7.89340891944411	8.38123427954846	7.74394061332835	7.69094944441383	8.03939966586627
Region64	9.98422915254088	10.0913497272759	10.4973982863639	10.1812952263922	10.0747833476535	10.1761819688695
Region65	8.49464754234634	8.6856569825641	8.46073890038553	8.4402578129881	8.33404147342454	8.62926052531915
Region66	8.26611792811364	8.42199751123691	8.33857037355838	8.38391654925177	8.34397779619605	8.2968469886243
Region67	8.67873102244688	8.66321990223045	8.93685982160694	9.06442413485578	9.13443097473523	8.62739350187387
Region68	9.16669967515107	9.40354010248365	9.26142130646461	9.19653673333301	9.2377003195683	9.31598321685189
Region69	8.99506135295824	9.06354648579879	9.01784236425524	8.93844721679477	8.98748150402913	9.02327465664384
Region70	8.21459855229116	8.22967147753703	8.02097124935242	8.31733051880229	8.10296384466673	8.21347982983037
Region71	10.1057462210221	9.9036015256591	9.8798297189382	10.2267237532709	10.0091979646491	9.81887941597828
Region72	9.76549889256124	9.55123706512469	9.64340492154831	10.0279687592253	9.61437297550197	9.41570287967796
Region73	7.86345606274435	8.08962812887737	7.97652930991351	7.96017648340438	7.74868321436213	8.09000978677504
Region74	8.59856994588985	8.55497783384361	8.39659201413113	8.61733117357456	8.46173678267128	8.61854056717849
Region75	7.90903955596858	7.88446422647461	7.74920917555618	7.81839517574101	8.01655614418956	7.82468656763537
Region76	9.00312431900853	9.05406200550986	8.82513085484731	8.93691857296739	8.94193562361733	9.07448479293097
Region77	9.06231938761702	8.91206312134599	8.91818440164481	9.1567639937136	9.18162540934473	8.92168813259658
Region78	7.57763659880919	7.83014604980418	7.64807083666998	7.5811622732685	7.36813835919636	7.78899617508686
Region79	9.35469186072394	9.23817474633026	9.43770599907057	9.36389795468913	9.11414846511715	9.32083809216214
Region80	11.6948575451534	11.8730618754915	12.2173856588616	11.9156195846768	11.7257965923448	11.9224819862204
Region81	12.5140211799594	12.6667587052607	12.8991004657055	12.5365472467001	12.4134663516096	12.7529357223814
Region82	8.92191808098693	9.51526171240375	9.1458063193982	9.3899258317216	9.12985147465273	9.61645937474732
Region83	9.2955637059207	9.60776937548095	9.82216108301682	9.60683566004351	9.50137119034883	9.80964680894662
Region84	9.58194034034872	8.8453536705651	9.83194777246098	8.99591492776636	8.92281636982085	8.90325172360506
Region85	7.36126707385253	7.01045339164965	7.57290272628918	6.78223776674362	6.889053990486	7.06011130850199
Region86	7.77472522556788	7.99088779843631	7.93566630798685	7.77521676454988	7.65608172419035	8.0902000081732
Region87	8.25233751538112	8.3342585771126	8.28685982252277	8.04791650490851	7.8995104747236	8.32605474969246
Region88	8.5720598370018	8.57390993975485	8.78087711785957	8.72322804320953	8.6993733880539	8.6362569682147
Region89	10.4623123825999	10.3391017057405	10.2792429263848	10.327361771449	10.5770814576528	10.3513327484439
Region90	7.29343848253865	7.63151588735025	7.38023223182233	7.40463640293735	7.32442985107394	7.55626042402139
Region91	7.77479582112163	7.78230741719701	7.54060954848701	7.78058385763632	7.66160165346504	7.78964511830708
Region92	8.92644476049616	9.06393616371734	8.90647298037035	8.98892858569056	8.99936122290049	8.96886015772067
Region93	7.19088203850187	6.95255261428867	6.93100849507149	7.37468220009752	7.29729266370868	6.93590962590949
Region94	9.29145545574998	9.38417995256275	9.11222033679673	9.07837756193768	9.16133435781655	9.24946175046994
Region95	10.0420758714862	10.101369700228	9.64772601178848	10.1407882746613	10.0476509213636	10.0153025793643
Region96	8.2441429963561	8.46361317710931	8.17440767325844	8.27394149135597	8.09056111764231	8.43883066779956
Region97	9.11906771722221	9.17115385738796	8.98041294805667	9.39248936057102	9.09941556545922	9.16909785842563
Region98	8.74718229988965	8.57933997390559	8.7801565830346	8.5498224784497	8.60830478671825	8.64130659117437
Region99	8.81199276937376	8.95360979632667	8.76688362364479	8.79977178066524	8.60899393686781	8.86728281072137
Region100	7.64886468387034	7.95023570520957	7.65132917165821	7.64215698961327	7.60891965386284	7.96996669090816
Region101	8.04571621672851	8.22741978247781	8.10620334985014	8.22074077150238	7.92814437980151	8.24573258356544
Region102	9.54887544341759	10.4211244008912	9.88510911033491	10.3812072539467	10.1441764619961	10.3718482208697
Region103	8.69893885027327	9.91171596185685	8.8545465133747	9.42374880846265	9.26776179823645	9.90719066960602
Region104	8.6414708136604	8.80933533094772	8.50643059846343	8.72707405688243	8.6052234935754	8.8277273712503
Region105	9.41416840326355	9.26028075722522	9.03509068915896	9.37424169526483	9.1111695185138	9.16502670272257
Region106	8.19762040886067	8.07404494689804	7.96231737837781	8.18729315598342	8.08978038102153	8.07673776178696
Region107	8.43069512892717	8.57396457420626	8.2749273356294	8.60963153312475	8.28162397260262	8.51619417682037
Region108	8.0749913243227	7.56425099717641	8.39836520388847	7.62229785229105	7.63321918633859	7.73190307184729
Region109	9.68910905984856	9.66549679199929	9.7104443892965	9.97488603427253	9.81986625775098	9.57302395148633
Region110	8.3619544805955	8.30270941624264	8.07056854099538	8.1392227342348	8.22864563037426	8.30527831026548
Region111	10.1752624017416	10.1243593788794	9.98126275379254	10.2925169490255	10.2196262503168	10.0797528266449
Region112	10.1982997353181	10.2945576843785	10.0852737140959	10.3120898063114	10.2684376278772	10.2146087979551
Region113	8.91320071669039	9.01210755840452	8.90517989933915	8.75110031457088	8.79167198948427	9.00813670215871
Region114	9.00423825066719	9.41579819176047	8.92702735194216	9.24195992305198	9.05191808956505	9.49186585962272
Region115	9.94799919106263	10.2337907034261	10.5551037635937	10.3475966180883	10.2265657906074	10.4111205620762
Region116	8.60252828833332	9.24259662323537	9.29410197478706	9.57171974428553	9.50159020932388	9.39586089097099
Region117	9.28596003176647	10.2633685336266	9.54251595225687	10.1406989608779	9.98362646106697	10.4616626396644
Region118	8.88606527336266	9.82768829752727	8.65757589204723	9.36125770735554	9.14178921025929	9.90339163885784
Region119	7.30003693226531	7.81225947677284	7.00667915529797	7.86638319172945	7.72353635259932	7.9680808579792
Region120	8.50214643780376	8.99510650526587	8.16443875163396	8.73246950378779	8.76926961650068	9.17144884006752
Region121	6.69354847710368	7.00796978212074	6.68001964470654	6.94953580373422	7.00897621705757	7.09189934688339
Region122	7.23856362697559	7.52064025768532	7.19349696021344	7.47925430770879	7.2083396090393	7.59784692481249
Region123	8.63376612581865	9.48053915358293	8.70545510739891	9.15896944337547	9.01661332677714	9.66103812388788
Region124	8.50394001017371	8.77939863454754	8.75660024174343	9.12997049866248	8.84212319564534	9.00387054617094
Region125	7.90293747333762	8.05077317652264	7.85518425271223	7.83999512567261	7.92269013862957	8.03510760543773
Region126	7.97884769788953	7.9424067971026	7.54000717709226	8.34978466921022	8.22746803851473	7.98849387006168
Region127	9.78095121141707	9.73166918133382	9.57940471495082	9.65057876909539	9.70864452860589	9.63617174170528
Region128	10.4588308909071	10.3335762744362	10.4029534275132	10.3607072729578	10.4312807867743	10.2845693321931
Region129	8.20920106760165	8.2864913003971	8.22036344109074	8.33743372537329	8.11652006465121	8.3362509347519
Region130	7.9596665285586	8.19165982648572	7.99198926163912	7.77137123187025	7.82799396666343	8.14222937034183
Region131	10.443983479305	10.7780670282236	10.4120372445801	10.6663630198095	10.7943518387713	10.6852276775201
Region132	10.0077846573422	9.86075440162716	10.0161014694322	9.94909882787287	10.2098905837382	9.83247274584285
Region133	8.73154034475117	8.81887940070913	8.70623958630588	9.13504830387153	8.84226346704551	8.77348187912975
Region134	7.9269389731134	8.27498188365236	7.76207426032113	7.92444753424155	7.8103268644617	8.23151059267117
Region135	8.57532329086366	9.07984380330492	8.67360715700672	10.4489229451699	10.1569094094924	9.1689087641471
Region136	9.32577112864958	9.60036938397932	9.21980196338219	11.3294498245545	10.9269325781267	9.72801006816357
Region137	6.4203730542976	6.38976405154566	6.15861583069673	7.27364459729069	7.31437150559963	6.42467431905888
Region138	8.66630008859614	8.70881382421341	8.50781824827736	8.60448932928391	8.63572812435886	8.72684875112576
Region139	9.81593336642986	9.90930239634693	9.88417659083243	9.7088113768259	9.60214580030946	9.84292498346794
Region140	8.55443244744013	8.62700207842931	8.6985328862288	8.55234096254312	8.34676391665152	8.61840755858153
Region141	12.5839708498678	12.4982855974344	12.6395826058509	12.6202447147919	12.3849584624309	12.4626972264224
Region142	8.17644587838018	8.24077361051421	8.06289745582148	8.21078029001385	8.18162816942924	8.24241321501648
Region143	10.3645225490143	10.2175449101937	10.0581409316609	10.0904418689865	10.2345719423717	10.1596254481948
Region144	9.70717431755002	9.35125324693119	9.70313167311239	9.83514313361031	9.74276319292591	9.33122053258501
Region145	10.7467505386199	10.6289708342558	10.6307575163352	11.0000345459343	10.7839630619357	10.6164074972714
Region146	8.59330071591056	8.51103786388575	8.34524588235862	8.56925578761114	8.59526587007428	8.44850614435235
Region147	8.64290183133411	8.78899519339575	8.58982559213211	8.76402185318688	8.63499143989748	8.73879031230251
Region148	10.1807835857694	10.1473214604561	9.96961257280593	10.2438863403819	10.1736132688091	10.0933661361788
Region149	10.3972551360293	10.4509470941204	10.3670131518964	10.4722636754423	10.3212504079087	10.3669767358903
Region150	7.58428710287139	7.78712805183521	7.27198430812736	7.94776391245954	7.96888413256466	7.75533572798194
Region151	8.45335454975796	8.60122485182287	8.89756123194392	8.81200717564255	8.7974841786305	8.5966893598713
Region152	10.7221563449814	10.6493339190603	10.8014075095567	10.6466190782737	10.8210454575948	10.7064733800531
Region153	9.08715368504576	8.94949993879339	9.09228855998554	9.33945707483686	9.35953013146382	8.90845911493723
Region154	9.38642114926259	9.64478095516059	9.22690773017844	9.55129926243938	9.28039410497505	9.52545950963301
Region155	10.7222818443782	10.5803511669752	10.731792708434	10.6337755218541	10.8352540618201	10.5898290579861
Region156	10.7962552114322	10.3899472623186	10.6115378014687	10.4421839503656	10.2757224337673	10.2599447916826
Region157	9.83400810857362	10.1135521092883	9.78493659364048	9.65261344970039	9.53954638513454	10.0527870709839
Region158	9.59311982959701	9.70672409826404	9.60005111565748	9.75172932069748	9.5594807265104	9.73777590778945
Region159	8.79793351551838	8.8219306567135	8.55016234077897	9.12668775372705	8.95849026552677	8.77352111793109
Region160	9.89069017931781	10.0937544400653	9.86741338868495	9.86839164227651	9.96681126955628	10.0222716636656
Region161	8.80757420323833	9.05998528793868	8.76144554631781	9.34698940317133	9.2041735116348	9.0397647469828
Region162	10.538028854485	10.5288416635999	10.416200367592	10.5209837452273	10.5831289056789	10.4536805780059
Region163	9.04995025882558	8.91796519114592	9.21645578917391	9.2009068484174	9.37346141148898	8.9258389865655
Region164	9.85826239260004	9.8246381794698	9.65732147946597	9.77935823244014	9.55658797212746	9.82575947910238
Region165	9.47965209229408	9.7205378239352	9.27337859426219	9.41627268966991	9.55242905519581	9.63441227010396
Region166	8.63234735575585	8.72854195719119	8.25286415228485	8.64052351788609	8.58756876230682	8.67797843170115
Region167	7.85008781171002	7.84720226546551	7.77358156136632	7.92172278623676	7.6418371526707	7.86959540567667
Region168	8.4160495949115	8.5017558434259	8.07631712125016	8.3235962851943	8.52424848826402	8.53937674052626
