geneID	ChIP_region	ChIP_factor	ChIP_direction	Gd7	Toll10b	Toll9
FBgn0002780	Region16803	Toll9	Down	1.11521641406385	1.56937402738679	-3.77301663577546
FBgn0002780	Region16804	Toll9	Down	0.928199256069049	1.04364326245721	-2.78061444674398
FBgn0005558	Region17028	Toll9	Up	-0.795192169823853	-1.14491075286138	2.72576925477643
FBgn0000137	Region17247	Gd7	Down	-2.53307741346562	1.38827770913562	1.78472936566043
FBgn0261930	Region17274	Gd7	Down	-2.45887947495194	2.33997186242481	0.372976506592526
FBgn0262656	Region17765	Toll10b	Up	-1.44636982135835	3.9151163990853	-3.2584680178836
FBgn0024250	Region18342	Gd7	Down	-2.25367299254267	1.4947148597841	1.23227690079898
FBgn0024250	Region18344	Gd7	Down	-3.25301068295375	2.91728187345864	0.737857542581842
FBgn0024250	Region18348	Gd7	Down	-2.43325965752233	0.835196144370125	2.39714675137396
FBgn0083940	Region18702	Toll9	Up	-1.49032396164421	-0.528657747763138	2.89321882807283
FBgn0083940	Region18704	Toll9	Up	-0.903464739230926	-0.61524657099752	2.15773731422943
FBgn0030510	Region19139	Toll10b	Up	-2.13519266887842	5.09948394128638	-3.87848483605808
FBgn0015773	Region19229	Gd7	Down	-3.03831319023241	1.97757630544528	1.71273405086407
FBgn0003463	Region19335	Gd7	Down	-2.08982163726088	1.32806448009553	1.22211239748296
FBgn0003463	Region19336	Gd7	Down	-3.20743859177793	2.57478133956404	1.140739002404
FBgn0003463	Region19337	Gd7	Down	-2.11833808569991	1.72128858670559	0.724920095381163
FBgn0003463	Region19339	Gd7	Down	-1.80618378053883	0.78052455898555	1.55940992359755
FBgn0003463	Region19340	Gd7	Down	-2.70511242546323	1.09428820486445	2.43785454114631
FBgn0003463	Region19342	Gd7	Down	-4.83808172453778	3.05300679630736	2.85880306353206
FBgn0261245	Region19514	Toll10b	Up	-1.03121326473113	2.07876695529465	-1.34698473452999
FBgn0001250	Region19525	Toll10b	Up	-2.57421490623467	4.27425732738547	-2.10902724577062
FBgn0030900	Region19694	Toll10b	Up	-2.08902570534777	3.34202939160479	-1.53806292708267
FBgn0003963	Region109	Toll9	Down	1.32381866368106	0.0760198477196084	-2.03080224442975
