geneID	min	max	mean	sd	overQC
Region5156	7.41075759794907	7.95693903286414	7.67608868919105	0.221527082465549	12
Region5157	7.27255919678794	8.33191503155656	7.60208367992224	0.37093703472818	12
Region5158	7.11406868494498	7.80513704153313	7.48677653235813	0.211578350936419	12
Region5159	6.8493764023759	7.31285089357214	7.08894707377672	0.177387976039789	12
Region516	8.54060524050285	9.07886951283109	8.7738656478072	0.196575401949838	12
Region5160	6.92679733437397	7.32606917750833	7.14380486128305	0.0999526300163829	12
Region5161	7.33593843337039	8.08453501009478	7.66012892978572	0.282762323487967	12
Region5162	8.45555158151037	9.39462659796407	8.91445924511941	0.403452084259878	12
Region5163	6.45210199215327	7.13684774495624	6.74345845735642	0.199625545018572	12
Region5164	8.98756272650164	9.38071230132775	9.16134530127006	0.143628739354372	12
Region5165	7.49062703384931	7.90476446973485	7.69590105352807	0.126990334011326	12
Region5166	7.77740919515633	8.25433948526799	8.09013191344381	0.148663724119934	12
Region5167	7.30956190494702	7.92413729508236	7.65875830497079	0.19160614529504	12
Region5168	7.3663243294869	7.64146828219051	7.52147752270839	0.085870226342809	12
Region5169	5.79907238148014	7.08653229232329	6.72453670348683	0.413832782996783	12
Region517	5.73297950586421	6.44656499076417	6.15870399277519	0.242995144829556	12
Region5170	7.9180312680272	8.66959227425777	8.26020235605871	0.310527396747956	12
Region5171	6.05622506235258	6.75830823016146	6.50856883631233	0.245963304827358	12
Region5172	7.08699134634764	7.77906104223733	7.45396129354795	0.195896364245014	12
Region5173	7.99256219308487	8.53222330586076	8.19225196054707	0.176931728538526	12
Region5174	7.97652440551557	8.63715190322453	8.28298508713512	0.210375821334026	12
Region5175	9.21842940713493	9.95991791737929	9.53270895277185	0.306449790090011	12
Region5176	6.3422318785024	6.93689432226187	6.73029969358697	0.200363591811317	12
Region5177	9.58151203858221	10.0122899361309	9.77542125486918	0.162091665453491	12
Region5178	8.31627019502377	9.11044846115536	8.56466493399175	0.294970048767694	12
Region5179	5.98528725117262	6.66228848035253	6.35369472825458	0.255987773985404	12
Region518	7.0691241783455	7.8412128122929	7.3542504082217	0.277681169566184	12
Region5180	7.21466709132824	7.73621417446219	7.57108820710002	0.159880255102174	12
Region5181	8.80091884754874	9.09075484875778	8.95580000952356	0.0772620584192838	12
Region5182	8.00679652877242	8.36655458145966	8.17342576438307	0.108055665839325	12
Region5183	7.23290670892296	8.26278738727291	7.89697926879843	0.370098069025954	12
Region5184	8.49151843007062	9.01956175561607	8.74896088598638	0.219570808181705	12
Region5185	7.24216906703484	7.89528253234369	7.57424260560613	0.20569907062361	12
