geneID	factor	direction	annotation	annotation2	PROseq_Time	PROseq_Gd7	PROseq_Toll10b	PROseq_Toll9	PPC_Gd7	PPC_Time	PPC_Toll10b	PPC_Toll9	PPC_factor	PPC_direction	ATACseq_geneID	ATACseq_factor	ATACseq_direction	ATACseq_Time	ATACseq_Gd7	ATACseq_Toll10b	ATACseq_Toll9	CBP_factor	CBP_direction	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_geneID	K27ac_factor	K27ac_direction	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	SYMBOL	SYMBOL_unique	PC1	PC2	PC3	PC4
FBgn0001983	Gd7	Down	This	DE	2.61428279384725	-6.00249195382304	2.65908160544537	4.53873092396599	-6.98453816570046	2.48192467385142	2.37521640910733	5.88076331126725	Gd7	Down	Region1127	Time	Down	-1.60975014356894	-1.24136606242119	1.00175544777724	0.25036582208076	Toll10b	Up	-2.20986393493048	4.38769182848063	-2.45076007347955	Region751	Toll10b	Up	-5.65692689121773	9.06573586368299	-5.00796000676714	-9.1081568885694	14.4551831399409	-7.20835425816593	wor	wor.3	13.3468296712614	-4.1338822887828	6.90204268003709	-2.50358327814259
FBgn0002609	Gd7	Down	This	DE	2.27286959963613	-3.51349186681071	1.80137872021429	2.32269164683025	-2.3455562818185	1.58708193920135	1.3145874661624	1.14017039516705	Gd7	Down	Region6860	Time	Up	2.97271279967411	-1.09086462318442	0.566182342944357	0.66786010862237	Gd7	Down	-2.12646910868699	1.40814272154834	1.40766165739331	Region4530	Gd7	Down	-1.71934957892197	-0.058038013556186	1.63184060782877	-4.93668331079338	1.91628705093651	3.70736237384445	E(spl)m3-HLH	E.spl.m3.HLH	1.11793558100511	5.82725812104267	-0.172119107714632	0.105152856798771
FBgn0003117	Gd7	Up	Literature & Roshan & This	DE	1.57509670666568	10.0913561267081	-7.16049177629175	-3.96190754036439	7.14508981167635	0.33890777713157	-5.92772216178813	-0.367784639728363	Gd7	Up	Region6075	Gd7	Up	-0.522782306729481	2.63751518891281	-1.60885883880931	-1.27269210822951	Toll10b	Down	1.99168996668525	-2.14519061549014	-0.212606056797893	Region4038	Gd7	Up	5.70011468301116	-2.33408827024817	-2.57773190059212	10.3293198386092	-6.08813772454762	-4.06303006561952	pnr	pnr	-20.1613973714749	-7.28493720017589	1.30095418124408	6.05413450813414
FBgn0003396	Gd7	Up	Roshan & This	DE	-1.09589942800466	4.01938188622812	-1.85679445845018	-2.93527003452486	1.0099225351536	0.124417800156175	-0.542122411636249	-0.529509253713408	Gd7	Up	Region2160	Time	Down	-3.57313909084594	2.57350650861938	-0.370047137147595	-2.95233247743146	Toll9	Down	3.28651699063677	-1.15842841901255	-3.53783008016631	Region1419	Gd7	Up	3.61057018191783	-1.50613240746443	-1.6017667145247	9.47059368117398	-3.03460796362458	-8.09192927212247	shn	shn	-14.0288212827607	-9.62079714735089	0.103777967909932	-0.845042930181945
FBgn0003396	Gd7	Up	Roshan & This	DE	-1.09589942800466	4.01938188622812	-1.85679445845018	-2.93527003452486	1.0099225351536	0.124417800156175	-0.542122411636249	-0.529509253713408	Gd7	Up	Region2173	Time	Down	-0.657339098066978	-0.24192848762882	-0.177364639808797	0.58000905268069	Toll9	Down	1.45495372440416	-0.149993073292941	-2.051810280203	Region1430	Gd7	Up	2.02041714916216	-0.650748935288946	-1.11162519526861	3.2334423859375	-0.978106648390684	-2.58342642279092	shn	shn.1	-9.01036804214067	-4.12941060183932	-0.460933016519762	3.37224095348146
FBgn0003448	Gd7	Down	Literature & Roshan & This	DE	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	-0.124568281402516	0.0900252480121832	-0.713356361152719	1.32515933864004	Toll9	Up	Region1123	Time	Down	-2.37873793650505	-2.31547679175012	1.02316886515883	1.67225684005369	Toll10b	Up	-2.47174335700081	2.64387551632418	0.288429966862702	Region749	Toll10b	Up	-5.27191834462554	6.00373416218933	-1.92622733910742	-10.0591384933765	9.67077854367234	0.0344594678089718	sna	sna	11.7870625361122	3.09317534634603	1.21152545614921	-2.28535645529432
FBgn0003448	Gd7	Down	Literature & Roshan & This	DE	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	-0.124568281402516	0.0900252480121832	-0.713356361152719	1.32515933864004	Toll9	Up	Region1125	Toll9	Up	0.298894096806544	-2.18331121055344	0.122605710434017	2.7774886565468	Gd7	Down	-3.88378895739623	2.3521496344159	2.86496309435424	Region750	Toll10b	Up	-2.6673314574774	3.56713110342784	-1.56819965192685	-8.73443162542707	6.04188644827776	4.07425209897419	sna	sna.1	8.42650564740196	7.02475589422245	-0.842350956977265	-2.15378815146339
FBgn0003448	Gd7	Down	Literature & Roshan & This	DE	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	-0.124568281402516	0.0900252480121832	-0.713356361152719	1.32515933864004	Toll9	Up	Region1126	Toll9	Up	1.16129651966481	-1.18166414498189	-0.52019979119166	2.339512034272	Gd7	Down	-2.34048565345637	1.00980214206162	2.27209962707466	Region750	Toll10b	Up	-2.6673314574774	3.56713110342784	-1.56819965192685	-6.18948125591566	4.0567334542978	3.04341200941981	sna	sna.2	5.58467031417348	6.1043182030018	-1.22251051617138	-3.69479338047092
FBgn0003448	Gd7	Down	Literature & Roshan & This	DE	0.543002145741928	-7.58961117415625	5.2182190263872	3.20761960950945	-0.124568281402516	0.0900252480121832	-0.713356361152719	1.32515933864004	Toll9	Up	Region1127	Time	Down	-1.60975014356894	-1.24136606242119	1.00175544777724	0.25036582208076	Toll10b	Up	-2.20986393493048	4.38769182848063	-2.45076007347955	Region751	Toll10b	Up	-5.65692689121773	9.06573586368299	-5.00796000676714	-9.1081568885694	14.4551831399409	-7.20835425816593	sna	sna.3	14.5995319527162	-4.38955956552009	4.27103226576201	-4.01446056604709
FBgn0003463	Gd7	Down	Literature & This	DE	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-1.19002985793097	-0.541344873815543	0.181955179355873	1.36162481262385	Toll9	Up	Region8822	Time	Down	-2.83627063741439	-2.3512716457349	0.783780095257442	2.06195925061416	Gd7	Down	-2.74187181994973	1.59789990448261	2.10647035576563	Region5451	Gd7	Down	-4.05620612934123	1.54527360673555	1.96397978424411	-9.14934959502586	3.9269536064756	6.1324093906239	sog	sog	7.09183850809376	10.5433910296475	0.386458148925884	-2.68887114346515
FBgn0003463	Gd7	Down	Literature & This	DE	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-1.19002985793097	-0.541344873815543	0.181955179355873	1.36162481262385	Toll9	Up	Region8822	Time	Down	-2.83627063741439	-2.3512716457349	0.783780095257442	2.06195925061416	Gd7	Down	-2.74187181994973	1.59789990448261	2.10647035576563	Region5452	Gd7	Down	-4.99636528301782	1.16200942270828	3.25035970237705	-10.0895087487024	3.54368942244833	7.41878930875684	sog	sog.1	7.38062454315502	11.9512562402058	0.0047597153189467	-2.02541068851023
FBgn0003463	Gd7	Down	Literature & This	DE	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-1.19002985793097	-0.541344873815543	0.181955179355873	1.36162481262385	Toll9	Up	Region8823	Gd7	Down	-0.776596846111484	-1.78008239485163	0.822453436328182	1.23445573277657	Gd7	Down	-2.03217838540647	1.06804841136369	1.71683009182887	Region5452	Gd7	Down	-4.99636528301782	1.16200942270828	3.25035970237705	-8.80862606327592	3.05251127040015	6.20164552698249	sog	sog.2	6.30953203247996	10.7787663387854	0.125372328434603	-2.92667185399206
FBgn0003463	Gd7	Down	Literature & This	DE	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-1.19002985793097	-0.541344873815543	0.181955179355873	1.36162481262385	Toll9	Up	Region8824	Time	Down	-4.76376652040674	-1.74371188383894	1.54805425753688	0.150774725205789	Gd7	Down	-3.89784102325064	2.91857788385987	2.12866701664448	Region5453	Gd7	Down	-3.66111657667781	1.22187152018932	1.96649093519247	-9.30266948376739	5.68850366158607	4.24593267704274	sog	sog.3	8.41016762596084	8.54717706948233	1.3374926853028	-2.91296437776099
FBgn0003463	Gd7	Down	Literature & This	DE	-2.03313107138694	-8.2363336626017	4.10661706994707	5.60329613268799	-1.19002985793097	-0.541344873815543	0.181955179355873	1.36162481262385	Toll9	Up	Region8824	Time	Down	-4.76376652040674	-1.74371188383894	1.54805425753688	0.150774725205789	Gd7	Down	-3.89784102325064	2.91857788385987	2.12866701664448	Region5454	Gd7	Down	-3.382712878251	1.58073167092631	1.31050137934991	-9.02426578534058	6.04736381232306	3.58994312120018	sog	sog.4	8.49533963242347	7.83626591647418	1.58502779333959	-3.15212785532033
FBgn0003896	Gd7	Up	Literature & Roshan & This	DE	0.286585349677546	8.72505060842535	-5.7666369140451	-4.00422694529184	1.66057000600596	0.456731704620636	-1.06710475821635	-0.586912937806474	Gd7	Up	Region1313	Gd7	Up	0.471895281125568	4.35419668883265	-2.76402533195985	-1.9470624302676	Gd7	Up	4.39710819408815	-3.30282403144565	-2.38739099774133	Region852	Gd7	Up	5.39558098196466	-2.42177342559647	-2.20192465277559	14.1468858648855	-8.48862278900197	-6.53637808078452	tup	tup	-23.1758371944739	-9.34176145443219	0.115689716899214	2.12862907962769
FBgn0003896	Gd7	Up	Literature & Roshan & This	DE	0.286585349677546	8.72505060842535	-5.7666369140451	-4.00422694529184	1.66057000600596	0.456731704620636	-1.06710475821635	-0.586912937806474	Gd7	Up	Region1314	Gd7	Up	-1.18658321752783	5.10756764360282	-3.56292105567584	-1.82677796975308	Gd7	Up	4.50986738185557	-3.2450613958464	-2.63926752607819	Region853	Gd7	Up	5.19699396624693	-2.37152085450932	-2.07729409596642	14.8144289917053	-9.17950330603156	-6.54333959179769	tup	tup.1	-24.0429345623228	-9.32258474485327	-0.0961958863071568	1.77504914264205
FBgn0003963	Gd7	Up	Literature & Roshan & This	DE	0.976732216186734	6.63975391180539	-2.55275073173129	-5.55059468876924	0.789698157933224	-0.281878925465684	-0.18330861050655	-0.80254407409992	Toll9	Down	Region112	Gd7	Up	-0.989517225093821	3.86673917419218	-1.78688696763722	-2.6810403530439	Gd7	Up	3.7282684796918	-2.20027206385482	-2.82744557362077	Region42	Gd7	Up	5.16505890025124	-1.94857069568281	-2.522330023408	12.7600665541352	-5.93572972717485	-8.03081595007267	ush	ush	-18.9842928333859	-11.173129216304	-1.99037604733361	0.585335045624515
FBgn0004360	Gd7	Up	This	DE	1.47116564822172	5.72246525070357	-4.35081257975259	-1.85070917642801	1.69946522278305	0.323173257615638	-1.62567066914227	0.260910823181876	Gd7	Up	Region1995	Time	Down	-0.791193489650089	0.270979987905445	-0.0264297163658448	-0.32873987849359	Toll9	Down	1.87178829163493	-0.213077775904531	-2.61272346082296	Region1316	Gd7	Up	4.49604582489658	-2.6592684106671	-1.11597458203564	6.63881410443696	-2.89877590293748	-4.05743792135219	Wnt2	Wnt2	-13.6025391406541	-5.53997930957479	1.6744002094088	3.0557092266085
FBgn0004360	Gd7	Up	This	DE	1.47116564822172	5.72246525070357	-4.35081257975259	-1.85070917642801	1.69946522278305	0.323173257615638	-1.62567066914227	0.260910823181876	Gd7	Up	Region2006	Gd7	Down	1.35359410747212	-6.33280308121213	4.41718528968951	2.26561239123668	Gd7	Down	-2.55212687142837	2.50542012269751	0.598173951779625	Region1322	Toll9	Down	0.333692489573318	1.49480189122009	-1.97978976584789	-8.55123746306718	8.41740730360711	0.883996577168415	Wnt2	Wnt2.1	3.07117526327634	-0.819136879654651	4.12148432591147	11.8231633484513
FBgn0004512	Gd7	Down	Literature & Roshan & This	DE	-2.53544146953846	-3.88136498430311	3.80263795229397	0.0938740273976092	-4.94525424724193	-1.89194766791222	3.98628149076645	0.442519610821623	Gd7	Down	Region2327	Gd7	Up	-0.621935372355532	0.685449836125593	-0.50977969129512	-0.200069387890834	Toll9	Down	-0.27862168340185	1.66598243693994	-1.79822600966229	Region1537	Toll10b	Up	-1.62121309402201	2.48107864902251	-1.30399743813455	-1.21438494129827	3.63728139466733	-3.30229283568767	Mdr49	Mdr49	0.908307330398189	-2.15770250059217	-0.914061870764629	-3.16615344905204
FBgn0015773	Gd7	Down	Roshan & This	DE	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	-1.97906687004717	0.168618466699053	2.00367209398565	-0.48232956363672	Toll10b	Up	Region8761	Toll9	Up	-0.0668566372986655	-2.47988446585051	-0.136380883531928	3.54775847509571	Toll9	Up	-1.88150360765672	0.528513524466246	2.20561672183668	Region5422	Toll9	Up	-1.30932798304909	-0.872155198213384	2.17084800453542	-5.67071605655632	-0.480022557279066	7.92422320146781	NetA	NetA	0.927716675643811	11.090733724389	-1.89745386514842	-1.33396636048825
FBgn0015773	Gd7	Down	Roshan & This	DE	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	-1.97906687004717	0.168618466699053	2.00367209398565	-0.48232956363672	Toll10b	Up	Region8761	Toll9	Up	-0.0668566372986655	-2.47988446585051	-0.136380883531928	3.54775847509571	Toll9	Up	-1.88150360765672	0.528513524466246	2.20561672183668	Region5423	Toll9	Up	-0.87274790808555	-0.960177416354138	1.87168399152833	-5.23413598159278	-0.56804477541982	7.62505918846072	NetA	NetA.1	0.60857286072573	10.7556958219596	-1.86602005496641	-1.59576928445722
FBgn0015773	Gd7	Down	Roshan & This	DE	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	-1.97906687004717	0.168618466699053	2.00367209398565	-0.48232956363672	Toll10b	Up	Region8762	Gd7	Down	-1.07927274459003	-4.08871965301234	3.08688666560429	1.12777392577409	Toll10b	Up	-2.29921232481058	3.31669711278181	-0.879118663890577	Region5424	Toll10b	Up	-3.09515036767165	4.07618397241671	-1.74900469723215	-9.48308234549457	10.4797677508028	-1.50034943534864	NetA	NetA.2	10.8318570502942	1.32700994235236	3.57381426082805	-0.998338931658587
FBgn0015773	Gd7	Down	Roshan & This	DE	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	-1.97906687004717	0.168618466699053	2.00367209398565	-0.48232956363672	Toll10b	Up	Region8762	Gd7	Down	-1.07927274459003	-4.08871965301234	3.08688666560429	1.12777392577409	Toll10b	Up	-2.29921232481058	3.31669711278181	-0.879118663890577	Region5425	Toll10b	Up	-3.40878140667617	4.48168203996955	-1.91777746905486	-9.79671338449909	10.8852658183556	-1.66912220717135	NetA	NetA.3	11.2992194490135	1.15757907310727	3.73885546674157	-0.869822983220371
FBgn0015773	Gd7	Down	Roshan & This	DE	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	-1.97906687004717	0.168618466699053	2.00367209398565	-0.48232956363672	Toll10b	Up	Region8764	Gd7	Down	0.292425148058498	-3.8858947710107	2.93929073826083	1.06394246291807	Toll10b	Up	-3.60756786392213	4.07917898978324	0.126035405844647	Region5427	Toll10b	Up	-2.17148931576078	2.68511218548864	-1.03127783923932	-9.66495195069361	9.70358191353271	0.158700029523397	NetA	NetA.4	10.3710360382267	2.92687810016099	2.9531662235897	-0.567589708397867
FBgn0023407	Gd7	Up	Roshan & This	DE	-1.04382920309083	4.65706671243882	-1.27496262305006	-4.59617598654641	0.743033828429528	-0.153385914811485	-0.561632280377818	-0.126741374535606	Gd7	Up	Region1002	Toll10b	Up	-0.846327242518538	-3.0013164533212	3.0804530322821	-0.33344818321223	Toll10b	Up	-3.71428489002231	4.80988517337801	-0.686650907695998	Region710	Toll10b	Up	-2.43748831920329	3.27976558576066	-1.45550350505964	-9.1530896625468	11.1701037914208	-2.47560259596787	B4	B4	6.62982836701798	-5.08557496544234	1.85252178277115	10.6954217213333
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8190	Time	Down	-3.26980488808391	-1.35108063659494	1.03655366632014	0.349110311002936	Gd7	Down	-3.23489815356811	3.22954929856341	0.686131613192812	Region5115	Gd7	Down	-4.42575384995753	1.28559761965907	2.59183766205431	-9.01173264012058	5.55170058454262	3.62707958625006	brk	brk	8.33534209735111	9.08563394380025	3.12329396479382	-4.5831922497396
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8190	Time	Down	-3.26980488808391	-1.35108063659494	1.03655366632014	0.349110311002936	Gd7	Down	-3.23489815356811	3.22954929856341	0.686131613192812	Region5116	Gd7	Down	-2.10279006485141	-0.0862113465988653	2.0128384783278	-6.68876885501446	4.17989161828468	3.04808040252355	brk	brk.1	6.00874691929071	8.3855202029047	2.79528938189538	-5.81898495956999
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8195	Gd7	Down	-1.30066796932381	-3.17858354802951	0.993007472316031	2.88235774684881	Gd7	Down	-4.38832692353336	2.01631209008054	4.09553582694307	Region5120	Toll9	Up	-4.50335734483905	-0.577540171235108	4.75117643001153	-12.0702678164019	2.43177939116146	11.7290700038034	brk	brk.2	7.88926287246429	17.3282723507042	0.382447595440877	-1.57325919115686
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8196	Toll9	Up	1.63643339718986	-2.78807907140879	0.302407494521575	3.33891398751635	Gd7	Down	-3.60678360212603	1.51757188910378	3.55302195557087	Region5122	Gd7	Down	-4.39495403262659	0.588840733228129	3.34485192995813	-10.7898167061614	2.40882011685348	10.2367878730453	brk	brk.3	7.1328132678143	15.789757393049	0.694845274969725	-2.48360460213852
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8197	Toll9	Up	-0.649676837354584	-2.61843271984676	0.0791469158285104	3.4278230653714	Toll9	Up	-2.03920081809472	0.719374228385064	2.19433308328572	Region5122	Gd7	Down	-4.39495403262659	0.588840733228129	3.34485192995813	-9.05258757056807	1.3873618774417	8.96700807861525	brk	brk.4	5.43374888300216	14.6117714008027	0.668159940579497	-3.64913653843498
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8197	Toll9	Up	-0.649676837354584	-2.61843271984676	0.0791469158285104	3.4278230653714	Toll9	Up	-2.03920081809472	0.719374228385064	2.19433308328572	Region5123	Gd7	Down	-2.46873670120248	0.363139741216243	1.84257866810034	-7.12637023914396	1.16166088542982	7.46473481675746	brk	brk.5	4.13882012882735	12.9386601318064	0.896013851715284	-4.83253128418768
FBgn0024250	Gd7	Down	Literature & This	DE	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-1.73648308749841	-0.556654591079361	0.451057973916848	1.68726057019792	Gd7	Down	Region8197	Toll9	Up	-0.649676837354584	-2.61843271984676	0.0791469158285104	3.4278230653714	Toll9	Up	-2.03920081809472	0.719374228385064	2.19433308328572	Region5124	Toll9	Up	-3.48019818495101	-0.813619722069897	4.08346073287249	-8.13783172289249	-0.0150985778563225	9.70561688152961	brk	brk.6	3.91773546391726	15.369269202871	0.0663226386920388	-3.98573319404309
FBgn0029939	Gd7	Down	This	DE	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	-2.02797071229202	2.14708357126518	1.13934176651842	0.981355555970316	Time	Up	Region8190	Time	Down	-3.26980488808391	-1.35108063659494	1.03655366632014	0.349110311002936	Gd7	Down	-3.23489815356811	3.22954929856341	0.686131613192812	Region5115	Gd7	Down	-4.42575384995753	1.28559761965907	2.59183766205431	-9.01173264012058	5.55170058454262	3.62707958625006	CG9650	CG9650	6.16166000204189	5.80837174286843	0.807204845834571	1.96378298293323
FBgn0029939	Gd7	Down	This	DE	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	-2.02797071229202	2.14708357126518	1.13934176651842	0.981355555970316	Time	Up	Region8190	Time	Down	-3.26980488808391	-1.35108063659494	1.03655366632014	0.349110311002936	Gd7	Down	-3.23489815356811	3.22954929856341	0.686131613192812	Region5116	Gd7	Down	-2.10279006485141	-0.0862113465988653	2.0128384783278	-6.68876885501446	4.17989161828468	3.04808040252355	CG9650	CG9650.1	3.83506482398149	5.10825800197287	0.479200262936137	0.72799027310284
FBgn0029939	Gd7	Down	This	DE	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	-2.02797071229202	2.14708357126518	1.13934176651842	0.981355555970316	Time	Up	Region8195	Gd7	Down	-1.30066796932381	-3.17858354802951	0.993007472316031	2.88235774684881	Gd7	Down	-4.38832692353336	2.01631209008054	4.09553582694307	Region5120	Toll9	Up	-4.50335734483905	-0.577540171235108	4.75117643001153	-12.0702678164019	2.43177939116146	11.7290700038034	CG9650	CG9650.2	5.71558077715507	14.0510101497724	-1.93364152351837	4.97371604151597
