geneID	factor	direction	annotation	annotation2	PROseq_Time	PROseq_Gd7	PROseq_Toll10b	PROseq_Toll9	PPC_Gd7	PPC_Time	PPC_Toll10b	PPC_Toll9	PPC_factor	PPC_direction	ATACseq_geneID	ATACseq_factor	ATACseq_direction	ATACseq_Time	ATACseq_Gd7	ATACseq_Toll10b	ATACseq_Toll9	CBP_factor	CBP_direction	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_geneID	K27ac_factor	K27ac_direction	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	SYMBOL	SYMBOL_unique	PC1	PC2	PC3	PC4
FBgn0000395	Gd7	Up	Roshan & This	DE	-1.52698576439372	8.33961633635676	-6.12614256528664	-2.9896508047406	1.66318446978712	-0.357056201283015	-1.64514190011459	0.342821107236931	Gd7	Up	Region3001	Gd7	Up	-2.54142014439013	2.56809528013198	-2.30018042656725	-0.193193904522843	Gd7	Up	2.41024649954542	-1.82733971125367	-1.28599158214917	Region1993	Gd7	Up	4.60810864486463	-1.9424414977218	-2.02167317468512	9.58645042454203	-6.06996163554272	-3.50085866135713	cv-2	cv.2	-18.8634087827823	-5.90835092444448	1.08504269072628	4.5359316248954
FBgn0000395	Gd7	Up	Roshan & This	DE	-1.52698576439372	8.33961633635676	-6.12614256528664	-2.9896508047406	1.66318446978712	-0.357056201283015	-1.64514190011459	0.342821107236931	Gd7	Up	Region3001	Gd7	Up	-2.54142014439013	2.56809528013198	-2.30018042656725	-0.193193904522843	Gd7	Up	2.41024649954542	-1.82733971125367	-1.28599158214917	Region1994	Gd7	Up	5.13157863195866	-2.80689441414504	-1.52961948263366	10.1099204116361	-6.93441455196596	-3.00880496930567	cv-2	cv.2.1	-19.7740050583137	-5.40070864820672	0.70671189303203	4.35408409436668
FBgn0000395	Gd7	Up	Roshan & This	DE	-1.52698576439372	8.33961633635676	-6.12614256528664	-2.9896508047406	1.66318446978712	-0.357056201283015	-1.64514190011459	0.342821107236931	Gd7	Up	Region3002	Gd7	Up	-1.85758378523165	3.60433720614808	-1.63268346551324	-2.54606883779345	Gd7	Up	4.02953255509378	-2.48438715607898	-2.9136284307938	Region1994	Gd7	Up	5.13157863195866	-2.80689441414504	-1.52961948263366	12.7654483932005	-6.92396503573726	-6.98931675122091	cv-2	cv.2.2	-21.2651376457518	-9.30133624734519	1.59968354788279	2.21868734915878
FBgn0000395	Gd7	Up	Roshan & This	DE	-1.52698576439372	8.33961633635676	-6.12614256528664	-2.9896508047406	1.66318446978712	-0.357056201283015	-1.64514190011459	0.342821107236931	Gd7	Up	Region3002	Gd7	Up	-1.85758378523165	3.60433720614808	-1.63268346551324	-2.54606883779345	Gd7	Up	4.02953255509378	-2.48438715607898	-2.9136284307938	Region1995	Gd7	Up	4.71493363573692	-2.50916946815835	-1.48370328527788	12.3488033969788	-6.62624008975057	-6.94340055386513	cv-2	cv.2.3	-20.8118914249911	-9.23768757282786	1.68684324798437	2.43134548271943
FBgn0000490	Gd7	Up	Literature & Roshan & This	DE	-1.45082930620762	6.48117849718107	-4.76697150423632	-2.31523241262004	3.29861532666164	-1.40045901776982	-2.28680096495044	-0.896098912895267	Gd7	Up	Region254	Gd7	Up	1.27349860400895	3.94504084160436	-3.65279287362407	-0.126668969981431	Gd7	Up	2.98379124480501	-2.43327450776838	-1.36302534052235	Region137	Gd7	Up	3.68552224888402	-1.93158112504682	-1.19312961892954	10.6143543352934	-8.01764850643927	-2.68282392943332	dpp	dpp	-19.8335373217828	-4.3266718815615	-0.213329926137073	2.06245307279787
FBgn0001148	Gd7	Down	This	DE	1.62129635836724	-6.10301052606823	3.09220388135667	4.08479148186758	-0.0716361854039278	-0.546617032373565	-0.427195937379994	0.789455936200228	Toll9	Up	Region3290	Gd7	Up	-1.93890003746898	2.52953947313323	-1.55773759742165	-1.19957090756732	Gd7	Up	5.97927713041083	-4.30414998803814	-3.49681526505167	Region2231	Gd7	Up	4.77066478147683	-2.12448026178606	-1.96573470047761	13.2794813850209	-7.98636784724585	-6.6621208730966	gsb	gsb	-15.13774137765	-3.28634496233393	-0.808409822693434	-14.0782780723861
FBgn0001148	Gd7	Down	This	DE	1.62129635836724	-6.10301052606823	3.09220388135667	4.08479148186758	-0.0716361854039278	-0.546617032373565	-0.427195937379994	0.789455936200228	Toll9	Up	Region3290	Gd7	Up	-1.93890003746898	2.52953947313323	-1.55773759742165	-1.19957090756732	Gd7	Up	5.97927713041083	-4.30414998803814	-3.49681526505167	Region2232	Gd7	Up	4.7689582345364	-2.26888618442158	-1.80229712663266	13.2777748380805	-8.13077376988137	-6.49868329925165	gsb	gsb.1	-15.2371888155332	-3.11158974957657	-0.887881787124153	-14.0520663547527
FBgn0001983	Gd7	Down	This	DE	2.61428279384725	-6.00249195382304	2.65908160544537	4.53873092396599	-6.98453816570046	2.48192467385142	2.37521640910733	5.88076331126725	Gd7	Down	Region1123	Time	Down	-2.37873793650505	-2.31547679175012	1.02316886515883	1.67225684005369	Toll10b	Up	-2.47174335700081	2.64387551632418	0.288429966862702	Region749	Toll10b	Up	-5.27191834462554	6.00373416218933	-1.92622733910742	-10.0591384933765	9.67077854367234	0.0344594678089718	wor	wor	10.5343602546575	3.34885262308332	3.84253587042428	-0.774479167389818
FBgn0001983	Gd7	Down	This	DE	2.61428279384725	-6.00249195382304	2.65908160544537	4.53873092396599	-6.98453816570046	2.48192467385142	2.37521640910733	5.88076331126725	Gd7	Down	Region1125	Toll9	Up	0.298894096806544	-2.18331121055344	0.122605710434017	2.7774886565468	Gd7	Down	-3.88378895739623	2.3521496344159	2.86496309435424	Region750	Toll10b	Up	-2.6673314574774	3.56713110342784	-1.56819965192685	-8.73443162542707	6.04188644827776	4.07425209897419	wor	wor.1	7.17380336594717	7.28043317095974	1.78865945729781	-0.642910863558891
FBgn0001983	Gd7	Down	This	DE	2.61428279384725	-6.00249195382304	2.65908160544537	4.53873092396599	-6.98453816570046	2.48192467385142	2.37521640910733	5.88076331126725	Gd7	Down	Region1126	Toll9	Up	1.16129651966481	-1.18166414498189	-0.52019979119166	2.339512034272	Gd7	Down	-2.34048565345637	1.00980214206162	2.27209962707466	Region750	Toll10b	Up	-2.6673314574774	3.56713110342784	-1.56819965192685	-6.18948125591566	4.0567334542978	3.04341200941981	wor	wor.2	4.33196803271869	6.35999547973909	1.4084998981037	-2.18391609256642
