geneID	ATAC_region	ATAC_factor	ATAC_direction	Time	Gd7	Toll10b	Toll9
FBgn0004880	Region8282	Gd7	Down	1.2891391072244	-2.58553126122895	1.35868320632895	1.26275933607142
FBgn0035558	Region8390	Toll10b	Up	0.664972338114808	-1.01100904705104	2.30811574124494	-1.93071370998388
FBgn0052407	Region8545	Toll10b	Up	-0.00390893236943056	-2.07104122360495	3.32848012747397	-2.045202097499
FBgn0052407	Region8546	Toll10b	Up	-0.455372565276184	-2.0403986125959	3.79401267665005	-2.71735684836594
FBgn0052407	Region8548	Toll10b	Up	0.236739176198567	-1.40894053318999	2.58585060189188	-1.8300032253923
FBgn0268063	Region8746	Toll10b	Up	-0.99409452750593	-2.16332388011012	4.52041027778622	-3.5603455520689
FBgn0268063	Region8755	Toll10b	Up	-0.691926432732586	-1.26871023755248	2.34929543275762	-1.67626248422373
FBgn0268063	Region8757	Toll10b	Up	-0.0825378021981312	-1.82348139685583	2.75116730424963	-1.55587718923499
FBgn0262579	Region8831	Gd7	Up	-0.107957942409939	1.82403293886326	-0.66137812226721	-1.29629630953221
FBgn0262579	Region8832	Gd7	Up	0.00178208066396973	2.62930295392181	-1.66718195041039	-0.894577793034822
FBgn0262579	Region8833	Gd7	Up	0.990887856296535	2.9167617383538	-2.48328697027801	-0.127517325080522
FBgn0262719	Region8896	Gd7	Up	-1.10344866118652	2.47792474382317	-1.23045933707531	-1.3080081494783
FBgn0262719	Region8900	Gd7	Up	-1.43478335147201	1.68201057941712	-0.874792414264232	-0.833895383634596
FBgn0262719	Region8901	Gd7	Up	-0.993496034876062	2.05518828970452	-1.57115772366459	-0.333547416966685
FBgn0262719	Region8902	Gd7	Up	-0.827089581171214	2.17283628286898	-1.20490220458593	-0.975117969875744
FBgn0262719	Region8910	Gd7	Up	0.770458146059943	2.31992895723845	-0.870266246117959	-1.60903726553753
FBgn0262719	Region8926	Gd7	Up	0.577830879428075	3.36956447548298	-1.68827926941901	-1.75812402802006
