gd7_3h_rep1	gd7_3h_rep2	gd7_5h_rep1	gd7_5h_rep2	toll10b_3h_rep1	toll10b_3h_rep2	toll10b_5h_rep1	toll10b_5h_rep2	toll9_3h_rep1	toll9_3h_rep2	toll9_5h_rep1	toll9_5h_rep2
FBgn0027496	335	229	233	241	268	313	252	221	288	284	133	253
FBgn0031822	233	130	172	114	231	274	143	198	237	268	82	175
FBgn0051638	476	265	112	179	168	192	213	136	541	534	115	295
FBgn0031824	10	1	10	5	5	10	13	8	6	4	7	11
FBgn0031826	125	56	40	42	43	48	64	38	155	166	37	98
FBgn0051637	164	94	111	140	107	134	152	127	145	149	52	173
FBgn0000320	148	84	464	612	65	109	608	479	94	103	68	222
FBgn0031829	7	9	10	2	4	9	16	14	8	8	6	10
FBgn0031830	411	226	163	197	242	305	184	233	276	283	130	206
FBgn0031832	160	78	197	174	90	117	222	186	124	130	87	205
FBgn0031831	186	86	76	125	85	93	126	92	174	148	59	137
FBgn0263916	305	145	250	133	188	249	161	253	248	293	77	184
FBgn0031834	310	199	121	144	174	211	154	142	224	218	91	136
FBgn0031835	22	8	5	7	10	5	12	8	20	14	15	12
FBgn0031836	2060	1123	1226	786	1111	1269	804	1721	1102	1074	498	1234
FBgn0031837	12	3	6	2	7	8	1	3	8	6	8	5
FBgn0085374	43	15	4	9	8	9	10	3	13	6	4	2
FBgn0051634	222	104	45	53	80	84	106	32	123	120	45	46
FBgn0051635	2314	1271	693	1005	959	1052	1019	787	1626	1475	427	1229
FBgn0286898	865	514	508	485	378	430	541	556	403	357	216	615
FBgn0051633	11	0	2	5	8	9	12	3	3	8	6	6
FBgn0051636	7	2	6	3	8	4	10	4	9	5	8	4
FBgn0028467	162	96	101	133	56	76	144	96	97	97	41	86
FBgn0031844	10	2	5	6	1	2	5	5	6	3	3	4
FBgn0085339	82	54	47	24	51	62	33	42	44	69	19	41
FBgn0000392	70	28	51	46	32	40	45	53	51	51	28	56
FBgn0263200	44	27	170	120	38	65	123	213	47	44	56	124
FBgn0028990	11	7	28	12	7	14	13	16	8	10	18	29
FBgn0000351	36	23	70	89	48	67	92	93	46	50	49	114
FBgn0031848	126	100	386	230	204	244	251	519	156	131	150	287
FBgn0028703	186	102	156	182	131	201	186	148	209	209	118	243
FBgn0031849	47	22	34	44	33	22	56	39	40	51	20	34
FBgn0031850	39	25	63	13	45	71	38	44	33	29	37	66
FBgn0025595	13	4	26	1	20	33	11	33	12	6	8	1
FBgn0031851	1070	686	552	325	927	1100	371	518	574	561	121	253
FBgn0025777	1166	600	292	337	466	564	330	341	795	804	163	393
FBgn0046704	353	197	217	243	190	217	273	213	252	245	98	244
FBgn0031853	41	28	40	25	25	38	40	24	46	34	24	44
FBgn0031854	50	24	12	10	37	34	19	4	26	23	10	8
FBgn0031855	2	2	6	4	7	2	6	4	5	2	7	9
FBgn0051910	1	3	3	0	0	1	1	1	3	3	6	2
FBgn0265257	0	1	0	0	0	0	3	1	0	2	0	1
FBgn0031856	15	5	8	6	6	8	8	5	6	9	4	9
FBgn0031857	31	20	28	21	36	25	35	21	29	20	28	37
FBgn0031858	37	25	5	5	9	11	11	6	6	4	6	12
FBgn0015776	9	3	17	9	6	16	12	16	15	7	10	27
FBgn0015777	39	31	125	158	51	69	169	118	95	73	77	215
FBgn0042189	1	0	1	2	0	2	1	0	0	1	0	1
FBgn0031859	4	3	3	4	1	4	5	2	6	4	2	2
FBgn0031860	6	4	3	7	4	8	6	9	10	5	8	10
FBgn0031861	1	2	3	2	3	3	8	2	5	2	5	4
FBgn0051632	18	16	44	26	14	22	28	35	27	21	25	35
FBgn0017551	213	136	379	400	232	264	473	389	261	271	240	479
FBgn0086451	496	237	793	764	459	580	851	855	511	538	305	811
FBgn0031865	15	1	12	5	2	13	16	7	18	10	4	15
FBgn0031866	24	15	19	13	9	14	23	13	18	22	21	26
FBgn0042092	449	283	491	316	371	440	342	502	282	298	199	294
FBgn0031868	862	453	574	560	539	648	593	578	677	684	236	630
FBgn0011737	408	187	284	293	216	283	345	315	307	297	192	450
FBgn0028554	1628	1065	664	661	815	965	680	763	1160	1142	366	666
FBgn0052829	766	324	309	344	428	608	372	289	562	585	134	390
FBgn0026196	1729	923	1007	1097	1067	1322	1214	1137	1618	1653	409	970
FBgn0004838	1329	618	568	711	696	788	936	617	1197	1115	398	950
FBgn0262877	4	5	2	6	0	2	6	3	6	4	5	9
FBgn0031869	184	115	85	155	57	82	189	104	79	98	93	201
FBgn0031871	141	55	87	96	66	115	128	86	104	117	71	130
FBgn0031872	705	325	460	558	442	453	641	555	577	625	271	717
FBgn0031873	345	180	135	137	173	199	151	132	177	209	103	141
FBgn0020616	566	295	526	606	297	381	661	614	420	414	327	763
FBgn0031874	245	161	156	144	139	177	123	186	165	164	58	130
FBgn0031875	629	401	239	281	574	606	251	284	594	578	192	401
FBgn0031876	623	312	128	170	298	362	159	140	404	409	102	216
FBgn0031877	91	64	25	20	64	61	33	37	95	99	34	40
FBgn0031878	787	386	379	503	357	518	563	387	540	569	236	590
FBgn0021944	626	361	210	269	414	455	273	263	471	487	145	253
FBgn0264922	370	177	199	222	222	281	304	225	316	268	165	312
FBgn0016978	891	499	347	401	499	607	450	362	663	636	204	458
FBgn0031879	3918	2004	772	1998	3397	3754	2180	924	3440	3321	661	1969
FBgn0263026	4	0	2	1	1	3	5	0	7	2	2	5
FBgn0263027	167	93	54	52	76	95	43	40	108	122	27	57
FBgn0000053	79	41	46	55	52	77	74	58	83	67	44	77
FBgn0003046	110	62	3	5	35	45	5	3	56	32	1	4
FBgn0051908	554	321	219	203	283	371	266	281	371	358	103	253
FBgn0031881	299	116	63	65	116	128	65	52	176	179	34	70
FBgn0031882	205	106	79	91	117	101	120	97	116	111	49	116
FBgn0031883	1646	822	598	815	656	759	795	659	1196	1089	342	790
FBgn0262872	2078	1132	850	943	1832	2057	973	880	1956	2015	493	1314
FBgn0031885	117	52	249	460	94	111	568	295	124	147	155	394
FBgn0051907	8	7	2	3	1	2	2	5	3	2	5	4
FBgn0266666	93	57	80	78	50	92	60	85	97	113	46	127
FBgn0031886	125	79	202	169	105	141	209	224	338	325	167	272
FBgn0031887	18	11	6	6	11	14	9	10	9	14	3	5
FBgn0031888	5	2	24	6	9	8	10	24	5	3	2	3
FBgn0085407	83	39	114	223	37	37	227	116	48	40	44	96
FBgn0031893	269	161	202	211	227	210	202	196	231	236	89	226
FBgn0031894	32	19	25	14	23	27	28	12	31	30	9	10
FBgn0031895	208	92	155	123	128	128	129	137	160	165	71	219
FBgn0031896	22	12	10	27	9	19	29	10	24	20	30	10
FBgn0031897	953	411	203	395	509	582	402	203	780	801	166	408
FBgn0263133	729	348	277	325	362	394	319	298	439	411	144	272
FBgn0259111	569	284	136	173	749	855	205	134	371	343	100	233
FBgn0264343	2	1	3	2	1	1	4	8	2	0	1	1
FBgn0264344	10	11	3	6	25	26	6	11	11	11	3	14
FBgn0031900	14	5	12	7	3	9	20	14	12	10	15	37
FBgn0010453	51	22	49	63	19	35	86	36	62	37	77	124
FBgn0051909	16	5	6	7	17	26	9	8	12	8	1	9
FBgn0284084	179	94	215	240	270	327	255	255	452	486	240	613
FBgn0031902	6	8	5	6	5	6	7	11	12	6	6	5
FBgn0031903	4	4	8	6	5	3	10	8	10	13	8	12
FBgn0002938	30	14	9	15	9	20	19	14	17	15	15	21
FBgn0031904	165	97	319	262	184	250	291	324	174	167	146	323
FBgn0031905	4	2	6	3	5	4	5	4	4	8	6	5
FBgn0031906	9	3	11	4	2	7	7	4	8	6	4	6
FBgn0031907	40	8	174	78	41	78	86	196	67	60	94	171
FBgn0031908	12	2	33	7	13	16	10	20	10	10	15	22
FBgn0031909	68	30	33	50	25	40	49	32	49	44	26	32
FBgn0031910	17	8	1	5	2	9	2	9	9	8	4	3
FBgn0028387	722	376	455	436	436	529	478	421	561	523	243	583
FBgn0283658	114	55	154	153	84	119	185	146	102	110	69	178
FBgn0031913	5	2	40	9	13	9	11	30	6	6	11	27
FBgn0031914	8	6	16	4	13	13	24	11	11	13	9	10
FBgn0025697	15	6	9	8	3	4	11	11	7	7	7	18
FBgn0041247	2	6	4	6	1	1	5	2	4	4	5	2
FBgn0045495	29	15	20	25	11	17	25	5	33	28	21	17
FBgn0031918	4	3	1	5	3	3	3	1	4	1	3	5
FBgn0260486	402	189	257	651	189	254	694	318	309	325	225	571
FBgn0031920	11	4	3	2	2	8	3	3	9	3	2	5
FBgn0011283	100	80	68	122	57	80	151	55	99	84	60	109
FBgn0264895	1189	563	576	937	490	646	970	663	600	643	333	957
FBgn0083141	9	3	3	2	2	2	4	1	7	3	4	5
FBgn0031925	7	5	4	5	2	3	15	4	5	3	5	7
FBgn0031926	7	5	158	9	55	57	15	143	8	8	3	8
FBgn0264087	20	22	9	11	18	21	18	11	30	24	21	21
FBgn0040299	33	14	74	41	31	37	49	62	20	18	30	51
FBgn0031929	2	2	3	2	2	4	5	3	7	2	2	5
FBgn0031930	4	1	13	2	3	5	9	10	3	4	8	6
FBgn0262880	0	0	0	3	1	0	1	0	0	1	1	0
FBgn0041182	26	13	68	50	22	30	63	59	27	23	25	54
FBgn0041181	19	7	13	12	13	14	19	7	16	7	27	13
FBgn0267326	4	2	9	4	4	3	13	6	9	4	5	5
FBgn0053296	5	6	6	1	3	6	6	2	3	2	5	11
FBgn0031935	6	2	3	0	5	4	5	1	3	5	5	9
FBgn0031936	8	2	4	2	7	4	8	2	2	7	12	24
FBgn0031937	9	2	18	6	6	7	19	6	5	5	9	7
FBgn0031939	7	3	5	4	5	5	3	4	10	8	6	7
FBgn0260479	7	8	1	4	1	6	5	2	5	5	4	4
FBgn0014454	4	4	0	1	0	2	2	1	1	1	1	0
FBgn0031940	1	1	4	0	2	2	3	2	1	0	0	2
FBgn0031941	1	1	0	1	1	2	3	1	3	1	0	2
FBgn0031942	1	3	1	0	2	2	2	1	4	0	3	0
FBgn0267689	10	5	8	10	10	7	16	4	19	15	13	23
FBgn0031945	71	26	4	5	9	6	3	6	7	7	5	3
FBgn0020880	14	7	4	4	3	14	9	4	13	11	11	8
FBgn0003961	24	15	2	3	10	10	8	2	4	1	6	5
FBgn0031946	34	12	5	2	4	5	7	5	8	9	1	5
FBgn0031947	1209	556	601	688	690	803	724	688	961	913	346	880
FBgn0031948	16	15	31	18	12	22	21	18	25	24	19	34
FBgn0286198	317	155	282	238	161	199	239	255	268	269	168	423
FBgn0031950	278	101	134	141	132	180	143	154	195	178	62	191
FBgn0031951	242	125	112	120	108	124	127	114	130	154	54	123
FBgn0031952	39	13	107	60	31	58	67	106	34	33	39	87
FBgn0261800	424	225	623	607	358	489	666	661	455	470	268	679
FBgn0027515	67	45	66	59	59	72	85	56	48	57	30	65
FBgn0020618	322	194	535	446	343	407	634	579	360	343	256	454
FBgn0004177	195	93	233	361	161	206	377	263	234	225	164	363
FBgn0031954	2	2	3	0	2	5	1	1	4	2	4	5
FBgn0031955	19	13	30	19	55	62	34	43	20	25	11	24
FBgn0040099	6	2	7	3	3	5	3	2	3	1	4	2
FBgn0031957	1	1	3	2	3	5	1	1	1	3	1	3
FBgn0045038	1	0	0	3	2	2	3	2	2	1	0	5
FBgn0031959	94	43	55	225	45	73	243	71	117	116	74	194
FBgn0031961	320	158	250	353	216	286	390	271	292	309	196	373
FBgn0261790	325	171	232	179	213	214	236	186	247	236	95	208
FBgn0083968	32	18	41	17	17	28	18	31	19	25	19	34
FBgn0051902	15	7	5	11	3	3	21	0	7	2	7	3
FBgn0053121	8	1	14	2	7	8	7	7	5	4	4	5
FBgn0085450	17	12	61	17	12	34	20	79	22	19	9	21
FBgn0031968	12	5	2	4	6	10	5	0	10	1	3	11
FBgn0031969	140	59	236	275	110	124	316	239	118	136	82	229
FBgn0031970	4	8	11	8	7	20	16	12	9	9	13	14
FBgn0031971	35	24	63	30	22	37	53	47	25	23	23	49
FBgn0031972	73	37	31	41	42	42	43	34	65	64	18	49
FBgn0031973	9	4	22	7	9	10	13	21	9	8	14	12
FBgn0031974	65	48	47	37	35	42	48	50	30	30	29	67
FBgn0054010	20	14	27	42	9	14	47	23	20	20	23	41
FBgn0031975	14	8	22	25	14	15	15	13	18	11	15	19
FBgn0031976	8	2	2	2	3	5	10	5	13	10	4	3
FBgn0031977	1768	926	440	481	811	815	577	523	1027	1018	292	611
FBgn0044323	849	434	276	382	394	430	347	328	708	680	181	422
FBgn0031979	35	28	29	32	13	15	29	48	27	27	35	61
FBgn0031980	560	304	278	252	260	299	252	368	373	340	201	338
FBgn0031981	1893	932	686	875	1205	1316	975	749	1434	1464	436	1112
FBgn0011230	1343	744	1135	1261	910	871	1144	1212	1253	1135	727	1482
FBgn0013531	256	152	115	128	137	165	152	125	178	221	76	153
FBgn0010287	1004	540	433	306	562	637	352	550	671	634	239	382
FBgn0267488	436	201	602	1126	244	345	1133	700	428	445	382	1177
FBgn0261822	348	202	319	373	153	190	399	325	214	219	147	377
FBgn0031985	286	158	211	194	157	217	237	248	260	287	120	299
FBgn0031986	20	11	4	39	4	9	26	1	9	8	6	2
FBgn0031987	143	99	39	33	62	77	45	40	102	115	22	49
FBgn0031988	403	166	246	190	180	199	258	264	238	243	92	240
FBgn0031990	491	158	154	175	364	512	176	139	281	300	96	211
FBgn0261830	297	133	12	38	142	206	32	11	183	163	40	44
FBgn0261831	18	5	10	17	14	14	22	9	19	17	6	17
FBgn0263256	883	463	104	123	623	651	141	109	487	528	58	135
FBgn0051606	13	13	4	4	32	23	4	0	15	13	5	4
FBgn0261064	118	59	56	53	130	130	71	63	119	102	47	109
FBgn0031992	137	67	65	73	93	122	94	79	131	132	27	92
FBgn0264953	1429	720	814	939	1323	1487	969	908	1561	1626	900	2210
FBgn0083970	9	1	2	1	1	2	4	4	5	3	0	5
FBgn0031995	44	21	26	16	25	19	28	12	24	29	15	23
FBgn0031996	136	76	108	87	107	127	69	117	90	91	45	107
FBgn0031997	215	122	104	132	116	143	173	97	137	169	84	106
FBgn0031998	7	2	2	4	0	5	9	5	3	3	6	7
FBgn0031999	51	25	43	38	46	59	42	55	18	20	12	15
FBgn0003607	607	295	492	352	549	758	380	481	455	497	143	428
FBgn0015299	71	41	63	56	33	54	59	73	56	58	33	73
FBgn0032000	4	9	17	11	10	14	14	44	8	12	7	25
FBgn0032001	48	30	83	36	55	68	48	55	49	70	32	77
FBgn0032002	27	6	35	19	35	47	28	36	18	26	17	45
FBgn0032003	9	1	8	7	13	14	9	8	15	6	12	25
FBgn0032004	124	55	69	88	41	65	107	81	48	58	28	75
FBgn0032005	162	99	100	123	62	76	121	89	78	91	43	87
FBgn0032006	65	46	142	273	65	114	277	139	71	71	49	102
FBgn0028987	8	2	1	2	6	3	11	3	5	3	4	7
FBgn0032008	2	3	0	3	0	1	1	0	0	1	1	1
FBgn0262359	3	2	1	1	0	4	3	1	5	4	3	1
FBgn0032010	43	23	18	18	15	30	29	15	34	32	24	30
FBgn0003502	1337	618	235	478	184	176	569	214	342	308	160	442
FBgn0261020	533	269	165	217	182	241	249	168	357	328	105	183
FBgn0032013	40	11	8	17	8	8	33	12	18	17	11	10
FBgn0032014	117	68	48	73	55	50	89	47	90	59	33	72
FBgn0032015	341	161	173	195	204	219	194	179	238	272	94	160
FBgn0032016	500	250	175	185	210	247	204	178	319	313	111	251
FBgn0032017	240	127	109	79	116	151	110	99	113	157	52	121
FBgn0032018	277	145	203	219	156	172	250	231	183	210	118	274
FBgn0262598	15	8	13	6	4	5	14	4	8	5	7	10
FBgn0032020	55	21	73	63	23	35	84	78	45	46	50	90
FBgn0032021	2	1	2	3	3	1	2	2	1	4	0	3
FBgn0032022	1	2	4	5	1	1	2	4	2	1	3	2
FBgn0032023	4	1	8	3	5	5	4	3	5	2	4	4
FBgn0032024	4	2	2	1	4	5	3	2	3	4	2	1
FBgn0032025	6	6	5	4	2	1	5	4	4	1	0	2
FBgn0051901	6	5	6	4	6	8	9	6	3	9	4	6
FBgn0032026	33	26	102	53	38	50	68	118	26	34	49	84
FBgn0010265	405	272	424	403	273	343	428	546	363	329	468	433
FBgn0261437	799	443	191	215	323	405	263	234	377	433	142	263
FBgn0260439	800	386	415	518	392	469	610	498	668	607	287	630
FBgn0032029	21	8	4	7	4	8	9	2	12	12	1	6
FBgn0032030	529	310	252	309	289	294	265	280	400	354	144	296
FBgn0032031	146	82	59	69	60	82	92	58	88	106	47	80
FBgn0032032	41	19	14	11	10	15	12	13	21	20	4	12
FBgn0027094	615	328	446	465	439	486	509	438	553	569	177	505
FBgn0032033	1063	544	217	191	546	565	207	272	626	594	146	251
FBgn0032034	759	478	307	232	363	401	224	331	519	465	171	256
FBgn0263852	171	83	91	72	63	92	88	86	93	91	37	91
FBgn0032036	717	348	270	279	554	595	267	328	649	597	143	382
FBgn0262001	2	4	3	1	0	2	5	1	3	3	1	1
FBgn0262002	20	11	15	7	5	10	14	3	15	12	6	13
FBgn0015583	3	1	3	1	0	2	1	0	2	2	0	2
FBgn0040098	1	1	2	1	3	2	5	3	1	2	3	1
FBgn0040958	2	1	0	0	0	1	2	0	1	2	1	0
FBgn0040959	0	0	1	0	0	4	2	1	0	1	1	1
FBgn0032039	5	4	6	3	5	5	5	3	3	4	2	3
FBgn0032040	11	6	8	1	4	11	2	2	6	7	2	3
FBgn0051898	130	87	68	65	91	116	73	97	81	105	64	87
FBgn0001084	935	595	423	449	586	525	356	498	696	686	236	491
FBgn0020497	1457	662	637	868	805	913	842	679	1153	1092	415	1004
FBgn0014417	175	85	87	99	62	81	96	80	115	118	60	138
FBgn0032042	373	171	111	112	135	190	150	115	216	224	80	143
FBgn0027932	1340	707	750	905	578	719	795	792	1093	1109	337	1070
FBgn0001137	11	7	10	5	8	13	15	11	19	18	10	11
FBgn0027490	549	263	362	402	368	389	492	321	552	462	211	525
FBgn0043002	203	126	111	160	128	141	157	144	170	165	116	139
FBgn0002887	222	105	179	227	140	195	219	179	243	252	150	329
FBgn0051897	79	46	112	108	77	80	111	86	103	133	86	202
FBgn0027780	193	94	90	103	90	144	143	98	155	128	75	141
FBgn0026718	8	0	2	2	5	6	5	5	3	3	5	5
FBgn0285971	203	101	175	195	118	158	219	186	144	154	95	207
FBgn0262029	406	244	145	512	122	141	606	169	393	380	211	503
FBgn0053194	6	0	4	2	2	3	3	1	4	4	1	2
FBgn0264340	42	27	10	56	15	13	51	14	39	42	30	61
FBgn0032047	113	86	87	133	71	79	168	100	99	103	47	120
FBgn0263314	12	4	9	3	5	10	6	7	5	5	4	10
FBgn0032048	12	6	3	1	4	2	4	1	5	3	1	1
FBgn0032049	43	13	4	2	1	4	5	1	10	5	3	1
FBgn0032050	2748	1271	492	474	686	895	624	542	1305	1330	206	499
FBgn0032051	443	223	288	351	255	332	316	320	321	302	102	341
FBgn0032052	520	291	326	295	291	352	275	448	330	323	192	340
FBgn0032053	133	77	77	43	66	49	71	61	72	78	29	51
FBgn0032054	570	383	166	232	173	194	240	175	209	203	94	200
FBgn0032055	63	30	14	9	16	28	21	12	41	33	13	18
FBgn0016122	597	266	84	147	158	173	218	69	412	377	50	120
FBgn0250903	126	63	78	56	97	79	51	76	92	80	29	46
FBgn0085470	252	142	123	133	141	182	170	129	209	207	68	167
FBgn0028394	38	13	40	16	19	33	21	54	19	26	9	19
FBgn0011259	51	29	398	292	75	116	277	346	97	92	114	328
FBgn0001114	35	9	55	31	16	29	45	42	17	23	25	64
FBgn0032057	76	34	7	14	13	11	11	5	26	16	7	14
FBgn0032058	52	26	10	23	33	42	17	14	33	38	27	24
FBgn0032059	280	178	51	52	149	141	66	46	114	128	31	38
FBgn0260861	213	121	52	50	106	114	67	63	122	120	37	79
FBgn0004914	53	37	52	24	26	36	45	44	41	33	31	68
FBgn0032061	7	4	8	3	5	3	8	7	6	3	5	7
FBgn0003209	142	59	326	306	116	125	387	363	187	214	256	601
FBgn0266845	0	1	0	0	0	0	1	1	2	0	2	0
FBgn0032065	2	1	3	0	1	3	6	0	6	0	1	6
FBgn0032066	5	5	7	7	6	10	9	1	5	4	7	7
FBgn0032067	8	11	7	9	6	12	23	3	9	14	11	17
FBgn0032068	18	19	13	22	17	20	43	10	13	13	19	17
FBgn0032069	15	4	13	4	7	10	18	7	15	11	12	12
FBgn0261627	0	3	2	1	1	1	3	0	0	1	4	1
FBgn0029123	277	162	938	497	877	1098	632	1010	2855	3061	1221	2835
FBgn0052986	1	2	1	2	1	4	1	1	5	3	3	4
FBgn0052987	1	0	2	3	2	1	3	0	3	5	7	1
FBgn0052988	1	3	2	3	1	0	3	1	3	5	2	2
FBgn0052983	46	37	9	7	26	28	10	10	64	54	11	12
FBgn0032072	23	12	2	0	8	12	1	4	16	20	2	6
FBgn0261630	2	0	0	1	2	0	2	0	1	0	1	2
FBgn0085427	39	18	27	18	13	29	35	17	38	21	21	40
FBgn0032074	1	0	0	4	1	2	3	4	2	2	3	3
FBgn0032075	3	6	5	6	1	2	6	2	4	2	8	4
FBgn0032076	75	42	76	110	39	68	106	82	59	66	49	135
FBgn0032077	84	50	91	76	47	71	89	94	79	104	73	115
FBgn0032078	13	10	112	56	22	37	43	104	31	28	34	103
FBgn0286875	0	0	0	1	0	0	2	0	2	0	2	1
FBgn0032079	54	26	151	120	116	128	119	121	42	49	56	187
FBgn0032080	5	5	2	5	5	7	9	2	5	5	8	4
FBgn0052985	9	7	11	11	7	3	10	3	7	12	6	10
FBgn0052984	5	2	3	5	5	6	3	3	7	10	9	4
FBgn0032082	43	29	42	28	15	26	45	35	28	19	40	43
FBgn0032083	19	10	15	7	10	13	10	15	15	5	8	14
FBgn0032084	1	5	10	3	11	11	5	5	6	7	5	14
FBgn0040963	0	2	1	1	2	0	1	1	2	0	1	0
FBgn0011705	9	1	21	7	5	13	4	18	2	7	7	14
FBgn0032085	3	2	6	2	20	19	3	7	7	8	8	6
FBgn0013746	117	75	158	128	98	137	129	153	139	165	65	164
FBgn0032086	6	6	1	4	6	6	4	2	5	8	4	2
FBgn0040964	51	22	32	44	18	32	51	23	51	49	25	59
FBgn0015316	43	17	29	39	42	45	71	37	63	59	35	59
FBgn0032087	2	2	3	0	1	4	4	3	0	1	3	2
FBgn0032088	2	1	2	3	3	0	3	2	2	2	2	1
FBgn0032089	9	4	12	6	4	10	10	16	14	6	6	11
FBgn0032090	5	1	1	2	0	3	3	2	2	2	0	4
FBgn0051708	9	10	7	3	5	7	13	3	6	5	4	2
FBgn0032094	2	0	1	1	1	2	3	1	1	1	6	3
FBgn0032095	14	4	13	2	10	13	16	8	13	2	34	14
FBgn0051609	0	0	0	0	0	0	2	0	1	0	1	3
FBgn0032096	2	0	1	2	2	3	3	1	2	2	4	4
FBgn0052982	546	273	408	296	469	550	320	431	315	324	163	380
FBgn0032100	80	46	107	74	90	129	92	100	56	74	49	101
FBgn0032101	98	45	72	74	70	94	94	77	82	77	45	66
FBgn0041092	141	65	503	311	192	234	430	479	191	202	187	453
FBgn0032104	119	73	86	137	98	92	140	98	139	158	81	159
FBgn0032105	318	176	236	261	235	299	317	252	328	340	188	409
FBgn0040097	6	3	1	0	3	2	1	1	5	1	1	1
FBgn0267252	16	9	15	2	6	8	15	5	16	3	11	16
FBgn0032109	3	3	4	5	1	6	3	3	8	6	6	3
FBgn0010314	201	68	92	130	83	95	119	88	137	154	54	163
FBgn0026439	13	7	13	12	10	7	19	17	22	12	11	17
FBgn0032110	0	3	4	3	4	1	8	2	6	8	4	8
FBgn0263082	1	1	4	0	1	0	0	0	0	0	1	1
FBgn0032111	1	2	1	2	1	2	2	1	1	1	2	0
FBgn0085210	2	1	1	3	1	1	5	1	3	3	1	2
FBgn0085395	30	12	20	9	10	12	19	12	18	12	19	12
FBgn0012036	24	14	6	4	21	22	10	14	8	9	11	9
FBgn0032115	9	6	5	4	1	3	6	1	6	1	4	4
FBgn0032116	111	46	4	10	16	16	6	13	25	26	13	7
FBgn0000640	17	9	9	4	4	1	6	2	2	6	2	1
FBgn0262036	6	6	0	1	0	2	2	1	1	3	3	2
FBgn0032117	345	161	63	61	106	117	66	58	186	190	38	62
FBgn0011232	1098	581	185	261	408	452	301	161	444	419	122	260
FBgn0032119	86	43	21	24	22	29	41	18	27	25	16	30
FBgn0085211	16	7	3	3	3	2	6	1	7	5	2	0
FBgn0002973	2041	928	374	251	412	445	255	369	1096	1028	215	517
FBgn0053723	14	6	1	3	2	3	2	0	6	10	2	3
FBgn0004868	166	91	187	186	141	172	216	199	161	202	75	214
FBgn0032120	861	404	304	483	588	632	527	346	650	656	224	531
FBgn0032123	64	34	210	138	66	83	138	223	91	80	123	331
FBgn0032122	7	5	76	30	19	27	17	68	19	19	20	80
FBgn0032124	7	3	18	11	5	3	13	22	5	8	12	30
FBgn0032125	1	1	4	2	2	2	5	3	4	7	5	7
FBgn0032126	5	3	1	3	2	1	3	2	4	3	3	8
FBgn0032127	7	5	6	3	5	6	14	2	7	7	7	8
FBgn0032129	28	15	29	14	15	25	29	15	20	23	11	26
FBgn0032130	166	94	126	145	95	128	148	138	223	245	69	218
FBgn0028479	212	129	97	155	135	150	200	130	102	121	72	145
FBgn0051709	7	3	39	3	17	17	9	31	6	10	12	39
FBgn0014179	36	18	257	20	103	151	22	278	56	60	72	183
FBgn0032131	8	2	10	4	7	8	6	4	5	10	4	9
FBgn0032132	7	4	7	4	4	3	5	3	9	7	4	9
FBgn0019809	8	5	33	16	11	11	15	35	8	5	17	21
FBgn0040070	30	20	32	52	16	24	79	41	9	13	11	38
FBgn0032135	36	15	57	33	44	68	37	75	25	33	20	45
FBgn0051882	1	0	1	1	1	1	1	1	2	0	0	2
FBgn0032136	79	39	597	468	147	206	487	691	136	136	160	387
FBgn0053299	12	4	40	23	13	11	42	39	7	7	14	27
FBgn0000273	218	99	98	113	121	141	143	117	202	211	82	145
FBgn0286786	229	150	309	301	203	292	342	290	263	249	125	262
FBgn0011207	177	83	121	133	100	129	139	116	131	137	67	138
FBgn0051710	8	5	12	9	12	16	16	10	15	12	8	29
FBgn0032138	639	344	524	443	462	571	466	491	550	596	212	463
FBgn0028704	13	12	11	12	13	16	25	9	29	14	10	15
FBgn0032139	17	8	5	5	3	4	5	3	11	3	3	4
FBgn0032140	6	1	4	1	0	4	5	2	6	4	0	4
FBgn0015035	3	4	3	4	6	5	4	3	7	1	6	3
FBgn0270924	556	237	265	309	230	312	342	307	351	288	157	401
FBgn0011291	224	110	111	91	119	169	109	112	123	146	52	136
FBgn0283478	429	247	347	281	302	316	349	347	272	308	142	338
FBgn0265001	3	2	6	4	8	7	6	4	2	2	3	6
FBgn0032143	62	24	62	66	48	42	72	44	43	49	22	52
FBgn0032144	21	10	5	11	7	11	11	5	9	7	6	10
FBgn0065108	8	3	11	3	2	5	11	6	6	6	3	4
FBgn0065109	3	6	7	6	5	4	8	0	9	1	5	6
FBgn0032147	15	0	12	6	5	6	6	8	3	3	5	6
FBgn0032149	163	132	230	240	102	121	234	303	139	142	125	211
FBgn0032150	152	98	148	148	101	117	165	134	144	145	97	193
FBgn0032151	9	6	4	4	3	8	5	6	10	10	6	5
FBgn0029174	228	125	106	176	90	103	156	106	158	141	60	154
FBgn0085212	297	165	185	163	125	159	121	212	207	206	96	221
FBgn0032153	190	114	73	45	108	153	55	89	115	118	47	70
FBgn0032154	339	193	331	288	230	281	323	316	248	267	195	319
FBgn0010520	276	152	156	141	160	173	157	156	178	178	55	115
FBgn0004867	497	267	450	419	396	456	485	480	413	458	205	455
FBgn0053300	59	29	29	30	30	36	42	24	28	35	8	25
FBgn0032156	33	18	18	30	31	31	34	24	28	31	10	28
FBgn0032157	1120	572	393	446	589	662	449	455	667	714	247	527
FBgn0024285	677	370	314	339	406	412	388	352	477	476	201	434
FBgn0040064	29	7	34	28	24	48	20	42	23	29	20	39
