Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region3542	767	1490	169	678	1226	583
Region3543	441	1164	105	643	760	493
Region3544	1155	3426	417	1670	3745	1502
Region3545	289	631	72	356	651	300
Region3546	735	1962	187	828	1673	850
Region3547	2814	6749	716	2942	6342	2913
Region3548	5547	12077	1913	6208	15108	5311
Region3549	218	2265	102	1046	2363	1054
Region3550	365	1055	115	461	847	445
Region3551	585	1691	102	543	1197	722
Region3552	140	679	40	259	570	297
Region3553	87	571	20	242	471	279
Region3554	1385	4201	389	1655	3320	1630
Region3555	338	1041	76	251	729	513
Region3556	285	1160	102	292	659	469
Region3557	493	1201	107	515	908	509
Region3558	730	2621	179	567	1442	1236
Region3559	165	769	40	305	624	317
Region3560	541	1186	126	602	1534	539
Region3561	310	798	99	858	1179	371
Region3562	232	795	42	234	463	351
Region3563	662	2040	192	603	1470	873
Region3564	659	1975	175	631	1297	904
Region3565	127	500	69	209	438	268
Region3566	3226	6329	1172	3563	7622	2753
Region3567	299	981	72	255	432	449
Region3568	1235	2584	319	1056	2173	1210
Region3569	2482	4161	612	2027	3908	1782
Region3570	247	638	63	161	401	302
Region3571	1205	2972	348	994	1862	1316
Region3572	336	1507	129	629	1273	643
Region3573	454	1375	128	469	918	623
Region3574	308	1292	105	378	598	572
Region3575	202	816	40	215	429	388
Region3576	442	1053	121	428	852	444
Region3577	714	1442	163	737	1272	581
Region3578	103	280	20	580	1321	142
Region3579	185	359	45	772	2108	195
Region3580	399	546	181	236	470	388
Region3581	1760	1495	673	1767	2907	876
Region3582	946	1386	290	713	1206	819
Region3583	264	225	79	150	302	149
Region3584	441	722	209	354	579	394
Region3585	1660	3289	654	1247	2782	1593
Region3586	3869	7147	1483	3641	7754	3510
Region3587	101	987	39	226	390	407
Region3588	97	854	44	175	380	438
Region3589	61	417	44	261	475	237
Region3590	116	772	32	455	821	387
Region3591	276	987	67	325	527	455
Region3592	2063	5874	673	2852	5917	2376
Region3593	402	1117	81	439	1168	449
Region3594	394	930	116	437	884	387
Region3595	230	590	69	278	454	267
Region3596	1317	2907	485	1204	2679	1355
Region3597	5177	8904	2265	6711	15524	4179
Region3598	386	433	202	284	730	260
Region3599	895	2038	326	590	1311	999
Region3600	302	1066	116	378	656	501
Region3601	89	458	46	161	179	210
Region3602	187	615	34	208	596	308
Region3603	626	1681	241	818	1777	791
Region3604	694	1948	233	782	1725	869
Region3605	331	861	81	341	843	408
Region3606	385	1048	96	393	791	485
Region3607	2629	5362	751	2270	4623	2068
Region3608	622	1301	120	497	1041	572
Region3609	340	1201	85	412	807	511
Region3610	432	1234	149	493	926	553
Region3611	538	1813	151	639	1298	782
Region3612	474	1819	112	495	1226	722
Region3613	2109	4245	676	1837	4388	1771
Region3614	2413	4333	524	1990	4382	1665
Region3615	107	649	29	121	275	275
Region3616	651	1885	173	732	1454	831
Region3617	326	713	91	474	796	299
Region3618	388	1153	119	693	1325	473
Region3619	268	661	75	339	810	319
Region3620	815	2737	289	931	1965	1129
Region3621	694	1923	235	690	1824	837
Region3622	391	1066	76	357	752	517
Region3623	634	2073	135	588	1401	1023
Region3624	226	949	52	356	618	463
Region3625	161	630	33	212	306	314
Region3626	194	803	37	246	394	369
Region3627	520	1330	139	482	1198	579
Region3628	222	608	69	382	594	261
Region3629	421	700	159	465	907	292
Region3630	965	1972	342	1187	1806	886
Region3631	130	543	29	137	375	262
Region3632	302	783	67	264	516	331
Region3633	198	584	62	262	518	275
Region3634	458	1381	126	426	1214	621
Region3635	163	373	25	181	288	195
Region3636	1057	2065	280	657	1814	868
Region3637	843	1971	237	721	1854	876
Region3638	596	1999	181	425	961	912
Region3639	1098	3077	334	783	1248	1310
Region3640	270	853	82	303	479	389
Region3641	350	1168	96	359	648	564
Region3642	165	619	47	248	567	279
Region3643	730	1330	222	989	1932	577
Region3644	390	618	78	1772	2758	250
Region3645	817	1597	231	2758	4946	618
Region3646	475	1492	123	532	1092	635
Region3647	810	1861	175	678	1538	865
Region3648	842	2034	177	782	1784	785
Region3649	291	715	86	178	623	330
Region3650	226	907	56	347	655	365
Region3651	719	1088	213	831	1754	495
Region3652	817	2210	207	915	1870	878
Region3653	464	1384	124	505	1462	648
Region3654	309	860	79	346	747	400
Region3655	214	657	30	1138	2346	315
Region3656	261	927	63	330	680	407
Region3657	232	620	80	261	513	282
Region3658	1102	2673	247	968	2053	1045
Region3659	543	1424	130	380	859	566
Region3660	1325	3297	307	1391	2682	1368
Region3661	1260	3734	415	1455	3147	1518
Region3662	945	1969	400	892	2653	924
Region3663	1767	2774	432	1217	2674	1152
Region3664	370	914	78	517	1171	396
Region3665	127	520	36	178	367	245
Region3666	289	787	96	224	514	414
Region3667	108	720	53	223	402	340
Region3668	222	594	157	785	1498	321
Region3669	368	1090	100	407	787	477
Region3670	253	719	88	256	632	335
Region3671	282	821	94	249	484	410
Region3672	349	1399	147	363	771	613
Region3673	563	1571	160	588	1096	693
Region3674	453	1523	108	298	740	637
Region3675	518	1235	150	536	1176	525
Region3676	1701	4359	579	1573	3045	2046
Region3677	1329	2384	621	1427	3329	1148
Region3678	3788	9950	2391	6473	13668	5039
Region3679	1108	3226	399	1112	2844	1611
Region3680	426	1002	147	567	1184	415
Region3681	179	599	86	790	1188	298
Region3682	463	1071	216	732	1768	530
Region3683	204	673	100	396	969	358
Region3684	537	1419	162	580	1381	706
Region3685	1515	3553	650	1550	4385	1853
Region3686	215	297	104	135	241	145
Region3687	130	105	71	74	172	61
Region3688	1416	4192	484	1598	4716	2128
Region3689	766	2518	196	808	2314	1135
Region3690	190	635	42	577	1304	281
Region3691	1620	3758	630	2197	4883	1832
Region3692	579	1711	124	686	1001	713
Region3693	225	1112	50	302	498	508
Region3694	1275	3382	285	997	2450	1482
Region3695	838	2878	206	758	1739	1252
Region3696	241	628	82	261	623	302
Region3697	942	2315	216	938	1671	1049
Region3698	1081	1948	318	968	2508	970
Region3699	543	1564	150	426	956	673
Region3700	3223	5700	1296	2087	4130	2752
Region3701	708	2053	271	808	2073	993
Region3702	2311	6126	838	1856	4413	2980
Region3703	5106	6870	1580	2202	4626	3711
Region3704	218	486	56	217	480	257
Region3705	865	1762	234	751	1472	774
Region3706	959	2679	247	1109	2218	1195
Region3707	467	1291	104	355	950	562
Region3708	1075	2875	373	1163	2460	1205
Region3709	505	1366	90	393	1081	551
Region3710	1873	4867	542	1870	4400	2039
Region3711	410	1033	105	399	1085	430
Region3712	206	483	53	205	476	218
Region3713	191	704	54	273	592	332
Region3714	149	550	43	122	403	288
Region3715	440	1239	216	756	1793	664
Region3716	512	1910	253	640	1688	886
Region3717	460	606	176	396	1062	303
Region3718	189	213	97	115	330	110
Region3719	394	322	101	123	343	157
Region3720	392	269	151	143	439	145
Region3721	202	227	109	114	154	115
Region3722	1073	4124	381	5738	10508	1701
Region3723	959	2723	279	1363	2844	1101
Region3724	1139	2929	221	1099	2414	1223
Region3725	158	437	28	129	225	210
Region3726	1007	2346	372	789	1727	1163
Region3727	1220	1167	313	567	1078	453
Region3728	228	620	64	230	492	261
Region3729	551	1521	130	862	1490	693
Region3730	124	568	39	170	278	241
Region3731	285	582	66	272	727	274
Region3732	191	524	35	105	110	233
Region3733	557	1406	163	582	1577	664
Region3734	751	2627	212	644	1383	1138
Region3735	313	848	66	355	677	452
Region3736	370	424	162	197	326	201
Region3737	233	319	95	114	230	165
Region3738	223	474	62	505	1085	233
Region3739	368	891	163	514	1108	442
Region3740	601	1912	160	599	1255	779
Region3741	621	1997	181	669	1240	824
Region3742	271	921	75	271	466	406
Region3743	919	2627	221	851	2216	1115
Region3744	221	321	60	187	354	137
Region3745	219	804	47	201	474	359
Region3746	1012	2972	244	947	1995	1291
Region3747	392	1036	99	483	1115	459
Region3748	179	487	36	138	307	245
Region3749	305	1021	87	442	924	375
Region3750	1689	3536	370	1356	3382	1404
Region3751	831	2430	170	756	1533	1068
Region3752	687	2088	236	571	1390	926
Region3753	159	626	65	234	454	329
Region3754	435	1235	66	422	849	495
Region3755	538	1744	121	597	1009	744
Region3756	388	1641	121	451	935	817
Region3757	405	1065	170	600	1236	541
Region3758	437	1307	208	391	973	635
Region3759	233	699	84	264	427	341
Region3760	1391	2365	681	1458	3218	1327
Region3761	544	1121	205	472	1173	600
Region3762	499	1935	222	701	1297	834
Region3763	410	1441	90	300	586	610
Region3764	497	1274	152	551	1213	565
Region3765	426	1232	104	422	1018	466
Region3766	381	1394	76	491	1000	523
Region3767	128	513	61	171	347	245
Region3768	116	556	28	127	253	250
Region3769	495	1670	161	439	1224	753
Region3770	361	1310	161	343	781	620
Region3771	264	1080	86	393	740	475
Region3772	336	834	118	407	764	353
Region3773	171	746	50	243	566	378
Region3774	118	741	28	996	1646	338
Region3775	433	1545	104	486	1368	683
Region3776	259	974	89	625	995	423
Region3777	1294	3036	322	1170	2579	1286
Region3778	414	1183	118	300	643	595
Region3779	1452	2259	455	1008	2125	1105
Region3780	308	1409	93	377	837	664
Region3781	301	1009	65	328	580	446
Region3782	436	1205	86	409	716	543
Region3783	215	725	132	230	358	421
Region3784	375	1086	175	353	806	536
Region3785	618	1709	227	607	1306	768
Region3786	1919	3983	867	1913	4330	1984
Region3787	680	2231	373	693	1410	1074
Region3788	906	1429	360	493	976	671
Region3789	2007	7003	669	1498	4509	3354
Region3790	1097	4819	423	1765	3195	2333
Region3791	1252	4389	515	1203	2539	2219
Region3792	1767	4863	640	1449	3348	2347
Region3793	194	632	81	220	245	347
Region3794	732	280	368	217	479	164
Region3795	192	60	63	55	75	30
Region3796	138	69	67	59	39	28
Region3797	500	1287	170	357	1333	530
Region3798	260	879	51	307	475	392
Region3799	643	2950	223	1079	2032	1298
Region3800	219	831	53	356	661	372
Region3801	1240	5177	286	1496	2825	2180
Region3802	1768	5208	474	1271	2656	2156
Region3803	170	676	57	179	326	319
Region3804	545	2033	144	856	2185	953
Region3805	1322	3424	379	1860	3778	1368
Region3806	1708	2862	543	1668	2833	1176
Region3807	386	450	113	562	944	175
Region3808	566	450	120	580	1132	177
Region3809	263	712	102	413	952	328
Region3810	354	808	123	406	918	409
Region3811	250	718	72	293	498	308
Region3812	184	744	43	346	510	355
Region3813	187	528	63	237	456	243
Region3814	302	1138	65	287	599	489
Region3815	2473	5013	686	3021	5246	2250
Region3816	144	450	32	178	220	217
Region3817	1047	3044	239	1067	2127	1343
Region3818	270	966	75	330	588	426
Region3819	868	2497	243	770	1504	1052
Region3820	2037	4000	775	2064	3876	1886
Region3821	232	655	69	289	528	362
Region3822	193	868	52	350	505	382
Region3823	357	1020	82	354	830	418
Region3824	451	1129	112	451	826	472
Region3825	1425	4483	383	1686	3572	1872
Region3826	156	767	50	203	382	408
Region3827	146	482	29	114	185	223
Region3828	142	599	42	163	290	233
Region3829	941	2250	267	913	1502	1155
Region3830	1730	4020	864	2165	4116	1821
Region3831	367	2273	141	447	431	1139
Region3832	304	1499	176	345	461	746
Region3833	343	818	97	491	903	374
Region3834	857	2537	232	881	1431	1187
Region3835	337	1323	117	461	798	602
Region3836	208	724	41	179	354	334
Region3837	771	2401	237	1067	2104	1041
Region3838	1015	2948	241	880	1523	1174
Region3839	227	1026	55	356	530	470
Region3840	396	1145	101	537	1120	551
Region3841	237	1007	81	328	481	485
Region3842	318	834	116	379	983	376
Region3843	812	1600	217	899	2189	634
Region3844	1211	1978	243	1092	2211	833
Region3845	538	1805	127	565	1149	857
Region3846	211	768	58	201	448	334
Region3847	280	1286	82	383	966	541
Region3848	218	593	85	245	406	267
Region3849	222	726	81	310	404	359
Region3850	570	1835	159	615	1337	769
Region3851	617	2143	163	618	1301	935
Region3852	795	1109	302	565	1193	464
Region3853	1555	2465	596	1066	2411	1227
Region3854	2503	5412	1332	2026	4169	2701
Region3855	1881	5027	905	2493	4915	2612
Region3856	200	953	55	320	731	410
Region3857	267	931	54	303	626	456
Region3858	1781	5737	542	1795	4037	2400
Region3859	911	2727	159	883	1891	1231
Region3860	245	731	61	276	706	367
Region3861	197	581	44	235	534	297
Region3862	151	557	50	191	335	273
Region3863	561	1817	112	527	1218	798
Region3864	337	1210	87	410	1023	544
Region3865	282	1726	139	754	1770	852
Region3866	212	857	67	265	560	417
Region3867	748	2689	241	917	1411	1271
Region3868	187	761	42	241	370	321
Region3869	437	1378	94	552	956	623
Region3870	1379	3281	509	2409	4132	1573
Region3871	744	3212	369	1586	2567	1506
Region3872	266	503	80	496	890	214
Region3873	517	1598	162	1216	2077	718
Region3874	377	943	100	461	827	399
Region3875	179	558	52	254	607	274
Region3876	1030	2937	267	738	1456	1148
Region3877	171	687	55	300	480	337
Region3878	962	2830	341	1178	2527	1254
Region3879	547	1788	126	510	1316	820
Region3880	414	1825	140	742	1525	799
Region3881	434	1291	122	389	873	623
Region3882	256	727	78	312	579	329
Region3883	150	439	34	152	501	232
Region3884	546	1121	123	347	882	581
Region3885	335	861	67	350	827	396
Region3886	581	1627	139	634	1282	686
Region3887	434	1340	102	510	853	549
Region3888	92	343	32	356	732	166
Region3889	831	2140	340	2398	3787	1053
Region3890	583	2140	307	1039	1735	1062
Region3891	452	1072	225	512	1001	609
Region3892	316	1065	103	374	481	493
Region3893	252	1115	51	294	484	496
Region3894	289	1145	102	334	801	497
Region3895	228	626	63	218	356	294
Region3896	446	1319	153	720	1580	565
Region3897	273	398	86	406	1021	167
Region3898	104	445	44	139	345	241
Region3899	262	1035	60	257	678	496
Region3900	753	1795	215	704	1949	799
Region3901	240	576	58	270	629	290
Region3902	618	2125	174	866	1447	953
Region3903	522	1192	105	471	787	481
Region3904	174	622	49	270	359	270
Region3905	389	1266	90	469	702	513
Region3906	3193	9193	1191	3163	7122	4118
Region3907	311	926	105	531	978	410
Region3908	629	1866	241	1004	2179	990
Region3909	877	3036	202	1119	2577	1255
Region3910	539	582	226	441	888	252
Region3911	1033	234	356	164	109	107
Region3912	1033	156	359	104	78	62
Region3913	831	2239	241	861	1906	997
Region3914	435	1571	105	302	615	691
Region3915	969	3428	225	902	1797	1367
Region3916	204	876	51	250	419	416
Region3917	308	1143	103	260	800	489
Region3918	399	704	77	326	928	306
Region3919	1758	2611	565	1831	4421	1091
Region3920	222	751	83	230	432	388
Region3921	216	1742	46	665	913	825
Region3922	134	1166	35	435	628	586
Region3923	350	2120	116	630	1338	834
Region3924	4228	8119	1612	3645	9862	3424
Region3925	1611	3713	660	1371	3866	1601
Region3926	1023	1920	404	676	1929	713
Region3927	2384	5398	731	1979	4981	2159
Region3928	741	1987	206	664	1247	907
Region3929	160	517	40	213	420	269
Region3930	380	1158	88	431	606	532
Region3931	287	1069	94	368	739	436
Region3932	859	4856	430	2689	5591	2259
Region3933	226	700	49	211	321	339
Region3934	425	1202	77	755	1389	571
Region3935	527	1866	131	669	1499	782
Region3936	285	1031	68	298	365	409
Region3937	722	2327	200	526	833	899
Region3938	486	3114	245	646	1202	1477
Region3939	207	757	70	194	338	440
Region3940	291	1294	125	420	934	594
Region3941	675	2078	211	756	1873	875
Region3942	463	1113	96	295	859	522
Region3943	267	1423	54	342	642	612
Region3944	134	505	36	142	332	207
Region3945	234	867	53	241	355	404
Region3946	235	583	46	150	332	311
Region3947	418	1017	108	288	553	485
Region3948	396	794	217	448	959	381
Region3949	686	2161	173	763	1724	937
Region3950	315	660	54	170	408	278
Region3951	2835	4091	870	1410	3400	1649
Region3952	1013	2836	228	1034	2402	1181
Region3953	582	2374	159	955	2102	1060
Region3954	193	783	66	224	622	319
Region3955	864	3824	234	1757	3558	1748
Region3956	1045	4583	270	1400	2979	2026
Region3957	485	1436	173	685	1109	568
Region3958	253	631	113	257	789	255
Region3959	886	323	346	191	247	160
Region3960	607	290	296	191	330	152
Region3961	519	305	213	93	105	147
Region3962	650	244	284	125	152	120
Region3963	322	127	117	66	77	65
Region3964	1036	2866	312	1137	2376	1330
Region3965	1311	3721	442	1515	3925	1799
Region3966	2976	6618	1005	2698	6988	2921
Region3967	200	717	51	220	388	326
Region3968	588	7221	182	682	1090	3333
Region3969	518	5181	142	497	760	2687
Region3970	53	621	19	77	169	320
Region3971	228	252	84	135	371	98
Region3972	2368	2350	918	1040	2637	1087
Region3973	3245	6806	1128	3694	9916	2972
Region3974	1145	4300	374	2144	3572	1841
Region3975	2174	7204	816	5662	7558	3012
Region3976	292	1068	83	258	675	413
Region3977	249	871	72	282	567	349
Region3978	1196	3398	266	1072	2675	1388
Region3979	688	1994	204	1192	2088	817
Region3980	285	845	49	294	776	401
Region3981	334	1414	89	393	756	548
Region3982	445	1337	127	445	824	637
Region3983	295	1317	76	619	910	546
Region3984	280	890	115	252	734	437
Region3985	124	518	59	190	324	239
Region3986	488	2032	140	476	1472	957
Region3987	358	1323	110	815	1272	565
Region3988	286	956	80	490	873	395
Region3989	1073	2686	239	1097	2348	1178
Region3990	844	2124	206	772	1504	909
Region3991	706	1820	257	588	1310	823
Region3992	188	496	88	222	511	241
Region3993	268	1075	71	306	608	507
Region3994	221	685	80	279	727	358
Region3995	2878	4401	1138	2577	6780	1926
Region3996	189	403	81	158	509	194
Region3997	4820	8199	1617	3842	7352	3348
Region3998	438	1330	109	592	1519	602
Region3999	157	499	29	196	298	201
Region4000	115	652	23	300	389	305
Region4001	2163	5916	617	1850	4121	2235
Region4002	1332	3356	364	1488	3387	1544
Region4003	487	1401	113	466	885	639
Region4004	266	968	98	301	760	450
Region4005	166	539	54	215	317	267
Region4006	286	941	85	289	418	426
Region4007	838	2935	307	888	1400	1290
Region4008	939	2445	330	1214	2306	1097
Region4009	134	619	48	203	403	300
Region4010	410	1444	113	443	836	640
Region4011	221	614	75	263	385	311
Region4012	215	852	77	289	641	371
Region4013	464	1884	147	626	1424	893
Region4014	184	696	59	189	401	323
Region4015	187	1085	59	336	492	474
Region4016	1579	3130	365	1943	3239	1402
Region4017	1108	2527	305	1196	2218	1030
Region4018	124	464	75	135	240	250
Region4019	1012	2677	391	850	1379	1238
Region4020	379	1499	102	586	754	609
Region4021	193	353	103	152	181	146
Region4022	293	960	95	237	554	501
Region4023	262	1052	59	328	422	439
Region4024	3096	7923	1026	2674	7186	3147
Region4025	423	1006	118	436	1023	452
Region4026	239	979	88	296	690	535
Region4027	301	842	44	294	405	369
Region4028	811	2456	173	1063	2202	1018
Region4029	448	1745	131	608	1316	725
Region4030	135	839	46	280	436	393
Region4031	140	515	26	199	260	224
Region4032	185	968	51	259	477	432
Region4033	606	1149	356	453	1039	590
Region4034	442	346	201	175	312	176
Region4035	173	495	45	243	451	241
