geneID	sampleID	rlog	sampleName	sampleInfo	Genotype	Replicate	Input	sample
FBtr0081143	Gd7_R2_CBP	6.07837873927351	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081178	Gd7_R2_CBP	5.72728987094882	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336843	Gd7_R2_CBP	5.02906803149743	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081150	Gd7_R2_CBP	5.62101434531964	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081151	Gd7_R2_CBP	6.41148173048454	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081173	Gd7_R2_CBP	3.59335167948877	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0309834	Gd7_R2_CBP	2.35403069213221	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081170	Gd7_R2_CBP	5.36257721843812	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081154	Gd7_R2_CBP	5.93843602326236	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081155	Gd7_R2_CBP	6.4047814996794	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081165	Gd7_R2_CBP	5.24584205513394	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081163	Gd7_R2_CBP	6.16113993845546	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081156	Gd7_R2_CBP	5.44028791147275	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336628	Gd7_R2_CBP	7.89033714980436	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0344846	Gd7_R2_CBP	6.22321956423144	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081233	Gd7_R2_CBP	6.03430816118838	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0302561	Gd7_R2_CBP	7.42550625232628	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0330209	Gd7_R2_CBP	6.7752663663994	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0343804	Gd7_R2_CBP	3.29444716163301	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081198	Gd7_R2_CBP	2.38057225805487	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081221	Gd7_R2_CBP	5.05941396311765	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081219	Gd7_R2_CBP	5.45003456356957	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081218	Gd7_R2_CBP	6.5222007191291	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0306598	Gd7_R2_CBP	3.59946804731362	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0100449	Gd7_R2_CBP	5.53422510123856	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081210	Gd7_R2_CBP	6.74542573915074	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0302874	Gd7_R2_CBP	2.36474082120002	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081205	Gd7_R2_CBP	6.02850293140935	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081206	Gd7_R2_CBP	5.77417220781906	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081208	Gd7_R2_CBP	6.08997342392749	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081207	Gd7_R2_CBP	4.62609981701542	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0334175	Gd7_R2_CBP	3.65318262853694	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0308679	Gd7_R2_CBP	4.37848944885224	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081288	Gd7_R2_CBP	7.14150046570701	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0334174	Gd7_R2_CBP	7.30544331251498	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081236	Gd7_R2_CBP	5.26266615802527	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0332317	Gd7_R2_CBP	4.37001322804369	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081240	Gd7_R2_CBP	5.07082071431404	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081285	Gd7_R2_CBP	6.13424538416057	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081284	Gd7_R2_CBP	5.71614263336803	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081246	Gd7_R2_CBP	6.68388818497883	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081282	Gd7_R2_CBP	7.80862726358634	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081248	Gd7_R2_CBP	6.3990332297003	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0344843	Gd7_R2_CBP	4.24915783352615	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081249	Gd7_R2_CBP	6.87007068511661	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331328	Gd7_R2_CBP	6.31958474819639	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081256	Gd7_R2_CBP	4.07535880479815	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081257	Gd7_R2_CBP	5.26818152993879	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081270	Gd7_R2_CBP	7.98733474277597	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0100597	Gd7_R2_CBP	7.64940816000823	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081267	Gd7_R2_CBP	6.13953759795834	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081258	Gd7_R2_CBP	7.14255123994918	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081266	Gd7_R2_CBP	6.62632298600631	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331246	Gd7_R2_CBP	7.27354684727854	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081262	Gd7_R2_CBP	6.66667798816992	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081259	Gd7_R2_CBP	6.76361713927185	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331242	Gd7_R2_CBP	4.85998841486327	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331241	Gd7_R2_CBP	7.36636195432437	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0100352	Gd7_R2_CBP	6.36360363977484	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0305952	Gd7_R2_CBP	6.70669253120431	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081289	Gd7_R2_CBP	6.55323487146221	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081323	Gd7_R2_CBP	6.59641180634005	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081290	Gd7_R2_CBP	5.63215169820219	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0347410	Gd7_R2_CBP	4.48442989425298	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0329838	Gd7_R2_CBP	5.35016449084185	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336736	Gd7_R2_CBP	5.20467949901855	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0329840	Gd7_R2_CBP	6.36661784546269	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0332236	Gd7_R2_CBP	4.37766553079341	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0329839	Gd7_R2_CBP	6.97261553586753	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081348	Gd7_R2_CBP	4.46238858628797	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081347	Gd7_R2_CBP	6.44936411539865	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331184	Gd7_R2_CBP	7.00791644476739	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0343848	Gd7_R2_CBP	4.4461644139211	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0089395	Gd7_R2_CBP	6.94276497922556	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081332	Gd7_R2_CBP	7.15348024744202	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081341	Gd7_R2_CBP	5.1901058025075	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081333	Gd7_R2_CBP	5.63708909775805	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081335	Gd7_R2_CBP	5.85044241452842	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081334	Gd7_R2_CBP	6.49641231098263	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331617	Gd7_R2_CBP	4.49804730045354	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081374	Gd7_R2_CBP	7.4921161107861	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081367	Gd7_R2_CBP	6.42986084120223	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0346417	Gd7_R2_CBP	5.59421605675771	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336822	Gd7_R2_CBP	2.43648523403812	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336829	Gd7_R2_CBP	4.40584355381967	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081386	Gd7_R2_CBP	2.57938603115475	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081403	Gd7_R2_CBP	6.86580303813176	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0339520	Gd7_R2_CBP	6.62356270846188	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0344108	Gd7_R2_CBP	4.28127855653719	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0290059	Gd7_R2_CBP	6.5653582142732	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336824	Gd7_R2_CBP	6.39960772680954	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081390	Gd7_R2_CBP	5.91500443777671	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081401	Gd7_R2_CBP	4.46755290029608	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081399	Gd7_R2_CBP	2.9707824503669	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0305584	Gd7_R2_CBP	3.22949308842948	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081409	Gd7_R2_CBP	6.51087642933309	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0335147	Gd7_R2_CBP	6.29768501582439	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0335152	Gd7_R2_CBP	7.54808064811824	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081414	Gd7_R2_CBP	6.87710366824518	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0089946	Gd7_R2_CBP	6.00694340675088	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081415	Gd7_R2_CBP	7.24701469453478	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081455	Gd7_R2_CBP	3.53881713082563	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0339560	Gd7_R2_CBP	7.13625535447734	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0345687	Gd7_R2_CBP	6.28750375544917	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0290042	Gd7_R2_CBP	3.10872390419158	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081450	Gd7_R2_CBP	3.94275086329489	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0307498	Gd7_R2_CBP	4.32878799155868	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081427	Gd7_R2_CBP	4.90239079215161	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081443	Gd7_R2_CBP	6.53879864664234	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0330258	Gd7_R2_CBP	7.58441138777204	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081439	Gd7_R2_CBP	6.40866437738517	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0089944	Gd7_R2_CBP	5.47981660339608	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0290306	Gd7_R2_CBP	6.87065964779089	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0347554	Gd7_R2_CBP	7.37606603481737	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331199	Gd7_R2_CBP	7.26104752666119	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081507	Gd7_R2_CBP	4.2507742838337	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331376	Gd7_R2_CBP	4.93520153957058	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0300444	Gd7_R2_CBP	3.36558258910271	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0110944	Gd7_R2_CBP	6.27163374896067	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0114615	Gd7_R2_CBP	6.77349966927098	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081465	Gd7_R2_CBP	5.93817572943944	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081468	Gd7_R2_CBP	6.05512513517749	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081501	Gd7_R2_CBP	6.4660244753935	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081469	Gd7_R2_CBP	6.32995284798216	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0346451	Gd7_R2_CBP	5.81849067917498	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081499	Gd7_R2_CBP	6.68214862593895	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081472	Gd7_R2_CBP	6.79858010727493	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0306975	Gd7_R2_CBP	6.92275296673408	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081475	Gd7_R2_CBP	4.63374510227817	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081476	Gd7_R2_CBP	5.15768286540164	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081488	Gd7_R2_CBP	6.98960411896294	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081485	Gd7_R2_CBP	3.46905656555772	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081508	Gd7_R2_CBP	3.67755126449217	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081509	Gd7_R2_CBP	3.88812822235008	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081510	Gd7_R2_CBP	4.94293240784554	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081511	Gd7_R2_CBP	5.10523574348638	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081527	Gd7_R2_CBP	4.88823613350568	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0301461	Gd7_R2_CBP	6.97985821093115	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0332002	Gd7_R2_CBP	5.615294215269	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081514	Gd7_R2_CBP	6.33131337948618	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0273404	Gd7_R2_CBP	7.56749555953947	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081516	Gd7_R2_CBP	1.84236256532621	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081522	Gd7_R2_CBP	3.18701404417432	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0081517	Gd7_R2_CBP	3.00932651369566	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091805	Gd7_R2_CBP	7.14969145408767	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085892	Gd7_R2_CBP	8.44931644519011	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091808	Gd7_R2_CBP	9.2648740368256	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091811	Gd7_R2_CBP	8.45242238500272	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091814	Gd7_R2_CBP	7.7559740003645	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091817	Gd7_R2_CBP	8.40008025309406	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091820	Gd7_R2_CBP	7.71432298255824	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091823	Gd7_R2_CBP	7.70740775842282	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091826	Gd7_R2_CBP	5.213408091428	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091829	Gd7_R2_CBP	5.34577931927642	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091832	Gd7_R2_CBP	5.28783494460668	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091835	Gd7_R2_CBP	5.31565640614165	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091838	Gd7_R2_CBP	8.41961551216566	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091841	Gd7_R2_CBP	7.79594881879324	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091844	Gd7_R2_CBP	7.77340444783621	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091847	Gd7_R2_CBP	7.82514179022174	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091850	Gd7_R2_CBP	7.85181460398192	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091853	Gd7_R2_CBP	8.45306537264902	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091856	Gd7_R2_CBP	7.80466408042577	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091859	Gd7_R2_CBP	7.78537120347699	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091862	Gd7_R2_CBP	7.72512994887859	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091865	Gd7_R2_CBP	7.77799099878816	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0091868	Gd7_R2_CBP	8.42633054375578	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085896	Gd7_R2_CBP	4.36754834929704	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085921	Gd7_R2_CBP	5.3787633469907	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0345685	Gd7_R2_CBP	2.67640727811431	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085917	Gd7_R2_CBP	2.93230910723783	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085914	Gd7_R2_CBP	3.21290397625812	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085915	Gd7_R2_CBP	5.14390968231666	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085918	Gd7_R2_CBP	4.86743217327177	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085912	Gd7_R2_CBP	5.18369144683645	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0301617	Gd7_R2_CBP	6.71635934750557	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085909	Gd7_R2_CBP	4.32273404042577	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0300999	Gd7_R2_CBP	6.64558218089617	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085906	Gd7_R2_CBP	8.50514883798701	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0335391	Gd7_R2_CBP	8.53148837823992	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0089377	Gd7_R2_CBP	6.55211469703341	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0307507	Gd7_R2_CBP	3.97688025121904	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085934	Gd7_R2_CBP	3.28659798836204	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085935	Gd7_R2_CBP	1.95997980125431	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085946	Gd7_R2_CBP	3.21366421512611	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0344787	Gd7_R2_CBP	3.91602220695934	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0331655	Gd7_R2_CBP	2.75988892717383	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0333742	Gd7_R2_CBP	6.60489745627776	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0303272	Gd7_R2_CBP	6.57991147532604	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0110947	Gd7_R2_CBP	6.65220610948853	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0299879	Gd7_R2_CBP	4.72143076003686	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0344025	Gd7_R2_CBP	4.97669551299413	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0336971	Gd7_R2_CBP	3.31059481656517	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085955	Gd7_R2_CBP	2.54229965247888	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0306235	Gd7_R2_CBP	1.83139484286631	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
FBtr0085958	Gd7_R2_CBP	3.4907405662103	gd7_R2_CBP_S8	gd7_R2_CBP_S8	Gd7	R2	CBP	S8
