geneID	sampleID	rlog	sampleName	sampleInfo	Genotype	Replicate	Input	sample
FBtr0086900	Toll10b_R2_CBP	6.93616782750119	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086834	Toll10b_R2_CBP	2.63021900299845	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086897	Toll10b_R2_CBP	4.7529555014561	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086895	Toll10b_R2_CBP	5.89309949843718	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340269	Toll10b_R2_CBP	5.95217987206798	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086836	Toll10b_R2_CBP	5.28761116832524	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086892	Toll10b_R2_CBP	6.18924646555816	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0302161	Toll10b_R2_CBP	7.3983337695457	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086891	Toll10b_R2_CBP	6.30641392735566	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086890	Toll10b_R2_CBP	6.01779275695541	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086839	Toll10b_R2_CBP	5.16937367881338	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086889	Toll10b_R2_CBP	3.59390114190146	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086888	Toll10b_R2_CBP	7.43922009926717	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086887	Toll10b_R2_CBP	8.74535290320073	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340273	Toll10b_R2_CBP	6.85358917049807	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086886	Toll10b_R2_CBP	6.15324364253998	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086860	Toll10b_R2_CBP	6.11171072184166	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086885	Toll10b_R2_CBP	6.20816163508919	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0112388	Toll10b_R2_CBP	2.5487753950938	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086883	Toll10b_R2_CBP	6.29625684936436	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086864	Toll10b_R2_CBP	6.32990584404174	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086865	Toll10b_R2_CBP	4.874348010727	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0089546	Toll10b_R2_CBP	5.38221842111227	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0089547	Toll10b_R2_CBP	5.48812636347312	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0089548	Toll10b_R2_CBP	4.86385997576255	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0089559	Toll10b_R2_CBP	7.34019716486582	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0089549	Toll10b_R2_CBP	4.52500034488445	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0089550	Toll10b_R2_CBP	6.77403206656337	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345791	Toll10b_R2_CBP	6.99422762089368	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0299706	Toll10b_R2_CBP	7.36221840585543	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0299707	Toll10b_R2_CBP	3.92835077311774	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0306625	Toll10b_R2_CBP	6.79451223436736	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086795	Toll10b_R2_CBP	5.89162971871961	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086797	Toll10b_R2_CBP	7.73950953393633	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0273321	Toll10b_R2_CBP	3.86598798063673	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0114614	Toll10b_R2_CBP	4.90476635731083	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0113091	Toll10b_R2_CBP	6.01716119863229	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086787	Toll10b_R2_CBP	6.01333582132057	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0113092	Toll10b_R2_CBP	6.50483489609968	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086784	Toll10b_R2_CBP	5.93935427841529	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086733	Toll10b_R2_CBP	5.92221226123901	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086734	Toll10b_R2_CBP	6.68456132324577	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0110964	Toll10b_R2_CBP	5.11267774267623	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086736	Toll10b_R2_CBP	5.77707269554768	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086738	Toll10b_R2_CBP	7.43666469248358	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086740	Toll10b_R2_CBP	6.71618066695493	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0305270	Toll10b_R2_CBP	7.10163947823857	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345357	Toll10b_R2_CBP	6.34337556114765	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086745	Toll10b_R2_CBP	5.09114220188771	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086775	Toll10b_R2_CBP	5.58760389371788	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086774	Toll10b_R2_CBP	6.04248839633081	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086773	Toll10b_R2_CBP	6.73835417495588	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086772	Toll10b_R2_CBP	5.72534113204586	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086750	Toll10b_R2_CBP	5.23259745242857	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086771	Toll10b_R2_CBP	7.1343332659334	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086753	Toll10b_R2_CBP	4.4198360006654	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086754	Toll10b_R2_CBP	8.63499974420192	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086768	Toll10b_R2_CBP	6.10635506303707	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340331	Toll10b_R2_CBP	3.79183135411093	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086756	Toll10b_R2_CBP	3.96861465256151	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086757	Toll10b_R2_CBP	5.07756197731939	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0307186	Toll10b_R2_CBP	4.86933289817489	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345798	Toll10b_R2_CBP	4.84612741925622	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086725	Toll10b_R2_CBP	6.16717903774598	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086680	Toll10b_R2_CBP	5.78186453062938	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345891	Toll10b_R2_CBP	6.89028618611541	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345226	Toll10b_R2_CBP	5.23549551985682	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340329	Toll10b_R2_CBP	5.41884753142427	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086691	Toll10b_R2_CBP	4.96849028069523	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0299806	Toll10b_R2_CBP	7.11860651169675	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086723	Toll10b_R2_CBP	7.08373189566414	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086696	Toll10b_R2_CBP	5.959910583888	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0113093	Toll10b_R2_CBP	6.45368573023824	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086701	Toll10b_R2_CBP	6.1287795531827	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340387	Toll10b_R2_CBP	7.50199634414971	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0310055	Toll10b_R2_CBP	7.48256159384021	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0302904	Toll10b_R2_CBP	4.23608141405834	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086705	Toll10b_R2_CBP	5.18480100131958	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086707	Toll10b_R2_CBP	4.14021233966663	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086708	Toll10b_R2_CBP	4.32558446378321	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086711	Toll10b_R2_CBP	4.11757627646281	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086709	Toll10b_R2_CBP	5.58882500096717	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0300924	Toll10b_R2_CBP	7.53150054546189	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340393	Toll10b_R2_CBP	5.45386628953523	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0299689	Toll10b_R2_CBP	4.90484069558554	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086652	Toll10b_R2_CBP	7.65663281304972	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340485	Toll10b_R2_CBP	3.69634837391984	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0304023	Toll10b_R2_CBP	4.19594983557934	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0344258	Toll10b_R2_CBP	7.46303663170628	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0304024	Toll10b_R2_CBP	6.18387387267955	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086607	Toll10b_R2_CBP	4.50136467357548	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086647	Toll10b_R2_CBP	3.1613029382757	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086637	Toll10b_R2_CBP	6.7985837823982	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086634	Toll10b_R2_CBP	4.46127501828398	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086629	Toll10b_R2_CBP	4.86790691053649	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086618	Toll10b_R2_CBP	4.576740932776	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0330054	Toll10b_R2_CBP	5.75596456833713	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086627	Toll10b_R2_CBP	5.36524857966332	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086619	Toll10b_R2_CBP	5.37205925620751	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0273238	Toll10b_R2_CBP	5.65608153132159	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345981	Toll10b_R2_CBP	3.75997847672456	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0290300	Toll10b_R2_CBP	5.26448889963647	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086569	Toll10b_R2_CBP	5.30277271538079	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086601	Toll10b_R2_CBP	7.55701990506632	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086570	Toll10b_R2_CBP	5.21228225284321	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0302494	Toll10b_R2_CBP	6.18693282568792	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0474126	Toll10b_R2_CBP	5.49783635195187	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340458	Toll10b_R2_CBP	2.57510590626133	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086593	Toll10b_R2_CBP	3.58684089206217	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086579	Toll10b_R2_CBP	7.12067490524122	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086592	Toll10b_R2_CBP	5.22182433803764	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0113096	Toll10b_R2_CBP	6.29975115440468	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086581	Toll10b_R2_CBP	5.1271938957101	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0114623	Toll10b_R2_CBP	6.15810103450676	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340456	Toll10b_R2_CBP	7.90575182225688	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086505	Toll10b_R2_CBP	5.8483233852874	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340469	Toll10b_R2_CBP	6.52790037652415	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340470	Toll10b_R2_CBP	5.14215644643931	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086510	Toll10b_R2_CBP	5.96661632693243	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086511	Toll10b_R2_CBP	4.41370526823816	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0330057	Toll10b_R2_CBP	4.85819347630992	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086512	Toll10b_R2_CBP	7.70878272956629	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086563	Toll10b_R2_CBP	5.72752613859348	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086561	Toll10b_R2_CBP	4.31706947900559	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0300592	Toll10b_R2_CBP	4.07362692353129	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086560	Toll10b_R2_CBP	6.3662563912558	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0305333	Toll10b_R2_CBP	4.17846675669577	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0113098	Toll10b_R2_CBP	3.70508920811888	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0334283	Toll10b_R2_CBP	5.59993410948285	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086519	Toll10b_R2_CBP	6.43461632713526	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0310321	Toll10b_R2_CBP	3.07523407366874	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086525	Toll10b_R2_CBP	5.92161108434712	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086552	Toll10b_R2_CBP	6.50539942310537	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0309105	Toll10b_R2_CBP	5.90967262399256	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340491	Toll10b_R2_CBP	6.9371037990891	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086544	Toll10b_R2_CBP	5.18502549083691	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086531	Toll10b_R2_CBP	4.8262897251278	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086541	Toll10b_R2_CBP	7.00242011069484	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086537	Toll10b_R2_CBP	6.21993863444357	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086536	Toll10b_R2_CBP	7.22683530798361	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086535	Toll10b_R2_CBP	7.23375494820751	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086501	Toll10b_R2_CBP	4.89520310342367	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086462	Toll10b_R2_CBP	4.77828258629384	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0308795	Toll10b_R2_CBP	4.19232729239428	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0310331	Toll10b_R2_CBP	8.85662167751252	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086471	Toll10b_R2_CBP	4.95894622725111	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340595	Toll10b_R2_CBP	5.43966237871659	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086484	Toll10b_R2_CBP	6.81275485921776	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086473	Toll10b_R2_CBP	5.32682743661455	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0307891	Toll10b_R2_CBP	2.82081548035617	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086336	Toll10b_R2_CBP	7.83161720724614	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0340727	Toll10b_R2_CBP	3.08947472303951	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0303458	Toll10b_R2_CBP	3.67947670510089	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0306044	Toll10b_R2_CBP	2.55124619117832	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0302888	Toll10b_R2_CBP	3.54319184914018	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086340	Toll10b_R2_CBP	4.8675350813922	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086309	Toll10b_R2_CBP	8.77572533344916	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086322	Toll10b_R2_CBP	7.36174971551177	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0336635	Toll10b_R2_CBP	4.69174418704101	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086318	Toll10b_R2_CBP	5.54449481520625	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086308	Toll10b_R2_CBP	5.62149097423803	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086307	Toll10b_R2_CBP	6.11409889283428	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0339542	Toll10b_R2_CBP	5.04766770648127	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086305	Toll10b_R2_CBP	6.10417175887495	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086277	Toll10b_R2_CBP	6.42895566097734	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086304	Toll10b_R2_CBP	6.27978138196189	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086302	Toll10b_R2_CBP	7.24512972705811	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086300	Toll10b_R2_CBP	5.34505290976373	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0344185	Toll10b_R2_CBP	6.34095298622591	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0301209	Toll10b_R2_CBP	5.30767196325899	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086281	Toll10b_R2_CBP	4.6429428301262	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0309253	Toll10b_R2_CBP	4.73582900881455	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086285	Toll10b_R2_CBP	7.25673565512685	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0345355	Toll10b_R2_CBP	6.2999075684698	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086217	Toll10b_R2_CBP	4.14664596245072	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0299803	Toll10b_R2_CBP	4.34740854647642	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0100495	Toll10b_R2_CBP	7.55928229897435	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086259	Toll10b_R2_CBP	7.57122680508282	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086258	Toll10b_R2_CBP	6.75849618183461	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0342704	Toll10b_R2_CBP	6.2742747292705	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086257	Toll10b_R2_CBP	5.73288242646092	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0301760	Toll10b_R2_CBP	4.58946122855429	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0336730	Toll10b_R2_CBP	4.21866563573403	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086222	Toll10b_R2_CBP	7.77493591199949	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086256	Toll10b_R2_CBP	5.93859625669574	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
FBtr0086226	Toll10b_R2_CBP	5.3387911108421	toll10B_R2_CBP_S12	toll10B_R2_CBP_S12	Toll10b	R2	CBP	S12
