geneID	sampleID	rlog
Region274	Toll10b_2	8.83145645137884
Region275	Toll10b_2	8.38405414075996
Region276	Toll10b_2	7.4581073657605
Region277	Toll10b_2	8.87106546597382
Region278	Toll10b_2	8.45770681327408
Region279	Toll10b_2	9.72790201173356
Region280	Toll10b_2	10.3137500217993
Region281	Toll10b_2	8.9648374267585
Region282	Toll10b_2	7.36103423999556
Region283	Toll10b_2	7.3808975242791
Region284	Toll10b_2	7.68569390723366
Region285	Toll10b_2	11.940210642142
Region286	Toll10b_2	11.1989077097585
Region287	Toll10b_2	9.55429867559873
Region288	Toll10b_2	8.79370683174693
Region289	Toll10b_2	8.44743125203991
Region290	Toll10b_2	9.66450453629908
Region291	Toll10b_2	8.59874839720159
Region292	Toll10b_2	8.41788226384966
Region293	Toll10b_2	7.77957278625386
Region294	Toll10b_2	11.9961819436715
Region295	Toll10b_2	8.25584417211846
Region296	Toll10b_2	7.76496120471787
Region297	Toll10b_2	8.62489111399905
Region298	Toll10b_2	8.86565043848668
Region299	Toll10b_2	7.72801121541049
Region300	Toll10b_2	10.5258836152455
Region301	Toll10b_2	9.16958448765865
Region302	Toll10b_2	7.59520476811042
Region303	Toll10b_2	10.9731614959154
Region304	Toll10b_2	8.38401117487119
Region305	Toll10b_2	8.87464258672828
Region306	Toll10b_2	9.50863864696781
Region307	Toll10b_2	11.175256148208
Region308	Toll10b_2	9.90253053790382
Region309	Toll10b_2	8.51474154698531
Region310	Toll10b_2	8.10366162290397
Region311	Toll10b_2	8.5361201258422
Region312	Toll10b_2	8.13298710515894
Region313	Toll10b_2	8.17979859550722
Region314	Toll10b_2	8.98435374048223
Region315	Toll10b_2	9.41390537044582
Region316	Toll10b_2	9.48025061202268
Region317	Toll10b_2	9.20114018767173
Region318	Toll10b_2	10.3417271655339
Region319	Toll10b_2	8.15502272633572
Region320	Toll10b_2	8.17829957832577
Region321	Toll10b_2	10.8036453511863
Region322	Toll10b_2	7.53680092592631
Region323	Toll10b_2	9.07249080803889
Region324	Toll10b_2	9.54487820281667
Region325	Toll10b_2	10.036920643626
Region326	Toll10b_2	9.63464064502377
Region327	Toll10b_2	8.60273685443227
Region328	Toll10b_2	10.0140934824908
Region329	Toll10b_2	8.7532742334744
Region330	Toll10b_2	9.28301157648875
Region331	Toll10b_2	10.4147901858727
Region332	Toll10b_2	8.45286264756599
Region333	Toll10b_2	10.9554359708916
Region334	Toll10b_2	10.1610287423229
Region335	Toll10b_2	8.06082120354512
Region336	Toll10b_2	8.00370924808119
Region337	Toll10b_2	7.95908922325248
Region338	Toll10b_2	8.10774708288965
Region339	Toll10b_2	7.77716861903662
Region340	Toll10b_2	8.69736902559377
Region341	Toll10b_2	8.81680127163153
Region342	Toll10b_2	11.0332717800442
Region343	Toll10b_2	7.78187114266323
Region344	Toll10b_2	7.69835869133348
Region345	Toll10b_2	7.50597545973849
Region346	Toll10b_2	7.38440138951583
Region347	Toll10b_2	8.60292640266111
Region348	Toll10b_2	8.06155877520365
Region349	Toll10b_2	10.264285036234
Region350	Toll10b_2	8.17774468751516
Region351	Toll10b_2	10.1252227142727
Region352	Toll10b_2	12.634563159715
Region353	Toll10b_2	8.00191954871019
Region354	Toll10b_2	8.69302706802772
Region355	Toll10b_2	9.67074282763803
Region356	Toll10b_2	10.1419667505026
Region357	Toll10b_2	9.49742711379513
Region358	Toll10b_2	10.7807494849728
Region359	Toll10b_2	12.1106378999254
Region360	Toll10b_2	10.1066330077571
Region361	Toll10b_2	8.32007031762227
Region362	Toll10b_2	8.0224099934042
Region363	Toll10b_2	7.93914313518087
Region364	Toll10b_2	8.38737208618262
Region365	Toll10b_2	10.3417936245344
Region366	Toll10b_2	11.0832919948171
Region367	Toll10b_2	11.1048190148293
Region368	Toll10b_2	10.2196793822541
Region369	Toll10b_2	7.89130722829685
Region370	Toll10b_2	8.50798736927521
Region371	Toll10b_2	7.12571210816518
Region372	Toll10b_2	7.9444982455897
Region373	Toll10b_2	8.63692040961979
Region374	Toll10b_2	8.91267392512628
Region375	Toll10b_2	8.95916405884195
Region376	Toll10b_2	10.791969080902
Region377	Toll10b_2	9.03659094333532
Region378	Toll10b_2	8.46785893654967
Region379	Toll10b_2	7.48145019672836
Region380	Toll10b_2	8.29237997350254
Region381	Toll10b_2	8.43063981412619
Region382	Toll10b_2	9.64317811834698
Region383	Toll10b_2	9.39256895654309
Region384	Toll10b_2	9.52963292833096
Region385	Toll10b_2	7.81344567501142
Region386	Toll10b_2	8.44375520674354
Region387	Toll10b_2	8.1987758311337
Region388	Toll10b_2	9.46019157659574
Region389	Toll10b_2	7.48925232945116
Region390	Toll10b_2	8.5390795322225
Region391	Toll10b_2	8.69691945711407
Region392	Toll10b_2	10.470207278142
Region393	Toll10b_2	8.77387247700293
Region394	Toll10b_2	8.78673010029893
Region395	Toll10b_2	9.26356331813627
Region396	Toll10b_2	8.85541550238046
Region397	Toll10b_2	10.2622366673428
Region398	Toll10b_2	7.18784801186582
Region399	Toll10b_2	8.97006920665633
Region400	Toll10b_2	8.57487963941522
Region401	Toll10b_2	11.8872926674829
Region402	Toll10b_2	9.81635266712505
Region403	Toll10b_2	9.89717013968764
Region404	Toll10b_2	7.61198153114641
Region405	Toll10b_2	10.0093655922531
Region406	Toll10b_2	8.5818858411964
Region407	Toll10b_2	9.4976925915749
Region408	Toll10b_2	7.64561552537268
Region409	Toll10b_2	10.0976267899532
Region410	Toll10b_2	10.7353877466934
Region411	Toll10b_2	9.95883273148202
Region412	Toll10b_2	7.81119924749571
Region413	Toll10b_2	8.62793474276835
Region414	Toll10b_2	8.54118871388616
Region415	Toll10b_2	8.39474593551965
Region416	Toll10b_2	8.76372791488633
Region417	Toll10b_2	7.46374812097902
Region418	Toll10b_2	9.16726285825851
Region419	Toll10b_2	12.6345704836236
Region420	Toll10b_2	7.8908360171356
Region421	Toll10b_2	7.87814141580071
Region422	Toll10b_2	7.7672042550927
Region423	Toll10b_2	9.50256546688098
Region424	Toll10b_2	8.88821555535566
Region425	Toll10b_2	7.81953643799159
Region426	Toll10b_2	9.04342958297189
Region427	Toll10b_2	7.36274199632065
Region428	Toll10b_2	10.2992389234968
Region429	Toll10b_2	9.66931658752173
Region430	Toll10b_2	8.0439156927863
Region431	Toll10b_2	11.6056996714275
Region432	Toll10b_2	8.41141980822749
Region433	Toll10b_2	8.19464321432303
Region434	Toll10b_2	11.5688703610768
Region435	Toll10b_2	9.44164958657346
Region436	Toll10b_2	10.79344545319
Region437	Toll10b_2	8.97443586913954
Region438	Toll10b_2	11.1619923593598
Region439	Toll10b_2	10.9906302820027
Region440	Toll10b_2	8.52401387987075
Region441	Toll10b_2	10.4114280029227
Region442	Toll10b_2	7.65890854608985
Region443	Toll10b_2	8.03130217785124
Region444	Toll10b_2	8.19427481483465
Region445	Toll10b_2	9.08962422170338
Region446	Toll10b_2	10.6546290885456
Region447	Toll10b_2	9.49551585738722
Region448	Toll10b_2	9.31404096364857
Region449	Toll10b_2	9.48300899062618
Region450	Toll10b_2	8.7967677508983
Region451	Toll10b_2	9.63307301214854
Region452	Toll10b_2	8.31096636557455
Region453	Toll10b_2	9.98653534191072
Region454	Toll10b_2	8.86732576940306
Region455	Toll10b_2	8.26367166662328
Region456	Toll10b_2	8.14802423797209
Region457	Toll10b_2	9.45810727895042
Region458	Toll10b_2	9.23579093379158
Region459	Toll10b_2	7.04614535768984
Region460	Toll10b_2	8.70810272405438
Region461	Toll10b_2	9.76770013563669
Region462	Toll10b_2	9.66807230909617
Region463	Toll10b_2	7.29607248280389
Region464	Toll10b_2	8.51632824978588
Region465	Toll10b_2	8.60139246886726
Region466	Toll10b_2	7.89308880692673
Region467	Toll10b_2	6.90650226576454
Region468	Toll10b_2	8.23113551582504
Region469	Toll10b_2	8.42945290237633
Region470	Toll10b_2	8.04177385259837
Region471	Toll10b_2	8.08650825774469
Region472	Toll10b_2	7.97710918868374
Region473	Toll10b_2	8.38534415622504
Region474	Toll10b_2	8.29824430838913
Region475	Toll10b_2	10.37325854746
Region476	Toll10b_2	8.34126418462872
Region477	Toll10b_2	7.40383298321843
Region478	Toll10b_2	9.41397393068103
Region479	Toll10b_2	9.81404322716982
Region480	Toll10b_2	9.28520905645074
Region481	Toll10b_2	8.75418227425978
Region482	Toll10b_2	10.0294780044067
Region483	Toll10b_2	6.72327191361273
Region484	Toll10b_2	8.11593381769695
Region485	Toll10b_2	9.56691031754819
Region486	Toll10b_2	8.46990145237868
Region487	Toll10b_2	8.93528349836859
Region488	Toll10b_2	9.87799552983307
Region489	Toll10b_2	7.52998450435698
Region490	Toll10b_2	9.32082696545451
Region491	Toll10b_2	7.69385559471088
Region492	Toll10b_2	8.11226929175265
Region493	Toll10b_2	8.5036642346566
Region494	Toll10b_2	7.69819270925463
Region495	Toll10b_2	9.19910652144419
Region496	Toll10b_2	9.36111793025442
Region497	Toll10b_2	8.53321474808678
Region498	Toll10b_2	7.95610530048274
Region499	Toll10b_2	8.58316426018851
Region500	Toll10b_2	10.1959504126609
Region501	Toll10b_2	8.6336247036262
Region502	Toll10b_2	8.15976255655624
Region503	Toll10b_2	7.93074230089055
Region504	Toll10b_2	7.27849674714329
Region505	Toll10b_2	9.68548647416868
Region506	Toll10b_2	8.78249406220277
Region507	Toll10b_2	10.5698166833872
Region508	Toll10b_2	9.83668591436885
Region509	Toll10b_2	10.045180210393
Region510	Toll10b_2	9.02808654018973
Region511	Toll10b_2	7.1040452841209
Region512	Toll10b_2	10.0807526599417
Region513	Toll10b_2	8.60370074601055
Region514	Toll10b_2	9.16250838112149
Region515	Toll10b_2	8.83246633805814
Region516	Toll10b_2	10.8005168679613
Region517	Toll10b_2	8.40506682900749
Region518	Toll10b_2	11.5695485679537
Region519	Toll10b_2	11.9276497509478
Region520	Toll10b_2	9.01618376110857
Region521	Toll10b_2	10.4753064179773
Region522	Toll10b_2	8.28795793688112
Region523	Toll10b_2	11.0331627200838
Region524	Toll10b_2	8.5816975134956
Region525	Toll10b_2	10.1588486366617
Region526	Toll10b_2	8.74527783785509
Region527	Toll10b_2	9.323644560436
Region528	Toll10b_2	7.67367312154842
Region529	Toll10b_2	8.11425620705237
Region530	Toll10b_2	11.2215560190204
Region531	Toll10b_2	8.74037284283407
Region532	Toll10b_2	9.44188379331523
Region533	Toll10b_2	10.8394052762651
Region534	Toll10b_2	9.65554557389488
Region535	Toll10b_2	9.14328885770987
Region536	Toll10b_2	10.992372777288
Region537	Toll10b_2	9.96952767049012
Region538	Toll10b_2	11.2360158008787
Region539	Toll10b_2	10.0567183481715
Region540	Toll10b_2	10.9891692219563
Region541	Toll10b_2	10.3819461531707
Region542	Toll10b_2	9.45720196114006
Region543	Toll10b_2	9.17728440839461
Region544	Toll10b_2	8.31151590372007
Region545	Toll10b_2	7.98132825518102
Region546	Toll10b_2	8.08204852283063
Region547	Toll10b_2	9.69029497686395
Region548	Toll10b_2	8.90306191568607
Region549	Toll10b_2	7.50851236077582
Region550	Toll10b_2	8.57477166908075
Region551	Toll10b_2	9.46370851336812
Region552	Toll10b_2	8.63696722041694
Region553	Toll10b_2	9.37091105901968
Region554	Toll10b_2	9.23771671339246
Region555	Toll10b_2	8.65487868817561
Region556	Toll10b_2	8.92090880921846
Region557	Toll10b_2	7.98074976710363
Region558	Toll10b_2	11.3503590039175
Region559	Toll10b_2	8.2679065688621
Region560	Toll10b_2	8.97640972634608
Region561	Toll10b_2	8.08464064424372
Region562	Toll10b_2	8.94655404594629
Region563	Toll10b_2	8.32265448243655
Region564	Toll10b_2	9.34550414735003
Region565	Toll10b_2	9.81784650907935
Region566	Toll10b_2	10.1915312799017
Region567	Toll10b_2	8.90560049665821
Region568	Toll10b_2	10.1411123737964
Region569	Toll10b_2	10.5578584246509
Region570	Toll10b_2	11.813054275441
Region571	Toll10b_2	11.4991927150284
Region572	Toll10b_2	11.3006534629702
Region573	Toll10b_2	11.4975563901664
Region574	Toll10b_2	9.44093593899394
Region575	Toll10b_2	9.96572400165832
Region576	Toll10b_2	9.16826574653382
Region577	Toll10b_2	8.88075751754983
Region578	Toll10b_2	9.22857603782825
Region579	Toll10b_2	9.66340716723139
Region580	Toll10b_2	10.231962461881
Region581	Toll10b_2	10.7270977344985
Region582	Toll10b_2	8.34968393775114
Region583	Toll10b_2	8.03297184467798
Region584	Toll10b_2	9.47722028196284
Region585	Toll10b_2	9.01764327375671
Region586	Toll10b_2	8.54351315234584
Region587	Toll10b_2	7.70053109989902
Region588	Toll10b_2	8.21359263615308
Region589	Toll10b_2	8.61702246893983
Region590	Toll10b_2	9.28492212503384
Region591	Toll10b_2	8.82300629356417
Region592	Toll10b_2	8.22207091728702
Region593	Toll10b_2	8.87119003617613
Region594	Toll10b_2	8.40317485134251
Region595	Toll10b_2	6.61575843722164
Region596	Toll10b_2	8.13516441246635
Region597	Toll10b_2	8.21597700729871
Region598	Toll10b_2	9.91046123342379
Region599	Toll10b_2	10.2864546399603
Region600	Toll10b_2	9.53719649175818
Region601	Toll10b_2	7.39585020798162
Region602	Toll10b_2	9.96261961529181
Region603	Toll10b_2	8.72243985714055
Region604	Toll10b_2	10.602671629806
Region605	Toll10b_2	8.85329505742748
Region606	Toll10b_2	8.2961832515244
Region607	Toll10b_2	9.11986675560317
Region608	Toll10b_2	7.79961639851544
Region609	Toll10b_2	9.52447750464765
Region610	Toll10b_2	7.8865201440051
Region611	Toll10b_2	8.25205992381037
Region612	Toll10b_2	8.36305697925959
Region613	Toll10b_2	7.99680030068517
Region614	Toll10b_2	8.22607381108356
Region615	Toll10b_2	7.68626488925028
Region616	Toll10b_2	10.012314836178
Region617	Toll10b_2	10.8195372245017
Region618	Toll10b_2	8.96200286885827
Region619	Toll10b_2	9.79680760621959
Region620	Toll10b_2	8.22757333775243
Region621	Toll10b_2	8.31726386331927
Region622	Toll10b_2	8.64806091696995
Region623	Toll10b_2	7.74766272958743
Region624	Toll10b_2	8.93488512367657
Region625	Toll10b_2	10.0158447456587
Region626	Toll10b_2	10.3326357160614
Region627	Toll10b_2	9.32599959317159
Region628	Toll10b_2	9.02845585019593
Region629	Toll10b_2	7.61973765568178
Region630	Toll10b_2	9.4547832545013
Region631	Toll10b_2	8.60702127209893
Region632	Toll10b_2	8.46949175521184
Region633	Toll10b_2	10.2478276467639
Region634	Toll10b_2	10.4436653038556
Region635	Toll10b_2	8.72591218733327
Region636	Toll10b_2	7.59513754161921
Region637	Toll10b_2	10.6156312317958
Region638	Toll10b_2	10.0872397863047
Region639	Toll10b_2	8.05030936328186
Region640	Toll10b_2	10.0011835630315
Region641	Toll10b_2	9.30405117520902
Region642	Toll10b_2	9.93781725396331
Region643	Toll10b_2	10.1544488506904
Region644	Toll10b_2	7.83844083333988
Region645	Toll10b_2	8.99582741115556
Region646	Toll10b_2	8.41018312690046
Region647	Toll10b_2	8.09378970338448
Region648	Toll10b_2	8.60930116942625
Region649	Toll10b_2	7.80649935710878
Region650	Toll10b_2	7.81684778927962
Region651	Toll10b_2	8.15769841233155
Region652	Toll10b_2	9.13087571417642
Region653	Toll10b_2	8.08203169505284
Region654	Toll10b_2	8.73756165026318
Region655	Toll10b_2	7.68957613739872
Region656	Toll10b_2	8.78161774344701
Region657	Toll10b_2	7.81034756958126
Region658	Toll10b_2	8.23838247031487
Region659	Toll10b_2	8.62115251774169
Region660	Toll10b_2	10.8839587367688
Region661	Toll10b_2	11.3802161589958
Region662	Toll10b_2	7.8146165786151
Region663	Toll10b_2	8.69612196142072
Region664	Toll10b_2	9.35388869833245
Region665	Toll10b_2	8.37477087183294
Region666	Toll10b_2	9.73832778111633
Region667	Toll10b_2	9.30893715421465
Region668	Toll10b_2	8.47175027718693
Region669	Toll10b_2	7.69992842784409
Region670	Toll10b_2	7.32337360737119
Region671	Toll10b_2	7.17930968279609
Region672	Toll10b_2	10.6067905441692
Region673	Toll10b_2	8.7541677205208
Region674	Toll10b_2	8.6930598260045
Region675	Toll10b_2	7.8350857919052
Region676	Toll10b_2	8.9272964734347
Region677	Toll10b_2	10.3656224198755
Region678	Toll10b_2	9.87402831075056
Region679	Toll10b_2	9.89960137362172
Region680	Toll10b_2	8.88083329420488
Region681	Toll10b_2	10.3848523354181
Region682	Toll10b_2	9.28176728302351
Region683	Toll10b_2	9.17192084089147
Region684	Toll10b_2	10.4484273411604
Region685	Toll10b_2	10.7782180760895
Region686	Toll10b_2	7.50323382344421
Region687	Toll10b_2	8.09482064522833
Region688	Toll10b_2	10.1586653865302
Region689	Toll10b_2	9.24510358248389
Region690	Toll10b_2	10.1121057770087
Region691	Toll10b_2	10.6876377200901
Region692	Toll10b_2	8.2508900480946
Region693	Toll10b_2	8.30624247902314
Region694	Toll10b_2	8.61223844798594
Region695	Toll10b_2	7.51637272304419
Region696	Toll10b_2	8.80301928520844
Region697	Toll10b_2	9.15319151570145
Region698	Toll10b_2	10.180668291123
Region699	Toll10b_2	8.51751567332841
